Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (65 a 69 anos + 70 a 74 anos + 75 a 79 anos + 80 a 89 anos + 90 a 99 anos + 100 anos ou mais);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
2303659005;Bela Vista - Catunda (CE);102
2303659006;Beira Rio - Catunda (CE);96
2303709001;Alto do Garrote - Caucaia (CE);67
2303709002;Açude - Caucaia (CE);229
2303709003;Barra Nova - Caucaia (CE);37
2303709004;Bom Jesus - Caucaia (CE);46
2303709005;Cabatan - Caucaia (CE);58
2303709006;Campo Grande - Caucaia (CE);19
2303709007;Camurupim - Caucaia (CE);60
2303709008;Capuan - Caucaia (CE);308
2303709009;Centro - Caucaia (CE);243
2303709010;Cigana - Caucaia (CE);250
2303709011;Cipó - Caucaia (CE);40
2303709012;Conjunto Metropolitano - Caucaia (CE);550
2303709013;Cumbuco - Caucaia (CE);137
2303709014;Curicaca - Caucaia (CE);140
2303709015;Garrote - Caucaia (CE);77
2303709016;Genipabu - Caucaia (CE);213
2303709017;Grilo - Caucaia (CE);203
2303709018;Guagiru - Caucaia (CE);107
2303709019;Icaraí - Caucaia (CE);681
2303709020;Iparana - Caucaia (CE);301
2303709021;Itambé - Caucaia (CE);474
2303709022;Itapoã - Caucaia (CE);113
2303709023;Jandaiguaba - Caucaia (CE);271
2303709024;Jardim Icaraí - Caucaia (CE);128
2303709025;Lagoa do Banana - Caucaia (CE);95
2303709026;Lagoa dos Porcos - Caucaia (CE);4
2303709027;Lago Verde - Caucaia (CE);10
2303709028;Mestre Antônio - Caucaia (CE);115
2303709029;Nova Cigana - Caucaia (CE);135
2303709030;Novo Pabussu - Caucaia (CE);300
2303709031;Pabussu - Caucaia (CE);75
2303709032;Pacheco - Caucaia (CE);106
2303709033;Padre Júlio Maria - Caucaia (CE);234
2303709034;Padre Romualdo - Caucaia (CE);134
2303709035;Parque Leblon - Caucaia (CE);209
2303709036;Parque Soledade - Caucaia (CE);532
2303709037;Patricia Gomes - Caucaia (CE);46
2303709038;Paumirim - Caucaia (CE);67
2303709039;Planalto Caucaia - Caucaia (CE);155
2303709040;Sobradinho - Caucaia (CE);76
2303709041;Tabapuá - Caucaia (CE);470
2303709042;Tabapuá Brasília - Caucaia (CE);343
2303709043;Tabuba - Caucaia (CE);190
2303709044;Toco - Caucaia (CE);24
2303709045;Urucutuba - Caucaia (CE);7
2303709046;Caraúbas - Caucaia (CE);57
2303709047;Araturi - Caucaia (CE);832
2303709048;Nova Metrópole - Caucaia (CE);1014
2303709049;Marechal Rondon - Caucaia (CE);1003
2303709050;Arianópolis - Caucaia (CE);289
2303709051;Parque Albano - Caucaia (CE);418
2303709052;Parque das Nações - Caucaia (CE);141
2303709053;Parque Guadalajara - Caucaia (CE);519
2303709054;Parque Potira - Caucaia (CE);979
2303709055;São Miguel - Caucaia (CE);175
2303709056;Tabapuá - Brasília II - Caucaia (CE);222
2303808001;Centro - Cedro (CE);285
2303808002;Vila Operária - Cedro (CE);51
2303808003;Montividéu - Cedro (CE);..
2303808004;Prado - Cedro (CE);148
2303808005;Açude Novo - Cedro (CE);74
2303808006;Alto do Padeiro - Cedro (CE);195
2303808007;Planalto do Cadeiras - Cedro (CE);12
2303808008;Açude Velho - Cedro (CE);76
2303808009;Planalto dos lemos - Cedro (CE);31
2303808010;Pega Avoante - Cedro (CE);131
2303808011;Divisão - Cedro (CE);123
2303808012;Conjunto Habitacional - Cedro (CE);22
2303808013;Fátima - Cedro (CE);150
2303808014;Alto da Floresta - Cedro (CE);33
2303808015;Jardim Afonso Celso - Cedro (CE);94
2304004001;Centro - Coreaú (CE);138
2304004002;São Miguel - Coreaú (CE);167
2304004003;José Gomes Damasceno - Coreaú (CE);176
2304004004;Padre José Maria Aguiar - Coreaú (CE);59
2304004005;Dom Benedito - Coreaú (CE);93
2304103001;Centro - Crateús (CE);493
2304103002;Cidade Nova - Crateús (CE);498
2304103003;Patriarcas - Crateús (CE);86
2304103004;Cidade 2000 - Crateús (CE);88
2304103005;Cajás - Crateús (CE);87
2304103006;José Rosa - Crateús (CE);104
2304103007;Venâncio - Crateús (CE);416
2304103008;São Vicente - Crateús (CE);616
2304103009;Ipase - Crateús (CE);96
2304103010;Maratoan - Crateús (CE);38
2304103011;Santa Luzia - Crateús (CE);60
2304103012;Campo Velho - Crateús (CE);59
2304103013;Nova Terra - Crateús (CE);34
2304103014;Planalto - Crateús (CE);177
2304103015;Fátima II - Crateús (CE);479
2304103016;Fátima I - Crateús (CE);267
2304103017;Altamira - Crateús (CE);377
2304103018;São José - Crateús (CE);351
2304103019;Ponte Preta - Crateús (CE);46
2304202001;Centro - Crato (CE);538
2304202002;Pimenta - Crato (CE);268
2304202003;Seminário - Crato (CE);1033
2304202004;Vila Alta - Crato (CE);511
2304202005;Palmeiral - Crato (CE);68
2304202006;Pinto Madeira (Barro Vermelho) - Crato (CE);551
2304202007;Alto da Penha - Crato (CE);269
2304202008;Ossian Araripe (Caixa D'Água) - Crato (CE);289
2304202009;Sossego - Crato (CE);79
2304202010;Novo Crato - Crato (CE);360
2304202011;Cacimbas - Crato (CE);213
2304202012;Parque Recreio - Crato (CE);257
2304202013;São Miguel - Crato (CE);642
2304202014;Santa Luzia - Crato (CE);89
2304202015;Mirandão - Crato (CE);64
2304202016;Lobo (Vila Lobo) - Crato (CE);210
2304202017;Parque Granjeiro - Crato (CE);118
2304202018;Novo Horizonte - Crato (CE);79
2304202019;José Araújo (Novo Lameiro) - Crato (CE);74
2304202020;Zacarias Gonçalves - Crato (CE);75
2304202021;França Alencar - Crato (CE);8
2304202022;São Gonçalo - Crato (CE);7
2304202023;Gizélia Pinheiro (Batateiras) - Crato (CE);329
2304202024;São Bento - Crato (CE);138
2304202025;Muriti - Crato (CE);300
2304202026;São José - Crato (CE);174
2304202027;Barro Branco - Crato (CE);77
2304202028;Coqueiro - Crato (CE);17
2304202029;Lameiro - Crato (CE);89
2304202030;Granjeiro - Crato (CE);42
2304236001;Centro - Croatá (CE);307
2304236002;Caroba - Croatá (CE);193
2304277001;Centro - Ereré (CE);98
2304277002;Francisco Nogueira de Queiroz - Ereré (CE);46
2304277003;Ipiranga - Ereré (CE);94
2304277004;José Pessoa de Queiroz Moura (José Moura) - Ereré (CE);42
2304301001;Centro - Farias Brito (CE);279
2304301002;Boa Vista - Farias Brito (CE);144
2304301003;Nova Esperança - Farias Brito (CE);158
2304350001;Antonio Ferreira Gomes Martins - Forquilha (CE);8
2304350002;Centro - Forquilha (CE);76
2304350003;Francisco Martins Viana - Forquilha (CE);144
2304350004;Edmundo Rodrigues - Forquilha (CE);488
2304350005;Alto Alegre - Forquilha (CE);147
2304350006;Mesquita Jerônimo - Forquilha (CE);64
2304350007;José Raimundo de Loiola - Forquilha (CE);31
2304350008;Padre Edson - Forquilha (CE);45
2304400001;Alagadiço - Fortaleza (CE);1436
2304400002;Aldeota - Fortaleza (CE);5174
2304400003;Álvaro Weyne - Fortaleza (CE);2012
2304400004;Amadeo Furtado - Fortaleza (CE);1461
2304400005;Arraial Moura Brasil - Fortaleza (CE);268
2304400006;Barra do Ceará - Fortaleza (CE);3501
2304400007;Benfica - Fortaleza (CE);1021
2304400008;Bom Futuro - Fortaleza (CE);762
2304400009;Carlito Pamplona - Fortaleza (CE);1923
2304400010;Centro - Fortaleza (CE);3093
2304400011;Coco - Fortaleza (CE);1645
2304400012;Cristo Redentor - Fortaleza (CE);1975
2304400013;Damas - Fortaleza (CE);978
2304400014;Estância (Dionísio Torres) - Fortaleza (CE);1986
2304400015;Farias Brito - Fortaleza (CE);1231
2304400016;Fátima - Fortaleza (CE);2610
2304400017;Floresta - Fortaleza (CE);1600
2304400018;Jacarecanga - Fortaleza (CE);1390
2304400019;Jardim América - Fortaleza (CE);1204
2304400020;Jardim Guanabara - Fortaleza (CE);1126
2304400021;Jardim Iracema - Fortaleza (CE);1644
2304400022;Joaquim Távora - Fortaleza (CE);2851
2304400023;José Bonifácio - Fortaleza (CE);1251
2304400024;Meireles - Fortaleza (CE);4628
2304400025;Monte Castelo - Fortaleza (CE);1300
2304400026;Mucuripe - Fortaleza (CE);1433
2304400027;Papicu - Fortaleza (CE);1330
2304400028;Parque Araxá - Fortaleza (CE);913
2304400029;Parquelândia - Fortaleza (CE);1902
2304400030;Parreão - Fortaleza (CE);1128
2304400031;Pirambú - Fortaleza (CE);1352
2304400032;Praia de Iracema - Fortaleza (CE);359
2304400033;Presidente Kennedy - Fortaleza (CE);1913
2304400034;Rodolfo Teófilo - Fortaleza (CE);1960
2304400035;São João do Tauapé - Fortaleza (CE);2726
2304400036;Varjota - Fortaleza (CE);849
2304400037;Vicente Pinzon - Fortaleza (CE);2581
2304400038;Vila Ellery - Fortaleza (CE);688
2304400039;Vila Velha - Fortaleza (CE);3430
2304400040;Antônio Bezerra - Fortaleza (CE);2002
2304400041;Autran Nunes - Fortaleza (CE);962
2304400042;Conjunto Ceará I - Fortaleza (CE);1425
2304400043;Dom Lustosa - Fortaleza (CE);866
2304400044;Genibau - Fortaleza (CE);1355
2304400045;Henrique Jorge - Fortaleza (CE);2018
2304400046;João XXIII - Fortaleza (CE);1244
2304400047;Padre Andrade (Cachoeirinha) - Fortaleza (CE);959
2304400048;Quintino Cunha - Fortaleza (CE);2182
2304400049;José de Alencar - Fortaleza (CE);678
2304400050;Ancuri - Fortaleza (CE);860
2304400051;Barroso - Fortaleza (CE);1174
2304400052;Cajazeiras - Fortaleza (CE);625
2304400053;Cambeba - Fortaleza (CE);479
2304400054;Cidade dos Funcionários - Fortaleza (CE);1465
2304400055;Coaçu - Fortaleza (CE);308
2304400056;Curió - Fortaleza (CE);246
2304400057;Edson Queiroz - Fortaleza (CE);1048
2304400058;Engenheiro Luciano Cavalcante - Fortaleza (CE);1050
2304400059;Guajeru - Fortaleza (CE);322
2304400060;Guarapes - Fortaleza (CE);412
2304400061;Jangurussu - Fortaleza (CE);1645
2304400062;Jardim das Oliveiras - Fortaleza (CE);1726
2304400063;Lagoa Redonda - Fortaleza (CE);1224
2304400064;Lagoa Sapiranga (Coité) - Fortaleza (CE);1483
2304400065;Messejana (sede) - Fortaleza (CE);3175
2304400066;Parque Iracema - Fortaleza (CE);502
2304400067;Parque Manibura - Fortaleza (CE);605
2304400068;Paupina - Fortaleza (CE);689
2304400069;Pedras - Fortaleza (CE);89
2304400070;Sabiaguaba - Fortaleza (CE);103
2304400071;Salinas - Fortaleza (CE);232
2304400072;Bom Jardim - Fortaleza (CE);1907
2304400073;Bonsucesso - Fortaleza (CE);2523
2304400074;Canindezinho - Fortaleza (CE);1379
2304400075;Conjunto Ceará II - Fortaleza (CE);1831
2304400076;Conjunto Esperança - Fortaleza (CE);949
2304400077;Dendê - Fortaleza (CE);150
2304400078;Granja Lisboa - Fortaleza (CE);2187
2304400079;Granja Portugal - Fortaleza (CE);2119
2304400080;Jardim Cearense - Fortaleza (CE);497
2304400081;Manoel Sátiro - Fortaleza (CE);2182
2304400082;Maraponga - Fortaleza (CE);586
2304400083;Mondubim (Sede) - Fortaleza (CE);3131
2304400084;Parque Dois Irmãos - Fortaleza (CE);1136
2304400085;Parque Presidente Vargas - Fortaleza (CE);312
2304400086;Parque São José - Fortaleza (CE);805
2304400087;Parque Santa Rosa (Apolo XI) - Fortaleza (CE);676
2304400088;Passaré - Fortaleza (CE);1691
2304400089;Prefeito José Walter - Fortaleza (CE);3060
2304400090;Siqueira - Fortaleza (CE);1259
2304400091;Aerolândia - Fortaleza (CE);842
2304400092;Aeroporto (Base Aérea) - Fortaleza (CE);311
2304400093;Alto da Balança - Fortaleza (CE);1164
2304400094;Bela Vista - Fortaleza (CE);1301
2304400095;Castelão - Fortaleza (CE);281
2304400096;Couto Fernades - Fortaleza (CE);394
2304400097;Demócrito Rocha - Fortaleza (CE);937
2304400098;Dias Macedo - Fortaleza (CE);759
2304400099;Itaóca - Fortaleza (CE);1018
2304400100;Itaperi - Fortaleza (CE);1315
2304400101;Jóquei Club (São Cristóvão) - Fortaleza (CE);1578
2304400102;Mata Galinha - Fortaleza (CE);316
2304400103;Montese - Fortaleza (CE);2545
2304400104;Pan-Americano - Fortaleza (CE);790
2304400105;Parangaba - Fortaleza (CE);2398
2304400106;Pici (Parque Universitário) - Fortaleza (CE);1922
2304400107;Serrinha - Fortaleza (CE);1614
2304400108;Vila Pery - Fortaleza (CE);1645
2304400109;Vila União - Fortaleza (CE);1313
2304400110;Cais do Porto - Fortaleza (CE);1204
2304400111;Cidade 2000 - Fortaleza (CE);955
2304400112;Manuel Dias Branco - Fortaleza (CE);54
2304400113;Praia do Futuro I - Fortaleza (CE);264
2304400114;Praia do Futuro II - Fortaleza (CE);348
2304400115;De Lourdes - Fortaleza (CE);195
2304400116;Planalto Ayrton Senna - Fortaleza (CE);1498
2304400117;Gentilândia - Fortaleza (CE);491
2304400118;Conjunto Palmeiras - Fortaleza (CE);1315
2304400119;São Bento - Fortaleza (CE);453
2304608001;São José - General Sampaio (CE);52
2304608002;Nossa Senhora das Graças - General Sampaio (CE);97
2304608003;Sagrado Coração de Jesus - General Sampaio (CE);91
2304608004;Nossa Senhora do Rosário - General Sampaio (CE);78
2304806001;Centro - Granjeiro (CE);38
2304806002;Joaquim Ferreira - Granjeiro (CE);50
2304806003;Salomé - Granjeiro (CE);37
2304806004;Miguel Saraiva - Granjeiro (CE);8
2304905001;Padre Mororó - Groaíras (CE);1
2304905002;Centro - Groaíras (CE);337
2304905003;Paulo Malaquias - Groaíras (CE);137
2304905004;José Cassiano - Groaíras (CE);38
2304905005;Capitão José Linhares - Groaíras (CE);126
2304905006;Chico Jerônimo - Groaíras (CE);59
2304954001;Centro - Guaiúba (CE);53
2304954002;Miguel de Sousa Martins - Guaiúba (CE);53
2304954003;Pinheiro - Guaiúba (CE);110
2304954004;Helder Eduardo Bezerra - Guaiúba (CE);10
2304954005;Dezessete de Março - Guaiúba (CE);102
2304954006;Francisco de Goes - Guaiúba (CE);233
2304954007;São José - Guaiúba (CE);45
2304954008;Maria de Jesus - Guaiúba (CE);34
2304954009;Accioly - Guaiúba (CE);64
2305209001;Centro - Hidrolândia (CE);224
2305209002;Nova Hidrolândia - Hidrolândia (CE);131
2305209003;Professora Mirian Ferreira - Hidrolândia (CE);65
2305209004;Beira Rio - Hidrolândia (CE);110
2305209005;Progresso - Hidrolândia (CE);121
2305209006;Marinho - Hidrolândia (CE);143
2305209007;Mororó - Hidrolândia (CE);179
2305266001;Alto da Bela Vista - Ibaretama (CE);12
2305266002;Campo Velho - Ibaretama (CE);44
2305266003;Centro - Ibaretama (CE);67
2305266004;Nova Ibaretama - Ibaretama (CE);6
2305266005;Nossa Senhora Auxiliadora - Ibaretama (CE);7
2305266006;Raimunda Emilia - Ibaretama (CE);31
2305308001;Centro - Ibiapina (CE);185
2305308002;José Avelino Portela - Ibiapina (CE);130
2305308003;Francisco Custodio de Azevedo - Ibiapina (CE);128
2305308004;São João - Ibiapina (CE);217
2305308005;Raimundo Linhares - Ibiapina (CE);46
2305308006;Padre Pontes - Ibiapina (CE);51
2305308007;Vicente Aragão - Ibiapina (CE);45
2305506001;Alto do Jucá - Iguatu (CE);401
2305506002;Areias I - Iguatu (CE);184
2305506003;Areias II - Iguatu (CE);181
2305506004;Bastiana - Iguatu (CE);266
2305506005;Bugi - Iguatu (CE);32
2305506006;Cajazeiras - Iguatu (CE);128
2305506007;Centro - Iguatu (CE);349
2305506008;Cerâmica - Iguatu (CE);20
2305506009;Cocobó - Iguatu (CE);239
2305506010;Cohab - Iguatu (CE);220
2305506011;Chapadinha - Iguatu (CE);58
2305506012;Conjunto Industrial - Iguatu (CE);37
2305506013;Das Flores - Iguatu (CE);235
2305506014;Esplanada I - Iguatu (CE);120
2305506015;Esplanada II - Iguatu (CE);147
2305506016;Jardim Iguatu - Iguatu (CE);237
2305506017;João Paulo - Iguatu (CE);254
2305506018;Planalto - Iguatu (CE);97
2305506019;Poço Comprido - Iguatu (CE);12
2305506020;Prado - Iguatu (CE);215
2305506021;São Sebastião - Iguatu (CE);135
2305506022;Sete de Setembro - Iguatu (CE);204
2305506023;Taboleiro - Iguatu (CE);272
2305506024;Veneza - Iguatu (CE);279
2305506025;Vila Brasília - Iguatu (CE);183
2305506026;Vila Centenário - Iguatu (CE);319
2305506027;Vila Cidão - Iguatu (CE);66
2305506028;Vila Moura - Iguatu (CE);155
2305506029;Vila Neuma - Iguatu (CE);110
2305506030;Vila Santo Antônio - Iguatu (CE);370
2305506031;Paraná - Iguatu (CE);130
2305605001;Boa Esperança - Independência (CE);76
2305605002;Centro - Independência (CE);211
2305605003;Cohab I - Independência (CE);238
2305605004;Cohab II - Independência (CE);65
2305605005;Liberdade - Independência (CE);164
2305605006;Liberdade II - Independência (CE);45
2305605007;Pelo Sinal - Independência (CE);31
2305605008;Placa - Independência (CE);156
2305605009;São Vicente - Independência (CE);158
2305654001;Centro - Ipaporanga (CE);141
2305654002;Águas Belas - Ipaporanga (CE);89
2305654003;Alto do Bom Princípio - Ipaporanga (CE);29
2305654004;Central - Ipaporanga (CE);172
2305654005;São José - Ipaporanga (CE);24
2305803001;Aldeota - Ipu (CE);106
2305803002;Alto dos Quatorze - Ipu (CE);165
2305803003;Boa Vista - Ipu (CE);658
2305803004;Berguedorf - Ipu (CE);27
2305803005;Cafute - Ipu (CE);69
2305803006;Canudos - Ipu (CE);174
2305803007;Centro - Ipu (CE);517
2305803008;Escondido - Ipu (CE);82
2305803009;Macaco - Ipu (CE);38
2305803010;Mina - Ipu (CE);95
2305803011;Pedrinhas - Ipu (CE);66
2305803012;Pereiros - Ipu (CE);212
2305803013;Reino de França - Ipu (CE);46
2306009001;Centro - Iracema (CE);312
2306009002;Beira Rio - Iracema (CE);69
2306009003;Pedra Bola - Iracema (CE);38
2306009004;Jatobá - Iracema (CE);174
2306009005;Da Paz - Iracema (CE);43
2306009006;Holandino - Iracema (CE);77
2306009007;São José - Iracema (CE);60
2306009008;Caixa D'Água - Iracema (CE);101
2306256001;Centro - Itaitinga (CE);111
2306256002;Genezaré - Itaitinga (CE);138
2306256003;Angorá - Itaitinga (CE);65
2306256004;Vila Machado - Itaitinga (CE);72
2306256005;Ponta da Serra - Itaitinga (CE);83
2306256006;Santo Antônio - Itaitinga (CE);74
2306256007;Antônio Miguel - Itaitinga (CE);393
2306256008;Riachão - Itaitinga (CE);90
2306256009;Ancuri - Itaitinga (CE);410
2306256010;Barrocão - Itaitinga (CE);63
2306256011;Caracanga - Itaitinga (CE);63
2306256012;Carapió - Itaitinga (CE);27
2306256013;Gereraú - Itaitinga (CE);39
2306256014;Jabuti - Itaitinga (CE);44
2306256015;Jibóia - Itaitinga (CE);53
2306256016;Laje dos Gatos - Itaitinga (CE);76
2306256017;Ocupação - Itaitinga (CE);175
2306256018;Pedras - Itaitinga (CE);42
2306256019;Vila Nova - Itaitinga (CE);45
2306405001;Alto Alegre - Itapipoca (CE);149
2306405002;Área Nobre - Itapipoca (CE);91
2306405003;Boa Vista - Itapipoca (CE);105
2306405004;Cacimbas - Itapipoca (CE);249
2306405005;Centro - Itapipoca (CE);198
2306405006;Coqueiro - Itapipoca (CE);145
2306405007;Cruzeiro - Itapipoca (CE);451
2306405008;Estação - Itapipoca (CE);104
2306405009;Fazendinha - Itapipoca (CE);110
2306405010;Das Flores - Itapipoca (CE);105
2306405011;Julho - Itapipoca (CE);19
2306405012;Ladeira - Itapipoca (CE);315
2306405013;Madalenas - Itapipoca (CE);63
2306405014;Maranhão - Itapipoca (CE);62
2306405015;Mourão - Itapipoca (CE);117
2306405016;Nova Aldeota - Itapipoca (CE);170
2306405017;Picos - Itapipoca (CE);140
2306405018;São Francisco - Itapipoca (CE);136
2306405019;São Sebastião - Itapipoca (CE);90
2306405020;Senharão - Itapipoca (CE);109
2306405021;Urbano Teixeira - Itapipoca (CE);222
2306405022;Violete - Itapipoca (CE);369
2306603001;Centro - Itatira (CE);134
2306702001;Centro - Jaguaretama (CE);240
2306702002;Padre Sebastião Marleno - Jaguaretama (CE);254
2306702003;Beira Rio - Jaguaretama (CE);36
2306702004;Nossa Senhora da Conceição - Jaguaretama (CE);157
2306702005;Jaime Costa Pinheiro - Jaguaretama (CE);179
2306900001;Centro - Jaguaribe (CE);761
2306900002;Aloísio Diógenes - Jaguaribe (CE);287
2306900003;Celso Barreira Filho - Jaguaribe (CE);347
2306900004;Luiz Pinto - Jaguaribe (CE);104
2306900005;Antônio Duarte - Jaguaribe (CE);305
2307106001;Centro - Jardim (CE);121
2307106002;João Pereira de Sousa - Jardim (CE);70
2307106003;Urias Novais - Jardim (CE);123
2307106004;Olavo Napoleão de Araújo - Jardim (CE);12
2307106005;Bela Vista - Jardim (CE);2
2307106006;Décio Sampaio Couto - Jardim (CE);18
2307106007;Nossa Senhora de Fátima - Jardim (CE);103
2307106008;Clodoaldo Xavier Sampaio - Jardim (CE);25
2307106009;Lourival Gondim - Jardim (CE);35
2307106010;José Franco Neves (Zé Neves) - Jardim (CE);52
2307106011;João Neves da Luz (João da Luz) - Jardim (CE);50
2307106012;Santa Terezinha - Jardim (CE);90
2307106013;Otoni de Sá Roriz - Jardim (CE);25
2307106014;Frei Damião - Jardim (CE);..
2307205001;Centro - Jati (CE);195
2307205002;Matulão - Jati (CE);7
2307205003;Bela Vista - Jati (CE);152
2307205004;Portal de Santana - Jati (CE);6
2307304001;Centro - Juazeiro do Norte (CE);1016
2307304002;Juvêncio Santana - Juazeiro do Norte (CE);421
2307304003;São Miguel - Juazeiro do Norte (CE);1071
2307304004;Carité - Juazeiro do Norte (CE);51
2307304005;Fátima - Juazeiro do Norte (CE);260
2307304006;Pedrinhas - Juazeiro do Norte (CE);502
2307304007;Aeroporto - Juazeiro do Norte (CE);61
2307304008;Brejo Seco - Juazeiro do Norte (CE);51
2307304009;Betolândia - Juazeiro do Norte (CE);115
2307304010;Novo Juazeiro - Juazeiro do Norte (CE);233
2307304011;Leandro Bezerra de Menezes - Juazeiro do Norte (CE);160
2307304012;Timbaúba - Juazeiro do Norte (CE);737
2307304013;Pio XII - Juazeiro do Norte (CE);963
2307304014;Franciscanos - Juazeiro do Norte (CE);1482
2307304015;Limoeiro - Juazeiro do Norte (CE);845
2307304016;Pirajá - Juazeiro do Norte (CE);1320
2307304017;Romeirão - Juazeiro do Norte (CE);603
2307304018;João Cabral - Juazeiro do Norte (CE);891
2307304019;Triângulo - Juazeiro do Norte (CE);471
2307304020;Antônio Vieira - Juazeiro do Norte (CE);399
2307304021;Santa Teresa - Juazeiro do Norte (CE);643
2307304022;Salesianos - Juazeiro do Norte (CE);1574
2307304023;Socorro - Juazeiro do Norte (CE);327
2307304024;Salgadinho - Juazeiro do Norte (CE);160
2307304025;Horto - Juazeiro do Norte (CE);407
2307304026;Três-Marias - Juazeiro do Norte (CE);134
2307304027;Planalto - Juazeiro do Norte (CE);13
2307304028;Lagoa Seca - Juazeiro do Norte (CE);274
2307304029;Jardim Gonzaga - Juazeiro do Norte (CE);313
2307304030;São José - Juazeiro do Norte (CE);490
2307304031;José Geraldo da Cruz - Juazeiro do Norte (CE);189
2307304032;Tiradentes - Juazeiro do Norte (CE);525
2307304033;Campo Alegre - Juazeiro do Norte (CE);106
2307304034;Cidade Universitária - Juazeiro do Norte (CE);13
2307304035;Frei Damião - Juazeiro do Norte (CE);810
2307304036;Santo Antonio - Juazeiro do Norte (CE);437
2307403001;Centro - Jucás (CE);164
2307403002;Nossa Senhora de Fátima - Jucás (CE);98
2307403003;São Mateus - Jucás (CE);201
2307403004;São José - Jucás (CE);79
2307403005;Planalto - Jucás (CE);57
2307403006;Alto da Paz - Jucás (CE);55
2307403007;Côco Verde - Jucás (CE);19
2307403008;Alto do Tó - Jucás (CE);7
2307403009;Sagrada Família - Jucás (CE);153
2307403010;Padre Manoel Lemos Braga - Jucás (CE);121
2307502001;Coronel Raimundo Augusto Lima - Lavras da Mangabeira (CE);870
2307502002;Coronel Francisco Correia Lima - Lavras da Mangabeira (CE);240
2307601001;Centro - Limoeiro do Norte (CE);494
2307601002;Ilha - Limoeiro do Norte (CE);31
2307601003;Luiz Alves de Freitas - Limoeiro do Norte (CE);222
2307601004;Boa Fé - Limoeiro do Norte (CE);179
2307601005;Bom Nome - Limoeiro do Norte (CE);172
2307601006;Santa Luzia - Limoeiro do Norte (CE);139
2307601007;Monsenhor Otávio - Limoeiro do Norte (CE);131
2307601008;João XXIII - Limoeiro do Norte (CE);143
2307601009;Doutor José Simões - Limoeiro do Norte (CE);164
2307601010;Pitombeira - Limoeiro do Norte (CE);77
2307601011;Brotolândia - Limoeiro do Norte (CE);98
2307601012;Socorro - Limoeiro do Norte (CE);33
2307601013;Limoeirinho - Limoeiro do Norte (CE);88
2307601014;Bom Jesus - Limoeiro do Norte (CE);16
2307601015;Antônio Holanda - Limoeiro do Norte (CE);384
2307601016;Bom Jesus do Cruzeiro - Limoeiro do Norte (CE);35
2307635001;Centro - Madalena (CE);112
2307635002;Henrique Jorge - Madalena (CE);79
2307635003;Santa Terezinha - Madalena (CE);53
2307635004;Nova Madalena - Madalena (CE);31
2307635005;Pinhos - Madalena (CE);96
2307635006;Antônio Firmino de Pinho - Madalena (CE);71
2307635007;São José - Madalena (CE);39
2307635008;Boa Vista - Madalena (CE);69
2307635009;Santana - Madalena (CE);26
2307650001;Centro - Maracanaú (CE);290
2307650002;Parque Piratininga - Maracanaú (CE);263
2307650003;Coqueiral - Maracanaú (CE);220
2307650004;Novo Maracanaú - Maracanaú (CE);529
2307650005;Distrito Industrial do Ceará - Maracanaú (CE);553
2307650006;Conjunto Timbó - Maracanaú (CE);695
2307650007;Jereissati Setor C - Maracanaú (CE);316
2307650008;Jereissati Setor B - Maracanaú (CE);289
2307650009;Jereissati Setor A - Maracanaú (CE);472
2307650010;Jereissati Setor D - Maracanaú (CE);630
2307650011;Jereissati Setor E - Maracanaú (CE);195
2307650012;Independência - Maracanaú (CE);36
2307650013;Boa Vista - Maracanaú (CE);111
2307650014;Alto da Mangueira - Maracanaú (CE);277
2307650015;Picada - Maracanaú (CE);13
2307650016;Carneiro de Mendonça - Maracanaú (CE);90
2307650017;Olho-D'Água do Pitaguari - Maracanaú (CE);84
2307650018;Furna da Onça - Maracanaú (CE);42
2307650019;Antônio Justa - Maracanaú (CE);101
2307650020;Parque Luzardo Viana - Maracanaú (CE);308
2307650021;Pau Serrado - Maracanaú (CE);...
2307650022;Mucunã - Maracanaú (CE);234
2307650023;Cágado - Maracanaú (CE);260
2307650024;Jaçanau - Maracanaú (CE);279
2307650025;Tijuca - Maracanaú (CE);117
2307650026;Alto Alegre - Maracanaú (CE);16
2307650027;Jari - Maracanaú (CE);176
2307650028;Jatobá - Maracanaú (CE);256
2307650029;Siqueira - Maracanaú (CE);305
2307650030;Parque Santa Maria - Maracanaú (CE);56
2307650031;Alto Alegre I - Maracanaú (CE);253
2307650032;Alto Alegre II - Maracanaú (CE);90
2307650033;Novo Oriente - Maracanaú (CE);342
2307650034;Acaracuzinho I - Maracanaú (CE);261
2307650035;Acaracuzinho II - Maracanaú (CE);264
2307650036;Esplanada do Mondubim - Maracanaú (CE);49
2307650038;Pajuçara - Maracanaú (CE);965
2307650039;Boa Esperança - Maracanaú (CE);64
2307650040;Jardim Paraíso - Maracanaú (CE);192
2307650041;Alto da Bonança - Maracanaú (CE);110
2307650042;Arronches - Maracanaú (CE);94
2307650043;Parque Progresso - Maracanaú (CE);150
2307650044;Parque Tropical - Maracanaú (CE);115
2307650045;Jardim Bandeirante - Maracanaú (CE);191
2307650046;Novo Mondubim - Maracanaú (CE);74
