Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (65 a 69 anos + 70 a 74 anos + 75 a 79 anos + 80 a 89 anos + 90 a 99 anos + 100 anos ou mais);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
3525904019;Jardim Nambi - Jundiaí (SP);541
3525904020;Jardim Pacaembu - Jundiaí (SP);1327
3525904021;Malota - Jundiaí (SP);106
3525904022;Vila Alvorada - Jundiaí (SP);1285
3525904023;Casa Branca / Setor Industrial - Jundiaí (SP);39
3525904024;Hortolândia - Jundiaí (SP);1123
3525904025;Horto Florestal - Jundiaí (SP);250
3525904026;Marco Leite - Jundiaí (SP);48
3525904027;Moisés - Jundiaí (SP);40
3525904028;Vale Azul - Jundiaí (SP);107
3525904029;Aeroporto - Jundiaí (SP);24
3525904030;Parque Eloy Chaves - Jundiaí (SP);658
3525904031;Ermida - Jundiaí (SP);6
3525904032;Jardim das Tulipas - Jundiaí (SP);228
3525904033;Gramadão - Jundiaí (SP);245
3525904034;Distrito Industrial - Jundiaí (SP);1
3525904035;Engordadouro - Jundiaí (SP);70
3525904036;Torres de São José - Jundiaí (SP);492
3525904037;Cecap - Jundiaí (SP);831
3525904038;Parque Centenário - Jundiaí (SP);163
3525904039;Pinheirinho/Represa - Jundiaí (SP);23
3525904040;Cerâmica Ibetel - Jundiaí (SP);61
3525904041;Caxumbu - Jundiaí (SP);374
3525904042;Nova Odessa - Jundiaí (SP);67
3525904043;Jardim Samambaia - Jundiaí (SP);246
3525904044;Medeiros - Jundiaí (SP);373
3525904045;Setor Industrial - Jundiaí (SP);114
3529401001;RP1 (Regiões de Planejamento) - Mauá (SP);1414
3529401002;RP2 (Regiões de Planejamento) - Mauá (SP);88
3529401003;RP3 (Regiões de Planejamento) - Mauá (SP);1303
3529401004;RP4 (Regiões de Planejamento) - Mauá (SP);3337
3529401005;RP5 (Regiões de Planejamento) - Mauá (SP);161
3529401006;RP6 (Regiões de Planejamento) - Mauá (SP);775
3529401007;RP7 (Regiões de Planejamento) - Mauá (SP);2055
3529401008;RP8 (Regiões de Planejamento) - Mauá (SP);3328
3529401009;RP9 (Regiões de Planejamento) - Mauá (SP);2712
3529401010;RP10 (Regiões de Planejamento) - Mauá (SP);2819
3529401011;RP11 (Regiões de Planejamento) - Mauá (SP);971
3529401012;RP12 (Regiões de Planejamento) - Mauá (SP);1400
3529401013;RP13 (Regiões de Planejamento) - Mauá (SP);1338
3529401014;RP14 (Regiões de Planejamento) - Mauá (SP);116
3530300001;Moreira - Mirassol (SP);540
3530300002;Santa Casa - Mirassol (SP);210
3530300003;Souza - Mirassol (SP);351
3530300004;Aeroporto - Mirassol (SP);81
3530300005;Santa Cruz - Mirassol (SP);160
3530300006;Nossa Senhora Aparecida - Mirassol (SP);724
3530300007;Grota - Mirassol (SP);46
3530300008;Fartura - Mirassol (SP);45
3530300009;São José - Mirassol (SP);808
3530300010;Portal - Mirassol (SP);206
3530300011;São Pedro - Mirassol (SP);48
3530300012;Colina - Mirassol (SP);19
3530300013;Centro - Mirassol (SP);1020
3530508001;Chácara São Domingos - Mococa (SP);430
3530508002;Distrito Industrial I - Mococa (SP);-
3530508003;Santa Cecília - Mococa (SP);163
3530508004;Jardim São Francisco - Mococa (SP);64
3530508005;Mocoquinha - Mococa (SP);265
3530508006;Vila Naufel - Mococa (SP);45
3530508007;Descanso - Mococa (SP);97
3530508008;Braz - Mococa (SP);115
3530508009;Aparecida - Mococa (SP);112
3530508010;Jardim Santa Clara - Mococa (SP);181
3530508011;Vila Carvalho - Mococa (SP);232
3530508012;Vila Quintino - Mococa (SP);42
3530508013;Jardim Chico Piscina - Mococa (SP);46
3530508014;Jardim Lavínia - Mococa (SP);88
3530508015;Chácara Bela Vista - Mococa (SP);11
3530508016;Conjunto Habitacional Doutor Gilberto Rossetti - Mococa (SP);411
3530508017;Vila Santa Rosa - Mococa (SP);730
3530508018;Gatolândia - Mococa (SP);101
3530508019;Distrito Industrial II - Mococa (SP);-
3530508020;Jardim Primavera - Mococa (SP);37
3530508021;Jardim Morro Azul - Mococa (SP);80
3530508022;Vila Lambari - Mococa (SP);223
3530508023;Vila Mariana - Mococa (SP);263
3530508024;Cecap - Mococa (SP);120
3530508025;Jardim Alvorada - Mococa (SP);128
3530508026;Conjunto Habitacional Doutor Gabriel do O - Mococa (SP);197
3530508027;Centro - Mococa (SP);477
3530508028;Conjunto Habitacional Nene Pereira Lima - Mococa (SP);79
3530508029;Jardim São Luiz - Mococa (SP);27
3530508030;Jardim Santa Maria - Mococa (SP);34
3530508031;Conjunto Habitacional Ary Estevão - Mococa (SP);13
3530508032;Chácaras do Vale - Mococa (SP);72
3533403001;Região Administrativa 01 - Nova Odessa (SP);73
3533403002;Região Administrativa 02 - Nova Odessa (SP);36
3533403003;Região Administrativa 03 - Nova Odessa (SP);70
3533403004;Região Administrativa 04 - Nova Odessa (SP);15
3533403005;Região Administrativa 05 - Nova Odessa (SP);133
3533403006;Região Administrativa 06 - Nova Odessa (SP);294
3533403007;Região Administrativa 07 - Nova Odessa (SP);41
3533403008;Região Administrativa 08 - Nova Odessa (SP);223
3533403009;Região Administrativa 09 - Nova Odessa (SP);216
3533403010;Região Administrativa 10 - Nova Odessa (SP);976
3533403011;Região Administrativa 11 - Nova Odessa (SP);284
3533403012;Região Administrativa 12 - Nova Odessa (SP);102
3533403013;Região Administrativa 13 - Nova Odessa (SP);57
3533403014;Região Administrativa 14 - Nova Odessa (SP);282
3533403015;Região Administrativa 15 - Nova Odessa (SP);371
3533403016;Região Administrativa 16 - Nova Odessa (SP);373
3533403017;Região Administrativa 17 - Nova Odessa (SP);40
3534401001;Jardim das Flores - Osasco (SP);1287
3534401002;Km 18 - Osasco (SP);1420
3534401003;Centro - Osasco (SP);1676
3534401004;Vila Osasco - Osasco (SP);1191
3534401005;Industrial Centro - Osasco (SP);2
3534401006;Cipava - Osasco (SP);1133
3534401007;Vila Yolanda - Osasco (SP);1210
3534401008;Pestana - Osasco (SP);1369
3534401009;Setor Militar - Osasco (SP);4
3534401010;Bonfim - Osasco (SP);189
3534401011;Presidente Altino - Osasco (SP);1166
3534401012;Industrial Autonomistas - Osasco (SP);290
3534401013;Parque Continental - Osasco (SP);98
3534401014;Vila Campesina - Osasco (SP);404
3534401015;Cidade de Deus - Osasco (SP);35
3534401016;Piratininga - Osasco (SP);510
3534401017;Rochale - Osasco (SP);1671
3534401018;Vila Yara - Osasco (SP);1075
3534401019;Bela Vista - Osasco (SP);1608
3534401020;Jardim Roberto - Osasco (SP);1187
3534401021;Iapi - Osasco (SP);835
3534401022;Ayrosa - Osasco (SP);1653
3534401023;Industrial Remédios - Osasco (SP);166
3534401025;Adalgisa - Osasco (SP);367
3534401026;Umuarama - Osasco (SP);532
3534401027;Cidade das Flores - Osasco (SP);531
3534401028;Vila Militar - Osasco (SP);1
3534401029;Castelo Branco - Osasco (SP);211
3534401030;Remédios - Osasco (SP);626
3534401031;Santo Antônio - Osasco (SP);915
3534401032;Jardim Elvira - Osasco (SP);753
3534401033;Aliança - Osasco (SP);647
3534401034;Jardim D'Abril - Osasco (SP);1208
3534401035;Jaguaribe - Osasco (SP);1337
3534401036;São Pedro - Osasco (SP);691
3534401037;Quintauna - Osasco (SP);703
3534401038;Munhoz Júnior - Osasco (SP);1266
3534401039;Industrial Mazzei - Osasco (SP);131
3534401040;Mutinga - Osasco (SP);794
3534401041;Padroeira - Osasco (SP);1196
3534401042;Helena Maria - Osasco (SP);1130
3534401043;Baronesa - Osasco (SP);750
3534401044;Vila Menk - Osasco (SP);1306
3534401045;Bussocaba - Osasco (SP);726
3534401046;Veloso - Osasco (SP);1698
3534401047;Bandeiras - Osasco (SP);671
3534401048;Portal D'Oeste - Osasco (SP);351
3534401049;Industrial Anhanguera - Osasco (SP);170
3534401050;City Bussocaba - Osasco (SP);150
3534401051;Jardim Novo Osasco - Osasco (SP);1097
3534401052;Bonança - Osasco (SP);285
3534401053;Platina - Osasco (SP);142
3534401054;Metalúrgicos - Osasco (SP);304
3534401055;Paiva Ramos - Osasco (SP);19
3534401056;Três Montanhas - Osasco (SP);66
3534401057;Jardim Conceição - Osasco (SP);964
3534401058;Santa Fé - Osasco (SP);50
3534401059;Raposo Tavares - Osasco (SP);..
3534401060;Santa Maria - Osasco (SP);519
3534807001;Industrial - Ouro Verde (SP);68
3534807002;Primavera - Ouro Verde (SP);188
3534807003;Nova Esperança - Ouro Verde (SP);221
3534807004;Paraíso - Ouro Verde (SP);151
3534807005;Centro - Ouro Verde (SP);88
3536505001;Nova Paulínia - Paulínia (SP);228
3536505002;Jardim de Itapoan - Paulínia (SP);113
3536505003;Jardim Vista Alegre - Paulínia (SP);122
3536505004;Jardim dos Calegaris - Paulínia (SP);129
3536505005;Jardim Fortaleza - Paulínia (SP);77
3536505006;Santa Cecília - Paulínia (SP);176
3536505007;Vila Bressani - Paulínia (SP);146
3536505008;Vila Presidente Médici - Paulínia (SP);84
3536505009;Vila José Paulino Nogueira - Paulínia (SP);127
3536505010;Vila Monte Alegre - Paulínia (SP);591
3536505011;Jardim N. S. Aparecida - Paulínia (SP);42
3536505012;Santa Terezinha - Paulínia (SP);114
3536505014;Poço Fundo - Paulínia (SP);4
3536505015;Bela Vista - Paulínia (SP);27
3536505016;Jardim Planalto - Paulínia (SP);252
3536505017;João Aranha - Paulínia (SP);562
3536505018;Balneário Tropical - Paulínia (SP);17
3536505019;Nova Veneza - Paulínia (SP);63
3536505020;Belvedere do Lago - Paulínia (SP);-
3536505021;Jardim Itapoan - Paulínia (SP);120
3536505022;Alto Pinheiros - Paulínia (SP);216
3536505023;Dona Edith de Campos Favaro - Paulínia (SP);150
3536505024;São Luiz - Paulínia (SP);24
3536505025;São Domingos - Paulínia (SP);8
3536505026;Saltinho - Paulínia (SP);88
3536505027;Jardim América - Paulínia (SP);38
3536505028;Parque da Figueira - Paulínia (SP);21
3536505029;Jardim Harmonia - Paulínia (SP);-
3536505030;Boa Esperança - Paulínia (SP);15
3536505031;Bonfim - Paulínia (SP);19
3536505032;Jardim Ypê - Paulínia (SP);36
3536505033;Betel - Paulínia (SP);132
3536505034;Morumbi - Paulínia (SP);147
3536505035;Cascata - Paulínia (SP);2
3536505036;Parque Brasil 500 - Paulínia (SP);87
3536505037;Parque Bom Retiro - Paulínia (SP);256
3536505038;São Bento - Paulínia (SP);3
3536505039;Jardim Flamboyant - Paulínia (SP);153
3538709001;Centro - Piracicaba (SP);2554
3538709002;Cidade Alta - Piracicaba (SP);1731
3538709003;Cidade Jardim - Piracicaba (SP);175
3538709004;Clube de Campo - Piracicaba (SP);506
3538709005;Higienópolis - Piracicaba (SP);94
3538709006;Jardim Elite - Piracicaba (SP);778
3538709007;Nova América - Piracicaba (SP);431
3538709008;Piracicamirim - Piracicaba (SP);568
3538709009;Jardim Caxambú - Piracicaba (SP);143
3538709010;Vila Monteiro - Piracicaba (SP);709
3538709011;Vila Independência - Piracicaba (SP);567
3538709012;São Judas - Piracicaba (SP);88
3538709013;São Dimas - Piracicaba (SP);735
3538709014;Agronomia - Piracicaba (SP);-
3538709015;Santa Cecília - Piracicaba (SP);173
3538709016;Abaeté - Piracicaba (SP);38
3538709017;Morumbi - Piracicaba (SP);802
3538709018;Dois Córregos - Piracicaba (SP);279
3538709019;Unileste - Piracicaba (SP);6
3538709020;Monte Alegre - Piracicaba (SP);52
3538709021;Conceição - Piracicaba (SP);61
3538709022;Santa Rita - Piracicaba (SP);125
3538709023;Jardim São Francisco - Piracicaba (SP);253
3538709025;CECAP - Piracicaba (SP);484
3538709026;Pompéia - Piracicaba (SP);386
3538709027;Água Branca - Piracicaba (SP);975
3538709028;Jardim Califórnia - Piracicaba (SP);62
3538709029;Campestre - Piracicaba (SP);222
3538709030;Bairro Verde - Piracicaba (SP);104
3538709031;Paulicéia - Piracicaba (SP);1243
3538709032;Monte Líbano - Piracicaba (SP);555
3538709033;Jardim Itapuã - Piracicaba (SP);234
3538709034;Vila Cristina - Piracicaba (SP);772
3538709035;Paulista - Piracicaba (SP);1269
3538709036;Jaraguá - Piracicaba (SP);492
3538709037;Castelinho - Piracicaba (SP);404
3538709038;Parque da Rua do Porto - Piracicaba (SP);46
3538709039;Novo Horizonte - Piracicaba (SP);300
3538709040;Jardim Planalto - Piracicaba (SP);215
3538709041;São Jorge - Piracicaba (SP);280
3538709042;Morato - Piracicaba (SP);112
3538709043;Glebas Califórnia - Piracicaba (SP);197
3538709044;Jardim Jupiá - Piracicaba (SP);1388
3538709045;Nova Piracicaba - Piracicaba (SP);598
3538709046;Jardim Monumento - Piracicaba (SP);491
3538709047;Nhô Quim - Piracicaba (SP);750
3538709048;Vila Rezende - Piracicaba (SP);1065
3538709049;Algodoal - Piracicaba (SP);1163
3538709050;Jardim Primavera - Piracicaba (SP);209
3538709051;Areião - Piracicaba (SP);139
3538709052;Vila Fátima - Piracicaba (SP);237
3538709053;Vila Industrial - Piracicaba (SP);256
3538709054;Mário Dedini - Piracicaba (SP);682
3538709055;Guamium - Piracicaba (SP);274
3538709056;Santa Rosa - Piracicaba (SP);243
3538709057;Santa Terezinha - Piracicaba (SP);989
3538709058;Vila Sônia - Piracicaba (SP);997
3538709059;Vale do Sol - Piracicaba (SP);62
3538709060;Parque Residencial Piracicaba - Piracicaba (SP);389
3538709061;Ondas - Piracicaba (SP);47
3538709062;Ondinhas - Piracicaba (SP);13
3538709064;Água Santa - Piracicaba (SP);9
3541000001;Boqueirão - Praia Grande (SP);1646
3541000002;Guilhermina - Praia Grande (SP);2084
3541000003;Aviação - Praia Grande (SP);1062
3541000004;Tupy - Praia Grande (SP);1944
3541000005;Ocian - Praia Grande (SP);1753
3541000006;Mirim - Praia Grande (SP);636
3541000007;Caiçara - Praia Grande (SP);1395
3541000008;Flórida - Praia Grande (SP);287
3541000009;Solemar - Praia Grande (SP);259
3541000010;Cidade da Criança - Praia Grande (SP);230
3541000011;Melvi - Praia Grande (SP);607
3541000012;Trevo - Praia Grande (SP);...
3541000013;Quietude - Praia Grande (SP);385
3541000014;Antartica - Praia Grande (SP);846
3541000015;Sítio do Campo - Praia Grande (SP);974
3541000016;Militar - Praia Grande (SP);-
3541000017;Ribeirópolis - Praia Grande (SP);346
3541000018;Andaraguá - Praia Grande (SP);..
3541000019;Anhanguera - Praia Grande (SP);523
3541000021;Tupiry - Praia Grande (SP);471
3541000022;Santa Marina - Praia Grande (SP);64
3541000023;Vila Sônia - Praia Grande (SP);721
3541000026;Canto do Forte - Praia Grande (SP);1931
3541000027;Maracanã - Praia Grande (SP);824
3541000028;Real - Praia Grande (SP);633
3541000029;Princesa - Praia Grande (SP);146
3541000030;Imperador - Praia Grande (SP);5
3541000031;Samambaia - Praia Grande (SP);768
3541000032;Esmeralda - Praia Grande (SP);416
3541000034;Nova Mirim - Praia Grande (SP);606
3541000035;Glória - Praia Grande (SP);238
3541406001;Uep1-S.1 - Presidente Prudente (SP);1208
3541406002;Uep1-S.2 - Presidente Prudente (SP);2590
3541406003;Uep1-S.3 - Presidente Prudente (SP);1652
3541406004;Uep1-S.4 - Presidente Prudente (SP);1415
3541406005;Uep2-S.1 - Presidente Prudente (SP);866
3541406006;Uep2-S.2 - Presidente Prudente (SP);244
3541406007;Uep2-S.3 - Presidente Prudente (SP);311
3541406008;Uep3-S.1 - Presidente Prudente (SP);547
3541406009;Uep3-S.2 - Presidente Prudente (SP);1320
3541406010;Uep3-S.3 - Presidente Prudente (SP);625
3541406011;Uep3-S.4 - Presidente Prudente (SP);189
3541406012;Uep4-S.1 - Presidente Prudente (SP);540
3541406013;Uep4-S.2 - Presidente Prudente (SP);97
3541406014;Uep4-S.3 - Presidente Prudente (SP);472
3541406015;Uep5-S.1 - Presidente Prudente (SP);466
3541406016;Uep5-S.2 - Presidente Prudente (SP);398
3541406017;Uep5-S.3 - Presidente Prudente (SP);207
3541406018;Uep6-S.1 - Presidente Prudente (SP);1890
3541406019;Uep6-S.2 - Presidente Prudente (SP);1902
3541406020;Uep6-S.3 - Presidente Prudente (SP);131
3541406021;Uep7-S.1 - Presidente Prudente (SP);7
3541406022;Uep8-S.1 - Presidente Prudente (SP);41
3541406023;Uep8-S.2 - Presidente Prudente (SP);123
3541406024;Uep8-S.3 - Presidente Prudente (SP);35
3541406025;Uep8-S.4 - Presidente Prudente (SP);53
3543303001;Barro Branco - Ribeirão Pires (SP);114
3543303002;Santa Luzia - Ribeirão Pires (SP);671
3543303003;Roncon - Ribeirão Pires (SP);426
3543303004;Santana - Ribeirão Pires (SP);354
3543303005;Colônia - Ribeirão Pires (SP);703
3543303006;Pastoril - Ribeirão Pires (SP);201
3543303007;Ponte Seca - Ribeirão Pires (SP);265
3543303008;Centro - Ribeirão Pires (SP);418
3543303009;Aliança - Ribeirão Pires (SP);702
3543303010;Pilar Velho - Ribeirão Pires (SP);249
3543303011;Guapituba - Ribeirão Pires (SP);57
3543303012;Sertãozinho - Ribeirão Pires (SP);19
3543303013;Reprêsa - Ribeirão Pires (SP);296
3543303014;Centro Alto - Ribeirão Pires (SP);630
3543303015;Suíssa - Ribeirão Pires (SP);879
3543303016;Bocaina - Ribeirão Pires (SP);391
3543303017;São Caetaninho - Ribeirão Pires (SP);171
3543303018;Centro Ouro Fino Paulista - Ribeirão Pires (SP);265
3543303019;Tecelão - Ribeirão Pires (SP);67
3543303020;Tanque Caio - Ribeirão Pires (SP);132
3543303021;Quarta Divisão - Ribeirão Pires (SP);245
3543303022;Itrapoã - Ribeirão Pires (SP);114
3543303023;Pouso Alegre - Ribeirão Pires (SP);257
3543303024;Soma - Ribeirão Pires (SP);90
3543303025;Casa Vermelha - Ribeirão Pires (SP);63
3543303026;Km 4 - Ribeirão Pires (SP);76
3543402001;Setor Central - C - Ribeirão Preto (SP);3489
3543402002;Subsetor Norte - 1 (N-1) - Ribeirão Preto (SP);5851
3543402003;Subsetor Norte - 2 (N-2) - Ribeirão Preto (SP);2322
3543402004;Subsetor Norte - 3 (N-3) - Ribeirão Preto (SP);1370
3543402005;Subsetor Norte - 4 (N-4) - Ribeirão Preto (SP);535
3543402006;Subsetor Norte - 5 (N-5) - Ribeirão Preto (SP);1078
3543402007;Subsetor Norte - 6 (N-6) - Ribeirão Preto (SP);1454
3543402008;Subsetor Norte - 7 (N-7) - Ribeirão Preto (SP);1009
3543402009;Subsetor Norte - 8 (N-8) - Ribeirão Preto (SP);195
3543402010;Subsetor Norte - 9 (N-9) - Ribeirão Preto (SP);35
3543402011;Subsetor Norte - 10 (N-10) - Ribeirão Preto (SP);2156
3543402012;Subsetor Norte - 11 (N-11) - Ribeirão Preto (SP);592
3543402013;Subsetor Norte - 12 (N-12) - Ribeirão Preto (SP);22
3543402014;Subsetor Norte - 13 (N-13) - Ribeirão Preto (SP);336
3543402015;Subsetor Norte - 14 (N-14) - Ribeirão Preto (SP);109
3543402016;Subsetor Leste - 1 (L-1) - Ribeirão Preto (SP);758
3543402017;Subsetor Leste - 2 (L-2) - Ribeirão Preto (SP);3140
3543402018;Subsetor Leste - 3 (L-3) - Ribeirão Preto (SP);1133
3543402019;Subsetor Leste - 4 (L-4) - Ribeirão Preto (SP);63
3543402020;Subsetor Leste - 5 (L-5) - Ribeirão Preto (SP);977
3543402021;Subsetor Leste - 6 (L-6) - Ribeirão Preto (SP);454
3543402022;Subsetor Leste - 7 (L-7) - Ribeirão Preto (SP);726
3543402023;Subsetor Leste - 8 (L-8) - Ribeirão Preto (SP);547
3543402024;Subsetor Sul - 1 (S-1) - Ribeirão Preto (SP);1285
3543402025;Subsetor Sul - 2 (S-2) - Ribeirão Preto (SP);502
3543402026;Subsetor Sul - 3 (S-3) - Ribeirão Preto (SP);1708
3543402027;Subsetor Sul - 4 (S-4) - Ribeirão Preto (SP);188
3543402028;Subsetor Sul - 5 (S-5) - Ribeirão Preto (SP);983
3543402029;Subsetor Sul - 6 (S-6) - Ribeirão Preto (SP);283
3543402030;Subsetor Sul - 7 (S-7) - Ribeirão Preto (SP);113
3543402031;Subsetor Oeste - 1 (O-1) - Ribeirão Preto (SP);2302
3543402032;Subsetor Oeste - 2 (O-2) - Ribeirão Preto (SP);3011
3543402033;Subsetor Oeste - 3 (O-3) - Ribeirão Preto (SP);1106
3543402034;Subsetor Oeste - 4 (O-4) - Ribeirão Preto (SP);990
3543402035;Subsetor Oeste - 5 (O-5) - Ribeirão Preto (SP);1120
3543402036;Subsetor Oeste - 6 (O-6) - Ribeirão Preto (SP);3825
3543402037;Subsetor Oeste - 7 (O-7) - Ribeirão Preto (SP);648
3543402038;Subsetor Oeste - 8 (O-8) - Ribeirão Preto (SP);392
3543402039;Subsetor Oeste - 9 (O-9) - Ribeirão Preto (SP);49
3543402040;Subsetor Oeste - 10 (O-10) - Ribeirão Preto (SP);181
3543402041;Subsetor Oeste - 11 (N-11) - Ribeirão Preto (SP);38
3543402042;Subsetor Oeste - 12 (O-12) - Ribeirão Preto (SP);1319
3543402043;(N-15) - Ribeirão Preto (SP);..
3543402046;(N-18) - Ribeirão Preto (SP);23
3543402047;(N-19) - Ribeirão Preto (SP);75
3543402048;(L-9) - Ribeirão Preto (SP);545
3543402049;(L-10) - Ribeirão Preto (SP);919
3543402050;(L-11) - Ribeirão Preto (SP);649
3543402051;(L-12) - Ribeirão Preto (SP);45
3543402052;(L-13) - Ribeirão Preto (SP);237
3543402053;(O-13) - Ribeirão Preto (SP);21
3543402056;(O-16) - Ribeirão Preto (SP);3
3543402057;(S-8) - Ribeirão Preto (SP);179
3543402058;(S-9) - Ribeirão Preto (SP);42
3543402059;(S-10) - Ribeirão Preto (SP);2
3543907001;Recanto Paraíso - Rio Claro (SP);507
3543907002;Jardim São Paulo - Rio Claro (SP);505
3543907003;Alto do Santana - Rio Claro (SP);902
3543907004;Santana - Rio Claro (SP);1588
3543907005;Wenzel - Rio Claro (SP);765
3543907006;Centro - Rio Claro (SP);2437
3543907007;Cidade Jardim - Rio Claro (SP);1115
3543907008;Consolação - Rio Claro (SP);1588
3543907009;Santa Maria - Rio Claro (SP);515
3543907010;Grande Cervezão - Rio Claro (SP);1006
3543907011;Jardim Floridiana - Rio Claro (SP);424
3543907012;Distrito Industrial - Rio Claro (SP);16
3543907013;Residencial Florença - Rio Claro (SP);300
3543907014;Mãe Preta - Rio Claro (SP);335
3543907015;Arco-Íris - Rio Claro (SP);789
3543907016;Jardim América - Rio Claro (SP);652
3543907017;Vila Nova - Rio Claro (SP);895
3543907018;Bela Vista - Rio Claro (SP);845
3543907019;Cidade Nova - Rio Claro (SP);259
3543907020;Vila Paulista - Rio Claro (SP);287
3543907021;Centenário - Rio Claro (SP);76
3543907022;Inocoop - Rio Claro (SP);214
3543907023;Jardim Novo Wenzel - Rio Claro (SP);147
3543907024;Jardim das Palmeiras - Rio Claro (SP);348
3543907025;Jardim Guanabara - Rio Claro (SP);159
3543907026;Jardim Nova Rio Claro - Rio Claro (SP);33
3543907027;Jardim Novo/Terra Nova - Rio Claro (SP);209
3546306001;1 - Santa Cruz das Palmeiras (SP);95
3546306002;2 - Santa Cruz das Palmeiras (SP);80
3546306003;3 - Santa Cruz das Palmeiras (SP);171
3546306004;4 - Santa Cruz das Palmeiras (SP);114
3546306005;5 - Santa Cruz das Palmeiras (SP);107
3546306006;6 - Santa Cruz das Palmeiras (SP);108
3546306007;7 - Santa Cruz das Palmeiras (SP);56
3546306008;8 - Santa Cruz das Palmeiras (SP);99
3546306009;9 - Santa Cruz das Palmeiras (SP);68
3546306010;10 - Santa Cruz das Palmeiras (SP);87
3546306011;11 - Santa Cruz das Palmeiras (SP);71
3546306012;12 - Santa Cruz das Palmeiras (SP);140
3546306013;13 - Santa Cruz das Palmeiras (SP);34
3546306014;14 - Santa Cruz das Palmeiras (SP);25
3546306015;15 - Santa Cruz das Palmeiras (SP);67
3546306016;16 - Santa Cruz das Palmeiras (SP);51
3546306017;17 - Santa Cruz das Palmeiras (SP);54
3546306018;18 - Santa Cruz das Palmeiras (SP);36
3546306019;19 - Santa Cruz das Palmeiras (SP);66
3546306020;20 - Santa Cruz das Palmeiras (SP);100
3546306021;21 - Santa Cruz das Palmeiras (SP);85
3546306022;22 - Santa Cruz das Palmeiras (SP);29
3546306023;23 - Santa Cruz das Palmeiras (SP);14
3546306024;24 - Santa Cruz das Palmeiras (SP);52
3546306025;25 - Santa Cruz das Palmeiras (SP);59
3546306026;26 - Santa Cruz das Palmeiras (SP);36
3546306027;27 - Santa Cruz das Palmeiras (SP);39
3546306028;28 - Santa Cruz das Palmeiras (SP);35
3546306029;29 - Santa Cruz das Palmeiras (SP);27
3546306030;30 - Santa Cruz das Palmeiras (SP);58
3546306031;31 - Santa Cruz das Palmeiras (SP);65
3546306032;32 - Santa Cruz das Palmeiras (SP);5
3546306034;34 - Santa Cruz das Palmeiras (SP);29
3546702001;Parque dos Jequitibás - Santa Gertrudes (SP);42
3546702002;Jardim Paulista - Santa Gertrudes (SP);54
3546702003;Jardim Parque Industrial - Santa Gertrudes (SP);131
3546702004;Jardim Residencial Indaiá - Santa Gertrudes (SP);74
3546702005;Jardim Residencial Iporanga - Santa Gertrudes (SP);17
3546702006;Jardim Bom Sucesso - Santa Gertrudes (SP);133
3546702007;Jardim Luciana - Santa Gertrudes (SP);209
3546702008;Distrito Industrial I - Santa Gertrudes (SP);12
3546702009;Distrito Industrial II - Santa Gertrudes (SP);6
3546702010;Centro - Santa Gertrudes (SP);450
3546702011;Jardim d'Itália - Santa Gertrudes (SP);1
3546702012;Santa Catarina - Santa Gertrudes (SP);48
3547809001;Tamanduateí 2 - Santo André (SP);111
3547809002;Vila Metalúrgica - Santo André (SP);1609
3547809003;Vila Camilópolis - Santo André (SP);1926
3547809004;Jardim Utinga - Santo André (SP);436
3547809005;Jardim das Maravilhas - Santo André (SP);506
3547809006;Vila Lucinda - Santo André (SP);764
3547809007;Jardim Santo Antônio - Santo André (SP);1064
3547809008;Vila Francisco Matarazzo - Santo André (SP);602
3547809009;Parque Oratório - Santo André (SP);1401
3547809010;Parque das Nações - Santo André (SP);2043
3547809011;Santa Terezinha - Santo André (SP);886
3547809012;Tamanduateí 4 - Santo André (SP);139
3547809013;Tamanduateí 1 - Santo André (SP);119
3547809014;Campestre - Santo André (SP);2140
3547809015;Tamanduateí 3 - Santo André (SP);66
3547809016;Bangú - Santo André (SP);631
3547809017;Tamanduateí 5 - Santo André (SP);..
3547809018;Jardim - Santo André (SP);1060
3547809019;Santa Maria - Santo André (SP);713
3547809020;Vila Palmares - Santo André (SP);1416
3547809021;Vila Sacadura Cabral - Santo André (SP);813
3547809022;Vila Alpina - Santo André (SP);320
3547809023;Vila Guiomar - Santo André (SP);1086
3547809024;Centro - Santo André (SP);976
3547809025;Casa Branca - Santo André (SP);335
3547809026;Tamanduateí 7 - Santo André (SP);32
3547809027;Parque Marajoara - Santo André (SP);463
3547809028;Vila Homero Thon - Santo André (SP);581
3547809029;Vila América - Santo André (SP);734
3547809030;Bairro Silveira - Santo André (SP);373
3547809031;Vila Alzira - Santo André (SP);1347
3547809032;Vila Assunção - Santo André (SP);2505
3547809033;Vila Bastos - Santo André (SP);886
3547809034;Jardim Bela Vista - Santo André (SP);1092
3547809035;Vila Alice - Santo André (SP);390
3547809036;Vila Príncipe de Gales - Santo André (SP);564
3547809037;Vila Valparaíso - Santo André (SP);866
3547809038;Vila Floresta - Santo André (SP);868
3547809039;Vila Gilda - Santo André (SP);707
3547809040;Paraíso - Santo André (SP);390
3547809041;Vila Pires - Santo André (SP);1359
3547809042;Vila Humaitá - Santo André (SP);537
3547809043;Vila Guarani - Santo André (SP);383
