"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"2313906006","Alecrim - Uruoca (CE)","Total","Total","142","14","34","42","22","17","6","3","3","-","-","1","-","-","-"
"2314003001","Centro - Várzea Alegre (CE)","Total","Total","1337","203","353","323","256","122","48","23","4","3","1","-","-","-","1"
"2314003002","Juremal - Várzea Alegre (CE)","Total","Total","378","38","93","111","80","33","14","9","-","-","-","-","-","-","-"
"2314003003","Sanharol - Várzea Alegre (CE)","Total","Total","262","35","47","79","60","19","17","4","1","-","-","-","-","-","-"
"2314003004","Varzante - Várzea Alegre (CE)","Total","Total","54","5","20","10","14","4","1","-","-","-","-","-","-","-","-"
"2314003005","Praça Santo Antonio - Várzea Alegre (CE)","Total","Total","214","31","51","53","42","21","5","8","1","1","1","-","-","-","-"
"2314003006","Betânia - Várzea Alegre (CE)","Total","Total","478","60","121","120","115","39","11","6","3","1","2","-","-","-","-"
"2314003007","Grossos - Várzea Alegre (CE)","Total","Total","252","35","59","61","47","28","17","2","1","2","-","-","-","-","-"
"2314003008","Brejinho dos Vieiras - Várzea Alegre (CE)","Total","Total","46","2","9","8","12","6","7","1","-","1","-","-","-","-","-"
"2314003009","Dona Rosinha - Várzea Alegre (CE)","Total","Total","354","46","77","89","75","46","12","5","2","-","1","-","1","-","-"
"2314003010","Patos - Várzea Alegre (CE)","Total","Total","396","43","92","111","85","39","15","7","4","-","-","-","-","-","-"
"2314003011","Riachinho - Várzea Alegre (CE)","Total","Total","778","65","148","180","162","113","58","25","13","5","5","1","2","1","-"
"2314003012","Buenos Aires - Várzea Alegre (CE)","Total","Total","225","13","35","59","55","37","12","6","3","4","1","-","-","-","-"
"2314003013","Serrinha - Várzea Alegre (CE)","Total","Total","7","1","-","3","1","1","-","-","-","1","-","-","-","-","-"
"2314003014","Zezinho Costa - Várzea Alegre (CE)","Total","Total","602","43","144","188","138","60","19","6","1","2","1","-","-","-","-"
"2314003015","Varjota - Várzea Alegre (CE)","Total","Total","1018","121","222","237","229","115","50","22","12","4","3","1","1","-","1"
"2314003016","Baixio do Exu - Várzea Alegre (CE)","Total","Total","18","5","1","4","3","3","2","-","-","-","-","-","-","-","-"
"2314003017","Alto do Tenente - Várzea Alegre (CE)","Total","Total","308","30","56","81","81","33","19","5","2","1","-","-","-","-","-"
"2400109001","Central - Acari (RN)","Total","Total","618","101","160","166","100","60","14","13","-","2","1","1","-","-","-"
"2400109002","Luiz Gonzaga Bezerra - Acari (RN)","Total","Total","539","43","117","151","113","53","26","15","6","12","1","1","-","1","-"
"2400109003","Major Ari de Pinho - Acari (RN)","Total","Total","562","59","117","174","138","41","17","10","3","1","1","-","-","1","-"
"2400109004","Vereador Tarcisio Bezerra Galvão - Acari (RN)","Total","Total","275","27","53","84","67","28","9","3","3","-","1","-","-","-","-"
"2400109005","Petrópolis - Acari (RN)","Total","Total","475","64","101","126","90","51","18","16","4","3","1","-","1","-","-"
"2400109006","Senador Dinarte de Medeiros Mariz - Acari (RN)","Total","Total","160","11","39","32","27","26","11","7","4","1","1","-","-","-","1"
"2400109007","Padre José Dantas Cortez - Acari (RN)","Total","Total","91","10","24","30","17","9","1","-","-","-","-","-","-","-","-"
"2402402001","Centro - Carnaúba dos Dantas (RN)","Total","Total","533","61","118","126","134","60","21","8","4","-","1","-","-","-","-"
"2402402002","São José - Carnaúba dos Dantas (RN)","Total","Total","743","88","153","225","172","67","18","13","2","2","1","-","1","1","-"
"2402402003","Dom José Adelino Dantas - Carnaúba dos Dantas (RN)","Total","Total","459","34","92","139","121","50","13","3","6","-","-","1","-","-","-"
"2402402004","Santa Rita de Cássia - Carnaúba dos Dantas (RN)","Total","Total","113","8","26","32","22","18","4","2","-","-","-","-","1","-","-"
"2402501001","Centro - Carnaubais (RN)","Total","Total","878","89","169","233","202","97","55","16","8","6","1","2","-","-","-"
"2402501002","Valdemar Campielo Maresco - Carnaubais (RN)","Total","Total","165","15","31","45","34","22","9","7","-","-","1","-","-","1","-"
"2402501003","Pacheco - Carnaubais (RN)","Total","Total","315","29","43","83","83","43","16","9","4","3","1","-","1","-","-"
"2403004001","Santo Antônio - Cruzeta (RN)","Total","Total","914","108","199","273","180","79","42","21","6","3","1","-","1","-","1"
"2403004002","Novo Horizonte - Cruzeta (RN)","Total","Total","242","37","51","69","44","17","16","5","1","1","1","-","-","-","-"
"2403004003","Centro - Cruzeta (RN)","Total","Total","226","37","46","59","52","18","7","5","1","-","-","1","-","-","-"
"2403004004","Alto do Remédio - Cruzeta (RN)","Total","Total","68","13","9","15","17","7","2","3","-","2","-","-","-","-","-"
"2403103001","Doutor José Bezerra - Currais Novos (RN)","Total","Total","522","32","71","131","126","73","43","28","9","5","3","1","-","-","-"
"2403103002","José Dantas de Araújo - Currais Novos (RN)","Total","Total","331","28","62","73","82","46","20","12","4","1","2","1","-","-","-"
"2403103003","Radir Pereira - Currais Novos (RN)","Total","Total","418","40","84","107","114","43","18","7","2","1","1","1","-","-","-"
"2403103004","Parque Dourado - Currais Novos (RN)","Total","Total","380","42","90","102","90","32","16","4","2","1","-","1","-","-","-"
"2403103005","Manoel Tomaz de Araújo - Currais Novos (RN)","Total","Total","200","34","52","53","32","23","3","2","1","-","-","-","-","-","-"
"2403103006","Valfredo Galvão - Currais Novos (RN)","Total","Total","179","17","36","48","41","18","10","7","1","-","1","-","-","-","-"
"2403103007","JK - Currais Novos (RN)","Total","Total","1032","91","218","276","233","122","51","25","4","10","1","1","-","-","-"
"2403103008","Coronel Manoel Salustino - Currais Novos (RN)","Total","Total","545","35","128","147","118","68","27","10","9","2","-","1","-","-","-"
"2403103009","Paizinho Maria - Currais Novos (RN)","Total","Total","577","51","104","142","143","77","31","18","4","3","3","-","1","-","-"
"2403103010","Professor Gilberto da Cunha Pinheiro - Currais Novos (RN)","Total","Total","600","51","140","153","149","58","33","11","2","-","2","1","-","-","-"
"2403103011","Sílvio Bezerra - Currais Novos (RN)","Total","Total","551","41","111","132","119","83","29","23","2","6","3","2","-","-","-"
"2403103012","Santa Maria Gorete - Currais Novos (RN)","Total","Total","434","45","84","123","88","60","19","7","5","2","-","-","1","-","-"
"2403251001","Boa Esperança - Parnamirim (RN)","Total","Total","1787","161","396","509","402","192","77","26","13","6","4","-","1","-","-"
"2403251002","Centro - Parnamirim (RN)","Total","Total","1330","157","290","329","280","164","66","28","7","7","2","-","-","-","-"
"2403251003","Cohabinal - Parnamirim (RN)","Total","Total","959","70","190","228","253","133","52","15","10","4","2","2","-","-","-"
"2403251004","Emaús - Parnamirim (RN)","Total","Total","6612","507","1387","1790","1736","747","269","107","46","14","3","2","3","1","-"
"2403251005","Jardim Planalto - Parnamirim (RN)","Total","Total","2560","209","496","710","627","315","122","40","22","9","4","2","-","2","2"
"2403251006","Liberdade - Parnamirim (RN)","Total","Total","1751","130","349","473","388","249","89","41","18","4","5","1","3","1","-"
"2403251007","Monte Castelo - Parnamirim (RN)","Total","Total","2625","225","558","702","575","307","147","64","19","14","8","2","1","1","2"
"2403251008","Parque de Exposições - Parnamirim (RN)","Total","Total","1761","148","380","475","398","203","90","34","23","6","1","2","1","-","-"
"2403251011","Passagem de Areia - Parnamirim (RN)","Total","Total","4740","325","983","1283","1079","614","230","112","58","24","17","7","3","1","4"
"2403251012","Rosa dos Ventos - Parnamirim (RN)","Total","Total","3664","287","799","966","913","412","169","62","34","11","5","3","2","-","1"
"2403251013","Santa Tereza - Parnamirim (RN)","Total","Total","1597","124","297","420","344","214","98","55","22","11","6","5","-","-","1"
"2403251014","Santos Reis - Parnamirim (RN)","Total","Total","2176","196","465","550","464","263","117","63","36","13","5","2","-","1","1"
"2403251015","Vale do Sol - Parnamirim (RN)","Total","Total","1593","115","324","433","373","215","67","34","19","7","3","1","1","-","1"
"2403251016","Parque do Jiqui - Parnamirim (RN)","Total","Total","452","37","79","91","133","70","25","9","2","4","1","1","-","-","-"
"2403251017","Nova Parnamirim - Parnamirim (RN)","Total","Total","17448","2126","4327","4668","3834","1630","533","197","72","22","20","7","5","3","4"
"2403400001","Alto da Bela Vista - Equador (RN)","Total","Total","76","9","10","15","14","11","10","3","2","1","-","1","-","-","-"
"2403400002","Prefeito Jose Marcelino de Oliveira - Equador (RN)","Total","Total","565","66","133","160","111","53","28","12","1","-","1","-","-","-","-"
"2403400003","Centro - Equador (RN)","Total","Total","414","40","97","114","75","59","19","4","6","-","-","-","-","-","-"
"2403400004","Dinarte Mariz - Equador (RN)","Total","Total","217","17","40","49","54","39","13","4","-","1","-","-","-","-","-"
"2403400005","Alto do Juazeiro - Equador (RN)","Total","Total","167","13","38","39","41","21","8","4","1","1","-","-","1","-","-"
"2404309001","Dix-Sept Rosado - Governador Dix-Sept Rosado (RN)","Total","Total","210","24","45","45","41","25","15","13","-","-","-","-","2","-","-"
"2404309002","Cigana - Governador Dix-Sept Rosado (RN)","Total","Total","393","40","83","94","86","49","23","14","2","1","-","-","-","-","1"
"2404309003","Porfírio Marques - Governador Dix-Sept Rosado (RN)","Total","Total","303","19","69","79","64","41","17","10","2","2","-","-","-","-","-"
"2404309004","Campestre - Governador Dix-Sept Rosado (RN)","Total","Total","597","52","101","153","164","71","28","15","9","1","2","1","-","-","-"
"2404309005","Santa Catarina - Governador Dix-Sept Rosado (RN)","Total","Total","413","29","68","102","109","59","26","9","6","3","-","-","1","-","1"
"2404853001","Centro - Itajá (RN)","Total","Total","350","14","55","96","102","43","19","12","5","1","2","1","-","-","-"
"2404853002","Iguaraçu - Itajá (RN)","Total","Total","260","11","53","65","69","33","19","6","3","1","-","-","-","-","-"
"2404853003","Luiz Inácio - Itajá (RN)","Total","Total","171","16","29","48","39","24","9","3","-","3","-","-","-","-","-"
"2404853004","Barro Vermelho - Itajá (RN)","Total","Total","214","13","32","56","54","29","16","6","4","2","1","-","-","-","1"
"2404853005","João Leopoldo Lopes - Itajá (RN)","Total","Total","178","12","36","39","42","28","11","5","1","1","2","-","1","-","-"
"2404853006","São Manoel - Itajá (RN)","Total","Total","272","12","50","74","70","40","16","4","3","-","-","-","3","-","-"
"2404853007","Antônio Jota - Itajá (RN)","Total","Total","109","14","26","22","31","8","2","2","1","2","-","1","-","-","-"
"2405207001","Centro - Janduís (RN)","Total","Total","256","31","47","80","46","24","19","2","4","2","1","-","-","-","-"
"2405207002","Doze de Julho - Janduís (RN)","Total","Total","289","26","44","86","67","31","21","5","5","3","1","-","-","-","-"
"2405207003","Doutor Onézimo Maia - Janduís (RN)","Total","Total","156","13","32","49","27","22","9","2","1","-","1","-","-","-","-"
"2405207004","São Bento - Janduís (RN)","Total","Total","446","39","80","122","106","55","24","10","6","3","1","-","-","-","-"
"2405603001","Vila do Rio - Jardim de Piranhas (RN)","Total","Total","165","18","38","29","42","12","14","4","4","1","1","-","1","-","1"
"2405603002","Centro - Jardim de Piranhas (RN)","Total","Total","230","37","53","44","55","19","12","2","6","-","1","-","1","-","-"
"2405603003","Sao Jose - Jardim de Piranhas (RN)","Total","Total","603","66","120","149","120","79","33","23","4","3","1","2","1","-","2"
"2405603004","Santo Amaro - Jardim de Piranhas (RN)","Total","Total","219","27","46","48","50","19","10","8","6","4","-","1","-","-","-"
"2405603005","Santa Cecilia - Jardim de Piranhas (RN)","Total","Total","405","42","74","99","98","58","17","9","5","1","1","1","-","-","-"
"2405603006","Novo Jardim - Jardim de Piranhas (RN)","Total","Total","304","24","67","80","64","42","15","2","2","5","1","2","-","-","-"
"2405603007","Emboca - Jardim de Piranhas (RN)","Total","Total","207","19","27","48","60","26","18","5","2","1","1","-","-","-","-"
"2405603008","Santa Maria - Jardim de Piranhas (RN)","Total","Total","484","34","101","139","118","56","22","7","4","2","-","1","-","-","-"
"2405603009","Floresta - Jardim de Piranhas (RN)","Total","Total","438","60","66","122","110","35","25","11","3","2","3","1","-","-","-"
"2406502001","Jesus Menino - Lagoa Nova (RN)","Total","Total","310","24","53","78","66","34","29","9","7","2","3","1","1","1","2"
"2406502002","Centro - Lagoa Nova (RN)","Total","Total","928","76","167","241","228","124","51","22","5","9","2","2","1","-","-"
"2406502003","Bernardino de Sena - Lagoa Nova (RN)","Total","Total","243","18","37","45","74","37","15","9","2","5","1","-","-","-","-"
"2406502004","Antônio Aciole da Silva - Lagoa Nova (RN)","Total","Total","310","28","60","82","67","41","18","8","5","1","-","-","-","-","-"
"2406502005","Clavinote - Lagoa Nova (RN)","Total","Total","78","4","14","26","18","6","7","2","-","-","-","1","-","-","-"
"2408003001","Centro - Mossoró (RN)","Total","Total","732","127","178","179","134","66","28","14","2","1","2","-","-","-","1"
"2408003002","Alto da Conceição - Mossoró (RN)","Total","Total","1570","169","309","366","339","206","94","37","25","12","8","2","3","-","-"
"2408003003","Belo Horizonte - Mossoró (RN)","Total","Total","2345","163","432","594","588","309","142","56","34","16","5","-","4","-","2"
"2408003004","Boa Vista - Mossoró (RN)","Total","Total","1972","184","387","490","444","245","118","56","24","14","3","2","2","1","2"
"2408003005","Doze Anos - Mossoró (RN)","Total","Total","1428","133","300","341","320","177","91","38","14","5","4","2","1","1","1"
"2408003006","Santo Antônio - Mossoró (RN)","Total","Total","5386","536","977","1365","1225","672","344","140","54","37","20","9","4","-","3"
"2408003007","Bom Jardim - Mossoró (RN)","Total","Total","3111","326","639","774","672","359","161","98","30","19","19","4","4","2","4"
"2408003008","Paredões - Mossoró (RN)","Total","Total","2312","178","472","580","517","309","123","70","27","14","11","5","2","1","3"
"2408003009","Barrocas - Mossoró (RN)","Total","Total","5576","419","1013","1440","1306","733","323","172","79","42","20","11","9","1","8"
"2408003010","Abolição - Mossoró (RN)","Total","Total","6989","516","1393","1841","1680","862","386","152","84","37","21","9","2","-","6"
"2408003011","Nova Betânia - Mossoró (RN)","Total","Total","2639","242","551","660","634","326","130","50","21","13","5","4","2","1","-"
"2408003012","Aeroporto - Mossoró (RN)","Total","Total","5129","390","1031","1400","1218","603","275","115","51","22","13","7","2","1","1"
"2408003013","Dix Sept Rosado - Mossoró (RN)","Total","Total","479","46","89","120","104","64","29","13","8","3","2","-","-","-","1"
"2408003014","Itapetinga - Mossoró (RN)","Total","Total","90","3","26","21","22","10","2","2","2","1","-","1","-","-","-"
"2408003015","Bom Jesus - Mossoró (RN)","Total","Total","350","25","73","85","85","34","29","12","2","1","1","-","-","-","3"
"2408003016","Alagados - Mossoró (RN)","Total","Total","44","3","10","10","11","4","1","3","-","1","-","1","-","-","-"
"2408003017","Ilha de Santa Luzia - Mossoró (RN)","Total","Total","881","115","193","227","180","91","37","22","6","4","1","2","1","2","-"
"2408003018","Alto de São Manoel - Mossoró (RN)","Total","Total","5137","414","1015","1270","1260","623","294","119","68","35","16","9","7","4","3"
"2408003019","Pintos - Mossoró (RN)","Total","Total","748","78","183","185","161","76","37","17","6","2","1","-","1","-","1"
"2408003020","Presidente Costa e Silva - Mossoró (RN)","Total","Total","1351","111","250","349","368","158","55","34","8","6","9","1","1","-","1"
"2408003021","Planalto Treze de Maio - Mossoró (RN)","Total","Total","2471","169","480","683","594","320","120","60","24","11","4","3","1","2","-"
"2408003022","Alto do Sumaré - Mossoró (RN)","Total","Total","1915","126","402","590","460","189","88","32","14","9","4","-","-","1","-"
"2408003023","Dom Jaime Câmara - Mossoró (RN)","Total","Total","3152","282","582","794","759","384","194","86","32","19","11","6","2","-","1"
"2408003024","Lagoa do Mato - Mossoró (RN)","Total","Total","3937","305","696","1018","977","493","243","102","48","29","12","8","6","-","-"
"2408003025","Santa Delmira - Mossoró (RN)","Total","Total","3764","260","692","1017","919","477","215","93","40","26","15","2","4","1","3"
"2408003026","Redenção - Mossoró (RN)","Total","Total","832","55","151","231","196","121","53","12","6","5","2","-","-","-","-"
"2408003027","Rincão - Mossoró (RN)","Total","Total","2894","233","591","849","735","319","109","25","18","7","3","1","1","2","1"
"2408102001","Santos Reis - Natal (RN)","Total","Total","1531","134","305","354","334","187","92","65","26","18","6","5","3","-","2"
"2408102002","Praia do Meio - Natal (RN)","Total","Total","1620","368","420","331","234","132","59","33","24","9","3","4","2","-","1"
"2408102003","Rocas - Natal (RN)","Total","Total","3067","377","687","751","577","326","175","90","36","20","13","5","3","4","3"
"2408102004","Ribeira - Natal (RN)","Total","Total","764","140","239","161","115","60","23","9","7","2","5","2","-","1","-"
"2408102005","Petrópolis - Natal (RN)","Total","Total","1733","385","493","347","281","143","52","15","10","3","3","1","-","-","-"
"2408102006","Areia Preta - Natal (RN)","Total","Total","595","96","119","144","115","62","34","15","6","1","2","1","-","-","-"
"2408102007","Mãe Luíza - Natal (RN)","Total","Total","4070","435","753","977","816","515","247","134","86","44","29","13","5","8","8"
"2408102008","Tirol - Natal (RN)","Total","Total","5236","744","1306","1230","1170","512","192","51","15","6","7","1","-","1","1"
"2408102009","Cidade Alta - Natal (RN)","Total","Total","2259","430","565","477","404","200","85","56","19","14","3","3","3","-","-"
"2408102010","Lagoa Seca - Natal (RN)","Total","Total","1731","208","417","436","343","173","101","27","14","5","4","3","-","-","-"
"2408102011","Alecrim - Natal (RN)","Total","Total","8646","1069","1972","2083","1751","990","444","167","89","44","16","8","4","5","4"
"2408102012","Quintas - Natal (RN)","Total","Total","7929","840","1749","2003","1581","848","432","233","111","67","28","16","9","5","7"
"2408102013","Nordeste - Natal (RN)","Total","Total","3339","336","707","852","729","365","178","83","46","17","10","6","3","3","4"
"2408102014","Bom Pastor - Natal (RN)","Total","Total","5191","510","1073","1308","1111","590","299","143","70","42","24","11","3","2","5"
"2408102015","Cidade da Esperança - Natal (RN)","Total","Total","5346","435","1054","1310","1254","635","331","151","73","51","28","10","7","2","5"
"2408102016","Dix-Sept Rosado - Natal (RN)","Total","Total","4605","493","1002","1178","965","524","210","107","65","33","16","8","2","1","1"
"2408102017","Lagoa Nova - Natal (RN)","Total","Total","11500","1479","2698","2733","2399","1247","508","243","84","52","31","12","5","2","7"
"2408102018","Nova Descoberta - Natal (RN)","Total","Total","3744","423","886","913","803","383","173","88","29","15","16","6","3","2","4"
"2408102019","Candelária - Natal (RN)","Total","Total","6871","831","1512","1697","1565","779","302","109","47","16","7","2","1","2","1"
"2408102020","Cidade Nova - Natal (RN)","Total","Total","5200","555","1073","1358","1134","579","286","109","61","26","10","3","2","2","2"
"2408102021","Filipe Camarão - Natal (RN)","Total","Total","14392","1219","2854","3760","3198","1775","816","383","207","93","42","18","12","5","10"
"2408102022","Guarapés - Natal (RN)","Total","Total","2822","289","493","704","610","344","185","90","58","17","19","9","1","1","2"
"2408102023","Pitimbú - Natal (RN)","Total","Total","7077","547","1503","1897","1701","865","329","144","51","24","9","4","2","-","1"
"2408102024","Neópolis - Natal (RN)","Total","Total","6763","732","1525","1690","1511","743","326","125","62","19","16","11","1","1","1"
"2408102025","Capim Macio - Natal (RN)","Total","Total","7360","1091","1758","1777","1564","767","266","80","35","12","4","5","-","1","-"
"2408102026","Ponta Negra - Natal (RN)","Total","Total","7928","1207","1946","1907","1541","774","338","106","56","18","18","7","3","3","4"
"2408102028","Igapó - Natal (RN)","Total","Total","8500","863","1810","2228","1885","948","383","205","83","47","26","12","5","2","3"
"2408102029","Nossa Senhora da Apresentação - Natal (RN)","Total","Total","22723","1823","4559","6020","5235","2797","1247","516","286","124","57","32","13","11","3"
"2408102031","Potengi - Natal (RN)","Total","Total","16309","1258","3247","4364","3743","2072","834","411","165","111","49","28","13","7","7"
"2408102032","Salinas - Natal (RN)","Total","Total","331","43","62","73","63","49","20","6","6","6","3","-","-","-","-"
"2408102033","Lagoa Azul - Natal (RN)","Total","Total","17281","1379","3431","4596","3888","2118","981","458","211","102","59","23","16","12","7"
"2408102034","Pajuçara - Natal (RN)","Total","Total","16693","1408","3341","4456","3866","2031","868","394","168","79","36","25","11","7","3"
"2408102035","Redinha - Natal (RN)","Total","Total","4647","439","890","1171","1033","554","293","119","63","37","28","8","4","6","2"
"2408102036","Barro Vermelho - Natal (RN)","Total","Total","2883","255","612","693","677","400","169","41","21","8","3","-","1","2","1"
"2408102037","Nossa Senhora de Nazaré - Natal (RN)","Total","Total","4768","473","1084","1255","978","505","246","133","45","25","8","6","5","2","3"
"2408102038","Planalto - Natal (RN)","Total","Total","9305","854","2045","2593","2042","998","422","201","71","44","17","9","3","6","-"
"2408904001","Centro - Parelhas (RN)","Total","Total","1089","175","256","275","211","112","45","11","1","1","2","-","-","-","-"
"2408904002","Maria Terceira - Parelhas (RN)","Total","Total","776","90","152","195","184","91","35","16","9","3","-","1","-","-","-"
"2408904003","Cruz do Monte - Parelhas (RN)","Total","Total","1263","105","258","337","253","181","75","30","11","11","-","1","-","-","1"
"2408904004","São Sebastião - Parelhas (RN)","Total","Total","476","40","79","116","112","70","29","11","9","6","2","1","1","-","-"
"2408904005","Ivan Bezerra - Parelhas (RN)","Total","Total","424","38","83","120","107","47","15","12","2","-","-","-","-","-","-"
"2408904006","Dinarte Mariz - Parelhas (RN)","Total","Total","701","56","140","207","167","83","33","8","5","2","-","-","-","-","-"
"2408904007","Boqueirão - Parelhas (RN)","Total","Total","348","36","66","101","81","37","16","7","-","2","1","1","-","-","-"
"2410801001","Centro - Riacho de Santana (RN)","Total","Total","195","33","52","44","45","13","7","1","-","-","-","-","-","-","-"
"2410801002","Renascer - Riacho de Santana (RN)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"2410801003","Sao Goncalo - Riacho de Santana (RN)","Total","Total","124","7","32","39","30","6","6","2","-","1","1","-","-","-","-"
"2410801004","Novo Horizonte - Riacho de Santana (RN)","Total","Total","59","7","12","12","16","7","4","1","-","-","-","-","-","-","-"
"2410801005","Sao Joao Batista - Riacho de Santana (RN)","Total","Total","161","20","36","43","34","16","10","1","-","1","-","-","-","-","-"
"2410801006","Esperanca - Riacho de Santana (RN)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"2412401001","Centro - São José do Seridó (RN)","Total","Total","541","73","120","127","128","53","31","6","-","2","1","-","-","-","-"
"2412401002","Beira Rio - São José do Seridó (RN)","Total","Total","39","4","3","8","11","7","2","1","2","1","-","-","-","-","-"
"2412401003","Nova Bonita - São José do Seridó (RN)","Total","Total","204","19","42","52","51","23","10","2","2","1","1","1","-","-","-"
"2412401004","Liberdade - São José do Seridó (RN)","Total","Total","193","18","37","39","49","19","18","8","3","1","1","-","-","-","-"
"2413409001","Centro - Serra Negra do Norte (RN)","Total","Total","341","44","76","69","87","37","14","5","6","2","1","-","-","-","-"
"2413409002","Arécio Batista - Serra Negra do Norte (RN)","Total","Total","170","14","35","39","50","19","8","2","2","-","1","-","-","-","-"
"2413409003","Liberdade - Serra Negra do Norte (RN)","Total","Total","176","15","25","36","51","25","12","6","5","-","-","-","1","-","-"
"2413409004","Derosse Mariz - Serra Negra do Norte (RN)","Total","Total","88","6","23","22","12","7","12","2","2","-","2","-","-","-","-"
"2413409005","Helvécio Praxedes - Serra Negra do Norte (RN)","Total","Total","226","16","33","67","57","29","16","6","-","-","1","-","-","-","1"
"2413409006","Ambrozina - Serra Negra do Norte (RN)","Total","Total","409","31","69","111","97","63","16","15","2","4","1","-","-","-","-"
"2501807001","Alto da Boa Vista - Bayeux (PB)","Total","Total","2102","140","402","528","547","285","111","42","19","16","-","4","8","-","-"
"2501807002","Baralho - Bayeux (PB)","Total","Total","641","71","124","140","128","92","46","17","7","6","4","2","1","-","3"
"2501807003","Brasília - Bayeux (PB)","Total","Total","880","75","171","238","205","101","36","33","12","4","2","1","-","2","-"
"2501807004","Centro - Bayeux (PB)","Total","Total","3654","347","754","896","806","436","200","101","53","31","11","10","2","1","6"
"2501807005","Comercial Norte - Bayeux (PB)","Total","Total","1725","114","298","461","433","234","107","37","20","8","9","2","-","2","-"
"2501807006","Imaculada - Bayeux (PB)","Total","Total","3245","295","658","832","696","399","210","63","40","22","9","4","7","1","9"
"2501807007","Jardim Aeroporto - Bayeux (PB)","Total","Total","3730","232","721","999","989","504","157","67","31","14","9","4","1","1","1"
"2501807008","Jardim São Severino - Bayeux (PB)","Total","Total","560","45","132","155","117","66","20","8","8","5","1","-","-","-","3"
"2501807009","Jardim São Vicente - Bayeux (PB)","Total","Total","826","46","142","214","213","114","52","26","6","5","3","2","-","3","-"
"2501807010","Mário Andreazza - Bayeux (PB)","Total","Total","2798","256","535","686","648","352","157","84","46","19","6","3","4","2","-"
"2501807011","Rio do Meio - Bayeux (PB)","Total","Total","1223","97","229","308","289","175","59","29","17","8","5","2","2","1","2"
"2501807012","São Bento - Bayeux (PB)","Total","Total","1970","166","391","478","458","250","117","46","33","15","4","5","3","1","3"
"2501807013","Sesi - Bayeux (PB)","Total","Total","3522","278","714","895","816","422","206","99","44","21","11","7","4","3","2"
"2501807014","Tambay - Bayeux (PB)","Total","Total","809","40","150","213","226","94","49","20","7","2","1","3","3","-","1"
"2504009001","Centro de Campina Grande - Campina Grande (PB)","Total","Total","2825","747","787","571","416","168","72","35","15","6","4","-","3","-","1"
"2504009002","Alto Branco - Campina Grande (PB)","Total","Total","2473","225","458","610","560","354","144","62","31","18","6","-","2","-","3"
"2504009003","Araxá - Campina Grande (PB)","Total","Total","465","53","95","118","72","69","33","14","4","6","-","1","-","-","-"
"2504009004","Bela Vista - Campina Grande (PB)","Total","Total","1850","259","409","426","395","202","83","41","14","9","5","3","1","2","1"
"2504009005","Bodocongó - Campina Grande (PB)","Total","Total","3938","279","780","1072","959","492","204","89","28","11","13","5","2","3","1"
"2504009006","Castelo Branco - Campina Grande (PB)","Total","Total","778","49","150","202","187","84","49","21","15","12","2","3","3","1","-"
"2504009007","Catolé - Campina Grande (PB)","Total","Total","5896","659","1338","1477","1275","671","276","113","46","16","12","7","3","1","2"
"2504009008","Centenário - Campina Grande (PB)","Total","Total","2409","223","517","606","539","290","120","58","33","13","6","2","-","1","1"
"2504009009","Cidades - Campina Grande (PB)","Total","Total","1662","126","281","437","400","221","109","47","27","7","6","-","-","1","-"
"2504009010","Conceição - Campina Grande (PB)","Total","Total","1092","123","277","299","222","108","34","17","6","3","1","1","1","-","-"
"2504009011","Cruzeiro - Campina Grande (PB)","Total","Total","4067","277","866","1100","1008","494","182","69","39","15","12","2","3","-","-"
"2504009012","Cuites - Campina Grande (PB)","Total","Total","531","41","113","125","112","75","32","16","9","5","-","2","-","-","1"
"2504009013","Dinamérica - Campina Grande (PB)","Total","Total","1740","224","436","444","363","157","70","22","11","6","3","-","2","1","1"
"2504009014","Distrito Industrial - Campina Grande (PB)","Total","Total","672","44","133","156","142","107","47","20","10","9","1","-","1","1","1"
"2504009015","Estação Velha - Campina Grande (PB)","Total","Total","974","112","220","218","201","119","62","21","8","8","4","1","-","-","-"
"2504009016","Itararé - Campina Grande (PB)","Total","Total","911","78","192","231","230","110","43","15","8","2","1","-","1","-","-"
