"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"2304301001","Centro - Farias Brito (CE)","Total","Total","737","89","169","179","170","75","32","12","6","4","-","-","1","-","-"
"2304301002","Boa Vista - Farias Brito (CE)","Total","Total","468","55","95","106","108","62","24","14","3","1","-","-","-","-","-"
"2304301003","Nova Esperança - Farias Brito (CE)","Total","Total","438","62","103","113","88","40","20","7","3","1","-","1","-","-","-"
"2304350001","Antonio Ferreira Gomes Martins - Forquilha (CE)","Total","Total","19","3","6","1","3","4","2","-","-","-","-","-","-","-","-"
"2304350002","Centro - Forquilha (CE)","Total","Total","176","20","49","45","45","13","3","1","-","-","-","-","-","-","-"
"2304350003","Francisco Martins Viana - Forquilha (CE)","Total","Total","465","46","89","143","111","37","24","9","1","2","3","-","-","-","-"
"2304350004","Edmundo Rodrigues - Forquilha (CE)","Total","Total","2140","183","397","563","451","274","144","68","25","16","10","5","3","-","1"
"2304350005","Alto Alegre - Forquilha (CE)","Total","Total","635","58","157","178","123","73","22","11","6","4","3","-","-","-","-"
"2304350006","Mesquita Jerônimo - Forquilha (CE)","Total","Total","381","29","66","114","91","51","13","9","4","2","1","1","-","-","-"
"2304350007","José Raimundo de Loiola - Forquilha (CE)","Total","Total","265","25","41","68","54","34","21","11","7","2","1","-","1","-","-"
"2304350008","Padre Edson - Forquilha (CE)","Total","Total","133","27","25","37","28","13","1","2","-","-","-","-","-","-","-"
"2304400001","Alagadiço - Fortaleza (CE)","Total","Total","4414","517","957","1136","976","506","180","86","33","7","9","4","2","1","-"
"2304400002","Aldeota - Fortaleza (CE)","Total","Total","13723","1984","3440","3294","2837","1403","455","169","81","30","17","6","2","2","3"
"2304400003","Álvaro Weyne - Fortaleza (CE)","Total","Total","6705","579","1402","1708","1495","804","352","182","87","40","25","11","6","4","10"
"2304400004","Amadeo Furtado - Fortaleza (CE)","Total","Total","3374","377","700","794","708","421","197","92","42","21","11","6","3","-","2"
"2304400005","Arraial Moura Brasil - Fortaleza (CE)","Total","Total","1050","131","213","222","206","150","63","22","19","10","3","3","3","2","3"
"2304400006","Barra do Ceará - Fortaleza (CE)","Total","Total","20279","1957","3933","5055","4409","2525","1196","551","317","151","85","44","24","9","23"
"2304400007","Benfica - Fortaleza (CE)","Total","Total","2975","526","792","672","525","273","117","39","16","10","2","1","-","-","2"
"2304400008","Bom Futuro - Fortaleza (CE)","Total","Total","1970","248","460","509","361","218","102","42","15","8","4","2","1","-","-"
"2304400009","Carlito Pamplona - Fortaleza (CE)","Total","Total","8317","861","1670","2085","1758","1025","481","211","111","53","23","17","7","8","7"
"2304400010","Centro - Fortaleza (CE)","Total","Total","9717","2209","2471","1963","1578","826","358","152","89","29","17","8","6","6","5"
"2304400011","Coco - Fortaleza (CE)","Total","Total","6439","694","1610","1575","1476","740","236","63","26","10","6","2","1","-","-"
"2304400012","Cristo Redentor - Fortaleza (CE)","Total","Total","7237","582","1387","1767","1593","934","463","236","117","77","39","22","7","3","10"
"2304400013","Damas - Fortaleza (CE)","Total","Total","3513","538","860","882","727","312","106","43","28","11","4","2","-","-","-"
"2304400014","Estância (Dionísio Torres) - Fortaleza (CE)","Total","Total","4844","566","1105","1202","1100","580","184","62","24","13","3","2","-","2","1"
"2304400015","Farias Brito - Fortaleza (CE)","Total","Total","3605","439","821","882","744","377","176","87","39","16","8","2","4","3","7"
"2304400016","Fátima - Fortaleza (CE)","Total","Total","7251","977","1686","1763","1521","827","263","118","45","33","10","2","3","1","2"
"2304400017","Floresta - Fortaleza (CE)","Total","Total","8270","858","1661","2046","1808","990","460","216","118","42","38","14","5","5","9"
"2304400018","Jacarecanga - Fortaleza (CE)","Total","Total","4167","477","908","1080","854","470","193","94","43","24","11","7","3","1","2"
"2304400019","Jardim América - Fortaleza (CE)","Total","Total","3624","397","780","902","813","394","184","78","36","16","10","7","3","1","3"
"2304400020","Jardim Guanabara - Fortaleza (CE)","Total","Total","4287","380","879","1173","924","498","216","111","40","29","14","14","3","3","3"
"2304400021","Jardim Iracema - Fortaleza (CE)","Total","Total","6570","608","1383","1655","1370","838","351","168","100","37","25","15","7","2","11"
"2304400022","Joaquim Távora - Fortaleza (CE)","Total","Total","7419","1113","1756","1776","1498","755","281","120","56","32","13","7","3","3","6"
"2304400023","José Bonifácio - Fortaleza (CE)","Total","Total","2834","464","680","693","522","260","105","53","29","13","7","3","2","1","2"
"2304400024","Meireles - Fortaleza (CE)","Total","Total","12690","2250","3571","2863","2190","1137","441","146","48","24","11","3","2","-","4"
"2304400025","Monte Castelo - Fortaleza (CE)","Total","Total","3838","410","813","915","858","441","211","91","54","21","13","5","-","3","3"
"2304400026","Mucuripe - Fortaleza (CE)","Total","Total","4447","745","1080","992","873","454","163","81","31","14","6","3","1","-","4"
"2304400027","Papicu - Fortaleza (CE)","Total","Total","5549","656","1338","1320","1123","626","253","118","49","23","15","15","9","3","1"
"2304400028","Parque Araxá - Fortaleza (CE)","Total","Total","2007","230","489","490","383","228","100","42","11","14","9","4","3","-","4"
"2304400029","Parquelândia - Fortaleza (CE)","Total","Total","4428","710","991","1010","830","487","221","91","37","22","17","6","1","2","3"
"2304400030","Parreão - Fortaleza (CE)","Total","Total","3209","332","652","747","800","384","169","69","29","15","4","5","-","2","1"
"2304400031","Pirambú - Fortaleza (CE)","Total","Total","4775","484","834","1186","1059","576","274","173","85","41","29","12","7","7","8"
"2304400032","Praia de Iracema - Fortaleza (CE)","Total","Total","1089","237","317","219","147","95","37","18","8","3","3","3","1","-","1"
"2304400033","Presidente Kennedy - Fortaleza (CE)","Total","Total","6670","660","1398","1730","1461","791","332","138","74","44","17","10","7","2","6"
"2304400034","Rodolfo Teófilo - Fortaleza (CE)","Total","Total","5673","707","1216","1400","1171","611","299","138","64","25","22","8","6","2","4"
"2304400035","São João do Tauapé - Fortaleza (CE)","Total","Total","8301","1018","1908","2048","1649","885","400","201","87","50","26","12","8","3","6"
"2304400036","Varjota - Fortaleza (CE)","Total","Total","2792","424","740","692","523","263","88","37","13","3","5","1","-","1","2"
"2304400037","Vicente Pinzon - Fortaleza (CE)","Total","Total","12712","1198","2497","3182","2766","1547","761","363","221","83","46","23","15","5","5"
"2304400038","Vila Ellery - Fortaleza (CE)","Total","Total","2292","220","469","602","520","265","115","55","21","16","5","2","-","1","1"
"2304400039","Vila Velha - Fortaleza (CE)","Total","Total","17326","1507","3307","4458","3942","2216","988","446","237","101","50","38","16","10","10"
"2304400040","Antônio Bezerra - Fortaleza (CE)","Total","Total","7478","778","1528","1888","1624","906","392","183","101","37","19","10","6","3","3"
"2304400041","Autran Nunes - Fortaleza (CE)","Total","Total","5609","416","941","1391","1274","795","380","209","93","42","32","10","9","5","12"
"2304400042","Conjunto Ceará I - Fortaleza (CE)","Total","Total","5473","409","1143","1464","1256","635","299","145","62","32","12","5","4","3","4"
"2304400043","Dom Lustosa - Fortaleza (CE)","Total","Total","3831","387","788","1003","875","395","185","99","53","26","7","5","2","3","3"
"2304400044","Genibau - Fortaleza (CE)","Total","Total","11343","1045","2153","2893","2514","1437","683","314","159","65","38","18","14","5","5"
"2304400045","Henrique Jorge - Fortaleza (CE)","Total","Total","7816","712","1637","2026","1768","918","385","197","91","44","15","13","4","4","2"
"2304400046","João XXIII - Fortaleza (CE)","Total","Total","5231","471","1053","1351","1163","636","294","137","62","28","15","10","4","4","3"
"2304400047","Padre Andrade (Cachoeirinha) - Fortaleza (CE)","Total","Total","3758","407","744","995","817","411","219","91","35","15","16","4","1","2","1"
"2304400048","Quintino Cunha - Fortaleza (CE)","Total","Total","13146","1055","2469","3418","3071","1669","773","329","181","84","39","25","11","6","16"
"2304400049","José de Alencar - Fortaleza (CE)","Total","Total","4567","368","912","1138","1140","588","225","111","44","23","7","4","4","-","3"
"2304400050","Ancuri - Fortaleza (CE)","Total","Total","5829","561","1192","1573","1272","693","285","137","65","20","14","11","2","2","2"
"2304400051","Barroso - Fortaleza (CE)","Total","Total","8321","655","1623","2177","1880","1015","467","264","130","52","33","9","4","4","8"
"2304400052","Cajazeiras - Fortaleza (CE)","Total","Total","4412","521","965","1147","964","481","183","70","46","19","8","5","1","1","1"
"2304400053","Cambeba - Fortaleza (CE)","Total","Total","2154","162","356","517","703","262","84","33","19","10","4","1","1","1","1"
"2304400054","Cidade dos Funcionários - Fortaleza (CE)","Total","Total","5338","499","1137","1313","1271","645","291","106","42","17","8","3","6","-","-"
"2304400055","Coaçu - Fortaleza (CE)","Total","Total","2038","163","392","506","519","264","109","37","30","9","7","1","1","-","-"
"2304400056","Curió - Fortaleza (CE)","Total","Total","2100","159","353","495","557","335","106","50","24","12","5","2","1","1","-"
"2304400057","Edson Queiroz - Fortaleza (CE)","Total","Total","5901","502","1021","1329","1285","871","520","176","93","28","47","12","13","2","2"
"2304400058","Engenheiro Luciano Cavalcante - Fortaleza (CE)","Total","Total","4472","435","940","1091","976","587","243","99","53","25","11","4","2","1","5"
"2304400059","Guajeru - Fortaleza (CE)","Total","Total","1855","150","315","507","463","228","95","51","19","10","6","5","1","1","4"
"2304400060","Guarapes - Fortaleza (CE)","Total","Total","1546","132","342","344","393","212","88","23","11","1","-","-","-","-","-"
"2304400061","Jangurussu - Fortaleza (CE)","Total","Total","14252","1424","2851","3550","3160","1691","684","401","152","169","36","97","15","9","13"
"2304400062","Jardim das Oliveiras - Fortaleza (CE)","Total","Total","8286","735","1657","2067","1828","1028","470","251","134","50","27","16","14","3","6"
"2304400063","Lagoa Redonda - Fortaleza (CE)","Total","Total","7948","675","1600","2131","1796","923","436","179","96","60","20","12","10","4","6"
"2304400064","Lagoa Sapiranga (Coité) - Fortaleza (CE)","Total","Total","8629","611","1496","2073","2131","1226","546","278","128","63","33","21","9","8","6"
"2304400065","Messejana (sede) - Fortaleza (CE)","Total","Total","12174","1200","2624","3109","2709","1369","602","293","142","53","36","14","8","5","10"
"2304400066","Parque Iracema - Fortaleza (CE)","Total","Total","2735","359","727","708","527","259","85","38","16","7","6","2","1","-","-"
"2304400067","Parque Manibura - Fortaleza (CE)","Total","Total","2040","143","334","496","523","308","139","53","28","8","7","-","-","-","1"
"2304400068","Paupina - Fortaleza (CE)","Total","Total","4214","363","831","1144","968","526","198","102","41","21","12","3","2","3","-"
"2304400069","Pedras - Fortaleza (CE)","Total","Total","370","28","59","106","87","52","17","10","5","2","4","-","-","-","-"
"2304400070","Sabiaguaba - Fortaleza (CE)","Total","Total","582","54","100","146","135","75","35","24","8","5","-","-","-","-","-"
"2304400071","Salinas - Fortaleza (CE)","Total","Total","1225","84","256","298","295","196","53","23","14","3","3","-","-","-","-"
"2304400072","Bom Jardim - Fortaleza (CE)","Total","Total","10462","964","1974","2604","2309","1316","639","331","149","85","34","23","9","13","12"
"2304400073","Bonsucesso - Fortaleza (CE)","Total","Total","11740","1051","2398","2995","2648","1389","664","314","142","60","37","19","13","3","7"
"2304400074","Canindezinho - Fortaleza (CE)","Total","Total","11544","1052","2143","2944","2549","1544","690","319","146","80","42","20","7","4","4"
"2304400075","Conjunto Ceará II - Fortaleza (CE)","Total","Total","6743","529","1346","1809","1566","828","352","168","72","32","18","9","8","5","1"
"2304400076","Conjunto Esperança - Fortaleza (CE)","Total","Total","4753","377","1014","1275","1071","580","241","106","50","16","11","5","4","2","1"
"2304400077","Dendê - Fortaleza (CE)","Total","Total","1539","166","352","415","327","175","56","25","11","2","3","5","2","-","-"
"2304400078","Granja Lisboa - Fortaleza (CE)","Total","Total","14425","1304","2699","3571","3186","1936","875","418","200","104","73","27","16","7","9"
"2304400079","Granja Portugal - Fortaleza (CE)","Total","Total","10791","919","1907","2663","2433","1486","674","352","173","94","47","14","15","8","6"
"2304400080","Jardim Cearense - Fortaleza (CE)","Total","Total","2907","246","609","720","694","374","145","77","22","9","5","3","2","1","-"
"2304400081","Manoel Sátiro - Fortaleza (CE)","Total","Total","11124","1008","2346","3021","2519","1250","515","237","114","48","36","18","4","3","5"
"2304400082","Maraponga - Fortaleza (CE)","Total","Total","3064","319","679","796","702","335","137","47","22","15","5","5","-","-","2"
"2304400083","Mondubim (Sede) - Fortaleza (CE)","Total","Total","22094","1973","4435","5859","5202","2709","1028","473","230","85","53","23","8","5","11"
"2304400084","Parque Dois Irmãos - Fortaleza (CE)","Total","Total","7479","541","1243","1914","1899","1109","425","186","83","33","32","6","3","1","4"
"2304400085","Parque Presidente Vargas - Fortaleza (CE)","Total","Total","1947","165","339","469","452","265","133","58","36","17","4","4","4","-","1"
"2304400086","Parque São José - Fortaleza (CE)","Total","Total","3017","324","588","790","653","337","158","84","36","23","11","7","3","-","3"
"2304400087","Parque Santa Rosa (Apolo XI) - Fortaleza (CE)","Total","Total","3725","342","753","994","832","477","186","71","39","16","7","2","3","2","1"
"2304400088","Passaré - Fortaleza (CE)","Total","Total","14957","1517","3218","3899","3233","1755","731","297","163","68","33","22","11","4","6"
"2304400089","Prefeito José Walter - Fortaleza (CE)","Total","Total","9593","901","2127","2415","2123","1125","463","231","100","63","25","7","7","3","3"
"2304400090","Siqueira - Fortaleza (CE)","Total","Total","9253","792","1688","2300","2138","1223","550","256","145","76","44","17","11","6","7"
"2304400091","Aerolândia - Fortaleza (CE)","Total","Total","3289","353","658","829","730","381","171","78","44","21","12","7","1","3","1"
"2304400092","Aeroporto (Base Aérea) - Fortaleza (CE)","Total","Total","2382","207","443","554","591","304","148","66","37","16","8","6","1","1","-"
"2304400093","Alto da Balança - Fortaleza (CE)","Total","Total","3772","425","822","930","798","421","185","90","58","22","9","2","6","2","2"
"2304400094","Bela Vista - Fortaleza (CE)","Total","Total","4922","531","1104","1202","1055","552","243","100","59","31","19","11","6","2","7"
"2304400095","Castelão - Fortaleza (CE)","Total","Total","1640","156","315","405","364","211","106","36","19","14","7","2","1","1","3"
"2304400096","Couto Fernades - Fortaleza (CE)","Total","Total","1555","166","362","369","346","163","70","38","17","12","5","3","2","2","-"
"2304400097","Demócrito Rocha - Fortaleza (CE)","Total","Total","3275","348","759","777","733","356","162","77","37","14","3","2","4","2","1"
"2304400098","Dias Macedo - Fortaleza (CE)","Total","Total","3481","379","679","863","787","426","174","89","41","18","11","5","6","2","1"
"2304400099","Itaóca - Fortaleza (CE)","Total","Total","3734","387","853","963","770","419","193","80","42","14","9","1","1","2","-"
"2304400100","Itaperi - Fortaleza (CE)","Total","Total","7055","797","1766","1889","1396","731","258","108","50","27","13","12","3","2","3"
"2304400101","Jóquei Club (São Cristóvão) - Fortaleza (CE)","Total","Total","5670","576","1285","1434","1215","596","274","147","62","37","15","14","2","6","7"
"2304400102","Mata Galinha - Fortaleza (CE)","Total","Total","1907","214","430","517","390","196","92","34","15","12","3","2","1","-","1"
"2304400103","Montese - Fortaleza (CE)","Total","Total","7946","915","1912","1961","1657","850","368","154","80","22","11","6","6","1","3"
"2304400104","Pan-Americano - Fortaleza (CE)","Total","Total","2580","276","519","692","544","289","132","67","36","10","8","6","1","-","-"
"2304400105","Parangaba - Fortaleza (CE)","Total","Total","9225","1009","2021","2395","1965","1041","426","201","83","42","18","10","6","1","7"
"2304400106","Pici (Parque Universitário) - Fortaleza (CE)","Total","Total","11871","1035","2234","3077","2652","1515","676","337","184","74","32","19","18","3","15"
"2304400107","Serrinha - Fortaleza (CE)","Total","Total","8274","809","1673","2126","1844","972","456","186","106","42","25","12","10","5","8"
"2304400108","Vila Pery - Fortaleza (CE)","Total","Total","6093","635","1327","1549","1381","650","271","134","68","33","13","11","12","3","6"
"2304400109","Vila União - Fortaleza (CE)","Total","Total","4513","442","982","1174","987","532","210","97","43","22","9","8","3","2","2"
"2304400110","Cais do Porto - Fortaleza (CE)","Total","Total","6321","703","1165","1610","1314","758","392","180","96","45","29","9","4","4","12"
"2304400111","Cidade 2000 - Fortaleza (CE)","Total","Total","2624","332","652","705","500","261","85","51","20","8","6","1","1","-","2"
"2304400112","Manuel Dias Branco - Fortaleza (CE)","Total","Total","442","60","99","100","93","46","26","14","3","1","-","-","-","-","-"
"2304400113","Praia do Futuro I - Fortaleza (CE)","Total","Total","1925","261","399","434","380","225","120","55","26","7","12","2","2","-","2"
"2304400114","Praia do Futuro II - Fortaleza (CE)","Total","Total","3442","366","733","812","755","412","187","76","45","26","18","2","5","3","2"
"2304400115","De Lourdes - Fortaleza (CE)","Total","Total","960","78","219","218","207","128","67","25","9","7","2","-","-","-","-"
"2304400116","Planalto Ayrton Senna - Fortaleza (CE)","Total","Total","11037","978","2116","2763","2496","1439","672","285","154","63","37","17","9","4","4"
"2304400117","Gentilândia - Fortaleza (CE)","Total","Total","1269","184","315","303","242","136","45","32","7","3","1","1","-","-","-"
"2304400118","Conjunto Palmeiras - Fortaleza (CE)","Total","Total","9113","739","1544","2056","1887","1242","564","380","174","276","51","132","17","22","29"
"2304400119","São Bento - Fortaleza (CE)","Total","Total","3537","381","702","999","757","394","149","83","36","17","11","3","3","2","-"
"2304608001","São José - General Sampaio (CE)","Total","Total","196","19","31","42","34","26","18","6","10","3","3","1","3","-","-"
"2304608002","Nossa Senhora das Graças - General Sampaio (CE)","Total","Total","274","23","51","74","49","37","17","11","5","3","2","1","-","-","1"
"2304608003","Sagrado Coração de Jesus - General Sampaio (CE)","Total","Total","229","26","38","69","37","31","11","5","5","4","3","-","-","-","-"
"2304608004","Nossa Senhora do Rosário - General Sampaio (CE)","Total","Total","238","14","42","60","52","27","17","8","5","7","5","-","-","-","1"
"2304806001","Centro - Granjeiro (CE)","Total","Total","88","17","13","13","21","14","6","-","3","1","-","-","-","-","-"
"2304806002","Joaquim Ferreira - Granjeiro (CE)","Total","Total","180","13","27","46","43","27","14","3","5","-","2","-","-","-","-"
"2304806003","Salomé - Granjeiro (CE)","Total","Total","66","8","9","25","11","10","1","1","1","-","-","-","-","-","-"
"2304806004","Miguel Saraiva - Granjeiro (CE)","Total","Total","46","3","8","14","8","6","4","2","-","-","1","-","-","-","-"
"2304905001","Padre Mororó - Groaíras (CE)","Total","Total","9","1","-","2","3","-","-","2","-","1","-","-","-","-","-"
"2304905002","Centro - Groaíras (CE)","Total","Total","767","102","212","187","153","67","26","10","6","2","1","1","-","-","-"
"2304905003","Paulo Malaquias - Groaíras (CE)","Total","Total","457","41","85","145","92","49","24","16","2","1","1","1","-","-","-"
"2304905004","José Cassiano - Groaíras (CE)","Total","Total","147","21","27","39","28","14","11","5","-","1","1","-","-","-","-"
"2304905005","Capitão José Linhares - Groaíras (CE)","Total","Total","407","49","88","125","73","49","18","3","2","-","-","-","-","-","-"
"2304905006","Chico Jerônimo - Groaíras (CE)","Total","Total","243","26","46","65","53","22","17","7","4","2","1","-","-","-","-"
"2304954001","Centro - Guaiúba (CE)","Total","Total","145","12","37","43","32","7","10","2","2","-","-","-","-","-","-"
"2304954002","Miguel de Sousa Martins - Guaiúba (CE)","Total","Total","151","4","32","39","26","23","11","7","4","1","1","2","-","1","-"
"2304954003","Pinheiro - Guaiúba (CE)","Total","Total","372","22","63","88","84","52","31","13","7","5","5","-","-","-","2"
"2304954004","Helder Eduardo Bezerra - Guaiúba (CE)","Total","Total","38","7","4","11","7","3","4","-","1","1","-","-","-","-","-"
"2304954005","Dezessete de Março - Guaiúba (CE)","Total","Total","448","39","79","114","102","73","27","5","5","3","-","-","1","-","-"
"2304954006","Francisco de Goes - Guaiúba (CE)","Total","Total","1074","117","194","248","202","142","86","38","23","8","8","3","1","2","2"
"2304954007","São José - Guaiúba (CE)","Total","Total","264","27","42","60","48","50","20","10","2","3","1","1","-","-","-"
"2304954008","Maria de Jesus - Guaiúba (CE)","Total","Total","160","7","28","42","37","23","11","4","4","3","1","-","-","-","-"
"2304954009","Accioly - Guaiúba (CE)","Total","Total","261","25","38","69","55","25","22","11","5","5","4","1","1","-","-"
"2305209001","Centro - Hidrolândia (CE)","Total","Total","504","56","136","132","108","47","13","6","1","5","-","-","-","-","-"
"2305209002","Nova Hidrolândia - Hidrolândia (CE)","Total","Total","350","32","83","87","72","42","19","11","1","2","-","-","1","-","-"
"2305209003","Professora Mirian Ferreira - Hidrolândia (CE)","Total","Total","172","28","32","48","27","19","11","3","1","2","-","-","1","-","-"
"2305209004","Beira Rio - Hidrolândia (CE)","Total","Total","263","30","59","59","51","29","20","9","3","1","-","1","-","-","1"
"2305209005","Progresso - Hidrolândia (CE)","Total","Total","381","37","101","101","73","37","13","11","6","1","-","1","-","-","-"
"2305209006","Marinho - Hidrolândia (CE)","Total","Total","374","41","68","99","77","43","24","12","5","2","2","1","-","-","-"
"2305209007","Mororó - Hidrolândia (CE)","Total","Total","485","54","77","126","120","53","33","14","4","3","1","-","-","-","-"
"2305266001","Alto da Bela Vista - Ibaretama (CE)","Total","Total","51","9","13","7","6","9","3","-","1","-","2","1","-","-","-"
"2305266002","Campo Velho - Ibaretama (CE)","Total","Total","173","19","26","44","41","16","12","8","2","2","-","2","1","-","-"
"2305266003","Centro - Ibaretama (CE)","Total","Total","219","20","47","54","44","18","14","12","5","3","1","1","-","-","-"
"2305266004","Nova Ibaretama - Ibaretama (CE)","Total","Total","26","2","7","2","7","4","1","-","3","-","-","-","-","-","-"
"2305266005","Nossa Senhora Auxiliadora - Ibaretama (CE)","Total","Total","21","1","3","5","3","4","2","1","-","1","1","-","-","-","-"
"2305266006","Raimunda Emilia - Ibaretama (CE)","Total","Total","122","7","23","34","22","20","8","6","1","-","-","-","-","-","1"
"2305308001","Centro - Ibiapina (CE)","Total","Total","439","58","92","109","92","58","19","6","2","1","2","-","-","-","-"
"2305308002","José Avelino Portela - Ibiapina (CE)","Total","Total","488","43","95","137","110","64","22","13","3","1","-","-","-","-","-"
"2305308003","Francisco Custodio de Azevedo - Ibiapina (CE)","Total","Total","443","36","77","108","95","73","30","10","8","3","-","2","-","1","-"
"2305308004","São João - Ibiapina (CE)","Total","Total","758","54","147","209","162","104","48","20","7","5","1","-","-","-","1"
"2305308005","Raimundo Linhares - Ibiapina (CE)","Total","Total","219","19","39","65","41","35","12","6","2","-","-","-","-","-","-"
"2305308006","Padre Pontes - Ibiapina (CE)","Total","Total","153","15","31","39","37","20","6","2","2","-","1","-","-","-","-"
"2305308007","Vicente Aragão - Ibiapina (CE)","Total","Total","124","9","13","34","31","16","11","4","3","3","-","-","-","-","-"
"2305506001","Alto do Jucá - Iguatu (CE)","Total","Total","1376","148","286","362","308","171","57","28","9","5","-","-","1","1","-"
"2305506002","Areias I - Iguatu (CE)","Total","Total","807","61","161","258","182","90","36","10","7","1","1","-","-","-","-"
"2305506003","Areias II - Iguatu (CE)","Total","Total","898","64","208","247","203","93","52","13","10","3","2","2","1","-","-"
"2305506004","Bastiana - Iguatu (CE)","Total","Total","1474","120","313","413","344","165","61","36","11","3","4","1","3","-","-"
"2305506005","Bugi - Iguatu (CE)","Total","Total","242","17","36","57","67","47","12","2","3","-","-","1","-","-","-"
"2305506006","Cajazeiras - Iguatu (CE)","Total","Total","461","44","67","133","129","55","12","12","5","4","-","-","-","-","-"
"2305506007","Centro - Iguatu (CE)","Total","Total","701","124","177","173","110","74","28","9","5","-","1","-","-","-","-"
"2305506008","Cerâmica - Iguatu (CE)","Total","Total","118","8","25","28","26","19","5","4","3","-","-","-","-","-","-"
"2305506009","Cocobó - Iguatu (CE)","Total","Total","1037","116","226","276","239","123","40","8","6","2","1","-","-","-","-"
"2305506010","Cohab - Iguatu (CE)","Total","Total","1087","68","228","307","286","118","54","16","6","3","1","-","-","-","-"
"2305506011","Chapadinha - Iguatu (CE)","Total","Total","252","28","46","63","49","22","24","10","6","2","2","-","-","-","-"
"2305506012","Conjunto Industrial - Iguatu (CE)","Total","Total","168","8","32","58","35","15","13","4","-","1","1","1","-","-","-"
"2305506013","Das Flores - Iguatu (CE)","Total","Total","647","80","133","174","146","66","33","6","3","3","2","1","-","-","-"
"2305506014","Esplanada I - Iguatu (CE)","Total","Total","473","41","94","136","97","61","23","11","4","3","3","-","-","-","-"
"2305506015","Esplanada II - Iguatu (CE)","Total","Total","663","51","135","177","149","83","31","17","11","3","4","1","1","-","-"
"2305506016","Jardim Iguatu - Iguatu (CE)","Total","Total","678","94","160","165","146","69","24","8","6","3","3","-","-","-","-"
"2305506017","João Paulo - Iguatu (CE)","Total","Total","1113","103","255","299","254","117","54","16","5","2","4","3","-","1","-"
"2305506018","Planalto - Iguatu (CE)","Total","Total","293","17","54","85","70","40","14","5","6","-","-","1","1","-","-"
"2305506019","Poço Comprido - Iguatu (CE)","Total","Total","34","4","5","8","11","1","4","-","1","-","-","-","-","-","-"
"2305506020","Prado - Iguatu (CE)","Total","Total","610","90","146","145","110","65","25","15","5","3","4","2","-","-","-"
"2305506021","São Sebastião - Iguatu (CE)","Total","Total","251","28","58","65","49","34","10","4","2","1","-","-","-","-","-"
"2305506022","Sete de Setembro - Iguatu (CE)","Total","Total","624","73","143","163","118","80","23","15","2","3","2","1","1","-","-"
"2305506023","Taboleiro - Iguatu (CE)","Total","Total","652","54","144","179","154","76","24","12","4","3","1","1","-","-","-"
"2305506024","Veneza - Iguatu (CE)","Total","Total","1101","111","233","283","268","135","42","13","9","4","1","1","1","-","-"
"2305506025","Vila Brasília - Iguatu (CE)","Total","Total","620","64","157","135","155","71","26","6","5","1","-","-","-","-","-"
"2305506026","Vila Centenário - Iguatu (CE)","Total","Total","748","97","173","180","136","95","30","19","10","4","2","1","-","-","1"
"2305506027","Vila Cidão - Iguatu (CE)","Total","Total","156","15","34","44","35","18","5","2","1","-","2","-","-","-","-"
"2305506028","Vila Moura - Iguatu (CE)","Total","Total","692","59","117","185","177","93","34","13","10","3","1","-","-","-","-"
"2305506029","Vila Neuma - Iguatu (CE)","Total","Total","547","70","106","135","110","69","32","11","8","3","1","1","1","-","-"
"2305506030","Vila Santo Antônio - Iguatu (CE)","Total","Total","1026","151","230","265","196","87","57","21","9","5","1","2","2","-","-"
"2305506031","Paraná - Iguatu (CE)","Total","Total","647","52","147","170","160","70","22","14","7","2","2","1","-","-","-"
"2305605001","Boa Esperança - Independência (CE)","Total","Total","350","39","79","87","79","40","11","9","3","2","1","-","-","-","-"
"2305605002","Centro - Independência (CE)","Total","Total","530","86","130","123","118","39","23","6","2","3","-","-","-","-","-"
"2305605003","Cohab I - Independência (CE)","Total","Total","691","81","153","205","144","57","27","16","5","3","-","-","-","-","-"
"2305605004","Cohab II - Independência (CE)","Total","Total","244","26","46","61","51","35","18","3","2","-","2","-","-","-","-"
"2305605005","Liberdade - Independência (CE)","Total","Total","415","53","110","108","83","42","10","4","3","-","1","1","-","-","-"
"2305605006","Liberdade II - Independência (CE)","Total","Total","122","19","24","36","27","9","3","2","2","-","-","-","-","-","-"
"2305605007","Pelo Sinal - Independência (CE)","Total","Total","108","8","18","31","19","20","4","5","-","-","2","-","-","-","1"
