"Tabela 3277 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal, segundo a situação do domicílio, o sexo e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Sexo","Grupo de idade","Ano x Classes de rendimento nominal mensal x Situação do domicílio"
"Cód.","Município","Sexo","Grupo de idade","2010"
"Cód.","Município","Sexo","Grupo de idade","Total","Até 1/4 de salário mínimo","Mais de 1/4 a 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 3 salários mínimos","Mais de 3 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 15 salários mínimos","Mais de 15 a 20 salários mínimos","Mais de 20 a 30 salários mínimos","Mais de 30 salários mínimos","Sem rendimento","Sem declaração"
"Cód.","Município","Sexo","Grupo de idade","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"2101939","Bernardo do Mearim (MA)","Total","15 a 17 anos","357","18","24","15","1","-","-","-","-","-","-","-","299","-"
"2101939","Bernardo do Mearim (MA)","Total","18 ou 19 anos","222","9","22","28","5","-","-","-","-","-","-","-","158","-"
"2101939","Bernardo do Mearim (MA)","Total","20 a 24 anos","519","56","80","117","14","3","2","-","-","-","-","-","247","-"
"2101939","Bernardo do Mearim (MA)","Total","25 a 29 anos","515","76","79","119","34","7","5","-","-","-","-","-","195","-"
"2101939","Bernardo do Mearim (MA)","Total","30 a 34 anos","469","61","74","125","49","3","4","1","-","1","-","-","151","-"
"2101939","Bernardo do Mearim (MA)","Total","35 a 39 anos","424","52","67","112","50","8","11","1","-","-","-","-","123","-"
"2101939","Bernardo do Mearim (MA)","Total","40 a 44 anos","329","49","42","84","27","2","7","4","-","-","-","-","114","-"
"2101939","Bernardo do Mearim (MA)","Total","45 a 49 anos","326","41","29","86","32","2","6","5","-","-","-","-","125","-"
"2101939","Bernardo do Mearim (MA)","Total","50 a 54 anos","228","27","24","60","13","-","3","4","-","-","-","-","97","-"
"2101939","Bernardo do Mearim (MA)","Total","55 a 59 anos","218","5","13","108","23","3","2","-","-","-","-","-","64","-"
"2101939","Bernardo do Mearim (MA)","Total","60 a 69 anos","371","1","3","276","50","3","7","1","-","-","-","-","30","-"
"2101939","Bernardo do Mearim (MA)","Total","70 anos ou mais","301","-","-","223","63","5","-","-","-","-","-","-","10","-"
"2101970","Boa Vista do Gurupi (MA)","Total","10 a 14 anos","1099","67","7","6","1","-","-","1","-","-","-","-","1017","-"
"2101970","Boa Vista do Gurupi (MA)","Total","15 a 19 anos","879","88","44","47","5","1","-","-","-","-","-","-","694","-"
"2101970","Boa Vista do Gurupi (MA)","Total","15 a 17 anos","561","44","19","15","1","-","-","-","-","-","-","-","482","-"
"2101970","Boa Vista do Gurupi (MA)","Total","18 ou 19 anos","318","44","25","32","4","1","-","-","-","-","-","-","212","-"
"2101970","Boa Vista do Gurupi (MA)","Total","20 a 24 anos","704","120","61","142","42","4","-","2","-","-","-","-","333","-"
"2101970","Boa Vista do Gurupi (MA)","Total","25 a 29 anos","609","101","93","143","71","12","6","1","-","-","-","-","182","-"
"2101970","Boa Vista do Gurupi (MA)","Total","30 a 34 anos","515","68","107","143","63","13","12","5","-","-","-","-","104","-"
"2101970","Boa Vista do Gurupi (MA)","Total","35 a 39 anos","411","60","75","112","55","11","8","6","-","1","-","-","83","-"
"2101970","Boa Vista do Gurupi (MA)","Total","40 a 44 anos","357","64","67","89","43","13","9","8","-","1","-","-","63","-"
"2101970","Boa Vista do Gurupi (MA)","Total","45 a 49 anos","296","62","36","77","47","4","9","2","-","1","1","-","57","-"
"2101970","Boa Vista do Gurupi (MA)","Total","50 a 54 anos","249","48","37","75","26","2","2","1","1","-","1","-","56","-"
"2101970","Boa Vista do Gurupi (MA)","Total","55 a 59 anos","223","29","13","95","23","3","8","1","1","-","1","-","49","-"
"2101970","Boa Vista do Gurupi (MA)","Total","60 a 69 anos","349","2","12","242","56","9","1","3","-","-","-","-","24","-"
"2101970","Boa Vista do Gurupi (MA)","Total","70 anos ou mais","226","1","2","182","29","-","1","2","-","-","-","-","9","-"
"2102002","Bom Jardim (MA)","Total","10 a 14 anos","4834","194","40","28","3","-","1","-","-","-","-","-","4568","-"
"2102002","Bom Jardim (MA)","Total","15 a 19 anos","4043","242","188","159","8","2","2","-","-","-","-","-","3442","-"
"2102002","Bom Jardim (MA)","Total","15 a 17 anos","2487","140","88","42","-","1","-","-","-","-","-","-","2216","-"
"2102002","Bom Jardim (MA)","Total","18 ou 19 anos","1556","102","100","117","8","1","2","-","-","-","-","-","1226","-"
"2102002","Bom Jardim (MA)","Total","20 a 24 anos","3483","403","286","556","105","11","9","11","-","-","-","-","2102","-"
"2102002","Bom Jardim (MA)","Total","25 a 29 anos","3214","385","426","632","180","28","27","11","-","-","1","-","1524","-"
"2102002","Bom Jardim (MA)","Total","30 a 34 anos","2711","309","389","577","173","47","37","20","2","2","-","-","1155","-"
"2102002","Bom Jardim (MA)","Total","35 a 39 anos","2026","233","257","432","152","35","31","14","3","3","1","-","865","-"
"2102002","Bom Jardim (MA)","Total","40 a 44 anos","1901","229","237","408","130","29","21","15","2","-","2","-","828","-"
"2102002","Bom Jardim (MA)","Total","45 a 49 anos","1621","232","176","349","101","25","18","10","1","-","-","1","708","-"
"2102002","Bom Jardim (MA)","Total","50 a 54 anos","1438","184","97","317","67","15","12","8","1","-","-","-","737","-"
"2102002","Bom Jardim (MA)","Total","55 a 59 anos","1320","70","60","488","81","21","10","13","2","2","-","-","573","-"
"2102002","Bom Jardim (MA)","Total","60 a 69 anos","2002","19","33","1358","132","15","15","13","1","3","-","-","413","-"
"2102002","Bom Jardim (MA)","Total","70 anos ou mais","1537","7","15","1150","130","10","8","6","1","-","-","-","210","-"
"2102036","Bom Jesus das Selvas (MA)","Total","10 a 14 anos","3350","158","46","27","3","1","-","-","-","-","-","-","3115","-"
"2102036","Bom Jesus das Selvas (MA)","Total","15 a 19 anos","3010","112","110","189","26","2","2","-","-","-","-","-","2569","-"
"2102036","Bom Jesus das Selvas (MA)","Total","15 a 17 anos","1747","77","51","49","4","2","1","-","-","-","-","-","1563","-"
"2102036","Bom Jesus das Selvas (MA)","Total","18 ou 19 anos","1263","35","59","140","22","-","1","-","-","-","-","-","1006","-"
"2102036","Bom Jesus das Selvas (MA)","Total","20 a 24 anos","3203","133","181","614","175","17","9","6","-","-","-","-","2068","-"
"2102036","Bom Jesus das Selvas (MA)","Total","25 a 29 anos","2749","111","172","621","232","40","9","7","-","1","1","-","1555","-"
"2102036","Bom Jesus das Selvas (MA)","Total","30 a 34 anos","2144","96","163","555","206","40","23","13","1","1","-","-","1046","-"
"2102036","Bom Jesus das Selvas (MA)","Total","35 a 39 anos","1511","86","100","362","157","34","19","10","1","-","1","-","741","-"
"2102036","Bom Jesus das Selvas (MA)","Total","40 a 44 anos","1292","49","84","339","99","23","9","4","1","2","-","-","682","-"
"2102036","Bom Jesus das Selvas (MA)","Total","45 a 49 anos","1096","45","47","274","76","17","12","3","-","-","-","-","622","-"
"2102036","Bom Jesus das Selvas (MA)","Total","50 a 54 anos","938","41","44","235","68","17","12","9","2","1","1","-","508","-"
"2102036","Bom Jesus das Selvas (MA)","Total","55 a 59 anos","810","24","22","264","34","13","9","6","1","1","1","-","435","-"
"2102036","Bom Jesus das Selvas (MA)","Total","60 a 69 anos","1118","8","16","631","50","6","7","4","-","1","1","1","393","-"
"2102036","Bom Jesus das Selvas (MA)","Total","70 anos ou mais","558","4","2","388","25","2","1","1","-","-","-","-","135","-"
"2102077","Bom Lugar (MA)","Total","10 a 14 anos","1690","37","4","11","-","2","-","-","-","-","-","-","1636","-"
"2102077","Bom Lugar (MA)","Total","15 a 19 anos","1363","89","47","61","6","1","-","-","-","-","-","-","1159","-"
"2102077","Bom Lugar (MA)","Total","15 a 17 anos","837","41","20","20","1","-","-","-","-","-","-","-","755","-"
"2102077","Bom Lugar (MA)","Total","18 ou 19 anos","526","48","27","41","5","1","-","-","-","-","-","-","404","-"
"2102077","Bom Lugar (MA)","Total","20 a 24 anos","1435","219","150","191","40","5","1","-","-","-","-","-","829","-"
"2102077","Bom Lugar (MA)","Total","25 a 29 anos","1432","283","249","253","62","4","4","1","-","-","-","-","576","-"
"2102077","Bom Lugar (MA)","Total","30 a 34 anos","1264","243","229","246","66","8","7","1","-","-","-","-","464","-"
"2102077","Bom Lugar (MA)","Total","35 a 39 anos","965","188","188","231","64","8","6","3","1","-","-","-","276","-"
"2102077","Bom Lugar (MA)","Total","40 a 44 anos","767","166","126","174","45","10","5","1","-","-","-","-","240","-"
"2102077","Bom Lugar (MA)","Total","45 a 49 anos","564","123","70","152","35","6","5","2","-","-","-","-","171","-"
"2102077","Bom Lugar (MA)","Total","50 a 54 anos","575","109","56","197","33","4","3","3","-","-","-","-","170","-"
"2102077","Bom Lugar (MA)","Total","55 a 59 anos","455","52","38","219","29","6","2","3","-","2","-","-","104","-"
"2102077","Bom Lugar (MA)","Total","60 a 69 anos","667","31","25","491","59","7","2","3","-","-","-","-","49","-"
"2102077","Bom Lugar (MA)","Total","70 anos ou mais","527","1","2","468","34","2","1","-","-","-","-","-","19","-"
"2102101","Brejo (MA)","Total","10 a 14 anos","3626","72","9","23","-","-","-","-","-","-","-","-","3522","-"
"2102101","Brejo (MA)","Total","15 a 19 anos","3213","152","110","94","6","1","-","-","-","-","-","-","2850","-"
"2102101","Brejo (MA)","Total","15 a 17 anos","1964","87","42","25","3","-","-","-","-","-","-","-","1807","-"
"2102101","Brejo (MA)","Total","18 ou 19 anos","1249","65","68","69","3","1","-","-","-","-","-","-","1043","-"
"2102101","Brejo (MA)","Total","20 a 24 anos","3209","299","271","399","69","9","9","2","-","-","-","-","2151","-"
"2102101","Brejo (MA)","Total","25 a 29 anos","2993","375","484","519","126","19","22","15","-","-","-","-","1433","-"
"2102101","Brejo (MA)","Total","30 a 34 anos","2310","334","461","450","107","23","22","13","-","1","1","-","898","-"
"2102101","Brejo (MA)","Total","35 a 39 anos","1861","317","299","350","109","35","31","17","2","-","1","-","700","-"
"2102101","Brejo (MA)","Total","40 a 44 anos","1545","318","194","305","131","21","26","21","1","3","2","1","522","-"
"2102101","Brejo (MA)","Total","45 a 49 anos","1392","335","143","259","73","27","31","16","3","2","1","-","502","-"
"2102101","Brejo (MA)","Total","50 a 54 anos","1217","274","81","258","79","25","21","14","1","1","1","-","462","-"
"2102101","Brejo (MA)","Total","55 a 59 anos","1223","131","85","491","101","25","14","9","4","2","-","1","360","-"
"2102101","Brejo (MA)","Total","60 a 69 anos","1658","27","35","1244","143","21","15","12","2","1","2","-","156","-"
"2102101","Brejo (MA)","Total","70 anos ou mais","1512","8","17","1194","170","18","14","10","1","3","1","-","76","-"
"2102150","Brejo de Areia (MA)","Total","10 a 14 anos","777","22","4","3","2","-","-","-","-","-","-","-","746","-"
"2102150","Brejo de Areia (MA)","Total","15 a 19 anos","655","58","51","35","20","1","-","-","-","-","-","-","490","-"
"2102150","Brejo de Areia (MA)","Total","15 a 17 anos","412","34","30","14","2","-","-","-","-","-","-","-","332","-"
"2102150","Brejo de Areia (MA)","Total","18 ou 19 anos","243","24","21","21","18","1","-","-","-","-","-","-","158","-"
"2102150","Brejo de Areia (MA)","Total","20 a 24 anos","477","57","51","75","39","2","2","-","-","-","-","-","251","-"
"2102150","Brejo de Areia (MA)","Total","25 a 29 anos","471","56","82","83","52","8","4","2","-","-","-","-","184","-"
"2102150","Brejo de Areia (MA)","Total","30 a 34 anos","361","42","94","86","45","3","8","6","-","-","-","1","76","-"
"2102150","Brejo de Areia (MA)","Total","35 a 39 anos","306","46","71","59","53","10","2","3","-","-","-","-","62","-"
"2102150","Brejo de Areia (MA)","Total","40 a 44 anos","279","47","56","59","36","8","3","1","-","-","-","-","69","-"
"2102150","Brejo de Areia (MA)","Total","45 a 49 anos","217","40","28","59","24","4","2","3","-","-","-","-","57","-"
"2102150","Brejo de Areia (MA)","Total","50 a 54 anos","200","38","30","33","23","4","2","1","1","-","-","-","68","-"
"2102150","Brejo de Areia (MA)","Total","55 a 59 anos","176","15","16","79","21","-","2","1","-","-","-","-","42","-"
"2102150","Brejo de Areia (MA)","Total","60 a 69 anos","218","2","2","154","41","3","1","2","-","-","-","-","13","-"
"2102150","Brejo de Areia (MA)","Total","70 anos ou mais","161","-","2","117","36","4","-","-","-","-","-","-","2","-"
"2102200","Buriti (MA)","Total","10 a 14 anos","3498","65","9","16","-","-","-","-","-","-","-","-","3408","-"
"2102200","Buriti (MA)","Total","15 a 19 anos","2838","181","79","92","10","4","-","-","-","-","-","-","2472","-"
"2102200","Buriti (MA)","Total","15 a 17 anos","1769","108","27","24","-","1","-","-","-","-","-","-","1609","-"
"2102200","Buriti (MA)","Total","18 ou 19 anos","1069","73","52","68","10","3","-","-","-","-","-","-","863","-"
"2102200","Buriti (MA)","Total","20 a 24 anos","2476","311","206","298","60","5","6","2","-","-","-","-","1588","-"
"2102200","Buriti (MA)","Total","25 a 29 anos","2091","296","385","295","109","15","9","1","3","-","-","1","977","-"
"2102200","Buriti (MA)","Total","30 a 34 anos","1684","274","384","233","113","25","10","8","1","-","-","-","636","-"
"2102200","Buriti (MA)","Total","35 a 39 anos","1374","216","313","202","82","28","26","7","-","-","-","1","499","-"
"2102200","Buriti (MA)","Total","40 a 44 anos","1163","261","184","148","57","18","24","8","3","-","-","-","460","-"
"2102200","Buriti (MA)","Total","45 a 49 anos","1043","244","144","166","48","15","13","4","1","3","-","1","404","-"
"2102200","Buriti (MA)","Total","50 a 54 anos","974","248","76","140","61","10","9","9","-","-","1","2","418","-"
"2102200","Buriti (MA)","Total","55 a 59 anos","921","83","35","378","78","5","5","3","-","-","-","-","334","-"
"2102200","Buriti (MA)","Total","60 a 69 anos","1221","13","15","981","78","12","6","3","-","1","-","-","112","-"
"2102200","Buriti (MA)","Total","70 anos ou mais","1109","1","15","923","94","5","3","3","-","-","-","1","64","-"
"2102309","Buriti Bravo (MA)","Total","10 a 14 anos","2654","177","14","20","1","-","-","-","-","-","-","-","2442","-"
"2102309","Buriti Bravo (MA)","Total","15 a 19 anos","2583","218","144","102","27","1","2","-","-","-","-","-","2089","-"
"2102309","Buriti Bravo (MA)","Total","15 a 17 anos","1613","145","60","25","6","-","-","-","-","-","-","-","1377","-"
"2102309","Buriti Bravo (MA)","Total","18 ou 19 anos","970","73","84","77","21","1","2","-","-","-","-","-","712","-"
"2102309","Buriti Bravo (MA)","Total","20 a 24 anos","1940","233","166","382","107","8","5","-","-","-","-","-","1039","-"
"2102309","Buriti Bravo (MA)","Total","25 a 29 anos","1585","260","231","350","113","23","15","7","-","-","-","-","586","-"
"2102309","Buriti Bravo (MA)","Total","30 a 34 anos","1529","212","278","364","126","22","18","5","-","-","-","-","504","-"
"2102309","Buriti Bravo (MA)","Total","35 a 39 anos","1211","204","243","236","100","41","28","22","-","2","-","2","333","-"
"2102309","Buriti Bravo (MA)","Total","40 a 44 anos","1104","182","191","226","73","27","34","13","2","-","-","-","356","-"
"2102309","Buriti Bravo (MA)","Total","45 a 49 anos","1086","260","131","213","63","22","26","13","-","-","-","-","358","-"
"2102309","Buriti Bravo (MA)","Total","50 a 54 anos","959","198","92","203","43","17","15","15","1","1","-","-","374","-"
"2102309","Buriti Bravo (MA)","Total","55 a 59 anos","870","62","41","393","68","10","5","6","-","1","-","-","284","-"
"2102309","Buriti Bravo (MA)","Total","60 a 69 anos","1364","11","16","1075","120","14","14","10","2","1","1","-","100","-"
"2102309","Buriti Bravo (MA)","Total","70 anos ou mais","1100","6","5","896","145","4","7","2","-","-","-","-","35","-"
"2102325","Buriticupu (MA)","Total","10 a 14 anos","8344","268","64","70","7","-","1","-","-","-","-","-","7934","-"
"2102325","Buriticupu (MA)","Total","15 a 19 anos","7097","418","497","485","80","8","4","-","-","-","-","-","5605","-"
"2102325","Buriticupu (MA)","Total","15 a 17 anos","4356","238","245","162","22","1","-","-","-","-","-","-","3688","-"
"2102325","Buriticupu (MA)","Total","18 ou 19 anos","2741","180","252","323","58","7","4","-","-","-","-","-","1917","-"
"2102325","Buriticupu (MA)","Total","20 a 24 anos","6388","604","731","1393","359","45","28","15","-","1","1","1","3210","-"
"2102325","Buriticupu (MA)","Total","25 a 29 anos","5799","529","940","1478","488","84","62","35","-","2","-","1","2180","-"
"2102325","Buriticupu (MA)","Total","30 a 34 anos","4721","418","811","1231","532","115","64","52","1","1","1","-","1495","-"
"2102325","Buriticupu (MA)","Total","35 a 39 anos","3517","348","561","923","365","99","61","45","1","2","2","3","1107","-"
"2102325","Buriticupu (MA)","Total","40 a 44 anos","2866","319","392","797","271","66","48","33","6","2","2","3","927","-"
"2102325","Buriticupu (MA)","Total","45 a 49 anos","2486","282","331","615","217","54","62","28","6","8","-","1","882","-"
"2102325","Buriticupu (MA)","Total","50 a 54 anos","2097","237","233","572","150","41","26","18","2","2","4","-","812","-"
"2102325","Buriticupu (MA)","Total","55 a 59 anos","1741","104","168","727","150","26","20","13","-","1","2","1","529","-"
"2102325","Buriticupu (MA)","Total","60 a 69 anos","2512","39","87","1699","173","12","21","13","2","1","1","2","462","-"
"2102325","Buriticupu (MA)","Total","70 anos ou mais","1510","4","17","1180","107","7","9","2","-","-","-","-","184","-"
"2102358","Buritirana (MA)","Total","10 a 14 anos","1812","187","10","20","1","1","-","-","-","-","-","-","1593","-"
"2102358","Buritirana (MA)","Total","15 a 19 anos","1546","187","84","101","14","2","-","-","-","-","-","-","1158","-"
"2102358","Buritirana (MA)","Total","15 a 17 anos","965","105","45","31","7","-","-","-","-","-","-","-","777","-"
"2102358","Buritirana (MA)","Total","18 ou 19 anos","581","82","39","70","7","2","-","-","-","-","-","-","381","-"
"2102358","Buritirana (MA)","Total","20 a 24 anos","1258","267","140","243","74","8","2","1","-","-","-","-","523","-"
"2102358","Buritirana (MA)","Total","25 a 29 anos","1183","255","211","324","100","20","9","3","-","-","-","-","261","-"
"2102358","Buritirana (MA)","Total","30 a 34 anos","1086","183","234","273","112","46","13","5","-","-","1","-","219","-"
"2102358","Buritirana (MA)","Total","35 a 39 anos","766","150","159","165","101","22","8","8","1","2","-","1","149","-"
"2102358","Buritirana (MA)","Total","40 a 44 anos","691","168","115","169","89","14","7","9","-","1","-","1","118","-"
"2102358","Buritirana (MA)","Total","45 a 49 anos","609","141","89","154","70","15","4","5","-","1","-","-","130","-"
"2102358","Buritirana (MA)","Total","50 a 54 anos","575","156","61","140","53","10","4","4","1","-","-","-","146","-"
"2102358","Buritirana (MA)","Total","55 a 59 anos","539","50","35","219","91","11","5","2","-","1","-","1","124","-"
"2102358","Buritirana (MA)","Total","60 a 69 anos","808","10","10","577","142","12","8","4","2","-","1","-","42","-"
"2102358","Buritirana (MA)","Total","70 anos ou mais","647","2","3","503","107","10","6","4","-","1","-","-","11","-"
"2102374","Cachoeira Grande (MA)","Total","10 a 14 anos","1160","33","23","4","1","-","-","-","-","-","-","-","1099","-"
"2102374","Cachoeira Grande (MA)","Total","15 a 19 anos","1047","66","25","17","1","-","-","-","-","-","-","-","938","-"
"2102374","Cachoeira Grande (MA)","Total","15 a 17 anos","679","32","16","5","-","-","-","-","-","-","-","-","626","-"
"2102374","Cachoeira Grande (MA)","Total","18 ou 19 anos","368","34","9","12","1","-","-","-","-","-","-","-","312","-"
"2102374","Cachoeira Grande (MA)","Total","20 a 24 anos","785","77","56","72","11","4","2","-","-","-","-","-","563","-"
"2102374","Cachoeira Grande (MA)","Total","25 a 29 anos","617","80","68","79","27","5","2","2","-","-","-","-","354","-"
"2102374","Cachoeira Grande (MA)","Total","30 a 34 anos","511","66","111","72","24","9","6","1","-","-","-","-","222","-"
"2102374","Cachoeira Grande (MA)","Total","35 a 39 anos","396","56","70","61","33","3","3","1","-","-","-","-","169","-"
"2102374","Cachoeira Grande (MA)","Total","40 a 44 anos","361","56","46","71","19","5","8","-","-","-","-","-","156","-"
"2102374","Cachoeira Grande (MA)","Total","45 a 49 anos","328","70","37","49","22","2","4","4","-","-","-","-","140","-"
"2102374","Cachoeira Grande (MA)","Total","50 a 54 anos","276","48","24","53","15","5","2","-","-","-","-","-","129","-"
"2102374","Cachoeira Grande (MA)","Total","55 a 59 anos","242","28","19","81","10","3","2","1","-","-","-","-","98","-"
"2102374","Cachoeira Grande (MA)","Total","60 a 69 anos","353","11","6","190","26","5","4","-","-","-","-","-","111","-"
"2102374","Cachoeira Grande (MA)","Total","70 anos ou mais","270","1","6","176","14","1","-","2","-","-","-","-","70","-"
"2102408","Cajapió (MA)","Total","10 a 14 anos","1172","76","5","1","-","-","-","-","-","-","-","-","1090","-"
"2102408","Cajapió (MA)","Total","15 a 19 anos","1106","75","18","15","1","-","-","-","-","-","-","-","997","-"
"2102408","Cajapió (MA)","Total","15 a 17 anos","646","39","8","1","-","-","-","-","-","-","-","-","598","-"
"2102408","Cajapió (MA)","Total","18 ou 19 anos","460","36","10","14","1","-","-","-","-","-","-","-","399","-"
"2102408","Cajapió (MA)","Total","20 a 24 anos","1115","191","68","74","14","-","-","1","-","-","-","-","767","-"
"2102408","Cajapió (MA)","Total","25 a 29 anos","954","203","121","118","29","4","3","-","-","-","-","-","476","-"
"2102408","Cajapió (MA)","Total","30 a 34 anos","738","149","132","93","32","5","6","1","-","-","-","-","320","-"
"2102408","Cajapió (MA)","Total","35 a 39 anos","587","110","91","95","20","8","1","1","-","-","-","-","261","-"
"2102408","Cajapió (MA)","Total","40 a 44 anos","511","124","62","81","23","4","5","2","1","-","-","-","209","-"
"2102408","Cajapió (MA)","Total","45 a 49 anos","444","108","40","65","22","7","3","3","-","-","-","-","196","-"
"2102408","Cajapió (MA)","Total","50 a 54 anos","369","71","19","92","12","1","2","-","-","-","-","-","172","-"
"2102408","Cajapió (MA)","Total","55 a 59 anos","302","31","6","134","22","3","2","3","-","-","-","-","101","-"
"2102408","Cajapió (MA)","Total","60 a 69 anos","533","8","15","406","35","9","5","1","2","-","-","-","52","-"
"2102408","Cajapió (MA)","Total","70 anos ou mais","486","1","7","390","68","3","2","1","1","-","-","-","13","-"
"2102507","Cajari (MA)","Total","10 a 14 anos","2213","177","16","15","-","-","-","-","-","-","-","-","2005","-"
"2102507","Cajari (MA)","Total","15 a 19 anos","2015","192","35","41","3","1","-","-","-","-","-","-","1743","-"
"2102507","Cajari (MA)","Total","15 a 17 anos","1276","127","12","14","-","-","-","-","-","-","-","-","1123","-"
"2102507","Cajari (MA)","Total","18 ou 19 anos","739","65","23","27","3","1","-","-","-","-","-","-","620","-"
"2102507","Cajari (MA)","Total","20 a 24 anos","1742","234","112","151","40","6","4","1","-","-","-","-","1194","-"
"2102507","Cajari (MA)","Total","25 a 29 anos","1643","302","204","212","77","10","6","2","-","-","-","-","830","-"
"2102507","Cajari (MA)","Total","30 a 34 anos","1239","198","230","196","60","12","3","3","-","-","-","-","537","-"
"2102507","Cajari (MA)","Total","35 a 39 anos","995","172","160","158","69","6","8","2","1","-","-","-","419","-"
"2102507","Cajari (MA)","Total","40 a 44 anos","801","166","110","137","36","9","10","7","1","-","-","-","325","-"
"2102507","Cajari (MA)","Total","45 a 49 anos","711","137","81","125","27","12","11","3","-","-","-","-","315","-"
"2102507","Cajari (MA)","Total","50 a 54 anos","683","120","79","147","32","6","13","4","1","-","-","-","281","-"
"2102507","Cajari (MA)","Total","55 a 59 anos","591","57","50","251","39","7","5","2","-","-","-","-","180","-"
"2102507","Cajari (MA)","Total","60 a 69 anos","789","16","12","602","50","7","8","5","-","-","-","-","89","-"
"2102507","Cajari (MA)","Total","70 anos ou mais","675","2","3","583","41","2","5","2","2","-","-","-","35","-"
"2102556","Campestre do Maranhão (MA)","Total","10 a 14 anos","1479","63","14","8","2","-","-","-","-","-","-","-","1392","-"
"2102556","Campestre do Maranhão (MA)","Total","15 a 19 anos","1477","70","53","162","58","3","1","-","-","-","-","-","1130","-"
"2102556","Campestre do Maranhão (MA)","Total","15 a 17 anos","954","41","36","31","4","2","-","-","-","-","-","-","840","-"
"2102556","Campestre do Maranhão (MA)","Total","18 ou 19 anos","523","29","17","131","54","1","1","-","-","-","-","-","290","-"
"2102556","Campestre do Maranhão (MA)","Total","20 a 24 anos","1389","115","67","347","268","39","11","2","-","-","-","-","540","-"
"2102556","Campestre do Maranhão (MA)","Total","25 a 29 anos","1184","126","75","276","299","46","27","1","-","-","-","-","334","-"
"2102556","Campestre do Maranhão (MA)","Total","30 a 34 anos","1005","59","97","255","266","60","38","12","2","2","-","-","214","-"
"2102556","Campestre do Maranhão (MA)","Total","35 a 39 anos","860","68","58","216","231","38","36","14","1","-","-","3","195","-"
"2102556","Campestre do Maranhão (MA)","Total","40 a 44 anos","692","67","53","181","135","31","32","10","-","3","1","-","179","-"
"2102556","Campestre do Maranhão (MA)","Total","45 a 49 anos","584","43","39","158","120","22","20","11","4","2","-","2","163","-"
"2102556","Campestre do Maranhão (MA)","Total","50 a 54 anos","472","48","43","144","81","16","14","13","2","-","-","1","110","-"
"2102556","Campestre do Maranhão (MA)","Total","55 a 59 anos","385","25","21","177","50","8","8","4","-","1","1","-","90","-"
"2102556","Campestre do Maranhão (MA)","Total","60 a 69 anos","600","10","8","424","60","12","7","5","-","1","-","-","73","-"
"2102556","Campestre do Maranhão (MA)","Total","70 anos ou mais","435","1","3","368","39","5","3","1","-","-","-","-","15","-"
"2102606","Cândido Mendes (MA)","Total","10 a 14 anos","2157","322","17","14","1","-","1","-","-","-","-","-","1802","-"
"2102606","Cândido Mendes (MA)","Total","15 a 19 anos","2098","299","73","75","4","-","-","-","-","-","-","-","1647","-"
"2102606","Cândido Mendes (MA)","Total","15 a 17 anos","1283","199","34","26","2","-","-","-","-","-","-","-","1022","-"
"2102606","Cândido Mendes (MA)","Total","18 ou 19 anos","815","100","39","49","2","-","-","-","-","-","-","-","625","-"
"2102606","Cândido Mendes (MA)","Total","20 a 24 anos","1955","344","217","192","64","10","5","1","2","-","-","-","1120","-"
"2102606","Cândido Mendes (MA)","Total","25 a 29 anos","1596","330","244","276","88","15","14","9","-","1","-","-","619","-"
"2102606","Cândido Mendes (MA)","Total","30 a 34 anos","1242","252","209","247","93","21","22","5","1","1","-","-","391","-"
"2102606","Cândido Mendes (MA)","Total","35 a 39 anos","1069","225","193","193","92","25","21","11","-","-","-","-","309","-"
"2102606","Cândido Mendes (MA)","Total","40 a 44 anos","947","208","163","189","69","12","20","8","-","-","-","-","278","-"
"2102606","Cândido Mendes (MA)","Total","45 a 49 anos","773","166","107","129","64","17","14","6","1","-","-","1","268","-"
"2102606","Cândido Mendes (MA)","Total","50 a 54 anos","603","116","84","132","41","15","14","8","1","2","-","-","190","-"
"2102606","Cândido Mendes (MA)","Total","55 a 59 anos","522","68","43","176","49","13","9","2","-","-","-","-","162","-"
"2102606","Cândido Mendes (MA)","Total","60 a 69 anos","856","24","40","536","86","22","10","3","-","-","-","-","135","-"
"2102606","Cândido Mendes (MA)","Total","70 anos ou mais","676","3","22","500","62","4","6","1","-","-","-","-","78","-"
"2102705","Cantanhede (MA)","Total","10 a 14 anos","2583","90","8","9","2","-","-","1","-","-","-","-","2473","-"
"2102705","Cantanhede (MA)","Total","15 a 19 anos","2253","202","64","43","4","-","-","-","-","-","-","-","1940","-"
"2102705","Cantanhede (MA)","Total","15 a 17 anos","1386","85","23","17","1","-","-","-","-","-","-","-","1260","-"
"2102705","Cantanhede (MA)","Total","18 ou 19 anos","867","117","41","26","3","-","-","-","-","-","-","-","680","-"
"2102705","Cantanhede (MA)","Total","20 a 24 anos","2026","387","170","178","46","5","2","2","-","-","-","-","1236","-"
"2102705","Cantanhede (MA)","Total","25 a 29 anos","1659","340","231","249","84","17","15","6","-","-","-","-","717","-"
