"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência (Pessoas)"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2010"
"Cód.","Município","Total","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"4210852","Mirim Doce (SC)","1380","462","91","143","-","298","7","378"
"4210902","Modelo (SC)","2563","907","138","327","35","142","124","890"
"4211009","Mondaí (SC)","6722","2957","168","777","213","449","197","1961"
"4211058","Monte Carlo (SC)","3704","2198","165","585","100","103","31","523"
"4211108","Monte Castelo (SC)","3787","1240","145","959","24","742","62","615"
"4211207","Morro da Fumaça (SC)","8752","5303","301","1190","63","107","419","1369"
"4211256","Morro Grande (SC)","1783","557","82","201","47","277","16","603"
"4211306","Navegantes (SC)","28651","16328","1201","4263","167","576","393","5722"
"4211405","Nova Erechim (SC)","2827","1063","131","784","56","44","115","635"
"4211454","Nova Itaberaba (SC)","2349","470","88","243","9","86","74","1380"
"4211504","Nova Trento (SC)","7444","4147","306","515","93","440","203","1740"
"4211603","Nova Veneza (SC)","7155","4238","152","730","41","75","146","1774"
"4211652","Novo Horizonte (SC)","2054","358","114","296","235","63","15","972"
"4211702","Orleans (SC)","11448","6415","174","1346","127","400","223","2764"
"4211751","Otacílio Costa (SC)","7737","4520","245","1155","144","215","178","1278"
"4211801","Ouro (SC)","4575","1817","112","512","70","134","121","1809"
"4211850","Ouro Verde (SC)","843","296","56","179","7","38","-","268"
"4211876","Paial (SC)","1114","216","71","84","70","38","-","635"
"4211892","Painel (SC)","1180","342","81","241","57","139","6","315"
"4211900","Palhoça (SC)","74774","44104","4601","8333","684","621","1798","14633"
"4212007","Palma Sola (SC)","4508","1509","242","571","168","548","55","1415"
"4212056","Palmeira (SC)","1174","391","84","124","11","298","25","241"
"4212106","Palmitos (SC)","9628","2842","363","1317","312","771","322","3700"
"4212205","Papanduva (SC)","10132","2966","336","1634","243","1150","178","3625"
"4212239","Paraíso (SC)","2524","339","131","321","39","105","64","1523"
"4212254","Passo de Torres (SC)","3163","1102","215","782","58","55","98","852"
"4212270","Passos Maia (SC)","2453","697","198","288","203","255","50","761"
"4212304","Paulo Lopes (SC)","2925","1496","194","360","40","119","72","644"
"4212403","Pedras Grandes (SC)","2289","1015","26","222","10","132","44","841"
"4212502","Penha (SC)","12201","6187","255","2042","38","91","572","3017"
"4212601","Peritiba (SC)","2020","488","105","174","263","84","39","867"
"4212700","Petrolândia (SC)","4031","955","147","264","88","476","79","2022"
"4212809","Balneário Piçarras (SC)","8403","3847","232","1336","59","55","380","2493"
"4212908","Pinhalzinho (SC)","10111","5261","360","1148","74","452","471","2344"
"4213005","Pinheiro Preto (SC)","2108","1021","97","229","42","36","92","591"
"4213104","Piratuba (SC)","2813","1181","192","319","47","287","130","658"
"4213153","Planalto Alegre (SC)","1677","376","154","198","142","109","20","677"
"4213203","Pomerode (SC)","16957","12482","208","1058","300","705","450","1754"
"4213302","Ponte Alta (SC)","1968","798","158","449","14","131","35","383"
"4213351","Ponte Alta do Norte (SC)","1387","770","90","285","6","23","25","187"
"4213401","Ponte Serrada (SC)","5289","3106","172","858","97","168","74","815"
"4213500","Porto Belo (SC)","8220","3706","505","1194","60","117","288","2350"
"4213609","Porto União (SC)","16405","7057","1221","2766","334","825","566","3636"
"4213708","Pouso Redondo (SC)","8445","4140","262","753","145","793","174","2178"
"4213807","Praia Grande (SC)","3904","1269","221","612","107","322","72","1303"
"4213906","Presidente Castello Branco (SC)","1270","184","57","102","30","103","-","794"
"4214003","Presidente Getúlio (SC)","9348","4936","311","954","233","351","465","2098"
"4214102","Presidente Nereu (SC)","1524","236","97","222","206","67","32","665"
"4214151","Princesa (SC)","1692","305","111","190","338","42","24","682"
"4214201","Quilombo (SC)","6316","2188","206","717","122","389","129","2564"
"4214300","Rancho Queimado (SC)","1716","428","101","201","15","88","37","846"
"4214409","Rio das Antas (SC)","3433","1276","261","485","22","131","35","1222"
"4214508","Rio do Campo (SC)","3933","822","197","468","51","492","107","1796"
"4214607","Rio do Oeste (SC)","4160","1439","101","375","163","288","52","1741"
"4214706","Rio dos Cedros (SC)","6034","4019","30","373","73","200","93","1246"
"4214805","Rio do Sul (SC)","34985","21916","1518","3380","202","510","1437","6022"
"4214904","Rio Fortuna (SC)","3285","960","111","204","199","173","47","1592"
"4215000","Rio Negrinho (SC)","19496","11942","795","2499","118","436","534","3172"
"4215059","Rio Rufino (SC)","1286","230","136","234","74","103","3","507"
"4215075","Riqueza (SC)","3077","611","86","477","47","238","45","1573"
"4215109","Rodeio (SC)","6316","4488","123","392","40","59","233","981"
"4215208","Romelândia (SC)","3279","407","225","374","222","140","36","1875"
"4215307","Salete (SC)","4533","1876","155","584","162","295","187","1273"
"4215356","Saltinho (SC)","2385","285","76","200","433","877","31","484"
"4215406","Salto Veloso (SC)","2364","1290","116","281","26","23","73","556"
"4215455","Sangão (SC)","5745","3426","8","1023","18","46","96","1128"
"4215505","Santa Cecília (SC)","6598","3782","303","1318","105","158","84","848"
"4215554","Santa Helena (SC)","1785","258","115","192","448","311","23","437"
"4215604","Santa Rosa de Lima (SC)","1526","248","91","174","175","175","41","622"
"4215653","Santa Rosa do Sul (SC)","4710","1260","168","832","231","187","50","1981"
"4215679","Santa Terezinha (SC)","4444","375","221","402","127","850","8","2461"
"4215687","Santa Terezinha do Progresso (SC)","1812","111","102","177","194","413","7","808"
"4215695","Santiago do Sul (SC)","821","139","79","82","19","38","1","464"
"4215703","Santo Amaro da Imperatriz (SC)","11154","5737","697","1627","83","121","429","2459"
"4215752","São Bernardino (SC)","1608","176","122","143","33","200","-","934"
"4215802","São Bento do Sul (SC)","39928","25921","1536","3336","394","983","1281","6478"
"4215901","São Bonifácio (SC)","2092","458","57","340","361","324","38","514"
"4216008","São Carlos (SC)","6478","2361","383","742","156","497","125","2214"
"4216057","São Cristóvão do Sul (SC)","1880","1000","156","304","24","123","25","249"
"4216107","São Domingos (SC)","5336","1889","179","866","178","194","142","1887"
"4216206","São Francisco do Sul (SC)","18812","8976","1442","2587","217","480","635","4474"
"4216255","São João do Oeste (SC)","4492","1150","145","465","827","376","40","1489"
"4216305","São João Batista (SC)","15931","9249","449","1931","136","161","450","3555"
"4216354","São João do Itaperiú (SC)","1853","908","16","280","-","52","7","589"
"4216404","São João do Sul (SC)","3998","664","128","838","276","178","45","1871"
"4216503","São Joaquim (SC)","12313","5875","608","1629","204","311","300","3386"
"4216602","São José (SC)","117247","73061","8094","10730","619","244","3609","20890"
"4216701","São José do Cedro (SC)","8250","2877","432","1024","658","344","392","2523"
"4216800","São José do Cerrito (SC)","4469","672","84","770","186","875","39","1843"
"4216909","São Lourenço do Oeste (SC)","13367","6185","468","1666","554","708","291","3495"
"4217006","São Ludgero (SC)","6579","3769","205","988","31","212","231","1142"
"4217105","São Martinho (SC)","2250","551","39","245","52","113","89","1162"
"4217154","São Miguel da Boa Vista (SC)","1347","107","101","69","146","214","-","709"
"4217204","São Miguel do Oeste (SC)","21943","11099","992","3133","519","758","1189","4252"
"4217253","São Pedro de Alcântara (SC)","2082","824","257","329","121","133","3","416"
"4217303","Saudades (SC)","6065","2758","222","457","53","119","157","2300"
"4217402","Schroeder (SC)","9205","6624","83","533","68","277","259","1360"
"4217501","Seara (SC)","11010","5436","347","1443","250","233","317","2984"
"4217550","Serra Alta (SC)","2243","666","81","402","59","70","59","906"
"4217600","Siderópolis (SC)","6933","3777","161","928","51","516","159","1342"
"4217709","Sombrio (SC)","15045","7195","344","2663","360","293","397","3793"
"4217758","Sul Brasil (SC)","1818","304","92","188","41","142","31","1021"
"4217808","Taió (SC)","10604","4899","470","1286","125","457","335","3032"
"4217907","Tangará (SC)","5187","2355","56","529","148","154","101","1844"
"4217956","Tigrinhos (SC)","1089","113","124","152","58","85","4","554"
"4218004","Tijucas (SC)","15572","9123","624","1993","90","154","539","3049"
"4218103","Timbé do Sul (SC)","2878","827","175","553","10","358","31","924"
"4218202","Timbó (SC)","22088","15266","438","1474","143","489","735","3543"
"4218251","Timbó Grande (SC)","3343","1699","88","403","549","143","47","414"
"4218301","Três Barras (SC)","7434","4339","155","1128","100","295","78","1339"
"4218350","Treviso (SC)","1686","1057","15","292","8","52","34","228"
"4218400","Treze de Maio (SC)","4157","1727","129","469","35","97","110","1589"
"4218509","Treze Tílias (SC)","3740","1973","81","326","23","23","175","1139"
"4218608","Trombudo Central (SC)","3758","2016","179","393","72","193","125","780"
"4218707","Tubarão (SC)","51224","31003","1733","5092","501","581","2448","9867"
"4218756","Tunápolis (SC)","3225","610","147","407","682","365","108","905"
"4218806","Turvo (SC)","6942","3187","254","1152","159","152","169","1869"
"4218855","União do Oeste (SC)","1589","268","98","237","22","16","9","939"
"4218905","Urubici (SC)","5725","1496","351","1410","157","186","92","2032"
"4218954","Urupema (SC)","1154","263","132","266","43","19","32","398"
"4219002","Urussanga (SC)","11121","6049","194","1521","165","732","361","2099"
"4219101","Vargeão (SC)","1830","802","84","244","11","47","21","621"
"4219150","Vargem (SC)","1044","265","112","189","17","113","15","332"
"4219176","Vargem Bonita (SC)","2351","1073","155","586","80","102","30","324"
"4219200","Vidal Ramos (SC)","3784","721","173","354","20","321","54","2141"
"4219309","Videira (SC)","26809","17488","755","2450","526","325","882","4383"
"4219358","Vitor Meireles (SC)","3021","730","130","243","119","851","32","915"
"4219408","Witmarsum (SC)","2267","852","26","222","6","206","17","938"
"4219507","Xanxerê (SC)","23127","12319","910","2739","626","638","865","5029"
"4219606","Xavantina (SC)","3054","379","86","475","264","139","32","1679"
"4219705","Xaxim (SC)","14795","7745","306","2094","281","385","276","3707"
"4219853","Zortéa (SC)","1909","874","132","280","13","181","46","382"
"4300034","Aceguá (RS)","2053","617","85","453","23","61","-","814"
"4300059","Água Santa (RS)","2372","404","156","346","152","250","5","1058"
"4300109","Agudo (RS)","10016","2125","329","1241","268","872","270","4911"
"4300208","Ajuricaba (RS)","4476","944","254","738","764","473","82","1222"
"4300307","Alecrim (RS)","4030","452","236","439","205","1064","11","1624"
"4300406","Alegrete (RS)","35010","13557","4315","6459","1184","1220","887","7388"
"4300455","Alegria (RS)","2736","272","180","359","237","391","22","1274"
"4300471","Almirante Tamandaré do Sul (RS)","1234","300","115","141","-","82","4","594"
"4300505","Alpestre (RS)","5648","660","150","512","299","726","62","3239"
"4300554","Alto Alegre (RS)","1195","94","141","308","41","141","11","458"
"4300570","Alto Feliz (RS)","2145","875","161","187","65","369","25","464"
"4300604","Alvorada (RS)","90783","54661","2021","15842","340","163","992","16764"
"4300638","Amaral Ferrador (RS)","3476","110","281","589","91","211","10","2184"
"4300646","Ametista do Sul (RS)","4112","679","254","996","63","737","82","1302"
"4300661","André da Rocha (RS)","686","218","78","100","4","124","11","150"
"4300703","Anta Gorda (RS)","4139","973","122","490","135","105","50","2263"
"4300802","Antônio Prado (RS)","8376","3099","297","929","171","148","341","3391"
"4300851","Arambaré (RS)","1426","405","204","374","6","51","49","336"
"4300877","Araricá (RS)","2611","1420","170","395","7","97","24","498"
"4300901","Aratiba (RS)","4154","1043","241","416","174","393","68","1821"
"4301008","Arroio do Meio (RS)","12122","6856","229","1144","89","805","299","2700"
"4301057","Arroio do Sal (RS)","3647","938","352","715","122","87","268","1165"
"4301073","Arroio do Padre (RS)","1538","142","89","114","132","392","6","663"
"4301107","Arroio dos Ratos (RS)","6012","2828","345","1251","41","286","81","1181"
"4301206","Arroio do Tigre (RS)","8815","1665","292","1275","933","532","70","4049"
"4301305","Arroio Grande (RS)","7355","2597","346","1872","157","149","169","2065"
"4301404","Arvorezinha (RS)","5950","1354","153","763","134","104","108","3333"
"4301503","Augusto Pestana (RS)","4255","890","219","621","81","128","83","2233"
"4301552","Áurea (RS)","1955","330","220","226","22","142","-","1015"
"4301602","Bagé (RS)","50109","22907","5087","8491","486","520","1197","11421"
"4301636","Balneário Pinhal (RS)","3897","1131","455","876","44","88","40","1264"
"4301651","Barão (RS)","3966","1996","196","429","94","114","80","1057"
"4301701","Barão de Cotegipe (RS)","4103","1118","220","685","65","65","102","1847"
"4301750","Barão do Triunfo (RS)","3530","154","129","498","162","654","22","1911"
"4301800","Barracão (RS)","2497","640","193","389","189","309","41","738"
"4301859","Barra do Guarita (RS)","1761","639","207","214","52","195","12","442"
"4301875","Barra do Quaraí (RS)","1460","724","26","450","3","47","41","169"
"4301909","Barra do Ribeiro (RS)","5390","2402","353","1103","23","217","38","1254"
"4301925","Barra do Rio Azul (RS)","1405","108","83","89","100","309","-","716"
"4301958","Barra Funda (RS)","1529","439","136","223","28","94","53","556"
"4302006","Barros Cassal (RS)","6393","723","493","769","615","583","116","3094"
"4302055","Benjamin Constant do Sul (RS)","1175","98","115","55","150","65","2","691"
"4302105","Bento Gonçalves (RS)","64112","38971","2558","5828","588","1028","2760","12378"
"4302154","Boa Vista das Missões (RS)","1017","173","148","194","12","202","-","288"
"4302204","Boa Vista do Buricá (RS)","4084","1423","238","526","76","115","169","1537"
"4302220","Boa Vista do Cadeado (RS)","1313","301","81","195","10","117","3","606"
"4302238","Boa Vista do Incra (RS)","1321","278","148","135","76","160","6","518"
"4302253","Boa Vista do Sul (RS)","1729","316","53","125","3","78","12","1143"
"4302303","Bom Jesus (RS)","5084","2168","204","1092","123","215","135","1148"
"4302352","Bom Princípio (RS)","7491","4033","335","900","75","246","248","1654"
"4302378","Bom Progresso (RS)","945","279","98","187","5","37","6","333"
"4302402","Bom Retiro do Sul (RS)","6662","4231","240","684","79","340","65","1022"
"4302451","Boqueirão do Leão (RS)","5001","568","233","1093","472","302","59","2274"
"4302501","Bossoroca (RS)","3357","662","295","782","126","468","15","1009"
"4302584","Bozano (RS)","1688","196","90","216","182","76","20","909"
