"Tabela 1384 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal - Universo"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Bairro","Ano x Classes de rendimento nominal mensal"
"Cód.","Bairro","2010"
"Cód.","Bairro","Total","Até 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 20 salários mínimos","Mais de 20 salários mínimos","Sem rendimento","Sem declaração"
"2307304011","Leandro Bezerra de Menezes - Juazeiro do Norte (CE)","2706","189","913","298","157","34","7","-","1108","-"
"2307304012","Timbaúba - Juazeiro do Norte (CE)","10138","1524","3480","920","246","58","6","2","3902","-"
"2307304013","Pio XII - Juazeiro do Norte (CE)","9253","996","3474","834","193","30","1","-","3725","-"
"2307304014","Franciscanos - Juazeiro do Norte (CE)","10876","703","4089","1179","523","110","12","3","4257","-"
"2307304015","Limoeiro - Juazeiro do Norte (CE)","10204","1043","3332","1147","605","184","61","16","3816","-"
"2307304016","Pirajá - Juazeiro do Norte (CE)","12643","1218","4602","1354","453","93","13","4","4906","-"
"2307304017","Romeirão - Juazeiro do Norte (CE)","6005","693","2232","569","165","21","3","1","2321","-"
"2307304018","João Cabral - Juazeiro do Norte (CE)","14297","2257","4526","1140","207","31","4","-","6132","-"
"2307304019","Triângulo - Juazeiro do Norte (CE)","7875","889","2610","811","289","87","31","9","3149","-"
"2307304020","Antônio Vieira - Juazeiro do Norte (CE)","5683","468","1711","692","261","79","23","3","2446","-"
"2307304021","Santa Teresa - Juazeiro do Norte (CE)","5902","598","2047","582","213","66","12","3","2381","-"
"2307304022","Salesianos - Juazeiro do Norte (CE)","12146","840","4147","1587","913","212","47","14","4386","-"
"2307304023","Socorro - Juazeiro do Norte (CE)","2173","123","770","299","181","45","8","1","746","-"
"2307304024","Salgadinho - Juazeiro do Norte (CE)","1139","44","404","133","89","35","10","2","422","-"
"2307304025","Horto - Juazeiro do Norte (CE)","4108","644","1193","234","33","5","-","-","1999","-"
"2307304026","Três-Marias - Juazeiro do Norte (CE)","1742","383","527","93","24","3","-","1","711","-"
"2307304027","Planalto - Juazeiro do Norte (CE)","284","9","41","14","31","43","18","28","100","-"
"2307304028","Lagoa Seca - Juazeiro do Norte (CE)","4338","282","1045","469","370","340","189","104","1539","-"
"2307304029","Jardim Gonzaga - Juazeiro do Norte (CE)","4935","523","1456","406","219","160","105","40","2026","-"
"2307304030","São José - Juazeiro do Norte (CE)","8182","843","2378","969","592","194","55","14","3137","-"
"2307304031","José Geraldo da Cruz - Juazeiro do Norte (CE)","3757","422","1016","502","236","61","12","1","1507","-"
"2307304032","Tiradentes - Juazeiro do Norte (CE)","8383","772","2447","1056","603","192","39","12","3262","-"
"2307304033","Campo Alegre - Juazeiro do Norte (CE)","1938","323","484","104","28","4","-","-","995","-"
"2307304034","Cidade Universitária - Juazeiro do Norte (CE)","227","20","41","13","19","18","9","2","105","-"
"2307304035","Frei Damião - Juazeiro do Norte (CE)","11422","1830","3378","831","191","42","7","-","5143","-"
"2307304036","Santo Antonio - Juazeiro do Norte (CE)","5099","343","1621","670","339","120","19","7","1980","-"
"2307403001","Centro - Jucás (CE)","908","38","297","63","30","16","3","1","460","-"
"2307403002","Nossa Senhora de Fátima - Jucás (CE)","739","124","241","60","25","5","-","-","284","-"
"2307403003","São Mateus - Jucás (CE)","1466","173","522","108","51","7","2","-","603","-"
"2307403004","São José - Jucás (CE)","768","146","227","24","2","1","-","-","368","-"
"2307403005","Planalto - Jucás (CE)","652","96","200","76","34","9","3","-","234","-"
"2307403006","Alto da Paz - Jucás (CE)","445","38","116","53","42","9","3","-","184","-"
"2307403007","Côco Verde - Jucás (CE)","99","18","41","6","-","-","-","-","34","-"
"2307403008","Alto do Tó - Jucás (CE)","20","3","9","2","1","-","-","-","5","-"
"2307403009","Sagrada Família - Jucás (CE)","1569","282","343","54","10","1","-","-","879","-"
"2307403010","Padre Manoel Lemos Braga - Jucás (CE)","1018","222","313","70","21","2","-","-","390","-"
"2307502001","Coronel Raimundo Augusto Lima - Lavras da Mangabeira (CE)","7137","1479","2077","573","238","82","17","1","2670","-"
"2307502002","Coronel Francisco Correia Lima - Lavras da Mangabeira (CE)","2193","436","647","136","106","34","10","7","817","-"
"2307601001","Centro - Limoeiro do Norte (CE)","3555","151","1016","536","456","207","45","11","1133","-"
"2307601002","Ilha - Limoeiro do Norte (CE)","641","134","167","37","5","1","-","-","297","-"
"2307601003","Luiz Alves de Freitas - Limoeiro do Norte (CE)","3039","412","1003","287","94","14","2","-","1227","-"
"2307601004","Boa Fé - Limoeiro do Norte (CE)","2537","367","907","240","52","13","3","1","954","-"
"2307601005","Bom Nome - Limoeiro do Norte (CE)","2934","430","993","340","100","9","6","-","1056","-"
"2307601006","Santa Luzia - Limoeiro do Norte (CE)","1972","108","617","297","179","74","7","8","682","-"
"2307601007","Monsenhor Otávio - Limoeiro do Norte (CE)","1710","121","479","294","168","50","17","3","578","-"
"2307601008","João XXIII - Limoeiro do Norte (CE)","1418","76","405","184","128","65","12","4","544","-"
"2307601009","Doutor José Simões - Limoeiro do Norte (CE)","1656","130","552","260","141","26","4","2","541","-"
"2307601010","Pitombeira - Limoeiro do Norte (CE)","1025","82","319","141","63","12","3","-","405","-"
"2307601011","Brotolândia - Limoeiro do Norte (CE)","1015","44","267","152","111","46","9","4","382","-"
"2307601012","Socorro - Limoeiro do Norte (CE)","568","44","184","59","25","7","4","1","244","-"
"2307601013","Limoeirinho - Limoeiro do Norte (CE)","874","77","249","140","98","32","12","4","262","-"
"2307601014","Bom Jesus - Limoeiro do Norte (CE)","122","12","39","16","3","1","1","-","50","-"
"2307601015","Antônio Holanda - Limoeiro do Norte (CE)","4160","442","1485","366","91","10","1","1","1764","-"
"2307601016","Bom Jesus do Cruzeiro - Limoeiro do Norte (CE)","317","45","100","37","9","-","-","-","126","-"
"2307635001","Centro - Madalena (CE)","894","105","286","98","58","14","5","-","328","-"
"2307635002","Henrique Jorge - Madalena (CE)","771","208","231","53","16","2","-","1","260","-"
"2307635003","Santa Terezinha - Madalena (CE)","565","101","185","63","32","7","1","-","176","-"
"2307635004","Nova Madalena - Madalena (CE)","334","42","117","30","12","2","-","-","131","-"
"2307635005","Pinhos - Madalena (CE)","852","143","277","82","33","10","3","1","303","-"
"2307635006","Antônio Firmino de Pinho - Madalena (CE)","724","165","199","30","2","1","-","-","327","-"
"2307635007","São José - Madalena (CE)","352","62","100","44","7","2","1","-","136","-"
"2307635008","Boa Vista - Madalena (CE)","526","118","162","49","8","-","-","-","189","-"
"2307635009","Santana - Madalena (CE)","159","8","25","7","-","-","-","-","119","-"
"2307650001","Centro - Maracanaú (CE)","3682","157","950","764","391","76","6","2","1336","-"
"2307650002","Parque Piratininga - Maracanaú (CE)","3869","236","1135","476","218","39","-","1","1764","-"
"2307650003","Coqueiral - Maracanaú (CE)","3804","359","1214","583","131","13","1","-","1503","-"
"2307650004","Novo Maracanaú - Maracanaú (CE)","9122","702","2433","1504","653","94","14","2","3720","-"
"2307650005","Distrito Industrial do Ceará - Maracanaú (CE)","5630","172","1359","1200","691","123","13","4","2068","-"
"2307650006","Conjunto Timbó - Maracanaú (CE)","12449","762","3897","1971","524","50","8","5","5232","-"
"2307650007","Jereissati Setor C - Maracanaú (CE)","5569","402","1517","1124","336","50","8","2","2130","-"
"2307650008","Jereissati Setor B - Maracanaú (CE)","4676","270","1300","883","332","56","2","-","1833","-"
"2307650009","Jereissati Setor A - Maracanaú (CE)","6602","305","1794","1286","545","82","6","2","2582","-"
"2307650010","Jereissati Setor D - Maracanaú (CE)","10571","548","3048","1741","670","98","11","3","4452","-"
"2307650011","Jereissati Setor E - Maracanaú (CE)","3538","243","1101","561","150","11","2","-","1470","-"
"2307650012","Independência - Maracanaú (CE)","588","32","169","75","21","3","-","-","288","-"
"2307650013","Boa Vista - Maracanaú (CE)","2401","239","718","353","130","10","1","-","950","-"
"2307650014","Alto da Mangueira - Maracanaú (CE)","4466","385","1305","548","184","36","3","-","2005","-"
"2307650015","Picada - Maracanaú (CE)","137","12","40","13","8","3","-","-","61","-"
"2307650016","Carneiro de Mendonça - Maracanaú (CE)","1390","157","414","114","44","5","-","-","656","-"
"2307650017","Olho-D'Água do Pitaguari - Maracanaú (CE)","1191","175","353","138","37","6","-","-","482","-"
"2307650018","Furna da Onça - Maracanaú (CE)","973","200","267","49","10","-","-","-","447","-"
"2307650019","Antônio Justa - Maracanaú (CE)","1551","203","401","249","63","2","-","-","633","-"
"2307650020","Parque Luzardo Viana - Maracanaú (CE)","5521","503","1671","645","211","68","18","2","2403","-"
"2307650022","Mucunã - Maracanaú (CE)","3550","373","1079","335","81","8","1","-","1673","-"
"2307650023","Cágado - Maracanaú (CE)","4734","440","1298","555","164","37","10","2","2228","-"
"2307650024","Jaçanau - Maracanaú (CE)","4780","394","1504","596","163","28","4","3","2088","-"
"2307650025","Tijuca - Maracanaú (CE)","1717","43","525","182","61","12","2","-","892","-"
"2307650026","Alto Alegre - Maracanaú (CE)","467","43","96","53","25","14","3","-","233","-"
"2307650027","Jari - Maracanaú (CE)","3025","362","923","404","76","11","1","-","1248","-"
"2307650028","Jatobá - Maracanaú (CE)","4048","312","1336","564","131","13","3","-","1689","-"
"2307650029","Siqueira - Maracanaú (CE)","5575","438","1599","854","262","35","6","2","2379","-"
"2307650030","Parque Santa Maria - Maracanaú (CE)","757","54","207","82","10","1","-","-","403","-"
"2307650031","Alto Alegre I - Maracanaú (CE)","4709","488","1513","389","73","5","1","-","2240","-"
"2307650032","Alto Alegre II - Maracanaú (CE)","1949","354","520","220","34","4","-","-","817","-"
"2307650033","Novo Oriente - Maracanaú (CE)","6333","454","1881","913","343","39","5","1","2697","-"
"2307650034","Acaracuzinho I - Maracanaú (CE)","3963","244","1263","650","212","34","6","2","1552","-"
"2307650035","Acaracuzinho II - Maracanaú (CE)","3842","251","1180","698","238","35","2","-","1438","-"
"2307650036","Esplanada do Mondubim - Maracanaú (CE)","1018","30","285","207","102","18","3","-","373","-"
"2307650038","Pajuçara - Maracanaú (CE)","15782","919","4847","2551","572","81","13","7","6792","-"
"2307650039","Boa Esperança - Maracanaú (CE)","1613","40","487","227","72","5","-","-","782","-"
"2307650040","Jardim Paraíso - Maracanaú (CE)","3792","272","1199","411","103","14","2","2","1789","-"
"2307650041","Alto da Bonança - Maracanaú (CE)","2413","179","731","239","32","4","-","-","1228","-"
"2307650042","Arronches - Maracanaú (CE)","1879","178","659","212","20","1","-","-","809","-"
"2307650043","Parque Progresso - Maracanaú (CE)","2873","175","1046","189","35","2","-","-","1426","-"
"2307650044","Parque Tropical - Maracanaú (CE)","2510","364","814","243","28","5","-","-","1056","-"
"2307650045","Jardim Bandeirante - Maracanaú (CE)","4461","282","1484","501","100","14","1","-","2079","-"
"2307650046","Novo Mondubim - Maracanaú (CE)","1280","52","257","281","201","17","5","1","466","-"
"2307700001","Centro - Maranguape (CE)","4445","171","1283","720","468","145","30","8","1620","-"
"2307700002","Outra Banda - Maranguape (CE)","8277","558","3153","784","224","35","3","1","3519","-"
"2307700003","Preguiça - Maranguape (CE)","1472","119","540","121","41","11","3","-","637","-"
"2307700004","Pirapora - Maranguape (CE)","865","53","349","195","24","17","2","1","224","-"
"2307700005","Gavião - Maranguape (CE)","1633","151","584","170","43","6","4","-","675","-"
"2307700006","Guabiraba - Maranguape (CE)","2268","101","750","358","151","35","2","2","869","-"
"2307700007","Parque Santa Fé - Maranguape (CE)","3486","286","1208","385","116","27","9","5","1450","-"
"2307700008","Aldeoma - Maranguape (CE)","1502","80","573","178","64","17","2","-","588","-"
"2307700009","Parque São João - Maranguape (CE)","3456","271","1282","377","107","9","5","-","1405","-"
"2307700010","Tangueira - Maranguape (CE)","651","94","221","70","22","4","-","-","240","-"
"2307700011","Coité - Maranguape (CE)","952","103","404","67","16","1","-","-","361","-"
"2307700012","Parque Iracema - Maranguape (CE)","1805","131","573","278","156","52","12","1","602","-"
"2307700013","Santos Dumont - Maranguape (CE)","1865","96","596","270","146","24","2","1","730","-"
"2307700014","Novo Parque Iracema - Maranguape (CE)","3305","282","1129","202","24","3","1","1","1663","-"
"2307700015","Lameirão - Maranguape (CE)","1244","186","493","87","12","1","-","-","465","-"
"2307700016","Urucara - Maranguape (CE)","687","26","211","100","38","20","9","1","282","-"
"2307700017","Novo Maranguape I - Maranguape (CE)","4378","283","1614","540","192","24","5","-","1720","-"
"2307700018","Novo Maranguape II - Maranguape (CE)","6273","646","2195","612","119","21","2","-","2678","-"
"2307700019","Cônego Raimundo Pinto - Maranguape (CE)","1678","23","488","58","6","1","-","-","1102","-"
"2308005001","Centro - Massapê (CE)","558","11","152","70","67","24","3","2","229","-"
"2308005002","Ginásio - Massapê (CE)","1156","156","376","117","69","20","5","-","413","-"
"2308005003","Cartucha - Massapê (CE)","942","116","323","122","52","15","-","-","314","-"
"2308005004","São João - Massapê (CE)","708","128","259","49","7","3","-","-","262","-"
"2308005005","Nossa Senhora de Fátima - Massapê (CE)","941","134","311","39","6","1","-","-","450","-"
"2308005006","Cruzeiro - Massapê (CE)","1597","280","493","86","9","1","-","-","728","-"
"2308005007","Bandeira Branca - Massapê (CE)","632","89","200","19","6","1","-","-","317","-"
"2308005008","Usina Velha - Massapê (CE)","180","24","58","26","9","6","1","1","55","-"
"2308005009","Alto da Boa Vista - Massapê (CE)","1976","306","729","142","50","8","-","-","741","-"
"2308005010","Joaquim Marques - Massapê (CE)","2948","631","927","193","49","4","2","-","1142","-"
"2308005011","Alto da Cadeia - Massapê (CE)","1120","129","394","83","41","7","2","-","464","-"
"2308005012","Santa Úrsula - Massapê (CE)","1380","73","487","106","48","10","-","-","656","-"
"2308104001","Centro - Mauriti (CE)","1302","162","413","166","139","31","9","1","381","-"
"2308104002","Nossa Senhora de Fátima - Mauriti (CE)","733","244","143","28","13","3","-","1","301","-"
"2308104003","Dantas - Mauriti (CE)","451","131","121","40","8","3","-","-","148","-"
"2308104004","Nova Mauriti - Mauriti (CE)","1899","428","501","107","43","11","3","-","806","-"
"2308104005","Populares - Mauriti (CE)","936","241","276","83","27","5","-","-","304","-"
"2308104006","Monte Alegre - Mauriti (CE)","951","244","218","78","51","10","4","1","345","-"
"2308104007","Bela Vista II - Mauriti (CE)","1957","450","454","113","47","17","-","-","876","-"
"2308104008","Bela Vista I - Mauriti (CE)","373","89","85","24","15","4","2","-","154","-"
"2308104009","Dom Bosco - Mauriti (CE)","1050","259","244","52","21","3","-","-","471","-"
"2308104010","César Nascimento - Mauriti (CE)","556","100","143","38","18","4","2","-","251","-"
"2308104011","José Silcon de Lacerda - Mauriti (CE)","1158","198","320","94","67","21","3","-","455","-"
"2308203001","Centro - Meruoca (CE)","814","114","254","78","71","25","5","2","265","-"
"2308203002","Divino Salvador - Meruoca (CE)","879","222","250","75","32","8","1","-","291","-"
"2308203003","Dom Expedito - Meruoca (CE)","1074","180","343","67","15","2","-","-","467","-"
"2308203004","Coronel Bezerril - Meruoca (CE)","657","107","204","53","24","1","-","-","268","-"
"2308302001","Centro - Milagres (CE)","1162","120","334","182","157","38","7","-","324","-"
"2308302002","Eucaliptos - Milagres (CE)","1384","190","378","121","92","32","7","3","561","-"
"2308302003","Casa Própria - Milagres (CE)","1605","505","408","108","32","2","-","-","550","-"
"2308302004","Francisca do Socorro - Milagres (CE)","2917","740","762","154","37","1","-","-","1223","-"
"2308302005","Frei Damião - Milagres (CE)","1329","175","401","113","47","7","-","-","586","-"
