"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"1302900005","Santa Luzia - Maués (AM)","Total","Total","1448","57","148","215","304","244","162","90","78","46","32","23","15","14","20"
"1302900006","Santa Tereza - Maués (AM)","Total","Total","115","15","11","15","21","21","10","10","2","4","-","1","-","1","4"
"1302900007","Do eden - Maués (AM)","Total","Total","257","20","22","33","38","46","33","28","13","10","5","2","5","1","1"
"1302900008","Donga Michiles - Maués (AM)","Total","Total","660","31","55","68","112","125","86","54","41","21","22","17","6","4","18"
"1302900009","Novo Bairro - Maués (AM)","Total","Total","43","4","8","7","5","7","5","3","3","1","-","-","-","-","-"
"1303106001","Vale do Sol - Nova Olinda do Norte (AM)","Total","Total","328","17","39","42","58","52","39","26","20","13","6","4","7","3","2"
"1303106002","Santa Maria - Nova Olinda do Norte (AM)","Total","Total","371","22","43","73","65","45","38","36","23","10","9","1","2","-","4"
"1303106003","Chicolândia - Nova Olinda do Norte (AM)","Total","Total","444","33","49","67","77","62","41","38","23","23","11","10","4","2","4"
"1303106004","Santa Luzia - Nova Olinda do Norte (AM)","Total","Total","553","42","61","80","104","95","61","43","29","18","8","8","-","1","3"
"1303106005","Nossa Senhora de Fátima - Nova Olinda do Norte (AM)","Total","Total","373","24","41","67","68","54","29","39","16","8","9","6","5","2","5"
"1303106006","Aerolândia - Nova Olinda do Norte (AM)","Total","Total","409","16","47","64","73","63","49","26","23","16","10","11","2","5","4"
"1303106007","Centro - Nova Olinda do Norte (AM)","Total","Total","357","38","55","76","65","43","27","24","11","7","3","-","4","1","3"
"1303304001","Centro - Novo Aripuanã (AM)","Total","Total","506","40","64","79","79","90","58","34","20","19","9","5","5","2","2"
"1303304002","Dos Trabalhadores - Novo Aripuanã (AM)","Total","Total","212","13","20","34","41","35","20","23","12","7","3","3","-","-","1"
"1303304003","Tv - Novo Aripuanã (AM)","Total","Total","257","11","16","37","48","42","33","30","14","9","3","7","5","1","1"
"1303304004","Japiim - Novo Aripuanã (AM)","Total","Total","585","26","27","78","92","126","53","76","38","18","28","7","5","4","7"
"1303304005","Nossa Senhora da Conceição - Novo Aripuanã (AM)","Total","Total","1112","56","72","119","197","188","167","113","60","48","36","10","19","10","17"
"1303403001","Centro - Parintins (AM)","Total","Total","1205","109","204","196","204","158","132","79","45","33","16","15","7","3","4"
"1303403002","Francesa - Parintins (AM)","Total","Total","627","39","87","104","105","99","69","49","32","11","11","8","3","4","6"
"1303403003","Santa Clara - Parintins (AM)","Total","Total","369","20","38","46","65","57","39","34","31","16","10","5","3","-","5"
"1303403004","Raimundo Muniz - Parintins (AM)","Total","Total","229","14","34","47","59","34","20","11","7","-","2","1","-","-","-"
"1303403005","Santa Rita - Parintins (AM)","Total","Total","414","25","43","58","67","71","55","34","16","12","11","4","7","3","8"
"1303403006","Palmares - Parintins (AM)","Total","Total","1310","92","136","207","221","196","119","108","88","43","25","28","15","15","17"
"1303403007","Nossa Senhora de Nazaré - Parintins (AM)","Total","Total","676","55","75","92","125","109","80","55","24","17","12","9","7","9","7"
"1303403008","São Vicente de Paula - Parintins (AM)","Total","Total","336","20","29","52","72","56","43","15","12","14","7","5","7","2","2"
"1303403009","Emílio Moreira - Parintins (AM)","Total","Total","235","9","21","48","57","31","28","15","12","4","4","2","2","-","2"
"1303403010","Vitória Régia - Parintins (AM)","Total","Total","346","24","47","57","66","52","37","23","11","11","6","1","4","3","4"
"1303403011","São Benedito - Parintins (AM)","Total","Total","883","65","105","143","172","132","104","55","36","27","13","14","8","4","5"
"1303403012","São José - Parintins (AM)","Total","Total","604","47","52","98","90","105","72","45","26","20","17","11","8","7","6"
"1303403013","João Novo - Parintins (AM)","Total","Total","250","25","37","55","58","45","16","5","4","5","-","-","-","-","-"
"1303403014","Dejard Vieira - Parintins (AM)","Total","Total","415","28","50","70","85","74","49","15","18","6","8","5","3","1","3"
"1303403015","Distrito Industrial - Parintins (AM)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"1303403016","Itaúna I - Parintins (AM)","Total","Total","1079","53","99","157","187","190","131","81","63","37","31","19","12","8","11"
"1303403017","Jacareacanga - Parintins (AM)","Total","Total","54","3","5","6","12","9","7","3","5","1","1","1","-","-","1"
"1303403018","Paulo Corrêa - Parintins (AM)","Total","Total","2795","117","247","491","561","462","329","226","154","79","58","23","17","11","20"
"1303403019","Itaúna II - Parintins (AM)","Total","Total","1522","87","129","232","258","241","193","130","90","64","37","32","7","6","16"
"1303403020","Castanheira - Parintins (AM)","Total","Total","96","5","9","19","15","16","12","6","4","1","3","2","-","1","3"
"1303536001","Centro - Presidente Figueiredo (AM)","Total","Total","444","65","79","98","86","57","22","20","12","2","1","1","-","1","-"
"1303536002","Honório Roldão - Presidente Figueiredo (AM)","Total","Total","302","49","62","66","54","39","18","8","3","1","1","1","-","-","-"
"1303536003","Tancredo Neves - Presidente Figueiredo (AM)","Total","Total","351","52","60","71","75","40","27","16","5","3","1","-","1","-","-"
"1303536004","Urubuí - Presidente Figueiredo (AM)","Total","Total","48","7","5","9","12","4","5","3","-","1","1","-","1","-","-"
"1303536005","José Dutra - Presidente Figueiredo (AM)","Total","Total","230","22","28","33","53","37","29","13","3","2","7","1","1","1","-"
"1303536006","Morada do Sol - Presidente Figueiredo (AM)","Total","Total","325","46","56","69","76","39","22","9","4","1","-","1","-","1","1"
"1303536007","Sol Nascente - Presidente Figueiredo (AM)","Total","Total","320","38","51","71","76","39","18","9","10","3","3","-","2","-","-"
"1303536008","Aida Mendonça - Presidente Figueiredo (AM)","Total","Total","372","22","46","85","96","55","40","15","9","2","1","1","-","-","-"
"1303536009","Orquídeas - Presidente Figueiredo (AM)","Total","Total","171","13","17","37","41","30","17","8","3","4","1","-","-","-","-"
"1303536010","Galo da Serra - Presidente Figueiredo (AM)","Total","Total","375","22","49","79","91","57","37","18","11","8","1","-","2","-","-"
"1303536011","Maruaga - Presidente Figueiredo (AM)","Total","Total","11","5","1","2","1","2","-","-","-","-","-","-","-","-","-"
"1303536012","Waimiri - Presidente Figueiredo (AM)","Total","Total","216","26","37","49","47","26","14","7","2","2","3","3","-","-","-"
"1303536013","Atroari - Presidente Figueiredo (AM)","Total","Total","204","10","10","36","30","38","25","10","22","11","2","5","3","-","2"
"1303700001","Centro - Santo Antônio do Içá (AM)","Total","Total","236","12","17","23","46","42","28","20","16","10","6","5","1","4","6"
"1303700002","Franco - Santo Antônio do Içá (AM)","Total","Total","39","-","1","2","5","4","8","7","6","2","-","-","1","-","3"
"1303700003","Independência - Santo Antônio do Içá (AM)","Total","Total","195","4","17","16","27","29","21","18","15","9","13","10","5","3","8"
"1303700004","Presidente Vargas - Santo Antônio do Içá (AM)","Total","Total","120","2","8","10","19","23","20","15","7","7","4","3","1","1","-"
"1303700005","Pataquira - Santo Antônio do Içá (AM)","Total","Total","36","1","4","6","9","5","4","3","1","2","1","-","-","-","-"
"1303700006","Taboca - Santo Antônio do Içá (AM)","Total","Total","172","12","10","17","31","23","18","19","9","10","7","6","4","1","5"
"1303700007","São Francisco - Santo Antônio do Içá (AM)","Total","Total","179","4","13","22","19","33","27","12","10","11","10","4","5","2","7"
"1303700008","Alvaro Maia - Santo Antônio do Içá (AM)","Total","Total","232","15","23","26","30","36","22","27","16","10","9","6","6","2","4"
"1303700009","Planalto - Santo Antônio do Içá (AM)","Total","Total","125","-","-","16","15","26","17","16","5","8","8","4","7","-","3"
"1303700010","Santa Etelvina - Santo Antônio do Içá (AM)","Total","Total","381","14","29","36","65","70","44","47","27","17","10","6","6","3","7"
"1303700011","Campina - Santo Antônio do Içá (AM)","Total","Total","351","16","15","31","49","63","55","34","25","13","21","16","6","2","5"
"1303700012","Tarauacá - Santo Antônio do Içá (AM)","Total","Total","111","5","3","10","15","21","9","11","12","8","7","3","4","1","2"
"1303908001","Centro - São Paulo de Olivença (AM)","Total","Total","120","11","15","21","15","24","12","8","6","3","2","1","-","1","1"
"1303908002","Santa Terezinha - São Paulo de Olivença (AM)","Total","Total","562","20","29","58","68","93","59","89","51","33","23","18","8","5","8"
"1303908003","Benjamin Constant - São Paulo de Olivença (AM)","Total","Total","58","2","6","8","6","10","6","7","6","3","-","2","-","1","1"
"1303908004","de Campinas - São Paulo de Olivença (AM)","Total","Total","428","20","41","63","87","53","52","38","27","11","11","5","12","2","6"
"1303908005","Nosso Senhor do Bonfin - São Paulo de Olivença (AM)","Total","Total","306","14","19","36","40","57","45","30","26","15","6","3","4","5","6"
"1303908006","São João - São Paulo de Olivença (AM)","Total","Total","225","8","18","22","27","30","35","17","17","17","18","6","1","2","7"
"1303908007","Colônia São Sebastião - São Paulo de Olivença (AM)","Total","Total","241","11","11","25","27","41","24","42","18","17","6","7","4","3","5"
"1303908008","José Carlos Mestrinho - São Paulo de Olivença (AM)","Total","Total","253","5","14","23","30","31","41","29","21","19","15","6","5","8","6"
"1303908009","União - São Paulo de Olivença (AM)","Total","Total","42","3","2","1","2","5","8","2","5","5","3","1","2","1","2"
"1304005001","Centro - Silves (AM)","Total","Total","155","9","24","27","29","16","16","8","7","7","7","2","-","1","2"
"1304005002","Macajatuba - Silves (AM)","Total","Total","370","32","41","52","81","64","47","16","18","5","5","3","3","1","2"
"1304005003","Castanheira - Silves (AM)","Total","Total","28","4","1","5","8","4","4","1","1","-","-","-","-","-","-"
"1304005004","Panorama - Silves (AM)","Total","Total","128","6","11","26","33","17","9","7","7","5","4","1","1","-","1"
"1304005005","Governador Plinio Coelho - Silves (AM)","Total","Total","123","5","19","19","27","24","12","6","5","4","1","1","-","-","-"
"1304005006","Vila Costa - Silves (AM)","Total","Total","73","4","10","7","11","13","11","6","6","1","4","-","-","-","-"
"1304401001","Centro - Urucurituba (AM)","Total","Total","293","23","40","38","47","42","33","26","9","12","4","6","5","4","4"
"1304401002","Aparecida - Urucurituba (AM)","Total","Total","391","17","39","55","49","46","52","30","24","21","14","12","7","6","19"
"1304401003","Livramento - Urucurituba (AM)","Total","Total","228","18","15","31","33","34","24","18","19","9","9","3","7","2","6"
"1304401004","Pedreiras - Urucurituba (AM)","Total","Total","92","3","5","5","11","15","15","15","8","6","3","1","1","-","4"
"1304401005","Liberdade - Urucurituba (AM)","Total","Total","254","21","26","36","41","47","21","24","18","7","7","3","1","-","2"
"1304401006","São Lázaro - Urucurituba (AM)","Total","Total","467","22","39","61","86","75","57","39","29","19","13","13","5","3","6"
"1304401007","Tabocal - Urucurituba (AM)","Total","Total","19","3","1","2","6","1","1","2","-","2","1","-","-","-","-"
"1400100001","Centro - Boa Vista (RR)","Total","Total","1632","328","378","328","285","158","69","36","24","10","9","3","2","-","2"
"1400100002","Calunga - Boa Vista (RR)","Total","Total","558","50","90","115","112","86","45","24","19","5","5","2","3","-","2"
"1400100003","São Vicente - Boa Vista (RR)","Total","Total","1734","276","361","350","331","179","109","56","31","10","13","3","5","3","7"
"1400100004","Mecejana - Boa Vista (RR)","Total","Total","1862","301","392","413","362","211","98","40","18","12","7","3","1","-","4"
"1400100005","São Francisco - Boa Vista (RR)","Total","Total","1190","188","247","260","237","120","74","29","14","10","3","2","2","3","1"
"1400100006","Trinta e um de Março - Boa Vista (RR)","Total","Total","506","100","105","103","92","55","24","12","4","4","4","3","-","-","-"
"1400100007","Aparecida - Boa Vista (RR)","Total","Total","1545","290","354","320","272","184","63","24","16","14","4","1","2","-","1"
"1400100008","Canarinho - Boa Vista (RR)","Total","Total","187","16","29","40","49","27","15","5","1","2","1","1","-","1","-"
"1400100009","São Pedro - Boa Vista (RR)","Total","Total","289","36","57","71","58","37","18","6","4","-","-","1","1","-","-"
"1400100010","Treze de Setembro - Boa Vista (RR)","Total","Total","1253","173","219","261","239","173","77","48","25","11","16","5","-","2","4"
"1400100011","Pricumã - Boa Vista (RR)","Total","Total","1986","264","352","434","444","263","109","61","20","18","6","5","2","-","8"
"1400100012","Liberdade - Boa Vista (RR)","Total","Total","1866","357","385","367","318","214","98","61","28","17","12","2","3","2","2"
"1400100013","Jardim Floresta - Boa Vista (RR)","Total","Total","1392","213","332","289","272","145","65","45","16","8","3","2","-","2","-"
"1400100014","Aeroporto - Boa Vista (RR)","Total","Total","930","133","163","213","170","132","53","28","13","8","5","5","2","2","3"
"1400100015","Dos Estados - Boa Vista (RR)","Total","Total","1241","143","225","258","276","161","74","42","23","15","7","5","6","1","5"
"1400100016","Paraviana - Boa Vista (RR)","Total","Total","1609","160","323","409","379","221","71","24","12","5","2","3","-","-","-"
"1400100017","Caçari - Boa Vista (RR)","Total","Total","952","90","177","243","259","108","43","18","9","4","1","-","-","-","-"
"1400100018","Buritis - Boa Vista (RR)","Total","Total","2548","351","436","549","484","335","178","110","52","21","14","5","8","1","4"
"1400100020","Asa Branca - Boa Vista (RR)","Total","Total","1381","171","220","308","291","168","96","53","28","18","10","6","2","5","5"
"1400100021","Cambará - Boa Vista (RR)","Total","Total","2585","301","411","576","601","365","154","88","41","20","11","6","2","6","3"
"1400100022","Tancredo Neves - Boa Vista (RR)","Total","Total","1835","228","298","363","389","245","126","89","37","30","12","8","3","3","4"
"1400100023","Caimbé - Boa Vista (RR)","Total","Total","2068","235","364","442","488","292","128","65","26","14","4","4","2","2","2"
"1400100024","Caranã - Boa Vista (RR)","Total","Total","2654","272","498","573","533","375","189","105","45","25","16","8","6","1","8"
"1400100025","Centenário - Boa Vista (RR)","Total","Total","1490","147","274","330","326","223","106","31","26","8","8","5","3","2","1"
"1400100026","Governador Aquilino Mota Duarte - Boa Vista (RR)","Total","Total","122","11","18","22","24","17","13","7","3","1","3","2","-","1","-"
"1400100027","Operário - Boa Vista (RR)","Total","Total","626","74","94","112","114","88","64","40","24","7","3","3","-","1","2"
"1400100028","Jardim Tropical - Boa Vista (RR)","Total","Total","566","51","109","142","118","80","25","23","11","2","1","1","1","-","2"
"1400100029","Nova Canaã - Boa Vista (RR)","Total","Total","1585","183","255","331","354","196","123","71","40","14","5","3","5","2","3"
"1400100030","Jardim Equatorial - Boa Vista (RR)","Total","Total","1419","121","224","281","296","247","121","59","38","15","9","6","-","1","1"
"1400100031","Cauamé - Boa Vista (RR)","Total","Total","1945","184","290","453","432","294","138","58","42","22","12","6","6","3","5"
"1400100032","Alvorada - Boa Vista (RR)","Total","Total","2034","189","319","416","460","304","171","84","44","21","14","4","5","3","-"
"1400100033","Professora Araceli Souto Maior - Boa Vista (RR)","Total","Total","1029","103","166","202","200","151","98","47","32","9","8","6","3","1","3"
"1400100034","Bela Vista - Boa Vista (RR)","Total","Total","827","123","126","173","148","112","72","34","16","12","5","1","2","1","2"
"1400100035","Cinturão Verde - Boa Vista (RR)","Total","Total","1654","193","313","382","335","223","107","50","22","10","8","1","5","2","3"
"1400100036","Dr. Silvio Leite - Boa Vista (RR)","Total","Total","2312","239","374","483","509","344","184","71","48","24","16","5","8","3","4"
"1400100037","Jardim Primavera - Boa Vista (RR)","Total","Total","1554","130","265","324","317","217","147","68","34","16","19","5","6","2","4"
"1400100038","Jóquei Clube - Boa Vista (RR)","Total","Total","1716","143","277","382","400","269","129","53","28","17","10","3","1","1","3"
"1400100039","Nova Cidade - Boa Vista (RR)","Total","Total","1450","163","203","264","292","256","146","60","30","17","14","-","3","-","2"
"1400100040","Pintolândia - Boa Vista (RR)","Total","Total","2786","233","396","607","634","426","243","116","50","46","14","11","6","3","1"
"1400100041","Dr. Silvio Botelho - Boa Vista (RR)","Total","Total","1804","162","275","361","389","269","170","83","42","31","10","6","-","2","4"
"1400100042","Santa Luzia - Boa Vista (RR)","Total","Total","2258","213","338","502","469","353","179","91","60","27","12","7","4","2","1"
"1400100043","Senador Hélio Campos - Boa Vista (RR)","Total","Total","2504","225","374","509","524","381","222","136","62","32","22","8","3","3","3"
"1400100044","Piscicultura - Boa Vista (RR)","Total","Total","363","32","53","72","70","63","38","18","8","5","-","1","1","1","1"
"1400100045","Raiar do Sol - Boa Vista (RR)","Total","Total","1515","190","226","310","275","227","127","74","38","33","7","4","-","2","2"
"1400100046","Santa Tereza - Boa Vista (RR)","Total","Total","2127","227","359","444","454","301","159","85","47","15","14","9","5","1","7"
"1400100047","União - Boa Vista (RR)","Total","Total","958","93","142","195","215","134","79","55","19","12","4","1","4","2","3"
"1400100048","Jardim Caranã - Boa Vista (RR)","Total","Total","890","90","134","189","173","140","86","34","24","11","5","2","1","-","1"
"1400100049","Cidade Satélite - Boa Vista (RR)","Total","Total","1624","136","271","426","356","217","128","52","16","13","2","5","2","-","-"
"1400100050","Olímpico - Boa Vista (RR)","Total","Total","235","25","35","46","58","31","17","8","5","4","5","1","-","-","-"
"1400100051","Doutor Airton Rocha - Boa Vista (RR)","Total","Total","20","2","4","4","4","5","1","-","-","-","-","-","-","-","-"
"1400100052","Laura Moreira - Boa Vista (RR)","Total","Total","1237","93","186","247","260","199","130","61","26","22","8","3","2","-","-"
"1400100053","Murilo Teixeira Cidade - Boa Vista (RR)","Total","Total","29","4","4","4","8","5","-","2","1","1","-","-","-","-","-"
"1400100054","5 de Outubro - Boa Vista (RR)","Total","Total","490","54","126","126","104","61","12","3","1","1","-","-","1","-","1"
"1400100055","São Bento - Boa Vista (RR)","Total","Total","1659","204","257","334","343","238","138","64","43","18","6","9","2","-","3"
"1500107001","Centro - Abaetetuba (PA)","Total","Total","2363","183","366","460","522","364","189","117","62","47","19","8","16","4","6"
"1500107002","São José - Abaetetuba (PA)","Total","Total","1063","93","131","188","248","194","69","49","44","11","11","10","8","1","6"
"1500107003","São Lourenço - Abaetetuba (PA)","Total","Total","2629","177","371","542","648","407","201","98","91","38","32","8","9","1","6"
"1500107004","Aviação - Abaetetuba (PA)","Total","Total","1473","79","126","271","379","257","138","100","38","29","21","16","8","6","5"
"1500107005","Santa Rosa - Abaetetuba (PA)","Total","Total","936","48","129","168","222","180","73","45","27","18","12","5","3","3","3"
"1500107006","Algodoal - Abaetetuba (PA)","Total","Total","2740","144","301","487","677","450","266","161","91","53","36","28","18","10","18"
"1500107007","São João - Abaetetuba (PA)","Total","Total","1008","68","139","157","232","170","76","63","39","29","13","10","6","4","2"
"1500107008","Francilândia - Abaetetuba (PA)","Total","Total","2239","126","242","408","557","390","203","124","78","48","20","14","9","6","14"
"1500107009","Cristo Redentor - Abaetetuba (PA)","Total","Total","1088","45","123","190","278","191","121","56","38","18","8","7","5","4","4"
"1500107010","São Sebastião - Abaetetuba (PA)","Total","Total","1147","47","126","187","288","199","134","71","36","19","9","12","5","7","7"
"1500107011","São Domingos da Angélica - Abaetetuba (PA)","Total","Total","966","54","116","163","227","173","94","47","34","21","18","9","4","2","4"
"1500107012","Mutirão - Abaetetuba (PA)","Total","Total","506","22","70","81","112","110","44","31","17","8","6","2","1","1","1"
"1500107013","Castanhal - Abaetetuba (PA)","Total","Total","143","13","14","20","33","23","16","11","5","5","2","1","-","-","-"
"1500107014","Santa Clara - Abaetetuba (PA)","Total","Total","243","18","29","36","41","56","30","15","7","5","1","1","2","1","1"
"1500305001","Capim Marinho - Afuá (PA)","Total","Total","897","47","87","145","164","140","123","71","40","35","22","9","3","5","6"
"1500602001","Centro - Altamira (PA)","Total","Total","2770","411","520","576","570","353","165","75","42","22","14","9","7","2","4"
"1500602002","Esplanada do Xingu - Altamira (PA)","Total","Total","1291","120","254","300","296","187","56","32","21","10","6","4","4","1","-"
"1500602003","Jardim Uirapuru - Altamira (PA)","Total","Total","730","86","162","158","186","80","27","17","8","4","2","-","-","-","-"
"1500602004","Jardim Independente II - Altamira (PA)","Total","Total","860","63","159","207","181","125","58","34","10","8","6","1","2","2","4"
"1500602005","Brasília - Altamira (PA)","Total","Total","1969","198","375","433","444","249","138","68","27","19","8","3","5","-","2"
"1500602006","Liberdade - Altamira (PA)","Total","Total","570","46","82","136","132","91","43","22","11","5","1","-","-","-","1"
"1500602007","Boa Esperança - Altamira (PA)","Total","Total","2724","201","394","587","630","414","235","117","67","33","25","9","4","4","4"
"1500602008","Colinas - Altamira (PA)","Total","Total","803","71","154","178","180","111","49","29","7","9","9","1","1","1","3"
"1500602009","Sudam I - Altamira (PA)","Total","Total","417","30","84","101","83","67","20","21","4","2","2","2","-","-","1"
"1500602010","Premem - Altamira (PA)","Total","Total","641","63","150","144","138","82","34","15","9","3","2","-","-","1","-"
"1500602011","Sudam II - Altamira (PA)","Total","Total","829","88","169","189","189","114","51","15","8","4","2","-","-","-","-"
"1500602012","Jardim Independente I - Altamira (PA)","Total","Total","2128","172","385","512","564","262","131","49","20","12","11","5","1","-","4"
"1500602013","Ibiza - Altamira (PA)","Total","Total","376","24","74","85","90","54","28","10","7","3","-","-","1","-","-"
"1500602014","Bela Vista - Altamira (PA)","Total","Total","952","60","163","216","223","159","57","39","21","7","4","-","1","1","1"
"1500602015","Multirão - Altamira (PA)","Total","Total","1589","100","218","341","365","304","130","67","33","17","2","6","3","2","1"
"1500602016","Jardim Altamira - Altamira (PA)","Total","Total","778","63","133","176","203","96","61","24","13","3","3","2","1","-","-"
"1500602017","Aparecida - Altamira (PA)","Total","Total","681","51","81","152","147","110","63","30","20","15","3","5","2","-","2"
"1500602018","Alberto Soares - Altamira (PA)","Total","Total","7","-","1","2","1","1","-","1","1","-","-","-","-","-","-"
"1500602019","Nova Altamira - Altamira (PA)","Total","Total","502","38","71","97","124","74","46","27","14","6","3","2","-","-","-"
"1501402001","Batista Campos - Belém (PA)","Total","Total","5787","732","1345","1329","1242","630","276","134","57","13","8","9","3","3","6"
"1501402002","Canudos - Belém (PA)","Total","Total","3615","340","632","778","825","470","246","124","84","52","34","10","8","5","7"
"1501402003","Cidade Velha - Belém (PA)","Total","Total","3082","266","545","641","657","421","233","128","74","44","38","13","9","9","4"
"1501402004","Condor - Belém (PA)","Total","Total","10406","913","1514","2149","2323","1410","829","476","307","161","137","75","37","30","45"
"1501402005","Cremação - Belém (PA)","Total","Total","8312","888","1542","1811","1722","1096","535","288","156","100","61","43","19","14","37"
"1501402006","Guamá - Belém (PA)","Total","Total","23395","1944","3480","4966","5389","3306","1785","982","574","342","254","129","97","59","88"
"1501402007","Jurunas - Belém (PA)","Total","Total","15872","1387","2451","3259","3484","2225","1205","716","463","236","173","107","58","38","70"
"1501402008","Marambaia - Belém (PA)","Total","Total","17551","1472","2999","4005","4093","2383","1201","622","347","170","107","52","42","16","42"
"1501402009","Marco - Belém (PA)","Total","Total","18160","1771","3587","4184","4125","2142","1111","521","313","150","106","51","49","17","33"
"1501402010","Fátima - Belém (PA)","Total","Total","3005","277","489","603","628","404","248","112","99","44","33","14","11","7","36"
"1501402011","Nazaré - Belém (PA)","Total","Total","6403","897","1540","1505","1259","701","281","136","50","10","10","6","4","2","2"
"1501402012","Pedreira - Belém (PA)","Total","Total","19003","2097","3617","4393","4012","2236","1147","596","360","211","136","67","46","28","57"
"1501402013","Reduto - Belém (PA)","Total","Total","1937","243","422","491","414","222","78","32","20","8","-","2","3","1","1"
"1501402014","Sacramenta - Belém (PA)","Total","Total","11504","1083","1941","2617","2460","1515","788","417","287","151","103","48","36","19","39"
"1501402015","São Bras - Belém (PA)","Total","Total","5846","709","1347","1283","1231","661","294","164","71","37","23","9","7","4","6"
"1501402016","Souza - Belém (PA)","Total","Total","3842","371","802","966","910","449","190","71","40","22","13","5","2","-","1"
"1501402017","Telégrafo - Belém (PA)","Total","Total","10578","870","1663","2293","2266","1467","782","483","295","154","98","72","54","28","53"
"1501402018","Montese (Terra Firme) - Belém (PA)","Total","Total","15464","1345","2309","3314","3609","2130","1182","667","358","210","132","84","53","33","38"
"1501402019","Campina - Belém (PA)","Total","Total","2069","488","497","411","310","198","87","49","13","6","2","2","5","-","1"
"1501402020","Umarizal - Belém (PA)","Total","Total","8575","1021","1777","1923","1796","1046","495","236","125","62","44","24","9","4","13"
"1501402021","Barreiro - Belém (PA)","Total","Total","6301","561","882","1315","1378","891","504","290","174","112","76","47","24","12","35"
"1501402022","Maracangalha - Belém (PA)","Total","Total","7705","602","1173","1676","1810","1091","593","337","188","99","61","31","15","18","11"
"1501402023","Miramar - Belém (PA)","Total","Total","139","11","25","35","30","19","9","7","-","-","2","1","-","-","-"
"1501402024","Curió-Utinga - Belém (PA)","Total","Total","4411","419","758","983","1041","538","312","158","87","43","32","18","9","5","8"
"1501402025","Val-de-Cães - Belém (PA)","Total","Total","1908","114","317","479","555","248","95","41","34","12","7","4","1","-","1"
"1501402026","Mangueirão - Belém (PA)","Total","Total","10084","1043","1861","2313","2444","1215","585","270","154","93","55","25","10","8","8"
"1501402027","Universitário - Belém (PA)","Total","Total","689","75","119","124","182","92","44","24","17","7","2","3","-","-","-"
"1501402028","Castanheira - Belém (PA)","Total","Total","6708","690","1244","1569","1472","822","421","237","116","68","34","20","6","4","5"
"1501402029","Guanabara - Belém (PA)","Total","Total","430","40","75","108","104","36","37","10","9","5","1","3","1","-","1"
"1501402030","Águas Lindas - Belém (PA)","Total","Total","4715","451","803","1051","1093","656","313","187","78","34","23","15","8","-","3"
"1501402031","Aurá - Belém (PA)","Total","Total","516","60","94","115","113","73","35","11","8","5","1","1","-","-","-"
"1501402032","Bengui - Belém (PA)","Total","Total","7592","614","1261","1707","1732","1039","570","275","173","98","60","23","22","3","15"
"1501402033","Cabanagem - Belém (PA)","Total","Total","7146","572","1121","1594","1688","1064","485","294","144","65","49","22","17","9","22"
"1501402034","Coqueiro - Belém (PA)","Total","Total","14153","1155","2586","3369","3440","1915","850","424","209","104","54","28","7","1","11"
"1501402035","Parque Verde - Belém (PA)","Total","Total","10767","1028","1957","2483","2528","1484","645","305","146","72","58","24","15","5","17"
"1501402036","Pratinha - Belém (PA)","Total","Total","5734","429","835","1276","1385","879","452","191","134","67","36","18","14","7","11"
"1501402037","São Clemente - Belém (PA)","Total","Total","2123","238","387","422","503","283","159","65","34","15","4","6","5","2","-"
"1501402038","Tapanã - Belém (PA)","Total","Total","17515","1455","2792","4028","4187","2486","1234","591","341","215","84","37","32","17","16"
"1501402039","Una - Belém (PA)","Total","Total","1835","185","310","439","404","259","115","53","33","17","11","6","3","-","-"
"1501402040","Águas Negras - Belém (PA)","Total","Total","1841","169","291","413","439","279","130","59","32","13","8","3","3","-","2"
"1501402041","Agulha - Belém (PA)","Total","Total","5164","443","828","1204","1220","721","318","196","89","72","31","11","9","10","12"
"1501402042","Campina de Icoaraci - Belém (PA)","Total","Total","7054","583","1192","1673","1611","956","494","252","137","63","43","17","10","10","13"
"1501402043","Cruzeiro - Belém (PA)","Total","Total","3107","267","517","723","754","426","198","97","57","33","15","9","2","3","6"
"1501402044","Maracacuera - Belém (PA)","Total","Total","3571","262","551","809","952","503","235","119","59","41","19","5","5","3","8"
"1501402045","Paracuri - Belém (PA)","Total","Total","2551","187","376","597","612","373","194","98","63","22","13","9","2","1","4"
