"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"1100304007","Nova Esperança - Vilhena (RO)","Total","Total","555","61","120","120","117","75","36","15","5","5","1","-","-","-","-"
"1100320001","Centro - São Miguel do Guaporé (RO)","Total","Total","802","90","201","214","165","86","34","6","-","4","2","-","-","-","-"
"1100320002","Novo Oriente - São Miguel do Guaporé (RO)","Total","Total","297","29","61","77","71","37","13","2","5","1","1","-","-","-","-"
"1100320003","Cristo Rei - São Miguel do Guaporé (RO)","Total","Total","535","40","117","142","129","73","20","7","6","1","-","-","-","-","-"
"1100320004","Planalto - São Miguel do Guaporé (RO)","Total","Total","756","76","160","187","165","108","41","12","5","2","-","-","-","-","-"
"1100338001","Centro - Nova Mamoré (RO)","Total","Total","561","68","107","152","118","68","28","10","5","1","-","1","1","1","1"
"1100338002","São José - Nova Mamoré (RO)","Total","Total","335","54","56","73","67","49","20","9","6","1","-","-","-","-","-"
"1100338003","Santa Luzia - Nova Mamoré (RO)","Total","Total","322","30","53","93","87","27","24","6","1","-","1","-","-","-","-"
"1100338004","Planalto - Nova Mamoré (RO)","Total","Total","553","80","107","97","88","98","42","22","11","6","1","-","1","-","-"
"1100338005","Nossa Senhora de Fátima - Nova Mamoré (RO)","Total","Total","22","4","5","1","8","2","1","1","-","-","-","-","-","-","-"
"1100338006","Cidade Nova - Nova Mamoré (RO)","Total","Total","284","30","53","58","82","33","16","4","6","1","1","-","-","-","-"
"1100338007","João Clímaco - Nova Mamoré (RO)","Total","Total","488","47","107","121","123","58","23","7","2","-","-","-","-","-","-"
"1101500001","Centro - Seringueiras (RO)","Total","Total","288","28","71","72","71","31","10","3","1","-","-","1","-","-","-"
"1101500002","Cristo Rei - Seringueiras (RO)","Total","Total","368","29","84","93","91","46","14","10","-","-","-","-","-","-","1"
"1101500003","São José - Seringueiras (RO)","Total","Total","233","28","54","65","50","20","5","6","5","-","-","-","-","-","-"
"1101500004","Jardim das Américas - Seringueiras (RO)","Total","Total","183","11","35","51","46","25","10","2","3","-","-","-","-","-","-"
"1101500005","Bela Vista - Seringueiras (RO)","Total","Total","240","23","47","60","50","32","17","8","2","1","-","-","-","-","-"
"1101708001","Novo Horizonte - Urupá (RO)","Total","Total","482","60","120","133","107","40","13","7","1","1","-","-","-","-","-"
"1101708002","Santíssima Trindade - Urupá (RO)","Total","Total","283","44","60","68","61","27","14","3","4","1","1","-","-","-","-"
"1101708003","Alto Alegre - Urupá (RO)","Total","Total","429","61","113","102","82","47","12","8","-","1","2","1","-","-","-"
"1101708004","Centro - Urupá (RO)","Total","Total","187","19","49","52","41","19","4","1","2","-","-","-","-","-","-"
"1101708005","Sumaúma - Urupá (RO)","Total","Total","232","27","55","63","46","26","10","-","4","-","-","1","-","-","-"
"1300060001","Centro - Amaturá (AM)","Total","Total","150","10","11","19","22","20","23","19","11","5","4","-","2","-","4"
"1300060002","São Francisco - Amaturá (AM)","Total","Total","435","27","48","52","71","78","62","36","22","18","11","2","5","2","1"
"1300060003","Santa Etelvina - Amaturá (AM)","Total","Total","359","16","21","44","69","67","48","30","26","10","15","2","5","1","5"
"1300409001","Centro - Barcelos (AM)","Total","Total","453","83","75","69","56","42","33","10","15","7","58","3","2","-","-"
"1300409002","São Sebastião - Barcelos (AM)","Total","Total","451","34","62","64","79","88","37","31","17","19","8","6","1","3","2"
"1300409003","São Francisco - Barcelos (AM)","Total","Total","188","11","14","37","35","25","16","17","9","11","3","2","2","4","2"
"1300409004","Nossa Senhora de Nazaré - Barcelos (AM)","Total","Total","397","23","34","70","75","82","39","23","16","11","7","6","3","3","5"
"1300409005","Nossa Senhora Aparecida - Barcelos (AM)","Total","Total","588","38","59","90","125","100","72","33","33","18","8","6","2","1","3"
"1300409006","Marivá - Barcelos (AM)","Total","Total","74","6","4","8","12","9","11","5","8","4","2","3","1","1","-"
"1300409007","Morara - Barcelos (AM)","Total","Total","164","17","27","27","29","26","16","9","5","3","1","1","1","2","-"
"1300409008","Santo Antônio - Barcelos (AM)","Total","Total","30","3","3","3","5","4","2","5","3","-","2","-","-","-","-"
"1300508001","Centro - Barreirinha (AM)","Total","Total","495","30","36","76","76","83","61","46","32","24","9","9","6","2","5"
"1300508002","São Judas Tadeu - Barreirinha (AM)","Total","Total","262","11","19","37","40","46","35","26","15","10","8","4","-","6","5"
"1300508003","São Benedito - Barreirinha (AM)","Total","Total","549","23","43","73","93","85","79","62","37","13","19","7","5","3","7"
"1300508004","Urbano Novo - Barreirinha (AM)","Total","Total","124","7","12","12","23","28","11","16","6","3","1","2","2","1","-"
"1300508005","Beira Rio - Barreirinha (AM)","Total","Total","207","7","14","22","38","41","25","15","16","7","14","2","3","2","1"
"1300607001","Centro - Benjamin Constant (AM)","Total","Total","644","57","95","115","107","78","70","44","25","17","15","8","4","3","6"
"1300607002","Coimbra - Benjamin Constant (AM)","Total","Total","698","38","70","102","130","107","82","67","32","17","16","8","12","2","15"
"1300607003","Colônia - Benjamin Constant (AM)","Total","Total","588","33","72","110","115","86","67","52","25","15","8","3","-","-","2"
"1300607004","Cohabam - Benjamin Constant (AM)","Total","Total","230","21","24","33","41","38","26","11","9","10","5","2","4","1","5"
"1300607005","Javarizinho - Benjamin Constant (AM)","Total","Total","544","33","28","74","80","92","76","53","30","24","18","16","4","5","11"
"1300607006","Umarizal - Benjamin Constant (AM)","Total","Total","107","7","10","20","17","18","13","8","4","7","-","2","-","-","1"
"1300607007","Bom Jardim - Benjamin Constant (AM)","Total","Total","589","29","44","64","104","73","85","51","33","31","24","15","12","10","14"
"1300607008","Cidade Nova - Benjamin Constant (AM)","Total","Total","200","11","17","36","38","25","33","10","10","8","4","3","2","-","3"
"1300607009","Castanhal - Benjamin Constant (AM)","Total","Total","155","5","13","38","27","31","15","8","5","5","5","1","1","-","1"
"1300706001","Praia do Gado - Boca do Acre (AM)","Total","Total","1705","118","207","339","318","275","177","106","71","34","19","14","12","7","8"
"1300706002","Platô do Piquiá - Boca do Acre (AM)","Total","Total","1121","80","172","260","245","172","96","40","33","14","5","2","1","-","1"
"1300706003","Fortaleza - Boca do Acre (AM)","Total","Total","165","12","29","32","35","23","18","8","3","3","2","-","-","-","-"
"1300706004","Macaxeiral - Boca do Acre (AM)","Total","Total","1583","132","226","374","335","215","142","67","38","23","17","5","3","3","3"
"1300706005","Lago Novo - Boca do Acre (AM)","Total","Total","27","1","2","5","7","4","2","1","3","1","1","-","-","-","-"
"1300805001","Centro - Borba (AM)","Total","Total","918","88","129","137","149","123","106","70","43","36","17","7","3","1","9"
"1300805002","São Sebastião - Borba (AM)","Total","Total","376","19","43","59","75","52","38","32","24","9","6","6","2","4","7"
"1300805003","Ipiranga - Borba (AM)","Total","Total","319","18","19","44","64","44","33","22","22","21","11","4","8","1","8"
"1300805004","Cristo Rei - Borba (AM)","Total","Total","454","27","48","71","97","68","48","32","22","15","16","2","5","3","-"
"1300805005","Recreio - Borba (AM)","Total","Total","892","65","80","133","172","133","101","79","44","35","19","6","8","4","13"
"1301001001","Centro - Carauari (AM)","Total","Total","1169","76","154","205","260","178","130","60","51","28","10","7","4","1","5"
"1301001002","Fátima - Carauari (AM)","Total","Total","1124","41","101","184","213","197","145","97","51","34","31","15","9","5","1"
"1301001003","Samuel Amaral - Carauari (AM)","Total","Total","1307","56","116","195","274","214","190","102","63","41","23","14","7","1","11"
"1301001004","Nova República - Carauari (AM)","Total","Total","545","30","48","83","116","83","77","38","30","19","13","4","2","1","1"
"1301100001","Urbano Centro - Careiro (AM)","Total","Total","599","46","98","127","138","89","46","27","13","4","5","2","-","1","3"
"1301100002","Urbano Vista Alegre - Careiro (AM)","Total","Total","304","37","39","74","53","48","25","12","9","1","1","4","-","-","1"
"1301100003","Urbano Horizonte - Careiro (AM)","Total","Total","874","58","104","139","174","185","82","50","38","18","21","3","1","-","1"
"1301100004","Urbano Industrial - Careiro (AM)","Total","Total","15","4","3","2","2","1","1","2","-","-","-","-","-","-","-"
"1301100005","Urbano Sebastião Borges - Careiro (AM)","Total","Total","486","61","60","94","101","70","47","23","17","6","4","2","-","-","1"
"1301209001","Do Pera - Coari (AM)","Total","Total","758","35","73","100","122","132","98","62","55","29","24","8","11","2","7"
"1301209002","Chagas Aguiar - Coari (AM)","Total","Total","1262","88","153","211","189","184","134","108","60","36","37","15","22","7","18"
"1301209003","Santa Helena - Coari (AM)","Total","Total","683","47","63","126","107","115","83","44","32","18","19","12","8","3","6"
"1301209004","Duque de Caxias - Coari (AM)","Total","Total","603","33","53","94","101","84","69","56","33","28","20","9","8","7","8"
"1301209005","Itamarati - Coari (AM)","Total","Total","1159","69","139","203","222","184","114","89","54","36","22","6","11","5","5"
"1301209006","Santa Efigênia - Coari (AM)","Total","Total","627","25","68","94","117","106","78","48","28","24","13","11","6","4","5"
"1301209007","União - Coari (AM)","Total","Total","1439","99","183","253","329","222","124","93","55","36","25","8","5","4","3"
"1301209008","Urucu - Coari (AM)","Total","Total","1260","82","127","197","243","215","126","113","57","30","24","16","12","3","15"
"1301209009","Espírito Santo - Coari (AM)","Total","Total","563","43","61","102","119","88","56","25","28","21","9","3","3","1","4"
"1301209010","Tauá Mirim - Coari (AM)","Total","Total","1000","76","111","183","189","143","75","81","57","24","19","19","8","6","9"
"1301209011","Centro - Coari (AM)","Total","Total","1028","90","152","210","202","130","87","49","52","20","12","9","4","2","9"
"1301407001","Centro - Eirunepé (AM)","Total","Total","279","19","33","55","50","44","31","25","9","2","3","3","4","-","1"
"1301407002","Nossa Senhora do Perpétuo Socorro - Eirunepé (AM)","Total","Total","657","29","55","110","102","113","83","55","36","30","22","9","7","3","3"
"1301407003","Santo Antônio - Eirunepé (AM)","Total","Total","900","39","76","135","162","148","117","81","67","32","11","15","9","5","3"
"1301407004","Nossa Senhora Aparecida - Eirunepé (AM)","Total","Total","501","28","39","76","119","95","50","38","18","17","15","3","-","1","2"
"1301407005","Nossa Senhora de Fátima - Eirunepé (AM)","Total","Total","1888","118","197","324","394","326","208","119","98","38","33","14","10","2","7"
"1301407006","São José - Eirunepé (AM)","Total","Total","419","31","41","81","85","69","35","24","20","17","8","1","3","1","3"
"1301704001","São Domingos Sávio - Humaitá (AM)","Total","Total","768","81","91","136","135","106","81","47","33","15","13","9","11","3","7"
"1301704002","Nova Humaitá - Humaitá (AM)","Total","Total","1181","114","173","200","218","203","104","75","38","17","26","4","1","-","8"
"1301704003","São Pedro - Humaitá (AM)","Total","Total","467","69","79","92","86","66","29","26","9","6","3","-","1","-","1"
"1301704004","São Sebastião - Humaitá (AM)","Total","Total","311","27","31","52","60","58","33","19","7","10","2","5","4","-","3"
"1301704005","São Francisco - Humaitá (AM)","Total","Total","821","70","101","136","165","131","89","62","30","15","10","2","3","4","3"
"1301704006","Santo Antônio - Humaitá (AM)","Total","Total","522","35","60","87","93","91","68","37","14","15","6","7","3","4","2"
"1301704007","Novo Centenário - Humaitá (AM)","Total","Total","263","15","43","49","47","48","21","18","8","5","5","1","1","-","2"
"1301704008","São José - Humaitá (AM)","Total","Total","240","27","28","44","45","31","27","16","8","5","7","1","1","-","-"
"1301704009","Centro - Humaitá (AM)","Total","Total","514","67","96","85","95","56","50","21","17","13","5","5","1","1","2"
"1301704010","São Cristóvão - Humaitá (AM)","Total","Total","974","129","132","159","164","168","95","51","25","24","16","6","1","3","1"
"1301704011","Nossa Senhora do Carmo - Humaitá (AM)","Total","Total","512","53","48","62","92","67","55","46","32","22","18","9","2","1","5"
"1301704012","Divino Pranto - Humaitá (AM)","Total","Total","345","31","41","68","63","52","28","17","21","10","4","3","2","2","3"
"1301704013","Nova Esperança - Humaitá (AM)","Total","Total","103","10","12","13","17","21","11","10","5","1","1","2","-","-","-"
"1301902001","Centro - Itacoatiara (AM)","Total","Total","750","74","146","155","164","106","48","18","20","7","7","3","1","1","-"
"1301902002","Colônia - Itacoatiara (AM)","Total","Total","645","48","91","128","133","94","57","40","23","17","5","3","2","1","3"
"1301902003","Jauary - Itacoatiara (AM)","Total","Total","1286","108","188","239","241","184","122","80","48","29","22","10","4","4","7"
"1301902004","Prainha - Itacoatiara (AM)","Total","Total","586","40","44","81","108","93","70","53","34","25","9","12","8","4","5"
"1301902005","Pedreiras - Itacoatiara (AM)","Total","Total","345","35","53","75","64","48","25","13","17","7","5","-","3","-","-"
"1301902006","Do Iracy - Itacoatiara (AM)","Total","Total","1150","120","186","260","236","137","90","56","21","16","15","5","1","2","5"
"1301902007","Santa Luzia - Itacoatiara (AM)","Total","Total","469","36","75","109","96","63","39","20","12","5","4","4","5","-","1"
"1301902008","São Jorge - Itacoatiara (AM)","Total","Total","430","20","44","73","88","70","49","32","15","14","11","7","2","1","4"
"1301902009","Santo Antônio - Itacoatiara (AM)","Total","Total","984","80","123","186","193","142","103","58","36","26","9","10","5","5","8"
"1301902010","Araújo Costa - Itacoatiara (AM)","Total","Total","467","39","64","100","80","72","39","30","16","11","6","4","3","1","2"
"1301902011","São Cristóvão - Itacoatiara (AM)","Total","Total","1121","68","129","231","266","192","98","53","36","15","15","8","2","4","4"
"1301902012","São Francisco - Itacoatiara (AM)","Total","Total","951","46","106","152","197","167","98","70","48","29","7","9","10","5","7"
"1301902013","Tiradentes - Itacoatiara (AM)","Total","Total","526","33","63","123","117","87","50","23","12","8","4","4","1","1","-"
"1301902015","Florestal - Itacoatiara (AM)","Total","Total","139","4","15","30","25","30","18","8","1","4","3","-","1","-","-"
"1301902016","da Paz - Itacoatiara (AM)","Total","Total","282","17","35","49","62","39","25","22","10","5","11","5","1","-","1"
"1301902017","Eduardo Braga I - Itacoatiara (AM)","Total","Total","571","32","58","91","129","108","70","39","21","10","5","1","2","4","1"
"1301902018","Eduardo Braga II - Itacoatiara (AM)","Total","Total","495","26","58","92","100","73","56","36","28","13","4","4","3","1","1"
"1301902019","Mamoud Amed - Itacoatiara (AM)","Total","Total","865","70","108","147","163","145","85","66","39","22","12","3","4","-","1"
"1301902020","Jauary II - Itacoatiara (AM)","Total","Total","537","37","76","96","127","94","44","27","18","7","4","-","3","1","3"
"1301902021","Jardim Adriana - Itacoatiara (AM)","Total","Total","99","6","14","20","20","15","9","5","4","5","1","-","-","-","-"
"1301902022","Mutirão - Itacoatiara (AM)","Total","Total","177","14","18","43","34","29","16","8","8","2","2","1","1","-","1"
"1301902023","Nogueira Junior - Itacoatiara (AM)","Total","Total","228","20","21","33","45","41","22","26","8","10","1","1","-","-","-"
"1301902024","Jardim Lorena - Itacoatiara (AM)","Total","Total","108","5","16","23","20","21","10","3","4","2","3","-","1","-","-"
"1301902025","Centenário - Itacoatiara (AM)","Total","Total","21","4","-","1","4","2","2","-","2","2","1","1","-","1","1"
"1302405001","Bairro da Fonte - Lábrea (AM)","Total","Total","1216","65","110","196","221","202","154","103","70","31","28","18","8","4","6"
"1302405002","Centro - Lábrea (AM)","Total","Total","1003","100","146","185","213","142","76","63","36","19","13","7","-","2","1"
"1302405003","São José - Lábrea (AM)","Total","Total","404","29","41","80","88","63","39","23","19","8","8","3","2","-","1"
"1302405004","Barra Limpa - Lábrea (AM)","Total","Total","548","28","72","98","122","91","55","27","23","18","6","4","1","-","3"
"1302405005","Nossa Senhora de Fátima - Lábrea (AM)","Total","Total","431","27","52","77","75","68","47","31","21","16","7","5","1","3","1"
"1302405006","Vila Falcão - Lábrea (AM)","Total","Total","1099","57","110","198","228","190","129","79","41","32","20","5","3","1","6"
"1302405007","Pantanal - Lábrea (AM)","Total","Total","516","22","63","86","88","92","66","36","27","11","9","6","6","1","3"
"1302405008","Bairro Novo - Lábrea (AM)","Total","Total","62","7","16","13","8","8","4","3","-","-","-","2","1","-","-"
"1302504001","Centro - Manacapuru (AM)","Total","Total","1427","109","230","307","290","195","114","87","38","26","13","5","6","3","4"
"1302504002","Aparecida - Manacapuru (AM)","Total","Total","1052","70","100","167","192","177","120","83","57","22","24","12","14","5","9"
"1302504003","Biribiri - Manacapuru (AM)","Total","Total","628","29","71","100","121","90","69","55","42","22","10","10","2","3","4"
"1302504004","Liberdade - Manacapuru (AM)","Total","Total","2374","145","278","416","450","400","250","156","106","51","42","29","22","12","17"
"1302504005","Morada do Sol - Manacapuru (AM)","Total","Total","712","36","74","116","137","129","91","51","21","19","12","4","11","4","7"
"1302504006","São Francisco - Manacapuru (AM)","Total","Total","1092","94","146","206","224","168","112","50","27","32","12","9","4","4","4"
"1302504007","São José - Manacapuru (AM)","Total","Total","2054","120","236","363","425","325","221","137","86","37","34","20","20","10","20"
"1302504008","Terra Preta - Manacapuru (AM)","Total","Total","1177","49","164","211","246","193","109","84","47","26","17","13","7","4","7"
"1302504009","União - Manacapuru (AM)","Total","Total","925","44","104","151","192","157","107","72","46","21","9","8","3","3","8"
"1302504010","Correnteza - Manacapuru (AM)","Total","Total","957","51","105","167","158","146","119","75","53","30","18","10","8","6","11"
"1302504011","Nova Manacá - Manacapuru (AM)","Total","Total","604","34","73","95","119","97","67","44","24","19","14","5","5","2","6"
"1302603001","Centro - Manaus (AM)","Total","Total","9540","1453","1929","2077","1784","1099","556","281","166","74","50","20","21","9","21"
"1302603002","Nossa Senhora Aparecida - Manaus (AM)","Total","Total","1997","290","403","439","370","236","118","55","42","16","12","4","4","3","5"
"1302603003","Presidente Vargas - Manaus (AM)","Total","Total","2030","248","379","460","418","252","120","61","44","22","11","7","-","4","4"
"1302603004","Praça 14 de Janeiro - Manaus (AM)","Total","Total","2780","338","509","621","556","347","179","86","57","34","20","17","6","-","10"
"1302603005","Cachoeirinha - Manaus (AM)","Total","Total","4783","581","965","1118","988","499","304","137","85","46","19","19","7","7","8"
"1302603006","São Raimundo - Manaus (AM)","Total","Total","3901","353","624","873","820","514","330","139","104","48","45","19","13","4","15"
"1302603007","Glória - Manaus (AM)","Total","Total","2259","208","352","494","459","318","184","97","60","42","19","10","8","2","6"
"1302603008","Santo Antônio - Manaus (AM)","Total","Total","5148","470","860","1236","1108","652","332","204","117","69","32","25","18","7","18"
"1302603009","Vila da Prata - Manaus (AM)","Total","Total","2745","260","474","570","535","395","185","117","71","52","35","13","12","8","18"
"1302603010","Compensa - Manaus (AM)","Total","Total","18568","1553","2865","3962","3948","2611","1491","847","464","273","191","106","84","57","116"
"1302603011","São Jorge - Manaus (AM)","Total","Total","5881","640","1008","1363","1266","794","386","199","95","62","27","15","8","6","12"
"1302603012","Santo Agostinho - Manaus (AM)","Total","Total","4336","396","697","982","979","605","312","162","81","49","31","17","14","5","6"
"1302603013","Nova Esperança - Manaus (AM)","Total","Total","4554","376","684","1046","1081","680","298","163","100","50","27","14","17","4","14"
"1302603014","Lírio do Vale - Manaus (AM)","Total","Total","5543","397","925","1282","1301","774","378","215","108","65","46","24","12","2","14"
"1302603015","Planalto - Manaus (AM)","Total","Total","4251","320","657","960","1094","606","289","163","69","43","30","7","5","3","5"
"1302603016","Alvorada - Manaus (AM)","Total","Total","16716","1484","2839","3780","3682","2230","1143","636","382","206","145","63","52","18","56"
"1302603017","Redenção - Manaus (AM)","Total","Total","8724","649","1330","1904","1969","1314","675","372","211","106","68","39","31","26","30"
"1302603018","Da Paz - Manaus (AM)","Total","Total","3972","345","660","920","902","520","276","162","76","46","29","17","6","5","8"
"1302603019","Raiz - Manaus (AM)","Total","Total","3741","364","679","842","770","504","264","133","82","41","26","17","8","-","11"
"1302603020","São Francisco - Manaus (AM)","Total","Total","4229","349","663","998","890","562","305","200","108","49","44","19","15","12","15"
"1302603021","Petrópolis - Manaus (AM)","Total","Total","10546","877","1663","2424","2376","1436","794","427","221","135","78","46","23","22","24"
"1302603022","Japiim - Manaus (AM)","Total","Total","13502","1083","2168","3064","2999","1827","1006","579","316","158","116","67","43","27","49"
"1302603023","Coroado - Manaus (AM)","Total","Total","13059","1159","2141","2811","2870","1821","979","533","292","150","113","71","45","27","47"
"1302603024","Educandos - Manaus (AM)","Total","Total","4011","439","682","815","774","515","324","186","116","51","43","21","16","9","20"
"1302603025","Santa Luzia - Manaus (AM)","Total","Total","1731","193","319","360","348","235","118","70","48","13","8","6","6","3","4"
"1302603026","Morro da Liberdade - Manaus (AM)","Total","Total","3108","321","557","673","663","379","201","134","68","43","23","13","16","7","10"
"1302603027","Betânia - Manaus (AM)","Total","Total","2904","262","502","693","635","387","196","93","60","27","21","13","6","1","8"
"1302603028","Colônia Oliveira Machado - Manaus (AM)","Total","Total","2023","139","279","440","423","323","174","83","66","40","16","15","10","8","7"
"1302603029","São Lázaro - Manaus (AM)","Total","Total","3293","314","618","796","719","418","219","97","55","25","13","6","7","4","2"
"1302603030","Crespo - Manaus (AM)","Total","Total","4016","391","678","896","853","524","293","177","101","31","27","17","7","4","17"
"1302603031","Vila Buriti - Manaus (AM)","Total","Total","531","30","93","161","166","48","24","6","1","-","2","-","-","-","-"
"1302603032","Distrito Industrial I - Manaus (AM)","Total","Total","711","69","134","154","144","96","44","24","25","12","3","2","-","1","3"
"1302603033","Mauazinho - Manaus (AM)","Total","Total","5582","430","746","1109","1191","858","516","324","180","89","51","31","23","9","25"
"1302603034","Colônia Antônio Aleixo - Manaus (AM)","Total","Total","3884","351","528","732","712","589","409","233","140","87","44","23","14","5","17"
"1302603035","Puraquequara - Manaus (AM)","Total","Total","1383","166","177","271","231","211","137","81","38","30","15","11","6","5","4"
"1302603036","Dom Pedro I - Manaus (AM)","Total","Total","4465","332","756","1036","1043","655","324","131","92","39","20","16","7","3","11"
"1302603037","Flores - Manaus (AM)","Total","Total","13504","1394","2612","3209","3000","1711","771","375","195","99","66","27","24","12","9"
"1302603038","Parque 10 de Novembro - Manaus (AM)","Total","Total","11871","1328","2506","2811","2552","1369","644","292","172","90","50","23","14","6","14"
"1302603039","Aleixo - Manaus (AM)","Total","Total","5498","491","1038","1194","1254","728","375","176","90","54","38","21","15","8","16"
"1302603040","Adrianópolis - Manaus (AM)","Total","Total","2619","319","555","609","599","300","137","31","39","11","6","4","5","1","3"
"1302603041","Nossa Senhora das Graças - Manaus (AM)","Total","Total","4489","573","1041","1037","906","493","221","96","65","31","11","4","2","5","4"
"1302603042","São Geraldo - Manaus (AM)","Total","Total","2213","324","449","520","398","253","117","64","47","13","14","6","1","5","2"
"1302603043","Chapada - Manaus (AM)","Total","Total","3744","621","1048","904","646","278","133","55","24","13","11","6","4","1","-"
"1302603044","Colônia Santo Antônio - Manaus (AM)","Total","Total","4604","431","736","1040","961","718","342","181","86","49","19","18","9","2","12"
"1302603045","Novo Israel - Manaus (AM)","Total","Total","4068","350","589","800","822","643","413","175","117","56","37","15","15","19","17"
"1302603046","Colônia Terra Nova - Manaus (AM)","Total","Total","11430","998","1675","2534","2447","1719","971","531","245","129","93","28","30","10","20"
"1302603047","Santa Etelvina - Manaus (AM)","Total","Total","6436","550","889","1274","1388","1048","609","300","169","92","53","27","17","7","13"
"1302603048","Monte das Oliveiras - Manaus (AM)","Total","Total","9983","820","1466","2114","2154","1521","894","435","260","132","87","39","25","11","25"
"1302603049","Cidade Nova - Manaus (AM)","Total","Total","31263","2325","4882","7176","7393","4553","2436","1146","643","322","185","67","46","37","52"
"1302603050","Ponta Negra - Manaus (AM)","Total","Total","1403","147","253","312","340","201","82","37","19","7","2","1","-","-","2"
"1302603051","Tarumã - Manaus (AM)","Total","Total","7027","619","1069","1498","1541","1077","534","319","152","83","56","27","22","11","19"
"1302603052","Armando Mendes - Manaus (AM)","Total","Total","6816","504","966","1457","1438","1013","635","314","202","123","61","37","25","14","27"
"1302603053","Zumbi dos Palmares - Manaus (AM)","Total","Total","8078","577","1005","1603","1692","1296","727","485","271","159","99","61","40","25","38"
"1302603054","São José Operário - Manaus (AM)","Total","Total","16197","1321","2470","3428","3421","2337","1337","785","432","254","158","90","66","39","59"
"1302603055","Tancredo Neves - Manaus (AM)","Total","Total","11697","963","1575","2378","2439","1803","1103","608","351","183","105","72","47","25","45"
"1302603056","Jorge Teixeira - Manaus (AM)","Total","Total","27445","2379","3815","5442","5776","4327","2514","1404","771","450","227","134","87","48","71"
"1302603057","Distrito Industrial II - Manaus (AM)","Total","Total","1036","114","165","206","242","161","62","47","21","6","4","3","-","2","3"
"1302603058","Novo Aleixo - Manaus (AM)","Total","Total","24038","1777","3642","5277","5358","3594","1935","1055","608","318","182","118","68","41","65"
"1302603059","Cidade de Deus - Manaus (AM)","Total","Total","17519","1442","2488","3768","3910","2649","1529","824","402","209","137","63","39","19","40"
"1302603060","Nova Cidade - Manaus (AM)","Total","Total","15882","1112","2676","3940","3818","2231","1043","531","248","130","85","29","21","12","6"
"1302603061","Tarumã-Açu - Manaus (AM)","Total","Total","3107","294","528","662","651","420","258","139","70","39","22","11","4","2","7"
"1302603062","Gilberto Mestrinho - Manaus (AM)","Total","Total","13638","988","1837","2954","3139","2143","1218","629","340","158","110","51","31","12","28"
"1302603063","Lago Azul - Manaus (AM)","Total","Total","1872","180","271","372","362","303","167","98","49","35","12","8","4","3","8"
"1302702001","Santa Luzia - Manicoré (AM)","Total","Total","841","94","123","140","142","121","92","49","35","13","19","5","3","2","3"
"1302702002","Dom Bosco - Manicoré (AM)","Total","Total","395","29","37","71","77","63","48","26","16","9","9","2","2","3","3"
"1302702003","Rocinha - Manicoré (AM)","Total","Total","56","9","9","6","10","9","10","1","-","-","1","-","-","-","1"
"1302702004","Manicorezinho - Manicoré (AM)","Total","Total","143","6","18","21","21","27","21","12","10","4","1","-","-","-","2"
"1302702005","Auxiliadora - Manicoré (AM)","Total","Total","1244","59","115","202","210","231","151","115","56","33","37","14","9","4","8"
"1302702006","Mazzarelo - Manicoré (AM)","Total","Total","295","35","49","41","57","45","22","14","9","5","6","1","3","3","5"
"1302702007","Nossa Senhora do Rosário - Manicoré (AM)","Total","Total","331","27","38","44","59","55","29","36","21","6","3","4","6","2","1"
"1302702008","São Domingos Sávio - Manicoré (AM)","Total","Total","228","10","24","28","41","40","27","21","15","14","3","2","2","-","1"
"1302702009","Colônia da Ribeira - Manicoré (AM)","Total","Total","179","9","16","30","37","25","18","16","13","7","4","3","-","-","1"
"1302702010","Centro - Manicoré (AM)","Total","Total","489","51","56","70","72","67","57","37","32","19","10","6","3","2","7"
"1302702011","Ipasea - Manicoré (AM)","Total","Total","119","3","15","23","29","24","11","7","4","2","1","-","-","-","-"
"1302900001","Mário Fonseca - Maués (AM)","Total","Total","533","32","45","79","77","97","71","42","24","21","16","13","3","5","8"
"1302900002","Centro - Maués (AM)","Total","Total","804","72","119","123","143","134","72","46","25","23","15","8","5","5","14"
"1302900003","Ramalho Júnior - Maués (AM)","Total","Total","846","69","92","122","142","125","97","57","38","32","26","20","5","6","15"
"1302900004","Maresia - Maués (AM)","Total","Total","334","32","53","56","57","56","27","20","12","7","5","2","3","1","3"
