"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Situação do domicílio","Grupo de idade","Ano x Condição de atividade x Sexo"
"Cód.","Município","Situação do domicílio","Grupo de idade","2010"
"Cód.","Município","Situação do domicílio","Grupo de idade","Economicamente ativa"
"Cód.","Município","Situação do domicílio","Grupo de idade","Total"
"4321436","Terra de Areia (RS)","Total","Total","5169"
"4321451","Teutônia (RS)","Total","Total","18234"
"4321469","Tio Hugo (RS)","Total","Total","1602"
"4321477","Tiradentes do Sul (RS)","Total","Total","3899"
"4321493","Toropi (RS)","Total","Total","2198"
"4321501","Torres (RS)","Total","Total","18510"
"4321600","Tramandaí (RS)","Total","Total","19394"
"4321626","Travesseiro (RS)","Total","Total","1568"
"4321634","Três Arroios (RS)","Total","Total","2149"
"4321667","Três Cachoeiras (RS)","Total","Total","5904"
"4321709","Três Coroas (RS)","Total","Total","14736"
"4321808","Três de Maio (RS)","Total","Total","14125"
"4321832","Três Forquilhas (RS)","Total","Total","1507"
"4321857","Três Palmeiras (RS)","Total","Total","2477"
"4321907","Três Passos (RS)","Total","Total","14243"
"4321956","Trindade do Sul (RS)","Total","Total","3135"
"4322004","Triunfo (RS)","Total","Total","13814"
"4322103","Tucunduva (RS)","Total","Total","3511"
"4322152","Tunas (RS)","Total","Total","2734"
"4322186","Tupanci do Sul (RS)","Total","Total","1077"
"4322202","Tupanciretã (RS)","Total","Total","11448"
"4322251","Tupandi (RS)","Total","Total","2690"
"4322301","Tuparendi (RS)","Total","Total","4583"
"4322327","Turuçu (RS)","Total","Total","1836"
"4322343","Ubiretama (RS)","Total","Total","1762"
"4322350","União da Serra (RS)","Total","Total","1110"
"4322376","Unistalda (RS)","Total","Total","1092"
"4322400","Uruguaiana (RS)","Total","Total","59352"
"4322509","Vacaria (RS)","Total","Total","31059"
"4322525","Vale Verde (RS)","Total","Total","1689"
"4322533","Vale do Sol (RS)","Total","Total","6750"
"4322541","Vale Real (RS)","Total","Total","3436"
"4322558","Vanini (RS)","Total","Total","1260"
"4322608","Venâncio Aires (RS)","Total","Total","40087"
"4322707","Vera Cruz (RS)","Total","Total","14070"
"4322806","Veranópolis (RS)","Total","Total","13758"
"4322855","Vespasiano Corrêa (RS)","Total","Total","1507"
"4322905","Viadutos (RS)","Total","Total","3321"
"4323002","Viamão (RS)","Total","Total","122792"
"4323101","Vicente Dutra (RS)","Total","Total","2841"
"4323200","Victor Graeff (RS)","Total","Total","1978"
"4323309","Vila Flores (RS)","Total","Total","1896"
"4323358","Vila Lângaro (RS)","Total","Total","1468"
"4323408","Vila Maria (RS)","Total","Total","3088"
"4323457","Vila Nova do Sul (RS)","Total","Total","1607"
"4323507","Vista Alegre (RS)","Total","Total","1858"
"4323606","Vista Alegre do Prata (RS)","Total","Total","1108"
"4323705","Vista Gaúcha (RS)","Total","Total","1785"
"4323754","Vitória das Missões (RS)","Total","Total","2139"
"4323770","Westfália (RS)","Total","Total","2052"
"4323804","Xangri-lá (RS)","Total","Total","6736"
"5000203","Água Clara (MS)","Total","Total","7484"
"5000252","Alcinópolis (MS)","Total","Total","2485"
"5000609","Amambai (MS)","Total","Total","15845"
"5000708","Anastácio (MS)","Total","Total","11555"
"5000807","Anaurilândia (MS)","Total","Total","3879"
"5000856","Angélica (MS)","Total","Total","4740"
"5000906","Antônio João (MS)","Total","Total","3690"
"5001003","Aparecida do Taboado (MS)","Total","Total","11567"
"5001102","Aquidauana (MS)","Total","Total","19864"
"5001243","Aral Moreira (MS)","Total","Total","4447"
"5001508","Bandeirantes (MS)","Total","Total","3299"
"5001904","Bataguassu (MS)","Total","Total","10401"
"5002001","Batayporã (MS)","Total","Total","5192"
"5002100","Bela Vista (MS)","Total","Total","11037"
"5002159","Bodoquena (MS)","Total","Total","3920"
"5002209","Bonito (MS)","Total","Total","10417"
"5002308","Brasilândia (MS)","Total","Total","6325"
"5002407","Caarapó (MS)","Total","Total","12348"
"5002605","Camapuã (MS)","Total","Total","7040"
"5002704","Campo Grande (MS)","Total","Total","435728"
"5002803","Caracol (MS)","Total","Total","2538"
"5002902","Cassilândia (MS)","Total","Total","10968"
"5002951","Chapadão do Sul (MS)","Total","Total","11243"
"5003108","Corguinho (MS)","Total","Total","2407"
"5003157","Coronel Sapucaia (MS)","Total","Total","5325"
"5003207","Corumbá (MS)","Total","Total","48451"
"5003256","Costa Rica (MS)","Total","Total","10730"
"5003306","Coxim (MS)","Total","Total","16638"
"5003454","Deodápolis (MS)","Total","Total","5951"
"5003488","Dois Irmãos do Buriti (MS)","Total","Total","4075"
"5003504","Douradina (MS)","Total","Total","2502"
"5003702","Dourados (MS)","Total","Total","101905"
"5003751","Eldorado (MS)","Total","Total","5893"
"5003801","Fátima do Sul (MS)","Total","Total","9569"
"5003900","Figueirão (MS)","Total","Total","1453"
"5004007","Glória de Dourados (MS)","Total","Total","4961"
"5004106","Guia Lopes da Laguna (MS)","Total","Total","4480"
"5004304","Iguatemi (MS)","Total","Total","6924"
"5004403","Inocência (MS)","Total","Total","3821"
"5004502","Itaporã (MS)","Total","Total","9452"
"5004601","Itaquiraí (MS)","Total","Total","8393"
"5004700","Ivinhema (MS)","Total","Total","11679"
"5004809","Japorã (MS)","Total","Total","2256"
"5004908","Jaraguari (MS)","Total","Total","3646"
"5005004","Jardim (MS)","Total","Total","11821"
"5005103","Jateí (MS)","Total","Total","1825"
"5005152","Juti (MS)","Total","Total","2250"
"5005202","Ladário (MS)","Total","Total","7978"
"5005251","Laguna Carapã (MS)","Total","Total","2982"
"5005400","Maracaju (MS)","Total","Total","18949"
"5005608","Miranda (MS)","Total","Total","10746"
"5005681","Mundo Novo (MS)","Total","Total","8647"
"5005707","Naviraí (MS)","Total","Total","24416"
"5005806","Nioaque (MS)","Total","Total","6801"
"5006002","Nova Alvorada do Sul (MS)","Total","Total","8483"
"5006200","Nova Andradina (MS)","Total","Total","24525"
"5006259","Novo Horizonte do Sul (MS)","Total","Total","2636"
"5006309","Paranaíba (MS)","Total","Total","21354"
"5006358","Paranhos (MS)","Total","Total","3541"
"5006408","Pedro Gomes (MS)","Total","Total","3914"
"5006606","Ponta Porã (MS)","Total","Total","38807"
"5006903","Porto Murtinho (MS)","Total","Total","6638"
"5007109","Ribas do Rio Pardo (MS)","Total","Total","11078"
"5007208","Rio Brilhante (MS)","Total","Total","16058"
"5007307","Rio Negro (MS)","Total","Total","2490"
"5007406","Rio Verde de Mato Grosso (MS)","Total","Total","10223"
"5007505","Rochedo (MS)","Total","Total","2564"
"5007554","Santa Rita do Pardo (MS)","Total","Total","3613"
"5007695","São Gabriel do Oeste (MS)","Total","Total","12419"
"5007703","Sete Quedas (MS)","Total","Total","4890"
"5007802","Selvíria (MS)","Total","Total","2907"
"5007901","Sidrolândia (MS)","Total","Total","22281"
"5007935","Sonora (MS)","Total","Total","7537"
"5007950","Tacuru (MS)","Total","Total","3562"
"5007976","Taquarussu (MS)","Total","Total","1756"
"5008008","Terenos (MS)","Total","Total","7385"
"5008305","Três Lagoas (MS)","Total","Total","54280"
"5008404","Vicentina (MS)","Total","Total","2830"
"5100102","Acorizal (MT)","Total","Total","1843"
"5100201","Água Boa (MT)","Total","Total","10071"
"5100250","Alta Floresta (MT)","Total","Total","25554"
"5100300","Alto Araguaia (MT)","Total","Total","8399"
"5100359","Alto Boa Vista (MT)","Total","Total","2126"
"5100409","Alto Garças (MT)","Total","Total","5443"
"5100508","Alto Paraguai (MT)","Total","Total","3493"
"5100607","Alto Taquari (MT)","Total","Total","4319"
"5100805","Apiacás (MT)","Total","Total","4675"
"5101001","Araguaiana (MT)","Total","Total","1548"
"5101209","Araguainha (MT)","Total","Total","525"
"5101258","Araputanga (MT)","Total","Total","7829"
"5101308","Arenápolis (MT)","Total","Total","5491"
"5101407","Aripuanã (MT)","Total","Total","7362"
"5101605","Barão de Melgaço (MT)","Total","Total","2536"
"5101704","Barra do Bugres (MT)","Total","Total","15131"
"5101803","Barra do Garças (MT)","Total","Total","26107"
"5101852","Bom Jesus do Araguaia (MT)","Total","Total","2581"
"5101902","Brasnorte (MT)","Total","Total","8105"
"5102504","Cáceres (MT)","Total","Total","40295"
"5102603","Campinápolis (MT)","Total","Total","4506"
"5102637","Campo Novo do Parecis (MT)","Total","Total","14568"
"5102678","Campo Verde (MT)","Total","Total","17724"
"5102686","Campos de Júlio (MT)","Total","Total","2678"
"5102694","Canabrava do Norte (MT)","Total","Total","2236"
"5102702","Canarana (MT)","Total","Total","9735"
"5102793","Carlinda (MT)","Total","Total","5655"
"5102850","Castanheira (MT)","Total","Total","4106"
"5103007","Chapada dos Guimarães (MT)","Total","Total","8282"
"5103056","Cláudia (MT)","Total","Total","5807"
"5103106","Cocalinho (MT)","Total","Total","2840"
"5103205","Colíder (MT)","Total","Total","16523"
"5103254","Colniza (MT)","Total","Total","13634"
"5103304","Comodoro (MT)","Total","Total","8467"
"5103353","Confresa (MT)","Total","Total","10980"
"5103361","Conquista D'Oeste (MT)","Total","Total","1699"
"5103379","Cotriguaçu (MT)","Total","Total","7216"
"5103403","Cuiabá (MT)","Total","Total","302735"
"5103437","Curvelândia (MT)","Total","Total","2227"
"5103452","Denise (MT)","Total","Total","4093"
"5103502","Diamantino (MT)","Total","Total","11411"
"5103601","Dom Aquino (MT)","Total","Total","3642"
"5103700","Feliz Natal (MT)","Total","Total","5458"
"5103809","Figueirópolis D'Oeste (MT)","Total","Total","1842"
"5103858","Gaúcha do Norte (MT)","Total","Total","2169"
"5103908","General Carneiro (MT)","Total","Total","2102"
"5103957","Glória D'Oeste (MT)","Total","Total","1448"
"5104104","Guarantã do Norte (MT)","Total","Total","17398"
"5104203","Guiratinga (MT)","Total","Total","6721"
"5104500","Indiavaí (MT)","Total","Total","979"
"5104526","Ipiranga do Norte (MT)","Total","Total","2863"
"5104542","Itanhangá (MT)","Total","Total","2576"
"5104559","Itaúba (MT)","Total","Total","2175"
"5104609","Itiquira (MT)","Total","Total","5641"
"5104807","Jaciara (MT)","Total","Total","12889"
"5104906","Jangada (MT)","Total","Total","2392"
"5105002","Jauru (MT)","Total","Total","3826"
"5105101","Juara (MT)","Total","Total","16537"
"5105150","Juína (MT)","Total","Total","19868"
"5105176","Juruena (MT)","Total","Total","5679"
"5105200","Juscimeira (MT)","Total","Total","5532"
"5105234","Lambari D'Oeste (MT)","Total","Total","2483"
"5105259","Lucas do Rio Verde (MT)","Total","Total","25967"
"5105309","Luciara (MT)","Total","Total","840"
"5105507","Vila Bela da Santíssima Trindade (MT)","Total","Total","5429"
"5105580","Marcelândia (MT)","Total","Total","6076"
"5105606","Matupá (MT)","Total","Total","7403"
"5105622","Mirassol d'Oeste (MT)","Total","Total","12889"
"5105903","Nobres (MT)","Total","Total","6990"
"5106000","Nortelândia (MT)","Total","Total","3124"
"5106109","Nossa Senhora do Livramento (MT)","Total","Total","4979"
"5106158","Nova Bandeirantes (MT)","Total","Total","4960"
"5106174","Nova Nazaré (MT)","Total","Total","1064"
"5106182","Nova Lacerda (MT)","Total","Total","2449"
"5106190","Nova Santa Helena (MT)","Total","Total","1734"
"5106208","Nova Brasilândia (MT)","Total","Total","1676"
"5106216","Nova Canaã do Norte (MT)","Total","Total","6203"
"5106224","Nova Mutum (MT)","Total","Total","18600"
"5106232","Nova Olímpia (MT)","Total","Total","8586"
"5106240","Nova Ubiratã (MT)","Total","Total","4823"
"5106257","Nova Xavantina (MT)","Total","Total","10122"
"5106265","Novo Mundo (MT)","Total","Total","3628"
"5106273","Novo Horizonte do Norte (MT)","Total","Total","2078"
"5106281","Novo São Joaquim (MT)","Total","Total","2824"
"5106299","Paranaíta (MT)","Total","Total","5515"
"5106307","Paranatinga (MT)","Total","Total","8790"
"5106315","Novo Santo Antônio (MT)","Total","Total","905"
"5106372","Pedra Preta (MT)","Total","Total","7367"
"5106422","Peixoto de Azevedo (MT)","Total","Total","15167"
"5106455","Planalto da Serra (MT)","Total","Total","1092"
"5106505","Poconé (MT)","Total","Total","13185"
"5106653","Pontal do Araguaia (MT)","Total","Total","2772"
"5106703","Ponte Branca (MT)","Total","Total","804"
"5106752","Pontes e Lacerda (MT)","Total","Total","20657"
"5106778","Porto Alegre do Norte (MT)","Total","Total","4996"
"5106802","Porto dos Gaúchos (MT)","Total","Total","2613"
"5106828","Porto Esperidião (MT)","Total","Total","4626"
"5106851","Porto Estrela (MT)","Total","Total","1082"
"5107008","Poxoréu (MT)","Total","Total","7140"
"5107040","Primavera do Leste (MT)","Total","Total","28552"
"5107065","Querência (MT)","Total","Total","7151"
"5107107","São José dos Quatro Marcos (MT)","Total","Total","9157"
"5107156","Reserva do Cabaçal (MT)","Total","Total","1282"
"5107180","Ribeirão Cascalheira (MT)","Total","Total","4183"
"5107198","Ribeirãozinho (MT)","Total","Total","1122"
"5107206","Rio Branco (MT)","Total","Total","2537"
"5107248","Santa Carmem (MT)","Total","Total","2024"
"5107263","Santo Afonso (MT)","Total","Total","1344"
"5107297","São José do Povo (MT)","Total","Total","1397"
"5107305","São José do Rio Claro (MT)","Total","Total","9000"
"5107354","São José do Xingu (MT)","Total","Total","2395"
"5107404","São Pedro da Cipa (MT)","Total","Total","1915"
"5107578","Rondolândia (MT)","Total","Total","1699"
"5107602","Rondonópolis (MT)","Total","Total","105121"
"5107701","Rosário Oeste (MT)","Total","Total","8642"
"5107743","Santa Cruz do Xingu (MT)","Total","Total","1013"
"5107750","Salto do Céu (MT)","Total","Total","1731"
"5107768","Santa Rita do Trivelato (MT)","Total","Total","1352"
"5107776","Santa Terezinha (MT)","Total","Total","3011"
"5107792","Santo Antônio do Leste (MT)","Total","Total","1518"
"5107800","Santo Antônio do Leverger (MT)","Total","Total","7648"
"5107859","São Félix do Araguaia (MT)","Total","Total","4464"
"5107875","Sapezal (MT)","Total","Total","9825"
"5107883","Serra Nova Dourada (MT)","Total","Total","638"
"5107909","Sinop (MT)","Total","Total","62799"
"5107925","Sorriso (MT)","Total","Total","36021"
"5107941","Tabaporã (MT)","Total","Total","5028"
"5107958","Tangará da Serra (MT)","Total","Total","43774"
"5108006","Tapurah (MT)","Total","Total","5167"
"5108055","Terra Nova do Norte (MT)","Total","Total","6708"
"5108105","Tesouro (MT)","Total","Total","1386"
"5108204","Torixoréu (MT)","Total","Total","1786"
"5108303","União do Sul (MT)","Total","Total","1849"
"5108352","Vale de São Domingos (MT)","Total","Total","1265"
"5108402","Várzea Grande (MT)","Total","Total","129751"
"5108501","Vera (MT)","Total","Total","4902"
"5108600","Vila Rica (MT)","Total","Total","10593"
"5108808","Nova Guarita (MT)","Total","Total","2505"
"5108857","Nova Marilândia (MT)","Total","Total","1652"
"5108907","Nova Maringá (MT)","Total","Total","3347"
"5108956","Nova Monte Verde (MT)","Total","Total","4336"
"5200050","Abadia de Goiás (GO)","Total","Total","3679"
"5200100","Abadiânia (GO)","Total","Total","7652"
"5200134","Acreúna (GO)","Total","Total","10655"
"5200159","Adelândia (GO)","Total","Total","1286"
"5200175","Água Fria de Goiás (GO)","Total","Total","2458"
"5200209","Água Limpa (GO)","Total","Total","951"
"5200258","Águas Lindas de Goiás (GO)","Total","Total","77174"
"5200308","Alexânia (GO)","Total","Total","10926"
"5200506","Aloândia (GO)","Total","Total","1047"
"5200555","Alto Horizonte (GO)","Total","Total","2262"
"5200605","Alto Paraíso de Goiás (GO)","Total","Total","3908"
"5200803","Alvorada do Norte (GO)","Total","Total","4108"
"5200829","Amaralina (GO)","Total","Total","1431"
"5200852","Americano do Brasil (GO)","Total","Total","2749"
"5200902","Amorinópolis (GO)","Total","Total","1831"
"5201108","Anápolis (GO)","Total","Total","172283"
"5201207","Anhanguera (GO)","Total","Total","573"
"5201306","Anicuns (GO)","Total","Total","9834"
"5201405","Aparecida de Goiânia (GO)","Total","Total","248591"
"5201454","Aparecida do Rio Doce (GO)","Total","Total","1106"
"5201504","Aporé (GO)","Total","Total","2021"
"5201603","Araçu (GO)","Total","Total","1618"
"5201702","Aragarças (GO)","Total","Total","8946"
"5201801","Aragoiânia (GO)","Total","Total","4464"
"5202155","Araguapaz (GO)","Total","Total","3961"
"5202353","Arenópolis (GO)","Total","Total","2134"
"5202502","Aruanã (GO)","Total","Total","3929"
"5202601","Aurilândia (GO)","Total","Total","1841"
"5202809","Avelinópolis (GO)","Total","Total","861"
"5203104","Baliza (GO)","Total","Total","1682"
"5203203","Barro Alto (GO)","Total","Total","4633"
"5203302","Bela Vista de Goiás (GO)","Total","Total","13218"
"5203401","Bom Jardim de Goiás (GO)","Total","Total","3685"
"5203500","Bom Jesus de Goiás (GO)","Total","Total","10008"
"5203559","Bonfinópolis (GO)","Total","Total","3831"
"5203575","Bonópolis (GO)","Total","Total","1661"
"5203609","Brazabrantes (GO)","Total","Total","1654"
"5203807","Britânia (GO)","Total","Total","2736"
"5203906","Buriti Alegre (GO)","Total","Total","4823"
"5203939","Buriti de Goiás (GO)","Total","Total","1264"
"5203962","Buritinópolis (GO)","Total","Total","1416"
