"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"5005707010","Conjunto Habitacional BNH 1º Plano - Naviraí (MS)","Total","Total","203","19","50","50","51","25","4","3","-","1","-","-","-","-","-"
"5005707011","Parque Industrial I - Naviraí (MS)","Total","Total","25","4","6","7","5","1","1","1","-","-","-","-","-","-","-"
"5005707012","Vila João de Barro - Naviraí (MS)","Total","Total","420","58","79","102","99","49","20","10","2","-","1","-","-","-","-"
"5005707013","Conjunto Habitacional Boa Vista - Naviraí (MS)","Total","Total","148","10","27","41","45","17","5","3","-","-","-","-","-","-","-"
"5005707014","Conjunto Habitacional Odercio de Matos - Naviraí (MS)","Total","Total","478","50","100","133","117","51","19","3","2","2","1","-","-","-","-"
"5005707015","Residencial Ipê - Naviraí (MS)","Total","Total","757","89","151","219","174","82","27","11","3","1","-","-","-","-","-"
"5005707016","Jardim Vale Encantado - Naviraí (MS)","Total","Total","107","12","19","18","30","15","11","2","-","-","-","-","-","-","-"
"5005707017","Parque Industrial II - Naviraí (MS)","Total","Total","18","1","5","4","4","3","1","-","-","-","-","-","-","-","-"
"5005707018","Jardim Paraíso - Naviraí (MS)","Total","Total","1506","182","315","359","341","185","68","36","5","7","7","-","-","1","-"
"5005707019","Jardim Tarumã - Naviraí (MS)","Total","Total","228","24","50","71","57","17","7","2","-","-","-","-","-","-","-"
"5005707020","Jardim Alvorada - Naviraí (MS)","Total","Total","46","4","16","8","11","3","2","1","-","1","-","-","-","-","-"
"5005707021","Jardim Progresso - Naviraí (MS)","Total","Total","988","117","211","275","232","97","36","9","9","2","-","-","-","-","-"
"5005707022","Conjunto Habitacional Harry Amorim Costa - Naviraí (MS)","Total","Total","869","85","195","234","226","81","31","11","4","2","-","-","-","-","-"
"5005707023","Vila Nova - Naviraí (MS)","Total","Total","538","59","141","128","98","68","29","9","2","2","1","-","1","-","-"
"5005707024","Jardim Paraíso IV - Naviraí (MS)","Total","Total","13","-","5","6","-","2","-","-","-","-","-","-","-","-","-"
"5005707025","Residencial Portinari - Naviraí (MS)","Total","Total","92","14","34","26","12","6","-","-","-","-","-","-","-","-","-"
"5005707027","Residencial Morumbi - Naviraí (MS)","Total","Total","12","-","4","4","3","1","-","-","-","-","-","-","-","-","-"
"5005707028","Chácara Recreio Bandeirantes - Naviraí (MS)","Total","Total","11","1","2","3","3","2","-","-","-","-","-","-","-","-","-"
"5005707029","Eco Park Residence - Naviraí (MS)","Total","Total","15","-","4","6","3","2","-","-","-","-","-","-","-","-","-"
"5005707030","Royal Park Residence - Naviraí (MS)","Total","Total","55","7","20","18","4","4","1","1","-","-","-","-","-","-","-"
"5005707032","Condominio Green Park Residence - Naviraí (MS)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"5005707034","Interlagos - Naviraí (MS)","Total","Total","61","6","14","21","11","6","2","-","1","-","-","-","-","-","-"
"5005707035","Residencial Athenas - Naviraí (MS)","Total","Total","7","-","1","4","2","-","-","-","-","-","-","-","-","-","-"
"5005707036","Distrito Verde - Naviraí (MS)","Total","Total","29","4","8","10","4","3","-","-","-","-","-","-","-","-","-"
"5006200001","Centro - Nova Andradina (MS)","Total","Total","2361","428","595","562","515","182","53","21","2","1","2","-","-","-","-"
"5006200002","Durval Andrade Filho - Nova Andradina (MS)","Total","Total","755","66","159","205","181","80","38","16","6","2","2","-","-","-","-"
"5006200003","Cristo Rei - Nova Andradina (MS)","Total","Total","1004","129","237","269","229","82","42","10","4","-","-","1","1","-","-"
"5006200004","Centro Educacional - Nova Andradina (MS)","Total","Total","1181","161","285","344","245","104","31","9","2","-","-","-","-","-","-"
"5006200005","Guiomar Soares Andrade - Nova Andradina (MS)","Total","Total","529","86","123","142","114","45","12","5","1","-","-","-","-","-","1"
"5006200006","Horto Florestal - Nova Andradina (MS)","Total","Total","411","52","79","109","82","52","21","4","7","2","1","1","1","-","-"
"5006200007","Campo Verde - Nova Andradina (MS)","Total","Total","82","13","18","26","17","7","1","-","-","-","-","-","-","-","-"
"5006200008","Vila Beatriz - Nova Andradina (MS)","Total","Total","332","33","88","77","67","42","16","7","-","2","-","-","-","-","-"
"5006200009","Irman Ribeiro - Nova Andradina (MS)","Total","Total","380","45","73","108","95","32","17","7","3","-","-","-","-","-","-"
"5006200010","Santa Terezinha - Nova Andradina (MS)","Total","Total","490","52","132","131","112","43","11","7","1","1","-","-","-","-","-"
"5006200011","Capilé - Nova Andradina (MS)","Total","Total","599","76","133","160","143","62","13","7","2","3","-","-","-","-","-"
"5006200012","Vila Operária - Nova Andradina (MS)","Total","Total","932","132","221","242","208","91","22","8","6","-","2","-","-","-","-"
"5006200013","Vila Santo Antonio - Nova Andradina (MS)","Total","Total","94","13","20","23","19","8","4","2","2","-","3","-","-","-","-"
"5006200014","Vicente de Paulo - Nova Andradina (MS)","Total","Total","1250","152","289","310","274","135","59","20","3","5","1","1","-","1","-"
"5006606001","A - Ponta Porã (MS)","Total","Total","229","35","40","54","45","32","13","5","2","2","1","-","-","-","-"
"5006606002","B - Ponta Porã (MS)","Total","Total","2411","237","444","587","513","316","165","75","36","14","6","7","6","1","4"
"5006606003","C - Ponta Porã (MS)","Total","Total","755","96","136","180","172","96","42","14","11","2","5","-","-","1","-"
"5006606004","D - Ponta Porã (MS)","Total","Total","1011","83","178","253","199","136","80","39","20","9","6","5","2","1","-"
"5006606005","E - Ponta Porã (MS)","Total","Total","1441","141","324","371","321","151","74","29","12","7","6","3","1","1","-"
"5006606006","Centro - Ponta Porã (MS)","Total","Total","2618","459","670","566","523","246","94","28","18","6","3","5","-","-","-"
"5006606007","G - Ponta Porã (MS)","Total","Total","822","114","188","223","183","80","25","5","3","-","1","-","-","-","-"
"5006606008","H - Ponta Porã (MS)","Total","Total","671","72","127","173","166","74","36","11","5","3","4","-","-","-","-"
"5006606009","I - Ponta Porã (MS)","Total","Total","298","37","56","91","60","29","15","6","1","1","1","1","-","-","-"
"5006606010","J - Ponta Porã (MS)","Total","Total","2417","233","440","632","522","294","153","72","41","19","8","-","1","-","2"
"5006606011","K - Ponta Porã (MS)","Total","Total","1735","202","320","416","349","223","96","65","33","15","7","6","1","-","2"
"5006606012","L - Ponta Porã (MS)","Total","Total","1627","155","323","399","336","189","120","57","26","9","5","3","3","-","2"
"5006606013","M - Ponta Porã (MS)","Total","Total","323","30","69","74","68","42","18","13","4","3","1","1","-","-","-"
"5006606014","N - Ponta Porã (MS)","Total","Total","476","49","81","101","90","69","50","15","13","6","-","2","-","-","-"
"5006606015","O - Ponta Porã (MS)","Total","Total","96","13","16","21","19","8","6","8","3","1","-","-","1","-","-"
"5007695001","Centro - São Gabriel do Oeste (MS)","Total","Total","1523","203","383","398","346","142","38","9","3","-","-","-","-","-","1"
"5007695002","Jardim Alvorada - São Gabriel do Oeste (MS)","Total","Total","589","70","134","182","137","49","14","2","-","-","-","-","-","1","-"
"5007695003","Jardim Primavera - São Gabriel do Oeste (MS)","Total","Total","1053","115","210","317","265","102","27","14","2","1","-","-","-","-","-"
"5007695004","Jardim Gramado - São Gabriel do Oeste (MS)","Total","Total","2087","263","452","551","420","247","104","33","9","5","1","2","-","-","-"
"5007695005","Milani ou Vila São Gabriel - São Gabriel do Oeste (MS)","Total","Total","566","70","148","147","112","62","18","5","2","2","-","-","-","-","-"
"5008305001","Vila Nova - Três Lagoas (MS)","Total","Total","3946","468","1029","1050","865","348","125","36","15","6","3","-","-","-","1"
"5008305002","Colinos - Três Lagoas (MS)","Total","Total","811","134","218","185","168","75","21","5","3","1","1","-","-","-","-"
"5008305003","da Lapa - Três Lagoas (MS)","Total","Total","813","134","226","186","158","68","19","8","7","4","1","1","1","-","-"
"5008305004","Acácias - Três Lagoas (MS)","Total","Total","821","114","168","221","145","94","50","19","7","2","1","-","-","-","-"
"5008305005","Paranapungá - Três Lagoas (MS)","Total","Total","1279","150","291","349","274","125","54","19","11","2","1","1","1","1","-"
"5008305006","Jardim Dourado - Três Lagoas (MS)","Total","Total","658","71","159","175","159","48","31","9","3","1","1","1","-","-","-"
"5008305007","Santo André - Três Lagoas (MS)","Total","Total","766","109","168","208","171","63","24","17","5","-","1","-","-","-","-"
"5008305008","Interlagos - Três Lagoas (MS)","Total","Total","1268","176","319","314","255","121","53","18","6","5","1","-","-","-","-"
"5008305009","Alto da Boa Vista - Três Lagoas (MS)","Total","Total","283","36","63","83","54","26","11","9","-","1","-","-","-","-","-"
"5008305010","Bela Vista - Três Lagoas (MS)","Total","Total","708","75","171","189","153","76","24","13","5","1","1","-","-","-","-"
"5008305011","Santa Luzia - Três Lagoas (MS)","Total","Total","1205","145","259","323","254","136","52","22","5","2","4","2","-","1","-"
"5008305012","Maristela - Três Lagoas (MS)","Total","Total","1224","132","263","300","264","151","65","22","16","4","2","2","1","1","1"
"5008305013","Santa Terezinha - Três Lagoas (MS)","Total","Total","1351","196","312","351","263","134","62","18","7","5","2","1","-","-","-"
"5008305014","Nossa Senhora Aparecida - Três Lagoas (MS)","Total","Total","1077","149","245","259","240","119","34","16","5","7","1","1","-","1","-"
"5008305015","Santos Dumont - Três Lagoas (MS)","Total","Total","855","85","192","240","197","100","26","9","5","-","1","-","-","-","-"
"5008305016","Vila Haro - Três Lagoas (MS)","Total","Total","867","92","177","239","198","96","44","13","3","2","2","-","-","-","1"
"5008305017","Chácara Imperial - Três Lagoas (MS)","Total","Total","197","4","20","37","52","53","17","9","5","-","-","-","-","-","-"
"5008305018","Guanabara - Três Lagoas (MS)","Total","Total","737","91","142","172","139","108","48","27","5","2","2","1","-","-","-"
"5008305019","São Carlos - Três Lagoas (MS)","Total","Total","1310","151","331","350","280","126","44","19","4","1","2","-","-","1","1"
"5008305020","São João - Três Lagoas (MS)","Total","Total","667","91","143","169","137","72","26","16","6","3","3","1","-","-","-"
"5008305021","Vila Carioca - Três Lagoas (MS)","Total","Total","359","60","68","78","78","37","19","10","4","3","-","1","-","1","-"
"5008305022","Osmar Ferreira Dutra - Três Lagoas (MS)","Total","Total","102","10","19","18","23","20","5","3","1","2","-","1","-","-","-"
"5008305023","Vila Zuque - Três Lagoas (MS)","Total","Total","238","30","47","68","47","30","8","1","2","2","1","2","-","-","-"
"5008305024","Santa Rita - Três Lagoas (MS)","Total","Total","1639","205","375","429","389","146","54","24","8","4","4","1","-","-","-"
"5008305025","Jardim Brasília - Três Lagoas (MS)","Total","Total","192","26","39","35","42","23","18","5","3","1","-","-","-","-","-"
"5008305026","Jardim Ypê - Três Lagoas (MS)","Total","Total","151","15","49","46","28","12","1","-","-","-","-","-","-","-","-"
"5008305027","Quinta da Lagoa - Três Lagoas (MS)","Total","Total","423","56","109","109","75","51","14","6","1","1","1","-","-","-","-"
"5008305028","Vista Alegre - Três Lagoas (MS)","Total","Total","1121","99","255","281","268","123","61","18","7","6","1","1","-","-","1"
"5008305029","Jardim Alvorada - Três Lagoas (MS)","Total","Total","1571","249","415","388","292","143","52","19","11","1","-","-","1","-","-"
"5008305030","Vila Piloto - Três Lagoas (MS)","Total","Total","1453","148","266","341","350","223","78","30","6","6","3","2","-","-","-"
"5008305031","Jupiá - Três Lagoas (MS)","Total","Total","258","28","52","78","45","31","14","7","3","-","-","-","-","-","-"
"5008305032","Centro - Três Lagoas (MS)","Total","Total","928","255","252","189","142","56","20","5","9","-","-","-","-","-","-"
"5008305033","Distrito Industrial - Três Lagoas (MS)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"5100201001","Jardim Tropical - Água Boa (MT)","Total","Total","397","45","89","113","97","40","9","3","1","-","-","-","-","-","-"
"5100201002","Centro - Água Boa (MT)","Total","Total","254","46","67","55","60","21","4","-","-","1","-","-","-","-","-"
"5100201003","Vila Nova - Água Boa (MT)","Total","Total","293","49","60","55","68","29","16","10","3","-","1","2","-","-","-"
"5100201004","Guarujá - Expansão - Água Boa (MT)","Total","Total","463","48","84","135","113","55","15","8","3","1","-","1","-","-","-"
"5100201005","Guarujá - Água Boa (MT)","Total","Total","823","85","200","211","211","70","29","12","3","2","-","-","-","-","-"
"5100201006","Operário - Água Boa (MT)","Total","Total","576","58","124","139","155","60","25","3","7","2","2","-","1","-","-"
"5100201007","Nova Era - Água Boa (MT)","Total","Total","362","39","75","115","89","34","10","-","-","-","-","-","-","-","-"
"5100201008","Primavera - Água Boa (MT)","Total","Total","438","57","85","90","101","55","24","16","6","-","3","1","-","-","-"
"5100201009","Centro II - Água Boa (MT)","Total","Total","353","44","86","74","106","32","5","4","1","-","-","-","1","-","-"
"5100300001","Atlântico - Alto Araguaia (MT)","Total","Total","501","113","103","121","96","49","12","5","1","1","-","-","-","-","-"
"5100300002","Dom Bosco - Alto Araguaia (MT)","Total","Total","539","87","114","133","110","66","24","5","-","-","-","-","-","-","-"
"5100300003","Aeroporto - Alto Araguaia (MT)","Total","Total","1489","214","348","350","313","169","47","26","13","7","1","1","-","-","-"
"5100300004","Novo Araguaia - Alto Araguaia (MT)","Total","Total","73","9","23","18","13","6","1","2","1","-","-","-","-","-","-"
"5100300005","Distrito Industrial - Alto Araguaia (MT)","Total","Total","10","2","5","2","-","1","-","-","-","-","-","-","-","-","-"
"5100300006","Cohab - Alto Araguaia (MT)","Total","Total","295","38","68","75","63","33","10","3","2","2","-","-","-","1","-"
"5100300007","São Francisco de Assis - Alto Araguaia (MT)","Total","Total","163","19","37","44","40","14","6","-","3","-","-","-","-","-","-"
"5100300008","Primavera - Alto Araguaia (MT)","Total","Total","33","3","8","8","10","4","-","-","-","-","-","-","-","-","-"
"5100300009","Boiadeiro - Alto Araguaia (MT)","Total","Total","536","89","135","133","102","48","17","5","4","-","1","-","1","-","1"
"5100300010","Alvorada - Alto Araguaia (MT)","Total","Total","111","14","25","37","18","9","5","2","1","-","-","-","-","-","-"
"5100300011","Beira Rio - Alto Araguaia (MT)","Total","Total","223","31","59","56","43","21","10","3","-","-","-","-","-","-","-"
"5100300012","Centro - Alto Araguaia (MT)","Total","Total","336","70","96","83","49","24","10","2","1","-","-","1","-","-","-"
"5101308001","Novo Horizonte - Arenápolis (MT)","Total","Total","216","32","50","51","48","26","5","1","1","1","-","1","-","-","-"
"5101308002","Bela Vista - Arenápolis (MT)","Total","Total","722","100","171","175","145","80","35","10","3","3","-","-","-","-","-"
"5101308003","Primavera - Arenápolis (MT)","Total","Total","303","37","75","75","72","35","6","1","-","1","-","-","-","-","1"
"5101308004","Planalto dos Diamantes - Arenápolis (MT)","Total","Total","51","16","7","6","13","7","1","-","1","-","-","-","-","-","-"
"5101308005","São Mateus - Arenápolis (MT)","Total","Total","267","45","41","81","52","23","12","8","2","2","-","1","-","-","-"
"5101308006","Jardim Canaã - Arenápolis (MT)","Total","Total","97","9","24","26","19","14","1","1","3","-","-","-","-","-","-"
"5101308007","Vila Nova - Arenápolis (MT)","Total","Total","667","87","162","188","149","51","23","5","2","-","-","-","-","-","-"
"5101308008","Vila Rica - Arenápolis (MT)","Total","Total","364","61","72","89","74","39","19","6","4","-","-","-","-","-","-"
"5101308009","Bolívia - Arenápolis (MT)","Total","Total","67","14","10","18","10","14","1","-","-","-","-","-","-","-","-"
"5101308010","Centro - Arenápolis (MT)","Total","Total","135","22","29","33","32","7","9","1","2","-","-","-","-","-","-"
"5101308011","Campinas - Arenápolis (MT)","Total","Total","37","6","11","3","7","5","3","-","2","-","-","-","-","-","-"
"5101308012","da Ponte - Arenápolis (MT)","Total","Total","71","16","10","24","9","7","3","1","-","-","1","-","-","-","-"
"5101704001","União - Barra do Bugres (MT)","Total","Total","2151","204","379","517","523","281","141","54","27","16","6","2","-","1","-"
"5101704002","Maracanã - Barra do Bugres (MT)","Total","Total","1359","147","279","344","316","160","74","26","6","4","1","1","1","-","-"
"5101704003","13 de Maio - Barra do Bugres (MT)","Total","Total","1032","126","227","249","230","123","37","30","7","1","1","-","-","-","1"
"5101704004","Nova Esperança - Barra do Bugres (MT)","Total","Total","319","38","65","74","73","41","18","2","5","2","1","-","-","-","-"
"5101704005","Jardim Aeroporto - Barra do Bugres (MT)","Total","Total","287","29","56","90","64","27","15","4","-","1","1","-","-","-","-"
"5101704006","Centro - Barra do Bugres (MT)","Total","Total","966","107","269","240","211","91","31","12","4","1","-","-","-","-","-"
"5101704007","Santa Cruz - Barra do Bugres (MT)","Total","Total","547","80","133","140","121","41","21","6","3","-","1","-","-","-","1"
"5101704008","São Raimundo - Barra do Bugres (MT)","Total","Total","321","37","71","82","71","39","14","1","6","-","-","-","-","-","-"
"5101704009","Distrito Industrial - Barra do Bugres (MT)","Total","Total","35","6","9","9","5","4","2","-","-","-","-","-","-","-","-"
"5102504001","Lavapés - Cáceres (MT)","Total","Total","383","38","61","99","99","54","18","4","4","1","2","3","-","-","-"
"5102504002","Dner - Cáceres (MT)","Total","Total","474","45","75","105","106","64","28","34","5","6","-","1","2","3","-"
"5102504003","Jardim Celeste - Cáceres (MT)","Total","Total","337","35","79","79","79","43","12","7","2","-","1","-","-","-","-"
"5102504004","Santa Izabel - Cáceres (MT)","Total","Total","355","37","71","81","104","41","7","10","2","-","1","-","1","-","-"
"5102504005","Maracanãzinho - Cáceres (MT)","Total","Total","377","39","74","85","87","43","20","14","5","7","2","-","1","-","-"
"5102504006","Vila Mariana - Cáceres (MT)","Total","Total","843","114","182","207","180","93","31","21","11","2","2","-","-","-","-"
"5102504007","Cohab Velha - Cáceres (MT)","Total","Total","549","79","122","125","128","46","30","11","5","3","-","-","-","-","-"
"5102504008","Monte Verde - Cáceres (MT)","Total","Total","266","21","53","77","60","35","13","3","2","1","-","-","-","-","1"
"5102504009","Cidade Alta - Cáceres (MT)","Total","Total","215","22","46","53","49","20","9","7","4","3","1","-","1","-","-"
"5102504010","Joaquim Murtinho - Cáceres (MT)","Total","Total","695","103","153","145","129","96","42","16","5","4","-","-","1","-","1"
"5102504011","Cavalhada II - Cáceres (MT)","Total","Total","779","146","192","165","148","78","31","11","6","2","-","-","-","-","-"
"5102504012","Cavalhada III - Cáceres (MT)","Total","Total","636","84","120","156","115","87","45","16","10","1","1","1","-","-","-"
"5102504013","Vila Nova - Cáceres (MT)","Total","Total","350","41","66","87","67","38","25","14","8","2","1","1","-","-","-"
"5102504014","Jardim Padre Paulo - Cáceres (MT)","Total","Total","858","105","169","200","186","98","54","27","10","5","1","3","-","-","-"
"5102504015","Betel - Cáceres (MT)","Total","Total","182","30","33","38","29","25","17","5","1","2","1","1","-","-","-"
"5102504016","Carrapatinho - Cáceres (MT)","Total","Total","69","6","12","13","17","14","2","3","1","-","-","-","1","-","-"
"5102504017","São Jorge - Cáceres (MT)","Total","Total","109","2","23","35","23","11","9","3","1","2","-","-","-","-","-"
"5102504018","Lobo - Cáceres (MT)","Total","Total","66","4","14","12","16","8","6","2","2","-","1","1","-","-","-"
"5102504019","Santos Dumont - Cáceres (MT)","Total","Total","272","27","57","56","63","37","15","7","4","3","1","2","-","-","-"
"5102504020","Jardim Guanabara - Cáceres (MT)","Total","Total","637","47","95","142","152","104","59","20","7","7","3","-","1","-","-"
"5102504021","Nova Era - Cáceres (MT)","Total","Total","650","71","125","133","120","96","59","24","15","5","1","1","-","-","-"
"5102504022","Vitória Régia - Cáceres (MT)","Total","Total","636","57","128","153","156","91","36","9","3","2","1","-","-","-","-"
"5102504023","Jardim do Trevo - Cáceres (MT)","Total","Total","404","56","76","91","96","57","11","8","4","2","-","2","-","-","1"
"5102504024","Jardim Marajoara - Cáceres (MT)","Total","Total","486","43","101","110","114","52","35","14","7","7","1","-","2","-","-"
"5102504025","Cidade Nova - Cáceres (MT)","Total","Total","584","51","122","143","128","67","47","13","6","5","1","1","-","-","-"
"5102504026","Junco - Cáceres (MT)","Total","Total","917","93","152","203","195","143","78","31","11","4","3","4","-","-","-"
"5102504027","Santo Antônio - Cáceres (MT)","Total","Total","327","31","68","68","60","50","28","13","5","1","2","1","-","-","-"
"5102504028","Vila Real - Cáceres (MT)","Total","Total","503","55","97","116","114","67","27","10","12","4","-","-","-","-","1"
"5102504029","Garcez - Cáceres (MT)","Total","Total","459","43","75","103","103","59","36","18","9","8","1","1","3","-","-"
"5102504030","Jardim Imperial - Cáceres (MT)","Total","Total","801","67","133","156","186","126","68","35","15","8","3","2","1","-","1"
"5102504031","Jardim Paraíso - Cáceres (MT)","Total","Total","421","35","83","114","88","52","25","11","4","6","-","1","2","-","-"
"5102504032","Rodeio - Cáceres (MT)","Total","Total","686","79","117","139","165","84","53","21","12","8","4","2","-","1","1"
"5102504033","São Lourenço - Cáceres (MT)","Total","Total","194","22","25","28","38","37","24","6","4","3","4","-","2","-","1"
"5102504034","Santa Cruz - Cáceres (MT)","Total","Total","594","47","118","152","145","74","21","20","9","3","4","-","1","-","-"
"5102504035","Jardim São Luiz da Ponte - Cáceres (MT)","Total","Total","499","51","108","122","95","60","35","16","7","1","2","1","1","-","-"
"5102504036","São Miguel - Cáceres (MT)","Total","Total","178","21","32","41","36","28","7","5","5","1","1","1","-","-","-"
"5102504037","Centro - Cáceres (MT)","Total","Total","1569","216","377","378","316","166","68","29","13","2","2","1","-","1","-"
"5102504038","Cavalhada I - Cáceres (MT)","Total","Total","765","158","184","153","147","71","26","17","7","-","1","-","-","-","1"
"5102504039","Santa Rosa - Cáceres (MT)","Total","Total","170","22","30","35","36","22","17","5","2","-","-","1","-","-","-"
"5102504040","Vila Irene - Cáceres (MT)","Total","Total","489","44","106","128","92","59","31","17","6","2","1","1","2","-","-"
"5102504041","Massa Barro - Cáceres (MT)","Total","Total","367","32","65","87","66","58","29","19","4","4","1","1","1","-","-"
"5102504042","Cohab Nova - Cáceres (MT)","Total","Total","675","64","146","188","150","76","31","9","10","1","-","-","-","-","-"
"5102504043","Olhos D'agua - Cáceres (MT)","Total","Total","256","22","54","47","58","35","21","9","7","1","1","-","1","-","-"
"5102603001","Centro - Campinápolis (MT)","Total","Total","220","50","47","56","44","19","3","-","1","-","-","-","-","-","-"
"5102603002","Antônio Pedro - Campinápolis (MT)","Total","Total","289","44","66","72","76","23","2","6","-","-","-","-","-","-","-"
"5102603003","União - Campinápolis (MT)","Total","Total","206","26","54","42","47","21","12","2","1","1","-","-","-","-","-"
"5102603004","Amélio - Campinápolis (MT)","Total","Total","99","19","19","23","19","6","5","2","2","4","-","-","-","-","-"
"5102603005","Cristalina - Campinápolis (MT)","Total","Total","115","11","36","36","22","6","2","1","1","-","-","-","-","-","-"
"5102603006","Zé Viola - Campinápolis (MT)","Total","Total","183","29","41","50","42","17","3","-","1","-","-","-","-","-","-"
"5102603007","Castilho - Campinápolis (MT)","Total","Total","119","19","28","26","26","14","5","-","-","-","1","-","-","-","-"
"5102637001","Nossa Senhora Aparecida - Campo Novo do Parecis (MT)","Total","Total","1562","152","362","429","387","159","56","10","3","3","1","-","-","-","-"
"5102637002","Jardim das Palmeiras - Campo Novo do Parecis (MT)","Total","Total","2279","229","425","576","508","323","136","42","24","10","4","2","-","-","-"
"5102637003","Olença - Campo Novo do Parecis (MT)","Total","Total","267","36","70","69","61","17","7","5","2","-","-","-","-","-","-"
"5102637004","Alvorada - Campo Novo do Parecis (MT)","Total","Total","680","58","162","209","163","58","20","5","4","-","1","-","-","-","-"
"5102637005","Centro - Campo Novo do Parecis (MT)","Total","Total","1354","219","319","317","330","115","39","8","3","3","1","-","-","-","-"
"5102637006","Boa Esperança - Campo Novo do Parecis (MT)","Total","Total","757","123","153","170","156","91","33","15","8","2","3","1","2","-","-"
"5102637007","Jardim Primavera - Campo Novo do Parecis (MT)","Total","Total","155","23","40","26","44","13","6","1","-","2","-","-","-","-","-"
"5102678001","Centro - Campo Verde (MT)","Total","Total","1514","197","367","384","345","157","48","10","5","1","-","-","-","-","-"
"5102678002","Jardim Campo Verde - Campo Verde (MT)","Total","Total","1107","116","279","298","272","100","31","7","2","2","-","-","-","-","-"
"5102678003","São Lourenço - Campo Verde (MT)","Total","Total","1696","186","337","421","415","203","77","24","10","11","8","3","1","-","-"
"5102678004","Jupiara - Campo Verde (MT)","Total","Total","1201","139","252","310","241","155","63","23","8","5","3","-","1","-","1"
"5102678005","Vale do Sol - Campo Verde (MT)","Total","Total","468","37","112","131","123","51","9","4","1","-","-","-","-","-","-"
"5102793001","Centro - Carlinda (MT)","Total","Total","663","105","156","170","130","60","23","9","4","2","2","2","-","-","-"
"5102793002","Boa Esperança - Carlinda (MT)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"5102793003","Bom Jesus - Carlinda (MT)","Total","Total","106","27","19","24","16","12","6","2","-","-","-","-","-","-","-"
"5102793004","Cristo Rey - Carlinda (MT)","Total","Total","313","47","66","76","70","38","5","7","2","1","1","-","-","-","-"
"5102793005","Boa Vista - Carlinda (MT)","Total","Total","292","34","77","73","60","33","8","3","3","-","1","-","-","-","-"
"5102850001","Centro - Castanheira (MT)","Total","Total","167","27","41","55","32","10","2","-","-","-","-","-","-","-","-"
"5102850002","Santa Rita - Castanheira (MT)","Total","Total","273","36","76","60","56","27","12","3","2","1","-","-","-","-","-"
"5102850003","Guadalupe - Castanheira (MT)","Total","Total","275","47","51","70","59","24","14","6","3","-","-","1","-","-","-"
"5102850004","Santo Antonio - Castanheira (MT)","Total","Total","239","29","54","51","63","25","14","3","-","-","-","-","-","-","-"
"5102850005","Noga - Castanheira (MT)","Total","Total","180","23","35","57","38","19","4","3","-","1","-","-","-","-","-"
"5103304001","Centro - Comodoro (MT)","Total","Total","395","57","111","96","83","30","10","7","1","-","-","-","-","-","-"
"5103304002","Cristo Rei - Comodoro (MT)","Total","Total","517","58","125","130","124","55","15","7","2","-","-","1","-","-","-"
"5103304003","São Francisco de Assis - Comodoro (MT)","Total","Total","695","91","170","142","156","79","37","9","5","3","2","-","1","-","-"
"5103304004","Tertúlia - Comodoro (MT)","Total","Total","186","20","32","55","42","21","9","3","2","2","-","-","-","-","-"
"5103304005","Jardim Mato Grosso - Comodoro (MT)","Total","Total","260","40","60","67","48","36","7","1","1","-","-","-","-","-","-"
"5103304006","Nossa Senhora de Fátima - Comodoro (MT)","Total","Total","344","35","77","90","76","40","18","5","2","-","-","-","-","1","-"
"5103304007","Nova Vacaria - Comodoro (MT)","Total","Total","565","60","121","157","122","68","24","8","3","2","-","-","-","-","-"
"5103304008","Cidade Verde - Comodoro (MT)","Total","Total","595","79","122","157","108","87","20","15","4","-","2","1","-","-","-"
"5103403001","Centro Sul - Cuiabá (MT)","Total","Total","1357","239","344","329","239","131","42","23","5","1","1","1","2","-","-"
"5103403002","Centro Norte - Cuiabá (MT)","Total","Total","879","188","232","180","153","81","28","11","4","-","1","1","-","-","-"
"5103403003","Terceiro - Cuiabá (MT)","Total","Total","615","87","117","141","127","62","41","16","11","6","3","1","1","1","1"
