"Tabela 3277 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal, segundo a situação do domicílio, o sexo e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Sexo","Grupo de idade","Ano x Classes de rendimento nominal mensal x Situação do domicílio"
"Cód.","Município","Sexo","Grupo de idade","2010"
"Cód.","Município","Sexo","Grupo de idade","Total","Até 1/4 de salário mínimo","Mais de 1/4 a 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 3 salários mínimos","Mais de 3 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 15 salários mínimos","Mais de 15 a 20 salários mínimos","Mais de 20 a 30 salários mínimos","Mais de 30 salários mínimos","Sem rendimento","Sem declaração"
"2400208","Açu (RN)","Total","20 a 24 anos","5279","373","322","1357","469","77","34","12","1","-","-","-","2634","-"
"2400208","Açu (RN)","Total","25 a 29 anos","4910","473","355","1478","659","124","112","64","5","2","1","1","1636","-"
"2400208","Açu (RN)","Total","30 a 34 anos","4250","427","418","1264","692","157","110","65","10","3","2","1","1101","-"
"2400208","Açu (RN)","Total","35 a 39 anos","3874","405","319","1156","644","190","132","68","11","1","1","2","945","-"
"2400208","Açu (RN)","Total","40 a 44 anos","3795","395","263","1070","598","205","143","76","13","9","4","1","1018","-"
"2400208","Açu (RN)","Total","45 a 49 anos","3346","288","238","966","494","144","134","101","15","7","3","5","951","-"
"2400208","Açu (RN)","Total","50 a 54 anos","2370","209","145","706","304","113","119","88","18","6","4","-","658","-"
"2400208","Açu (RN)","Total","55 a 59 anos","1649","51","68","761","195","70","89","41","12","14","10","3","335","-"
"2400208","Açu (RN)","Total","60 a 69 anos","2889","21","15","1957","341","121","125","59","19","7","5","3","216","-"
"2400208","Açu (RN)","Total","70 anos ou mais","2518","3","9","1976","241","63","63","50","6","7","3","4","93","-"
"2400307","Afonso Bezerra (RN)","Total","10 a 14 anos","1066","48","4","12","-","-","-","-","-","-","-","-","1002","-"
"2400307","Afonso Bezerra (RN)","Total","15 a 19 anos","1055","92","29","52","7","2","-","-","-","-","-","-","873","-"
"2400307","Afonso Bezerra (RN)","Total","15 a 17 anos","633","38","8","13","2","-","-","-","-","-","-","-","572","-"
"2400307","Afonso Bezerra (RN)","Total","18 ou 19 anos","422","54","21","39","5","2","-","-","-","-","-","-","301","-"
"2400307","Afonso Bezerra (RN)","Total","20 a 24 anos","1069","210","90","157","54","2","2","-","-","-","-","-","554","-"
"2400307","Afonso Bezerra (RN)","Total","25 a 29 anos","855","181","98","204","56","5","3","1","-","-","-","-","307","-"
"2400307","Afonso Bezerra (RN)","Total","30 a 34 anos","700","120","110","184","63","12","3","2","-","1","-","-","205","-"
"2400307","Afonso Bezerra (RN)","Total","35 a 39 anos","674","138","91","156","80","20","14","4","2","-","-","-","169","-"
"2400307","Afonso Bezerra (RN)","Total","40 a 44 anos","708","149","71","183","73","21","6","2","1","-","-","-","202","-"
"2400307","Afonso Bezerra (RN)","Total","45 a 49 anos","661","127","67","178","55","25","19","2","-","-","-","-","188","-"
"2400307","Afonso Bezerra (RN)","Total","50 a 54 anos","465","73","39","152","33","17","10","2","1","3","1","-","134","-"
"2400307","Afonso Bezerra (RN)","Total","55 a 59 anos","320","22","20","142","33","12","6","2","1","1","-","1","80","-"
"2400307","Afonso Bezerra (RN)","Total","60 a 69 anos","668","4","4","492","89","10","7","4","1","-","-","1","56","-"
"2400307","Afonso Bezerra (RN)","Total","70 anos ou mais","686","1","1","530","113","8","7","5","-","-","-","-","21","-"
"2400406","Água Nova (RN)","Total","10 a 14 anos","313","17","2","1","-","-","-","-","-","-","-","-","293","-"
"2400406","Água Nova (RN)","Total","15 a 19 anos","296","27","3","2","-","-","-","-","-","-","-","-","264","-"
"2400406","Água Nova (RN)","Total","15 a 17 anos","205","18","-","1","-","-","-","-","-","-","-","-","186","-"
"2400406","Água Nova (RN)","Total","18 ou 19 anos","91","9","3","1","-","-","-","-","-","-","-","-","78","-"
"2400406","Água Nova (RN)","Total","20 a 24 anos","323","33","15","41","4","3","3","-","-","-","-","-","224","-"
"2400406","Água Nova (RN)","Total","25 a 29 anos","279","42","25","55","10","2","1","-","-","-","-","-","144","-"
"2400406","Água Nova (RN)","Total","30 a 34 anos","211","24","15","63","19","5","4","-","-","-","-","-","81","-"
"2400406","Água Nova (RN)","Total","35 a 39 anos","203","26","14","58","32","6","5","1","-","-","-","-","61","-"
"2400406","Água Nova (RN)","Total","40 a 44 anos","187","22","10","55","24","2","5","1","-","-","-","-","68","-"
"2400406","Água Nova (RN)","Total","45 a 49 anos","145","22","6","41","10","6","1","3","-","-","-","-","56","-"
"2400406","Água Nova (RN)","Total","50 a 54 anos","124","13","5","40","11","3","4","1","-","-","-","-","47","-"
"2400406","Água Nova (RN)","Total","55 a 59 anos","113","7","1","59","7","3","2","-","-","-","-","-","34","-"
"2400406","Água Nova (RN)","Total","60 a 69 anos","198","2","1","139","26","1","6","-","-","-","-","-","23","-"
"2400406","Água Nova (RN)","Total","70 anos ou mais","141","-","1","108","17","1","-","-","-","-","-","-","14","-"
"2400505","Alexandria (RN)","Total","10 a 14 anos","1205","33","7","10","1","-","-","-","-","-","-","-","1154","-"
"2400505","Alexandria (RN)","Total","15 a 19 anos","1193","87","41","46","8","-","-","-","-","-","-","-","1011","-"
"2400505","Alexandria (RN)","Total","15 a 17 anos","758","50","16","19","2","-","-","-","-","-","-","-","671","-"
"2400505","Alexandria (RN)","Total","18 ou 19 anos","435","37","25","27","6","-","-","-","-","-","-","-","340","-"
"2400505","Alexandria (RN)","Total","20 a 24 anos","1085","193","85","180","22","9","2","1","-","-","-","-","593","-"
"2400505","Alexandria (RN)","Total","25 a 29 anos","1085","231","131","249","50","13","9","5","2","-","-","-","395","-"
"2400505","Alexandria (RN)","Total","30 a 34 anos","1039","206","139","252","87","14","17","12","1","3","-","3","305","-"
"2400505","Alexandria (RN)","Total","35 a 39 anos","893","188","112","220","90","20","14","5","-","1","-","-","243","-"
"2400505","Alexandria (RN)","Total","40 a 44 anos","847","158","101","205","97","29","14","11","-","1","-","-","231","-"
"2400505","Alexandria (RN)","Total","45 a 49 anos","804","167","74","204","84","29","18","7","-","-","-","-","221","-"
"2400505","Alexandria (RN)","Total","50 a 54 anos","666","114","38","176","65","26","12","10","-","3","1","2","219","-"
"2400505","Alexandria (RN)","Total","55 a 59 anos","605","32","28","282","65","22","23","9","-","-","-","-","144","-"
"2400505","Alexandria (RN)","Total","60 a 69 anos","1000","8","13","730","109","36","21","11","1","2","-","-","69","-"
"2400505","Alexandria (RN)","Total","70 anos ou mais","1065","1","4","858","129","22","13","7","1","1","-","-","29","-"
"2400604","Almino Afonso (RN)","Total","10 a 14 anos","428","19","2","3","-","-","-","-","-","-","-","-","404","-"
"2400604","Almino Afonso (RN)","Total","15 a 19 anos","464","25","25","22","1","-","1","-","-","-","-","-","390","-"
"2400604","Almino Afonso (RN)","Total","15 a 17 anos","297","14","8","10","-","-","-","-","-","-","-","-","265","-"
"2400604","Almino Afonso (RN)","Total","18 ou 19 anos","167","11","17","12","1","-","1","-","-","-","-","-","125","-"
"2400604","Almino Afonso (RN)","Total","20 a 24 anos","448","72","49","83","23","4","2","-","-","-","-","-","215","-"
"2400604","Almino Afonso (RN)","Total","25 a 29 anos","383","69","58","72","29","4","1","1","-","1","-","-","148","-"
"2400604","Almino Afonso (RN)","Total","30 a 34 anos","364","62","61","79","29","5","4","3","-","-","1","-","120","-"
"2400604","Almino Afonso (RN)","Total","35 a 39 anos","356","67","43","88","39","13","4","4","-","-","-","-","98","-"
"2400604","Almino Afonso (RN)","Total","40 a 44 anos","325","51","36","79","41","14","14","1","-","1","-","-","88","-"
"2400604","Almino Afonso (RN)","Total","45 a 49 anos","306","48","28","88","29","12","7","5","-","1","-","-","88","-"
"2400604","Almino Afonso (RN)","Total","50 a 54 anos","233","44","10","63","27","10","3","4","-","-","-","-","72","-"
"2400604","Almino Afonso (RN)","Total","55 a 59 anos","197","9","6","89","29","7","6","-","1","-","-","-","50","-"
"2400604","Almino Afonso (RN)","Total","60 a 69 anos","308","-","2","227","49","18","2","3","1","-","-","-","6","-"
"2400604","Almino Afonso (RN)","Total","70 anos ou mais","328","-","-","241","67","9","3","3","2","-","-","-","3","-"
"2400703","Alto do Rodrigues (RN)","Total","10 a 14 anos","1062","159","14","14","2","1","-","-","-","-","-","-","872","-"
"2400703","Alto do Rodrigues (RN)","Total","15 a 19 anos","1041","91","47","86","32","4","1","-","-","-","-","-","780","-"
"2400703","Alto do Rodrigues (RN)","Total","15 a 17 anos","651","76","26","27","5","1","-","-","-","-","-","-","516","-"
"2400703","Alto do Rodrigues (RN)","Total","18 ou 19 anos","390","15","21","59","27","3","1","-","-","-","-","-","264","-"
"2400703","Alto do Rodrigues (RN)","Total","20 a 24 anos","1271","66","64","296","190","36","10","4","-","-","-","-","605","-"
"2400703","Alto do Rodrigues (RN)","Total","25 a 29 anos","1208","87","69","256","251","73","33","11","2","2","1","-","423","-"
"2400703","Alto do Rodrigues (RN)","Total","30 a 34 anos","1083","85","64","231","253","69","48","17","2","-","-","1","313","-"
"2400703","Alto do Rodrigues (RN)","Total","35 a 39 anos","917","60","50","193","191","68","43","32","1","-","-","-","279","-"
"2400703","Alto do Rodrigues (RN)","Total","40 a 44 anos","917","75","44","204","185","59","54","26","5","1","-","1","263","-"
"2400703","Alto do Rodrigues (RN)","Total","45 a 49 anos","776","67","34","179","142","43","52","27","1","-","1","-","230","-"
"2400703","Alto do Rodrigues (RN)","Total","50 a 54 anos","516","38","19","117","76","30","32","18","3","1","-","-","182","-"
"2400703","Alto do Rodrigues (RN)","Total","55 a 59 anos","322","14","9","130","49","23","17","9","3","1","-","-","67","-"
"2400703","Alto do Rodrigues (RN)","Total","60 a 69 anos","621","12","13","381","87","26","19","5","1","2","-","-","75","-"
"2400703","Alto do Rodrigues (RN)","Total","70 anos ou mais","529","-","3","404","87","8","11","3","-","1","-","1","11","-"
"2400802","Angicos (RN)","Total","10 a 14 anos","985","30","9","9","3","-","-","-","-","-","-","-","934","-"
"2400802","Angicos (RN)","Total","15 a 19 anos","1090","63","42","51","8","1","1","1","-","-","-","-","923","-"
"2400802","Angicos (RN)","Total","15 a 17 anos","684","40","28","18","2","-","-","1","-","-","-","-","595","-"
"2400802","Angicos (RN)","Total","18 ou 19 anos","406","23","14","33","6","1","1","-","-","-","-","-","328","-"
"2400802","Angicos (RN)","Total","20 a 24 anos","1226","75","95","257","68","10","3","1","1","-","-","-","716","-"
"2400802","Angicos (RN)","Total","25 a 29 anos","963","79","93","233","131","13","11","6","1","-","-","-","396","-"
"2400802","Angicos (RN)","Total","30 a 34 anos","799","72","91","234","97","21","16","8","1","-","2","-","257","-"
"2400802","Angicos (RN)","Total","35 a 39 anos","731","82","81","191","91","25","17","15","3","-","1","-","225","-"
"2400802","Angicos (RN)","Total","40 a 44 anos","774","96","56","207","120","33","25","9","2","-","-","-","226","-"
"2400802","Angicos (RN)","Total","45 a 49 anos","716","96","67","187","95","30","30","8","1","1","1","-","200","-"
"2400802","Angicos (RN)","Total","50 a 54 anos","581","79","38","162","99","34","22","7","2","4","-","-","134","-"
"2400802","Angicos (RN)","Total","55 a 59 anos","446","37","23","167","57","17","14","7","1","1","-","-","122","-"
"2400802","Angicos (RN)","Total","60 a 69 anos","684","17","18","407","69","14","26","10","-","-","2","1","120","-"
"2400802","Angicos (RN)","Total","70 anos ou mais","820","-","5","599","79","18","11","13","1","-","1","3","90","-"
"2400901","Antônio Martins (RN)","Total","10 a 14 anos","630","51","2","9","-","-","-","-","-","-","-","-","568","-"
"2400901","Antônio Martins (RN)","Total","15 a 19 anos","587","92","17","16","2","-","-","-","-","-","-","-","460","-"
"2400901","Antônio Martins (RN)","Total","15 a 17 anos","396","60","7","9","-","-","-","-","-","-","-","-","320","-"
"2400901","Antônio Martins (RN)","Total","18 ou 19 anos","191","32","10","7","2","-","-","-","-","-","-","-","140","-"
"2400901","Antônio Martins (RN)","Total","20 a 24 anos","510","120","50","69","12","-","-","1","-","-","-","-","258","-"
"2400901","Antônio Martins (RN)","Total","25 a 29 anos","617","128","102","115","36","5","2","1","-","-","-","-","228","-"
"2400901","Antônio Martins (RN)","Total","30 a 34 anos","563","131","84","104","45","11","3","3","2","-","-","-","180","-"
"2400901","Antônio Martins (RN)","Total","35 a 39 anos","473","102","67","95","57","11","4","3","-","1","-","-","133","-"
"2400901","Antônio Martins (RN)","Total","40 a 44 anos","421","113","52","75","36","7","8","2","-","-","-","-","128","-"
"2400901","Antônio Martins (RN)","Total","45 a 49 anos","407","113","31","97","25","6","4","3","-","-","-","-","128","-"
"2400901","Antônio Martins (RN)","Total","50 a 54 anos","379","102","18","87","33","8","10","3","1","1","-","-","116","-"
"2400901","Antônio Martins (RN)","Total","55 a 59 anos","302","13","11","127","31","13","2","1","-","-","-","-","104","-"
"2400901","Antônio Martins (RN)","Total","60 a 69 anos","459","4","2","348","76","14","3","2","-","-","-","-","10","-"
"2400901","Antônio Martins (RN)","Total","70 anos ou mais","487","-","2","366","109","6","1","-","-","-","-","-","3","-"
"2401008","Apodi (RN)","Total","10 a 14 anos","3054","223","16","34","2","-","-","-","-","-","-","-","2779","-"
"2401008","Apodi (RN)","Total","15 a 19 anos","3334","239","115","170","23","2","1","-","-","-","-","-","2784","-"
"2401008","Apodi (RN)","Total","15 a 17 anos","2048","161","59","46","4","-","-","-","-","-","-","-","1778","-"
"2401008","Apodi (RN)","Total","18 ou 19 anos","1286","78","56","124","19","2","1","-","-","-","-","-","1006","-"
"2401008","Apodi (RN)","Total","20 a 24 anos","3383","382","251","636","118","18","20","5","-","-","-","1","1952","-"
"2401008","Apodi (RN)","Total","25 a 29 anos","3091","521","297","782","242","43","41","22","2","1","-","-","1140","-"
"2401008","Apodi (RN)","Total","30 a 34 anos","2823","529","329","735","276","73","56","27","3","-","-","-","795","-"
"2401008","Apodi (RN)","Total","35 a 39 anos","2577","512","298","621","265","67","81","26","5","1","1","2","698","-"
"2401008","Apodi (RN)","Total","40 a 44 anos","2503","481","223","704","235","76","66","25","8","4","-","-","681","-"
"2401008","Apodi (RN)","Total","45 a 49 anos","2344","473","197","618","222","79","52","28","3","1","-","-","671","-"
"2401008","Apodi (RN)","Total","50 a 54 anos","1737","301","129","491","173","71","39","36","2","3","1","-","491","-"
"2401008","Apodi (RN)","Total","55 a 59 anos","1294","53","82","662","139","50","37","13","1","1","2","-","254","-"
"2401008","Apodi (RN)","Total","60 a 69 anos","1920","8","13","1509","231","43","25","17","3","-","-","-","71","-"
"2401008","Apodi (RN)","Total","70 anos ou mais","1994","4","8","1582","284","28","24","17","2","-","-","-","45","-"
"2401107","Areia Branca (RN)","Total","10 a 14 anos","2330","119","28","22","3","1","-","-","-","-","-","-","2157","-"
"2401107","Areia Branca (RN)","Total","15 a 19 anos","2231","76","69","126","32","2","-","-","-","-","-","-","1926","-"
"2401107","Areia Branca (RN)","Total","15 a 17 anos","1374","53","32","34","4","-","-","-","-","-","-","-","1251","-"
"2401107","Areia Branca (RN)","Total","18 ou 19 anos","857","23","37","92","28","2","-","-","-","-","-","-","675","-"
"2401107","Areia Branca (RN)","Total","20 a 24 anos","2271","113","105","505","219","35","13","6","-","-","-","-","1275","-"
"2401107","Areia Branca (RN)","Total","25 a 29 anos","2222","138","141","581","372","88","43","14","2","1","-","-","842","-"
"2401107","Areia Branca (RN)","Total","30 a 34 anos","1998","151","141","509","360","117","58","30","5","-","-","-","627","-"
"2401107","Areia Branca (RN)","Total","35 a 39 anos","1828","155","119","510","333","91","80","33","3","-","-","-","504","-"
"2401107","Areia Branca (RN)","Total","40 a 44 anos","1847","159","112","515","313","108","75","39","4","4","-","1","517","-"
"2401107","Areia Branca (RN)","Total","45 a 49 anos","1730","117","73","450","289","133","101","65","-","2","-","-","500","-"
"2401107","Areia Branca (RN)","Total","50 a 54 anos","1300","84","62","308","221","101","74","60","2","3","2","-","383","-"
"2401107","Areia Branca (RN)","Total","55 a 59 anos","847","42","24","249","116","65","40","43","4","2","2","-","260","-"
"2401107","Areia Branca (RN)","Total","60 a 69 anos","1514","43","31","705","237","103","82","46","7","5","1","2","252","-"
"2401107","Areia Branca (RN)","Total","70 anos ou mais","1396","2","14","864","264","99","66","40","9","2","-","-","36","-"
"2401206","Arês (RN)","Total","10 a 14 anos","1315","50","7","8","-","-","-","-","-","-","-","-","1250","-"
"2401206","Arês (RN)","Total","15 a 19 anos","1349","67","40","55","6","1","1","-","-","-","-","-","1179","-"
"2401206","Arês (RN)","Total","15 a 17 anos","851","38","17","17","1","-","-","-","-","-","-","-","778","-"
"2401206","Arês (RN)","Total","18 ou 19 anos","498","29","23","38","5","1","1","-","-","-","-","-","401","-"
"2401206","Arês (RN)","Total","20 a 24 anos","1262","141","69","224","49","6","6","2","-","-","-","-","765","-"
"2401206","Arês (RN)","Total","25 a 29 anos","1154","136","98","293","116","21","8","5","1","-","-","-","476","-"
"2401206","Arês (RN)","Total","30 a 34 anos","943","95","109","266","76","25","19","7","-","1","-","-","345","-"
"2401206","Arês (RN)","Total","35 a 39 anos","910","111","90","246","120","28","27","10","1","-","-","-","277","-"
"2401206","Arês (RN)","Total","40 a 44 anos","836","86","57","226","123","36","36","14","-","2","-","-","256","-"
"2401206","Arês (RN)","Total","45 a 49 anos","694","98","47","162","78","38","22","9","-","1","1","-","238","-"
"2401206","Arês (RN)","Total","50 a 54 anos","516","63","41","152","62","25","9","10","-","-","-","-","154","-"
"2401206","Arês (RN)","Total","55 a 59 anos","437","19","22","191","60","16","15","8","-","-","-","-","106","-"
"2401206","Arês (RN)","Total","60 a 69 anos","627","4","10","412","84","25","11","14","3","-","1","-","63","-"
"2401206","Arês (RN)","Total","70 anos ou mais","626","-","7","482","86","9","14","7","3","-","-","2","16","-"
"2401305","Campo Grande (RN)","Total","10 a 14 anos","884","67","9","11","-","-","-","-","-","-","-","-","797","-"
"2401305","Campo Grande (RN)","Total","15 a 19 anos","917","104","47","27","3","1","-","-","-","-","-","-","735","-"
"2401305","Campo Grande (RN)","Total","15 a 17 anos","600","63","18","11","1","1","-","-","-","-","-","-","506","-"
"2401305","Campo Grande (RN)","Total","18 ou 19 anos","317","41","29","16","2","-","-","-","-","-","-","-","229","-"
"2401305","Campo Grande (RN)","Total","20 a 24 anos","828","134","81","132","28","1","4","1","-","-","-","-","447","-"
"2401305","Campo Grande (RN)","Total","25 a 29 anos","803","134","112","186","42","12","5","4","-","-","-","-","308","-"
"2401305","Campo Grande (RN)","Total","30 a 34 anos","673","126","115","140","56","13","11","8","-","1","-","-","203","-"
"2401305","Campo Grande (RN)","Total","35 a 39 anos","617","113","79","164","51","17","8","4","-","-","-","-","181","-"
"2401305","Campo Grande (RN)","Total","40 a 44 anos","568","109","57","151","45","22","13","6","-","2","1","1","161","-"
"2401305","Campo Grande (RN)","Total","45 a 49 anos","557","88","73","161","40","25","11","7","1","2","2","-","147","-"
"2401305","Campo Grande (RN)","Total","50 a 54 anos","418","76","33","130","30","14","5","7","1","-","-","1","121","-"
"2401305","Campo Grande (RN)","Total","55 a 59 anos","320","21","21","163","38","7","7","2","-","-","1","-","60","-"
"2401305","Campo Grande (RN)","Total","60 a 69 anos","597","8","6","455","76","16","9","6","1","-","1","-","19","-"
"2401305","Campo Grande (RN)","Total","70 anos ou mais","616","-","4","474","110","11","8","1","-","1","-","1","6","-"
"2401404","Baía Formosa (RN)","Total","10 a 14 anos","914","15","7","2","-","-","-","-","-","-","-","-","890","-"
"2401404","Baía Formosa (RN)","Total","15 a 19 anos","776","47","25","43","5","-","-","-","-","-","-","-","656","-"
"2401404","Baía Formosa (RN)","Total","15 a 17 anos","487","28","13","10","2","-","-","-","-","-","-","-","434","-"
"2401404","Baía Formosa (RN)","Total","18 ou 19 anos","289","19","12","33","3","-","-","-","-","-","-","-","222","-"
"2401404","Baía Formosa (RN)","Total","20 a 24 anos","810","78","44","188","53","6","8","-","-","-","-","-","433","-"
"2401404","Baía Formosa (RN)","Total","25 a 29 anos","748","85","76","183","87","16","8","-","-","-","-","-","293","-"
"2401404","Baía Formosa (RN)","Total","30 a 34 anos","645","69","77","178","108","16","16","3","-","1","-","-","177","-"
"2401404","Baía Formosa (RN)","Total","35 a 39 anos","639","70","57","186","79","24","15","8","-","-","1","-","199","-"
"2401404","Baía Formosa (RN)","Total","40 a 44 anos","572","64","41","151","93","24","21","8","-","-","-","1","169","-"
"2401404","Baía Formosa (RN)","Total","45 a 49 anos","488","46","38","141","58","29","18","10","1","1","-","-","146","-"
"2401404","Baía Formosa (RN)","Total","50 a 54 anos","367","32","18","117","61","16","15","8","-","-","-","1","99","-"
"2401404","Baía Formosa (RN)","Total","55 a 59 anos","281","14","7","136","36","7","8","7","-","-","2","-","64","-"
"2401404","Baía Formosa (RN)","Total","60 a 69 anos","435","9","9","293","49","19","10","5","2","-","-","-","39","-"
"2401404","Baía Formosa (RN)","Total","70 anos ou mais","350","2","6","252","67","10","3","2","1","-","-","1","6","-"
"2401453","Baraúna (RN)","Total","10 a 14 anos","2554","88","21","26","1","-","-","-","-","-","-","-","2418","-"
"2401453","Baraúna (RN)","Total","15 a 19 anos","2302","112","91","232","26","2","1","1","-","-","-","-","1837","-"
"2401453","Baraúna (RN)","Total","15 a 17 anos","1435","54","45","68","6","-","1","-","-","-","-","-","1261","-"
"2401453","Baraúna (RN)","Total","18 ou 19 anos","867","58","46","164","20","2","-","1","-","-","-","-","576","-"
"2401453","Baraúna (RN)","Total","20 a 24 anos","2422","267","149","726","132","12","6","2","-","-","-","-","1128","-"
"2401453","Baraúna (RN)","Total","25 a 29 anos","2273","276","212","792","193","36","13","8","1","-","-","-","742","-"
"2401453","Baraúna (RN)","Total","30 a 34 anos","1956","244","219","693","192","51","19","7","-","-","-","-","531","-"
"2401453","Baraúna (RN)","Total","35 a 39 anos","1684","184","168","635","167","36","30","15","1","2","1","1","444","-"
"2401453","Baraúna (RN)","Total","40 a 44 anos","1485","147","116","577","164","51","31","15","1","-","1","-","382","-"
"2401453","Baraúna (RN)","Total","45 a 49 anos","1230","133","81","453","124","31","20","7","1","-","-","-","380","-"
"2401453","Baraúna (RN)","Total","50 a 54 anos","874","95","57","287","76","20","15","8","1","1","-","-","314","-"
"2401453","Baraúna (RN)","Total","55 a 59 anos","754","21","36","381","88","19","13","9","1","-","-","-","186","-"
"2401453","Baraúna (RN)","Total","60 a 69 anos","1088","8","17","784","113","21","13","5","1","1","-","-","125","-"
"2401453","Baraúna (RN)","Total","70 anos ou mais","905","3","2","694","108","9","4","3","1","-","-","-","81","-"
"2401503","Barcelona (RN)","Total","10 a 14 anos","416","19","4","3","-","-","-","-","-","-","-","-","390","-"
"2401503","Barcelona (RN)","Total","15 a 19 anos","398","32","13","10","-","-","-","-","-","-","-","-","343","-"
"2401503","Barcelona (RN)","Total","15 a 17 anos","263","22","6","2","-","-","-","-","-","-","-","-","233","-"
"2401503","Barcelona (RN)","Total","18 ou 19 anos","135","10","7","8","-","-","-","-","-","-","-","-","110","-"
"2401503","Barcelona (RN)","Total","20 a 24 anos","317","57","27","46","14","2","-","-","-","-","-","-","171","-"
"2401503","Barcelona (RN)","Total","25 a 29 anos","272","58","33","68","34","5","1","2","-","-","-","-","71","-"
"2401503","Barcelona (RN)","Total","30 a 34 anos","270","50","49","60","39","6","3","1","-","-","-","-","62","-"
"2401503","Barcelona (RN)","Total","35 a 39 anos","244","41","47","52","36","5","11","-","1","-","-","-","51","-"
"2401503","Barcelona (RN)","Total","40 a 44 anos","267","54","43","61","33","1","8","1","-","-","-","1","65","-"
"2401503","Barcelona (RN)","Total","45 a 49 anos","241","54","28","67","30","9","5","-","-","-","1","-","47","-"
"2401503","Barcelona (RN)","Total","50 a 54 anos","171","35","24","36","14","6","4","2","-","-","-","-","50","-"
"2401503","Barcelona (RN)","Total","55 a 59 anos","151","17","10","63","20","2","5","1","-","-","-","-","33","-"
"2401503","Barcelona (RN)","Total","60 a 69 anos","288","4","2","201","48","9","7","4","1","-","-","-","12","-"
"2401503","Barcelona (RN)","Total","70 anos ou mais","329","1","2","271","47","5","-","3","-","-","-","-","-","-"
"2401602","Bento Fernandes (RN)","Total","10 a 14 anos","615","25","-","6","1","-","-","-","-","-","-","-","583","-"
"2401602","Bento Fernandes (RN)","Total","15 a 19 anos","585","31","21","25","1","-","-","-","-","-","-","-","507","-"
"2401602","Bento Fernandes (RN)","Total","15 a 17 anos","375","18","11","4","-","-","-","-","-","-","-","-","342","-"
"2401602","Bento Fernandes (RN)","Total","18 ou 19 anos","210","13","10","21","1","-","-","-","-","-","-","-","165","-"
"2401602","Bento Fernandes (RN)","Total","20 a 24 anos","496","52","29","111","18","2","2","1","-","-","-","-","281","-"
