Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Município;
3168903;Tiros (MG);1815
3169000;Tocantins (MG);4416
3169059;Tocos do Moji (MG);918
3169109;Toledo (MG);1704
3169208;Tombos (MG);2471
3169307;Três Corações (MG);22261
3169356;Três Marias (MG);8949
3169406;Três Pontas (MG);16318
3169505;Tumiritinga (MG);2287
3169604;Tupaciguara (MG);6616
3169703;Turmalina (MG);6161
3169802;Turvolândia (MG);1412
3169901;Ubá (MG);28939
3170008;Ubaí (MG);4688
3170057;Ubaporanga (MG);3880
3170107;Uberaba (MG);76870
3170206;Uberlândia (MG);165460
3170305;Umburatiba (MG);912
3170404;Unaí (MG);24146
3170438;União de Minas (MG);1273
3170479;Uruana de Minas (MG);1110
3170503;Urucânia (MG);3399
3170529;Urucuia (MG);5509
3170578;Vargem Alegre (MG);2018
3170602;Vargem Bonita (MG);551
3170651;Vargem Grande do Rio Pardo (MG);1739
3170701;Varginha (MG);33874
3170750;Varjão de Minas (MG);2027
3170800;Várzea da Palma (MG);12052
3170909;Varzelândia (MG);7714
3171006;Vazante (MG);5868
3171030;Verdelândia (MG);3729
3171071;Veredinha (MG);1887
3171105;Veríssimo (MG);1045
3171154;Vermelho Novo (MG);1421
3171204;Vespasiano (MG);34786
3171303;Viçosa (MG);19523
3171402;Vieiras (MG);1043
3171501;Mathias Lobato (MG);1299
3171600;Virgem da Lapa (MG);4447
3171709;Virgínia (MG);2429
3171808;Virginópolis (MG);3535
3171907;Virgolândia (MG);1940
3172004;Visconde do Rio Branco (MG);10721
3172103;Volta Grande (MG);1562
3172202;Wenceslau Braz (MG);721
3200102;Afonso Cláudio (ES);9211
3200136;Águia Branca (ES);2947
3200169;Água Doce do Norte (ES);3844
3200201;Alegre (ES);8937
3200300;Alfredo Chaves (ES);3656
3200359;Alto Rio Novo (ES);2328
3200409;Anchieta (ES);7092
3200508;Apiacá (ES);2144
3200607;Aracruz (ES);26981
3200706;Atílio Vivácqua (ES);2926
3200805;Baixo Guandu (ES);8803
3200904;Barra de São Francisco (ES);12358
3201001;Boa Esperança (ES);4653
3201100;Bom Jesus do Norte (ES);2625
3201159;Brejetuba (ES);4269
3201209;Cachoeiro de Itapemirim (ES);54873
3201308;Cariacica (ES);109485
3201407;Castelo (ES);9281
3201506;Colatina (ES);30436
3201605;Conceição da Barra (ES);10221
3201704;Conceição do Castelo (ES);3441
3201803;Divino de São Lourenço (ES);1491
3201902;Domingos Martins (ES);9289
3202009;Dores do Rio Preto (ES);2062
3202108;Ecoporanga (ES);7231
3202207;Fundão (ES);5245
3202256;Governador Lindenberg (ES);3224
3202306;Guaçuí (ES);8606
3202405;Guarapari (ES);32094
3202454;Ibatiba (ES);7236
3202504;Ibiraçu (ES);3332
3202553;Ibitirama (ES);3215
3202603;Iconha (ES);3167
3202652;Irupi (ES);3860
3202702;Itaguaçu (ES);3683
3202801;Itapemirim (ES);10056
3202900;Itarana (ES);2920
3203007;Iúna (ES);8766
3203056;Jaguaré (ES);8568
3203106;Jerônimo Monteiro (ES);3171
3203130;João Neiva (ES);4170
3203163;Laranja da Terra (ES);2725
3203205;Linhares (ES);46209
3203304;Mantenópolis (ES);4335
3203320;Marataízes (ES);10420
3203346;Marechal Floriano (ES);4182
3203353;Marilândia (ES);2888
3203403;Mimoso do Sul (ES);7237
3203502;Montanha (ES);5505
3203601;Mucurici (ES);1765
3203700;Muniz Freire (ES);5956
3203809;Muqui (ES);4093
3203908;Nova Venécia (ES);14283
3204005;Pancas (ES);6886
3204054;Pedro Canário (ES);8480
3204104;Pinheiros (ES);7757
3204203;Piúma (ES);5653
3204252;Ponto Belo (ES);2246
3204302;Presidente Kennedy (ES);3229
3204351;Rio Bananal (ES);5239
3204401;Rio Novo do Sul (ES);3122
3204500;Santa Leopoldina (ES);3576
3204559;Santa Maria de Jetibá (ES);10749
3204609;Santa Teresa (ES);5777
3204658;São Domingos do Norte (ES);2297
3204708;São Gabriel da Palha (ES);9257
3204807;São José do Calçado (ES);2940
3204906;São Mateus (ES);36650
3204955;São Roque do Canaã (ES);3095
3205002;Serra (ES);131371
3205010;Sooretama (ES);8940
3205036;Vargem Alta (ES);6114
3205069;Venda Nova do Imigrante (ES);5885
3205101;Viana (ES);20064
3205150;Vila Pavão (ES);2567
3205176;Vila Valério (ES);4246
3205200;Vila Velha (ES);113086
3205309;Vitória (ES);82997
3300100;Angra dos Reis (RJ);52965
3300159;Aperibé (RJ);2624
3300209;Araruama (RJ);33133
3300225;Areal (RJ);3377
3300233;Armação dos Búzios (RJ);8355
3300258;Arraial do Cabo (RJ);7990
3300308;Barra do Piraí (RJ);25823
3300407;Barra Mansa (RJ);48585
3300456;Belford Roxo (RJ);151771
3300506;Bom Jardim (RJ);7042
3300605;Bom Jesus do Itabapoana (RJ);9959
3300704;Cabo Frio (RJ);57749
3300803;Cachoeiras de Macacu (RJ);16066
3300902;Cambuci (RJ);3754
3300936;Carapebus (RJ);3954
3300951;Comendador Levy Gasparian (RJ);2338
3301009;Campos dos Goytacazes (RJ);139543
3301108;Cantagalo (RJ);5691
3301157;Cardoso Moreira (RJ);3450
3301207;Carmo (RJ);4949
3301306;Casimiro de Abreu (RJ);10706
3301405;Conceição de Macabu (RJ);6505
3301504;Cordeiro (RJ);5718
3301603;Duas Barras (RJ);3251
3301702;Duque de Caxias (RJ);266217
3301801;Engenheiro Paulo de Frontin (RJ);3369
3301850;Guapimirim (RJ);16514
3301876;Iguaba Grande (RJ);6362
3301900;Itaboraí (RJ);66417
3302007;Itaguaí (RJ);34108
3302056;Italva (RJ);3506
3302106;Itaocara (RJ);5711
3302205;Itaperuna (RJ);25176
3302254;Itatiaia (RJ);8584
3302270;Japeri (RJ);32277
3302304;Laje do Muriaé (RJ);2211
3302403;Macaé (RJ);61260
3302452;Macuco (RJ);1589
3302502;Magé (RJ);73106
3302601;Mangaratiba (RJ);10552
3302700;Maricá (RJ);33933
3302809;Mendes (RJ);4546
3302858;Mesquita (RJ);49640
3302908;Miguel Pereira (RJ);6599
3303005;Miracema (RJ);7877
3303104;Natividade (RJ);4184
3303203;Nilópolis (RJ);42116
3303302;Niterói (RJ);107267
3303401;Nova Friburgo (RJ);46926
3303500;Nova Iguaçu (RJ);248762
3303609;Paracambi (RJ);12096
3303708;Paraíba do Sul (RJ);11869
3303807;Paraty (RJ);12110
3303856;Paty do Alferes (RJ);8065
3303906;Petrópolis (RJ);79906
3303955;Pinheiral (RJ);6541
3304003;Piraí (RJ);7354
3304102;Porciúncula (RJ);5327
3304110;Porto Real (RJ);5279
3304128;Quatis (RJ);3765
3304144;Queimados (RJ);45600
3304151;Quissamã (RJ);6387
3304201;Resende (RJ);34062
3304300;Rio Bonito (RJ);15929
3304409;Rio Claro (RJ);5211
3304508;Rio das Flores (RJ);2642
3304524;Rio das Ostras (RJ);31593
3304557;Rio de Janeiro (RJ);1596758
3304607;Santa Maria Madalena (RJ);3007
3304706;Santo Antônio de Pádua (RJ);10944
3304755;São Francisco de Itabapoana (RJ);12999
3304805;São Fidélis (RJ);10121
3304904;São Gonçalo (RJ);269671
3305000;São João da Barra (RJ);9299
3305109;São João de Meriti (RJ);135890
3305133;São José de Ubá (RJ);1901
3305158;São José do Vale do Rio Preto (RJ);6201
3305208;São Pedro da Aldeia (RJ);27364
3305307;São Sebastião do Alto (RJ);2413
3305406;Sapucaia (RJ);4998
3305505;Saquarema (RJ);21588
3305554;Seropédica (RJ);24291
3305604;Silva Jardim (RJ);6999
3305703;Sumidouro (RJ);4326
3305752;Tanguá (RJ);9438
3305802;Teresópolis (RJ);46917
3305901;Trajano de Moraes (RJ);2921
3306008;Três Rios (RJ);21990
3306107;Valença (RJ);19980
3306156;Varre-Sai (RJ);3021
3306206;Vassouras (RJ);9724
3306305;Volta Redonda (RJ);67127
3500105;Adamantina (SP);7932
3500204;Adolfo (SP);890
3500303;Aguaí (SP);9516
3500402;Águas da Prata (SP);1845
3500501;Águas de Lindóia (SP);4479
3500550;Águas de Santa Bárbara (SP);1624
3500600;Águas de São Pedro (SP);593
3500709;Agudos (SP);10282
3500758;Alambari (SP);1568
3500808;Alfredo Marcondes (SP);907
3500907;Altair (SP);1151
3501004;Altinópolis (SP);4280
3501103;Alto Alegre (SP);942
3501152;Alumínio (SP);5400
3501202;Álvares Florence (SP);847
3501301;Álvares Machado (SP);6820
3501400;Álvaro de Carvalho (SP);1044
3501509;Alvinlândia (SP);929
3501608;Americana (SP);51361
3501707;Américo Brasiliense (SP);10658
3501806;Américo de Campos (SP);1423
3501905;Amparo (SP);16393
3502002;Analândia (SP);1248
3502101;Andradina (SP);13924
3502200;Angatuba (SP);6706
3502309;Anhembi (SP);1848
3502408;Anhumas (SP);1091
3502507;Aparecida (SP);9669
3502606;Aparecida d'Oeste (SP);1086
3502705;Apiaí (SP);8802
3502754;Araçariguama (SP);5915
3502804;Araçatuba (SP);44540
3502903;Araçoiaba da Serra (SP);7974
3503000;Aramina (SP);1352
3503109;Arandu (SP);1900
3503158;Arapeí (SP);760
3503208;Araraquara (SP);50687
3503307;Araras (SP);31067
3503356;Arco-Íris (SP);492
3503406;Arealva (SP);2009
3503505;Areias (SP);1241
3503604;Areiópolis (SP);3446
3503703;Ariranha (SP);2303
3503802;Artur Nogueira (SP);13125
3503901;Arujá (SP);24075
3503950;Aspásia (SP);452
3504008;Assis (SP);23995
3504107;Atibaia (SP);35676
3504206;Auriflama (SP);3578
3504305;Avaí (SP);1577
3504404;Avanhandava (SP);3257
3504503;Avaré (SP);22976
3504602;Bady Bassitt (SP);3945
3504701;Balbinos (SP);355
3504800;Bálsamo (SP);1894
3504909;Bananal (SP);3023
3505005;Barão de Antonina (SP);967
3505104;Barbosa (SP);2042
3505203;Bariri (SP);8627
3505302;Barra Bonita (SP);8473
3505351;Barra do Chapéu (SP);1868
3505401;Barra do Turvo (SP);2853
3505500;Barretos (SP);29149
3505609;Barrinha (SP);9320
3505708;Barueri (SP);75749
3505807;Bastos (SP);5852
3505906;Batatais (SP);15240
3506003;Bauru (SP);90413
3506102;Bebedouro (SP);20067
3506201;Bento de Abreu (SP);767
3506300;Bernardino de Campos (SP);2972
3506359;Bertioga (SP);16156
3506409;Bilac (SP);1672
3506508;Birigui (SP);27822
3506607;Biritiba Mirim (SP);9325
3506706;Boa Esperança do Sul (SP);4294
3506805;Bocaina (SP);3060
3506904;Bofete (SP);2990
3507001;Boituva (SP);14068
3507100;Bom Jesus dos Perdões (SP);6060
3507159;Bom Sucesso de Itararé (SP);1423
3507209;Borá (SP);223
3507308;Boracéia (SP);1297
3507407;Borborema (SP);3754
3507456;Borebi (SP);752
3507506;Botucatu (SP);34647
3507605;Bragança Paulista (SP);40099
3507704;Braúna (SP);1314
3507753;Brejo Alegre (SP);732
3507803;Brodowski (SP);6126
3507902;Brotas (SP);6295
3508009;Buri (SP);6676
3508108;Buritama (SP);3985
3508207;Buritizal (SP);1049
3508306;Cabrália Paulista (SP);1381
3508405;Cabreúva (SP);13718
3508504;Caçapava (SP);24134
3508603;Cachoeira Paulista (SP);8474
3508702;Caconde (SP);5749
3508801;Cafelândia (SP);4479
3508900;Caiabu (SP);1097
3509007;Caieiras (SP);26856
3509106;Caiuá (SP);1418
3509205;Cajamar (SP);20806
3509254;Cajati (SP);10231
3509304;Cajobi (SP);2571
3509403;Cajuru (SP);7155
3509452;Campina do Monte Alegre (SP);1744
3509502;Campinas (SP);272931
3509601;Campo Limpo Paulista (SP);22361
3509700;Campos do Jordão (SP);15016
3509809;Campos Novos Paulista (SP);1415
3509908;Cananéia (SP);4160
3509957;Canas (SP);1505
3510005;Cândido Mota (SP);8163
3510104;Cândido Rodrigues (SP);592
3510153;Canitar (SP);1581
3510203;Capão Bonito (SP);15188
3510302;Capela do Alto (SP);5654
3510401;Capivari (SP);14464
3510500;Caraguatatuba (SP);30819
3510609;Carapicuíba (SP);115124
3510708;Cardoso (SP);3035
3510807;Casa Branca (SP);7359
3510906;Cássia dos Coqueiros (SP);756
3511003;Castilho (SP);5289
3511102;Catanduva (SP);27307
3511201;Catiguá (SP);1874
3511300;Cedral (SP);1909
3511409;Cerqueira César (SP);5322
3511508;Cerquilho (SP);10623
3511607;Cesário Lange (SP);4367
3511706;Charqueada (SP);4467
3511904;Clementina (SP);2057
3512001;Colina (SP);4805
3512100;Colômbia (SP);1789
3512209;Conchal (SP);7937
3512308;Conchas (SP);4721
3512407;Cordeirópolis (SP);5965
3512506;Coroados (SP);1450
3512605;Coronel Macedo (SP);1548
3512704;Corumbataí (SP);1144
3512803;Cosmópolis (SP);17524
3512902;Cosmorama (SP);1664
3513009;Cotia (SP);63008
3513108;Cravinhos (SP);9246
3513207;Cristais Paulista (SP);2250
3513306;Cruzália (SP);571
3513405;Cruzeiro (SP);21823
3513504;Cubatão (SP);36830
3513603;Cunha (SP);6568
3513702;Descalvado (SP);8036
3513801;Diadema (SP);116850
3513850;Dirce Reis (SP);405
3513900;Divinolândia (SP);2766
3514007;Dobrada (SP);2570
3514106;Dois Córregos (SP);7141
3514205;Dolcinópolis (SP);509
3514304;Dourado (SP);2183
3514403;Dracena (SP);10026
3514502;Duartina (SP);3138
3514601;Dumont (SP);2332
3514700;Echaporã (SP);1844
3514809;Eldorado (SP);5566
3514908;Elias Fausto (SP);4757
3514924;Elisiário (SP);775
3514957;Embaúba (SP);604
3515004;Embu das Artes (SP);79277
3515103;Embu-Guaçu (SP);20491
3515129;Emilianópolis (SP);768
3515152;Engenheiro Coelho (SP);5069
3515186;Espírito Santo do Pinhal (SP);10814
3515194;Espírito Santo do Turvo (SP);1389
3515202;Estrela d'Oeste (SP);1979
3515301;Estrela do Norte (SP);815
3515350;Euclides da Cunha Paulista (SP);3185
3515400;Fartura (SP);4335
3515509;Fernandópolis (SP);15495
3515608;Fernando Prestes (SP);1279
3515657;Fernão (SP);432
3515707;Ferraz de Vasconcelos (SP);56847
3515806;Flora Rica (SP);446
3515905;Floreal (SP);616
3516002;Flórida Paulista (SP);3234
3516101;Florínea (SP);786
3516200;Franca (SP);92370
3516309;Francisco Morato (SP);55550
3516408;Franco da Rocha (SP);40731
3516507;Gabriel Monteiro (SP);607
3516606;Gália (SP);1842
3516705;Garça (SP);11677
3516804;Gastão Vidigal (SP);1029
3516853;Gavião Peixoto (SP);1337
3516903;General Salgado (SP);2623
3517000;Getulina (SP);2792
3517109;Glicério (SP);1330
3517208;Guaiçara (SP);3172
3517307;Guaimbê (SP);1637
3517406;Guaíra (SP);10190
3517505;Guapiaçu (SP);4512
3517604;Guapiara (SP);6189
3517703;Guará (SP);6356
3517802;Guaraçaí (SP);2077
3517901;Guaraci (SP);2940
3518008;Guarani d'Oeste (SP);512
3518107;Guarantã (SP);2037
3518206;Guararapes (SP);7897
3518305;Guararema (SP);7802
3518404;Guaratinguetá (SP);30039
3518503;Guareí (SP);3633
3518602;Guariba (SP);10859
3518701;Guarujá (SP);91465
3518800;Guarulhos (SP);382216
3518859;Guatapará (SP);2202
3518909;Guzolândia (SP);1391
3519006;Herculândia (SP);2567
3519055;Holambra (SP);3241
3519071;Hortolândia (SP);59129
3519105;Iacanga (SP);2707
3519204;Iacri (SP);1708
3519253;Iaras (SP);1856
3519303;Ibaté (SP);9519
3519402;Ibirá (SP);2702
3519501;Ibirarema (SP);2019
3519600;Ibitinga (SP);13948
3519709;Ibiúna (SP);22816
3519808;Icém (SP);2128
3519907;Iepê (SP);2149
3520004;Igaraçu do Tietê (SP);6700
3520103;Igarapava (SP);7593
3520202;Igaratá (SP);2697
3520301;Iguape (SP);9153
3520400;Ilhabela (SP);8745
3520426;Ilha Comprida (SP);2661
3520442;Ilha Solteira (SP);6338
3520509;Indaiatuba (SP);55587
3520608;Indiana (SP);1255
3520707;Indiaporã (SP);882
3520806;Inúbia Paulista (SP);974
3520905;Ipaussu (SP);4130
3521002;Iperó (SP);8811
3521101;Ipeúna (SP);1905
3521150;Ipiguá (SP);1183
3521200;Iporanga (SP);1574
3521309;Ipuã (SP);4286
3521408;Iracemápolis (SP);5422
3521507;Irapuã (SP);1942
3521606;Irapuru (SP);1702
3521705;Itaberá (SP);5646
3521804;Itaí (SP);7104
3521903;Itajobi (SP);3385
3522000;Itaju (SP);935
3522109;Itanhaém (SP);27303
3522158;Itaoca (SP);1104
3522208;Itapecerica da Serra (SP);50288
3522307;Itapetininga (SP);43827
3522406;Itapeva (SP);29278
3522505;Itapevi (SP);70628
3522604;Itapira (SP);17144
3522653;Itapirapuã Paulista (SP);1514
3522703;Itápolis (SP);10197
3522802;Itaporanga (SP);4434
3522901;Itapuí (SP);3551
3523008;Itapura (SP);1302
3523107;Itaquaquecetuba (SP);114747
3523206;Itararé (SP);15543
3523305;Itariri (SP);5740
3523404;Itatiba (SP);27261
3523503;Itatinga (SP);6063
3523602;Itirapina (SP);3932
3523701;Itirapuã (SP);1937
3523800;Itobi (SP);2114
3523909;Itu (SP);44110
3524006;Itupeva (SP);13667
3524105;Ituverava (SP);10369
3524204;Jaborandi (SP);1813
3524303;Jaboticabal (SP);18725
3524402;Jacareí (SP);60538
3524501;Jaci (SP);1550
3524600;Jacupiranga (SP);5887
3524709;Jaguariúna (SP);12258
3524808;Jales (SP);11192
3524907;Jambeiro (SP);1603
3525003;Jandira (SP);34918
3525102;Jardinópolis (SP);11477
3525201;Jarinu (SP);7273
3525300;Jaú (SP);34537
3525409;Jeriquara (SP);1026
3525508;Joanópolis (SP);3142
3525607;João Ramalho (SP);1289
3525706;José Bonifácio (SP);8858
3525805;Júlio Mesquita (SP);1400
3525854;Jumirim (SP);791
3525904;Jundiaí (SP);92015
3526001;Junqueirópolis (SP);4457
3526100;Juquiá (SP);6627
3526209;Juquitiba (SP);9853
3526308;Lagoinha (SP);1373
3526407;Laranjal Paulista (SP);6857
3526506;Lavínia (SP);1347
3526605;Lavrinhas (SP);2237
3526704;Leme (SP);26947
3526803;Lençóis Paulista (SP);17679
3526902;Limeira (SP);74283
3527009;Lindóia (SP);1857
3527108;Lins (SP);18466
3527207;Lorena (SP);23702
3527256;Lourdes (SP);518
3527306;Louveira (SP);10620
3527405;Lucélia (SP);5088
3527504;Lucianópolis (SP);660
3527603;Luís Antônio (SP);3756
3527702;Luiziânia (SP);1367
3527801;Lupércio (SP);1343
3527900;Lutécia (SP);778
3528007;Macatuba (SP);4872
3528106;Macaubal (SP);1776
3528205;Macedônia (SP);901
3528304;Magda (SP);734
3528403;Mairinque (SP);13369
3528502;Mairiporã (SP);24809
3528601;Manduri (SP);2525
3528700;Marabá Paulista (SP);1018
3528809;Maracaí (SP);3715
3528858;Marapoama (SP);644
3528908;Mariápolis (SP);1026
3529005;Marília (SP);56476
3529104;Marinópolis (SP);572
3529203;Martinópolis (SP);6485
3529302;Matão (SP);20169
3529401;Mauá (SP);124132
3529500;Mendonça (SP);1144
3529609;Meridiano (SP);947
3529658;Mesópolis (SP);527
3529708;Miguelópolis (SP);6177
3529807;Mineiros do Tietê (SP);3548
3529906;Miracatu (SP);7453
3530003;Mira Estrela (SP);710
3530102;Mirandópolis (SP);6074
3530201;Mirante do Paranapanema (SP);5003
3530300;Mirassol (SP);13494
3530409;Mirassolândia (SP);1147
3530508;Mococa (SP);17770
3530607;Mogi das Cruzes (SP);118434
3530706;Mogi Guaçu (SP);37369
3530805;Mogi Mirim (SP);22494
3530904;Mombuca (SP);1018
3531001;Monções (SP);456
3531100;Mongaguá (SP);13946
3531209;Monte Alegre do Sul (SP);1795
3531308;Monte Alto (SP);11471
3531407;Monte Aprazível (SP);5189
3531506;Monte Azul Paulista (SP);5011
3531605;Monte Castelo (SP);994
3531704;Monteiro Lobato (SP);1237
3531803;Monte Mor (SP);15326
3531902;Morro Agudo (SP);9035
3532009;Morungaba (SP);3400
3532058;Motuca (SP);1257
3532108;Murutinga do Sul (SP);1016
3532157;Nantes (SP);898
3532207;Narandiba (SP);1361
3532306;Natividade da Serra (SP);1879
3532405;Nazaré Paulista (SP);4703
3532504;Neves Paulista (SP);1832
3532603;Nhandeara (SP);2299
3532702;Nipoã (SP);1158
3532801;Nova Aliança (SP);1525
3532827;Nova Campina (SP);3318
3532843;Nova Canaã Paulista (SP);465
3532868;Nova Castilho (SP);320
3532900;Nova Europa (SP);2780
3533007;Nova Granada (SP);5149
3533106;Nova Guataporanga (SP);541
3533205;Nova Independência (SP);958
3533254;Novais (SP);1445
3533304;Nova Luzitânia (SP);931
3533403;Nova Odessa (SP);13837
3533502;Novo Horizonte (SP);9643
3533601;Nuporanga (SP);1846
3533700;Ocauçu (SP);1187
3533809;Óleo (SP);733
3533908;Olímpia (SP);12940
3534005;Onda Verde (SP);1130
3534104;Oriente (SP);1563
3534203;Orindiúva (SP);1711
3534302;Orlândia (SP);10931
3534401;Osasco (SP);190874
3534500;Oscar Bressane (SP);590
3534609;Osvaldo Cruz (SP);7076
3534708;Ourinhos (SP);28653
3534757;Ouroeste (SP);2269
3534807;Ouro Verde (SP);2314
3534906;Pacaembu (SP);2706
3535002;Palestina (SP);2684
3535101;Palmares Paulista (SP);3314
3535200;Palmeira d'Oeste (SP);2315
3535309;Palmital (SP);5471
3535408;Panorama (SP);4596
3535507;Paraguaçu Paulista (SP);11971
3535606;Paraibuna (SP);5267
3535705;Paraíso (SP);1561
3535804;Paranapanema (SP);5813
3535903;Paranapuã (SP);1028
3536000;Parapuã (SP);2756
3536109;Pardinho (SP);1790
3536208;Pariquera-Açu (SP);5954
3536257;Parisi (SP);479
3536307;Patrocínio Paulista (SP);3968
3536406;Paulicéia (SP);1982
3536505;Paulínia (SP);23734
3536570;Paulistânia (SP);511
3536604;Paulo de Faria (SP);2434
3536703;Pederneiras (SP);12592
3536802;Pedra Bela (SP);1591
3536901;Pedranópolis (SP);616
3537008;Pedregulho (SP);4714
3537107;Pedreira (SP);10849
3537156;Pedrinhas Paulista (SP);799
3537206;Pedro de Toledo (SP);3499
3537305;Penápolis (SP);15280
3537404;Pereira Barreto (SP);6828
3537503;Pereiras (SP);2181
3537602;Peruíbe (SP);18863
3537701;Piacatu (SP);1425
3537800;Piedade (SP);15622
3537909;Pilar do Sul (SP);8356
3538006;Pindamonhangaba (SP);44001
3538105;Pindorama (SP);3713
3538204;Pinhalzinho (SP);3574
3538303;Piquerobi (SP);942
3538501;Piquete (SP);3813
3538600;Piracaia (SP);7108
3538709;Piracicaba (SP);96948
3538808;Piraju (SP);7951
3538907;Pirajuí (SP);5218
3539004;Pirangi (SP);2586
3539103;Pirapora do Bom Jesus (SP);5788
3539202;Pirapozinho (SP);6970
3539301;Pirassununga (SP);18402
3539400;Piratininga (SP);3210
3539509;Pitangueiras (SP);11365
3539608;Planalto (SP);1301
3539707;Platina (SP);978
3539806;Poá (SP);32988
3539905;Poloni (SP);1297
3540002;Pompéia (SP);5223
3540101;Pongaí (SP);786
3540200;Pontal (SP);12739
3540259;Pontalinda (SP);1168
3540309;Pontes Gestal (SP);667
3540408;Populina (SP);1057
3540507;Porangaba (SP);2319
3540606;Porto Feliz (SP);13859
3540705;Porto Ferreira (SP);14002
3540754;Potim (SP);5668
3540804;Potirendaba (SP);3716
3540853;Pracinha (SP);465
3540903;Pradópolis (SP);4994
3541000;Praia Grande (SP);78554
3541059;Pratânia (SP);1513
3541109;Presidente Alves (SP);1090
3541208;Presidente Bernardes (SP);3304
3541307;Presidente Epitácio (SP);12055
3541406;Presidente Prudente (SP);53967
3541505;Presidente Venceslau (SP);9214
3541604;Promissão (SP);10263
3541653;Quadra (SP);945
3541703;Quatá (SP);3796
3541802;Queiroz (SP);932
3541901;Queluz (SP);3408
3542008;Quintana (SP);1636
3542107;Rafard (SP);2410
3542206;Rancharia (SP);8018
3542305;Redenção da Serra (SP);1184
3542404;Regente Feijó (SP);4964
3542503;Reginópolis (SP);1466
3542602;Registro (SP);17303
3542701;Restinga (SP);2254
3542800;Ribeira (SP);1110
3542909;Ribeirão Bonito (SP);3689
3543006;Ribeirão Branco (SP);6957
3543105;Ribeirão Corrente (SP);1404
3543204;Ribeirão do Sul (SP);1203
3543238;Ribeirão dos Índios (SP);543
3543253;Ribeirão Grande (SP);2325
3543303;Ribeirão Pires (SP);30564
3543402;Ribeirão Preto (SP);154847
3543501;Riversul (SP);1919
3543600;Rifaina (SP);928
3543709;Rincão (SP);3191
3543808;Rinópolis (SP);2505
3543907;Rio Claro (SP);48035
3544004;Rio das Pedras (SP);8735
3544103;Rio Grande da Serra (SP);14158
3544202;Riolândia (SP);2815
3544251;Rosana (SP);6309
3544301;Roseira (SP);2868
3544400;Rubiácea (SP);794
3544509;Rubinéia (SP);692
3544608;Sabino (SP);1395
3544707;Sagres (SP);686
3544806;Sales (SP);1459
3544905;Sales Oliveira (SP);2834
3545001;Salesópolis (SP);4918
3545100;Salmourão (SP);1404
3545159;Saltinho (SP);1725
3545209;Salto (SP);29710
3545308;Salto de Pirapora (SP);12196
3545407;Salto Grande (SP);2591
3545506;Sandovalina (SP);1210
3545605;Santa Adélia (SP);3868
3545704;Santa Albertina (SP);1325
3545803;Santa Bárbara d'Oeste (SP);46943
3546009;Santa Branca (SP);3980
3546108;Santa Clara d'Oeste (SP);525
3546207;Santa Cruz da Conceição (SP);1059
3546256;Santa Cruz da Esperança (SP);618
3546306;Santa Cruz das Palmeiras (SP);8741
3546405;Santa Cruz do Rio Pardo (SP);12338
3546504;Santa Ernestina (SP);1674
3546603;Santa Fé do Sul (SP);7005
3546702;Santa Gertrudes (SP);6620
3546801;Santa Isabel (SP);15307
3546900;Santa Lúcia (SP);2550
3547007;Santa Maria da Serra (SP);1675
3547106;Santa Mercedes (SP);841
3547205;Santana da Ponte Pensa (SP);324
3547304;Santana de Parnaíba (SP);34784
3547403;Santa Rita d'Oeste (SP);542
3547502;Santa Rita do Passa Quatro (SP);6133
3547601;Santa Rosa de Viterbo (SP);6544
3547650;Santa Salete (SP);314
3547700;Santo Anastácio (SP);5442
3547809;Santo André (SP);167509
3547908;Santo Antônio da Alegria (SP);1702
3548005;Santo Antônio de Posse (SP);6184
3548054;Santo Antônio do Aracanguá (SP);2125
3548104;Santo Antônio do Jardim (SP);1574
3548203;Santo Antônio do Pinhal (SP);2010
3548302;Santo Expedito (SP);748
3548401;Santópolis do Aguapeí (SP);1253
3548500;Santos (SP);92025
3548609;São Bento do Sapucaí (SP);2936
3548708;São Bernardo do Campo (SP);206152
3548807;São Caetano do Sul (SP);30154
3548906;São Carlos (SP);56734
3549003;São Francisco (SP);714
3549102;São João da Boa Vista (SP);20752
3549201;São João das Duas Pontes (SP);693
3549250;São João de Iracema (SP);486
3549300;São João do Pau d'Alho (SP);486
3549409;São Joaquim da Barra (SP);12638
3549508;São José da Bela Vista (SP);2856
3549607;São José do Barreiro (SP);1291
3549706;São José do Rio Pardo (SP);13459
3549805;São José do Rio Preto (SP);97169
3549904;São José dos Campos (SP);178428
3549953;São Lourenço da Serra (SP);4414
3550001;São Luiz do Paraitinga (SP);2892
3550100;São Manuel (SP);10920
3550209;São Miguel Arcanjo (SP);10255
3550308;São Paulo (SP);3008626
3550407;São Pedro (SP);8709
3550506;São Pedro do Turvo (SP);2242
3550605;São Roque (SP);21575
3550704;São Sebastião (SP);23235
3550803;São Sebastião da Grama (SP);3425
3550902;São Simão (SP);4057
3551009;São Vicente (SP);97286
3551108;Sarapuí (SP);2875
3551207;Sarutaiá (SP);1124
3551306;Sebastianópolis do Sul (SP);694
3551405;Serra Azul (SP);2973
3551504;Serrana (SP);12378
3551603;Serra Negra (SP);6456
