"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"4205506002","São José - Fraiburgo (SC)","Total","Total","1015","108","249","324","211","87","24","9","2","1","-","-","-","-","-"
"4205506003","Santa Mônica - Fraiburgo (SC)","Total","Total","152","17","44","43","29","17","1","-","-","-","1","-","-","-","-"
"4205506004","Bela Vista - Fraiburgo (SC)","Total","Total","574","46","157","182","117","48","19","3","1","-","1","-","-","-","-"
"4205506005","Vila Salete - Fraiburgo (SC)","Total","Total","219","25","58","60","48","14","6","6","2","-","-","-","-","-","-"
"4205506006","Santo Antônio - Fraiburgo (SC)","Total","Total","548","60","136","164","116","41","24","2","3","2","-","-","-","-","-"
"4205506007","Centro - Fraiburgo (SC)","Total","Total","728","137","216","172","146","45","7","4","-","-","1","-","-","-","-"
"4205506008","Jardim das Araucárias - Fraiburgo (SC)","Total","Total","25","2","6","8","8","1","-","-","-","-","-","-","-","-","-"
"4205506009","Jardim das Hortências - Fraiburgo (SC)","Total","Total","93","10","22","25","26","6","2","2","-","-","-","-","-","-","-"
"4205506010","São Sebastião - Fraiburgo (SC)","Total","Total","574","51","135","163","131","53","23","12","5","1","-","-","-","-","-"
"4205506011","Liberata - Fraiburgo (SC)","Total","Total","359","25","82","121","76","36","16","2","-","-","1","-","-","-","-"
"4205506012","Roland Mayer - Fraiburgo (SC)","Total","Total","106","7","20","28","22","13","8","6","1","-","-","1","-","-","-"
"4205506013","Das Nações - Fraiburgo (SC)","Total","Total","739","59","184","217","178","68","20","9","2","1","1","-","-","-","-"
"4205506014","Fischer - Fraiburgo (SC)","Total","Total","88","5","20","22","23","11","4","1","1","-","1","-","-","-","-"
"4205506015","São Miguel - Fraiburgo (SC)","Total","Total","2568","197","502","642","599","342","147","72","34","19","7","7","-","-","-"
"4205506016","São Cristóvão - Fraiburgo (SC)","Total","Total","235","28","40","55","46","36","14","9","4","1","2","-","-","-","-"
"4205506017","Dez de Dezembro - Fraiburgo (SC)","Total","Total","113","6","33","26","31","11","6","-","-","-","-","-","-","-","-"
"4205506018","Faxinal dos Carvalhos - Fraiburgo (SC)","Total","Total","152","18","23","37","40","20","10","2","-","-","2","-","-","-","-"
"4205506019","Butiá Verde - Fraiburgo (SC)","Total","Total","320","27","60","89","73","42","21","6","2","-","-","-","-","-","-"
"4205506021","Papuã - Fraiburgo (SC)","Total","Total","29","3","6","3","12","4","1","-","-","-","-","-","-","-","-"
"4205803001","Centro - Garuva (SC)","Total","Total","2437","210","514","626","526","326","113","64","25","19","6","3","5","-","-"
"4205803002","São João Abaixo - Garuva (SC)","Total","Total","86","13","16","26","17","2","8","3","1","-","-","-","-","-","-"
"4205803003","Distrito Industrial Leste - Garuva (SC)","Total","Total","34","6","8","5","8","5","1","1","-","-","-","-","-","-","-"
"4205803004","Palmital - Garuva (SC)","Total","Total","35","3","6","6","11","4","3","1","-","-","-","-","-","1","-"
"4205803005","Rio da Onça - Garuva (SC)","Total","Total","92","8","15","17","25","10","11","4","1","1","-","-","-","-","-"
"4205803006","Urubuquara - Garuva (SC)","Total","Total","198","20","42","51","40","14","19","6","4","2","-","-","-","-","-"
"4205803007","Vila Trevo - Garuva (SC)","Total","Total","174","21","27","43","32","29","10","4","4","1","3","-","-","-","-"
"4205803008","Garuva Acima - Garuva (SC)","Total","Total","195","17","50","40","48","18","9","6","4","2","1","-","-","-","-"
"4205803009","Distrito Industrial Sul - Garuva (SC)","Total","Total","10","-","3","3","2","-","1","1","-","-","-","-","-","-","-"
"4205902001","Belchior Alto - Gaspar (SC)","Total","Total","312","17","58","93","86","38","13","3","2","2","-","-","-","-","-"
"4205902002","Belchior Central - Gaspar (SC)","Total","Total","291","30","59","86","72","29","7","3","2","2","1","-","-","-","-"
"4205902003","Belchior Baixo - Gaspar (SC)","Total","Total","91","9","18","31","22","8","1","1","-","-","1","-","-","-","-"
"4205902004","Arraial D'Ouro - Gaspar (SC)","Total","Total","20","1","4","5","6","3","1","-","-","-","-","-","-","-","-"
"4205902005","Margem Esquerda - Gaspar (SC)","Total","Total","1979","153","502","564","482","177","72","21","2","3","2","-","-","1","-"
"4205902006","Lagoa - Gaspar (SC)","Total","Total","38","3","12","3","13","6","1","-","-","-","-","-","-","-","-"
"4205902007","Bela Vista - Gaspar (SC)","Total","Total","2159","231","573","603","447","181","69","39","9","5","-","2","-","-","-"
"4205902008","Figueira - Gaspar (SC)","Total","Total","1102","76","239","306","287","138","32","18","3","-","2","1","-","-","-"
"4205902009","Coloninha - Gaspar (SC)","Total","Total","1106","96","256","310","274","105","39","18","8","-","-","-","-","-","-"
"4205902010","Gaspar Grande - Gaspar (SC)","Total","Total","386","30","95","91","118","39","6","5","2","-","-","-","-","-","-"
"4205902012","Alto Gasparinho - Gaspar (SC)","Total","Total","8","-","1","5","2","-","-","-","-","-","-","-","-","-","-"
"4205902013","Gasparinho - Gaspar (SC)","Total","Total","809","70","186","235","188","78","27","13","6","4","1","-","-","1","-"
"4205902014","Gaspar Mirim - Gaspar (SC)","Total","Total","371","27","61","86","110","49","22","9","1","4","-","1","1","-","-"
"4205902015","Centro - Gaspar (SC)","Total","Total","607","82","188","146","122","48","12","6","2","1","-","-","-","-","-"
"4205902016","Sete de Setembro - Gaspar (SC)","Total","Total","1637","154","377","497","401","130","45","20","8","2","-","2","1","-","-"
"4205902017","Santa Terezinha - Gaspar (SC)","Total","Total","2157","161","508","641","511","210","79","33","9","2","2","1","-","-","-"
"4205902019","Bateias - Gaspar (SC)","Total","Total","526","40","111","140","123","66","27","10","4","2","1","-","1","-","1"
"4205902020","Barracão - Gaspar (SC)","Total","Total","451","32","100","122","111","51","19","8","3","3","1","-","-","1","-"
"4205902021","Poço Grande - Gaspar (SC)","Total","Total","515","52","127","140","122","51","12","9","-","2","-","-","-","-","-"
"4206504001","Centro - Guaramirim (SC)","Total","Total","1277","136","316","363","281","117","45","11","5","-","1","1","-","-","1"
"4206504002","Amizade - Guaramirim (SC)","Total","Total","769","42","180","223","192","84","36","4","5","3","-","-","-","-","-"
"4206504003","Avaí - Guaramirim (SC)","Total","Total","1206","84","274","364","311","121","38","7","3","1","1","-","1","-","1"
"4206504004","Nova Esperança - Guaramirim (SC)","Total","Total","524","40","135","131","124","64","18","7","5","-","-","-","-","-","-"
"4206504005","Guamiranga - Guaramirim (SC)","Total","Total","757","55","161","195","184","97","32","21","10","1","1","-","-","-","-"
"4206504006","Figueirinha - Guaramirim (SC)","Total","Total","126","9","23","35","31","18","8","1","-","1","-","-","-","-","-"
"4206504007","Ilha da Figueira - Guaramirim (SC)","Total","Total","172","14","33","56","41","14","9","3","1","1","-","-","-","-","-"
"4206504008","Rio Branco - Guaramirim (SC)","Total","Total","65","1","16","18","18","8","3","-","1","-","-","-","-","-","-"
"4206504009","Barro Branco - Guaramirim (SC)","Total","Total","381","26","95","107","94","41","15","2","1","-","-","-","-","-","-"
"4206504010","Caixa D'água - Guaramirim (SC)","Total","Total","70","3","13","23","14","12","3","2","-","-","-","-","-","-","-"
"4206504011","Corticeira - Guaramirim (SC)","Total","Total","338","29","60","90","75","60","14","6","3","1","-","-","-","-","-"
"4206504012","Recanto Feliz - Guaramirim (SC)","Total","Total","740","45","155","217","183","93","27","14","3","2","-","1","-","-","-"
"4206504013","Beira Rio - Guaramirim (SC)","Total","Total","214","16","53","55","48","24","13","3","2","-","-","-","-","-","-"
"4206504014","Bananal do Sul - Guaramirim (SC)","Total","Total","385","32","96","115","91","28","16","4","2","-","1","-","-","-","-"
"4206504015","Imigrantes - Guaramirim (SC)","Total","Total","265","17","65","71","72","22","14","3","1","-","-","-","-","-","-"
"4206504016","Escolinha - Guaramirim (SC)","Total","Total","222","26","52","57","47","22","13","2","3","-","-","-","-","-","-"
"4206702001","Centro - Herval d'Oeste (SC)","Total","Total","1201","193","391","309","197","78","17","10","6","-","-","-","-","-","-"
"4206702002","Estação Luzerna - Herval d'Oeste (SC)","Total","Total","305","29","71","85","73","25","15","5","-","1","1","-","-","-","-"
"4206702003","Santo Antônio - Herval d'Oeste (SC)","Total","Total","813","89","209","249","160","68","23","10","4","1","-","-","-","-","-"
"4206702004","Vila Militar - Herval d'Oeste (SC)","Total","Total","593","88","141","177","126","45","9","5","-","1","-","-","-","1","-"
"4206702005","São Jorge - Herval d'Oeste (SC)","Total","Total","577","47","114","150","143","64","34","13","10","-","2","-","-","-","-"
"4206702006","Jardim José Rupp - Herval d'Oeste (SC)","Total","Total","549","56","133","155","127","36","28","9","4","1","-","-","-","-","-"
"4206702007","Nossa Senhora de Fátima - Herval d'Oeste (SC)","Total","Total","463","48","84","156","106","42","17","7","3","-","-","-","-","-","-"
"4206702008","Vila Rica - Herval d'Oeste (SC)","Total","Total","586","82","163","178","94","38","22","7","-","2","-","-","-","-","-"
"4206702009","São Vicente - Herval d'Oeste (SC)","Total","Total","589","66","154","188","125","43","5","6","-","1","-","1","-","-","-"
"4206702010","Nossa Senhora Aparecida - Herval d'Oeste (SC)","Total","Total","472","48","108","123","94","41","33","9","11","3","1","1","-","-","-"
"4206900001","Centro - Ibirama (SC)","Total","Total","1355","191","413","382","226","94","29","11","7","1","-","1","-","-","-"
"4206900002","Ponto Chik - Ibirama (SC)","Total","Total","476","62","134","130","100","39","8","2","1","-","-","-","-","-","-"
"4206900003","Nova Stettin - Ibirama (SC)","Total","Total","367","33","84","122","78","31","14","4","1","-","-","-","-","-","-"
"4206900004","Bela Vista - Ibirama (SC)","Total","Total","811","99","232","212","162","55","29","11","7","2","2","-","-","-","-"
"4206900005","Operário - Ibirama (SC)","Total","Total","220","21","54","53","48","28","11","4","1","-","-","-","-","-","-"
"4206900006","Taquaras - Ibirama (SC)","Total","Total","198","19","49","62","46","16","5","1","-","-","-","-","-","-","-"
"4206900007","Subida - Ibirama (SC)","Total","Total","121","15","30","30","22","12","8","2","-","1","1","-","-","-","-"
"4206900008","Areado - Ibirama (SC)","Total","Total","245","16","61","61","49","33","16","3","4","2","-","-","-","-","-"
"4207007001","Centro - Içara (SC)","Total","Total","1236","168","347","353","260","68","27","9","4","-","-","-","-","-","-"
"4207007002","Primeiro de Maio - Içara (SC)","Total","Total","358","29","76","109","95","29","13","3","3","1","-","-","-","-","-"
"4207007003","Cristo Rei - Içara (SC)","Total","Total","751","52","172","238","191","60","27","7","3","1","-","-","-","-","-"
"4207007004","Raichaski - Içara (SC)","Total","Total","678","53","150","211","160","73","23","5","1","2","-","-","-","-","-"
"4207007005","Liri - Içara (SC)","Total","Total","993","65","225","299","240","105","33","15","5","5","1","-","-","-","-"
"4207007006","Presidente Vargas - Içara (SC)","Total","Total","1362","94","298","425","342","144","35","18","4","2","-","-","-","-","-"
"4207007007","Demboski - Içara (SC)","Total","Total","291","18","77","96","56","26","11","5","2","-","-","-","-","-","-"
"4207007008","Nossa Senhora de Fátima - Içara (SC)","Total","Total","835","69","191","253","214","74","27","4","1","1","1","-","-","-","-"
"4207007009","Jardim Silvana - Içara (SC)","Total","Total","472","34","108","141","122","47","13","4","3","-","-","-","-","-","-"
"4207007010","Tereza Cristina - Içara (SC)","Total","Total","450","37","108","135","110","46","12","1","1","-","-","-","-","-","-"
"4207007011","Jaqueline - Içara (SC)","Total","Total","864","60","182","263","204","112","33","5","4","1","-","-","-","-","-"
"4207007012","Jardim Elizabete - Içara (SC)","Total","Total","778","68","204","213","192","63","29","8","-","-","-","-","-","1","-"
"4207007013","Vila São José - Içara (SC)","Total","Total","295","18","68","97","74","24","9","3","2","-","-","-","-","-","-"
"4207007014","Vila Nova - Içara (SC)","Total","Total","828","56","183","255","191","98","30","10","1","3","-","-","1","-","-"
"4207007015","Barracão - Içara (SC)","Total","Total","300","25","69","103","65","28","4","4","1","1","-","-","-","-","-"
"4207007016","Aurora - Içara (SC)","Total","Total","765","62","180","210","186","98","20","4","4","-","1","-","-","-","-"
"4207304001","Centro - Imbituba (SC)","Total","Total","1167","216","325","296","208","80","29","6","4","2","1","-","-","-","-"
"4207304002","Paes Leme - Imbituba (SC)","Total","Total","845","108","215","237","164","70","28","14","5","3","1","-","-","-","-"
"4207304003","Village - Imbituba (SC)","Total","Total","184","16","58","56","40","12","1","-","1","-","-","-","-","-","-"
"4207304004","Vila Alvorada - Imbituba (SC)","Total","Total","622","87","145","142","125","69","33","14","1","4","-","-","1","1","-"
"4207304005","Vila Nova Alvorada - Imbituba (SC)","Total","Total","1070","127","270","295","223","105","24","15","7","2","1","-","1","-","-"
"4207304006","Vila Esperança - Imbituba (SC)","Total","Total","250","50","70","64","46","15","4","1","-","-","-","-","-","-","-"
"4207304007","Ribanceira - Imbituba (SC)","Total","Total","100","9","21","36","19","11","3","-","-","1","-","-","-","-","-"
"4207304008","Barra de Ibiraquera - Imbituba (SC)","Total","Total","106","12","38","29","22","4","1","-","-","-","-","-","-","-","-"
"4207304009","Vila Nova - Imbituba (SC)","Total","Total","1181","173","346","301","213","102","31","10","4","-","-","-","-","-","1"
"4207304010","Vila Santo Antônio - Imbituba (SC)","Total","Total","435","44","94","127","93","55","14","7","-","1","-","-","-","-","-"
"4207304011","Campo D'Aviação - Imbituba (SC)","Total","Total","341","33","81","107","68","36","5","7","-","3","1","-","-","-","-"
"4207304012","Porto da Vila - Imbituba (SC)","Total","Total","154","17","33","40","36","17","7","3","1","-","-","-","-","-","-"
"4207304013","Sagrada Família - Imbituba (SC)","Total","Total","354","32","112","96","76","29","7","2","-","-","-","-","-","-","-"
"4207304014","São Tomaz - Imbituba (SC)","Total","Total","191","31","49","44","44","16","6","-","-","1","-","-","-","-","-"
"4207304015","Guaiuba - Imbituba (SC)","Total","Total","468","54","116","120","88","54","25","8","1","-","1","1","-","-","-"
"4207304016","Roça Grande - Imbituba (SC)","Total","Total","436","49","117","115","77","46","18","8","3","2","-","1","-","-","-"
"4207304017","Boa Vista - Imbituba (SC)","Total","Total","133","16","33","41","23","13","3","3","1","-","-","-","-","-","-"
"4207304018","Itapiruba - Imbituba (SC)","Total","Total","140","35","52","21","25","4","2","1","-","-","-","-","-","-","-"
"4207304019","Mirim - Imbituba (SC)","Total","Total","289","37","73","85","56","18","10","5","3","1","-","-","1","-","-"
"4207304020","Nova Brasília - Imbituba (SC)","Total","Total","1476","159","372","399","331","139","50","19","6","1","-","-","-","-","-"
"4207304021","Morro do Mirim - Imbituba (SC)","Total","Total","144","11","47","40","23","16","5","1","-","1","-","-","-","-","-"
"4207304022","Campestre - Imbituba (SC)","Total","Total","597","65","146","170","131","55","19","5","4","1","1","-","-","-","-"
"4207304023","Sambaqui - Imbituba (SC)","Total","Total","185","23","53","46","37","17","5","3","1","-","-","-","-","-","-"
"4207304024","Arroio - Imbituba (SC)","Total","Total","213","31","55","53","47","16","5","5","-","1","-","-","-","-","-"
"4207304025","Arroio do Rosa - Imbituba (SC)","Total","Total","85","7","24","27","21","5","1","-","-","-","-","-","-","-","-"
"4207304026","Alto Arroio - Imbituba (SC)","Total","Total","492","53","129","144","90","55","15","4","1","-","-","1","-","-","-"
"4207304027","Ibiraquera - Imbituba (SC)","Total","Total","920","178","269","228","159","57","22","4","1","2","-","-","-","-","-"
"4207304028","Araçatuba - Imbituba (SC)","Total","Total","279","28","88","67","56","28","7","3","1","1","-","-","-","-","-"
"4207304029","Campo Duna - Imbituba (SC)","Total","Total","180","10","51","41","42","26","7","3","-","-","-","-","-","-","-"
"4207304030","Penha - Imbituba (SC)","Total","Total","123","18","39","28","21","11","3","1","1","1","-","-","-","-","-"
"4207502001","Centro - Indaial (SC)","Total","Total","275","61","82","70","42","15","4","1","-","-","-","-","-","-","-"
"4207502002","Tapajós - Indaial (SC)","Total","Total","2128","207","535","633","453","211","51","25","7","2","2","2","-","-","-"
"4207502003","Das Nações - Indaial (SC)","Total","Total","1237","247","412","287","197","67","17","7","1","1","1","-","-","-","-"
"4207502004","Carijós - Indaial (SC)","Total","Total","1874","156","464","532","415","192","75","26","10","2","1","-","-","-","1"
"4207502005","Do Sol - Indaial (SC)","Total","Total","570","58","144","138","131","69","18","8","2","2","-","-","-","-","-"
"4207502006","dos Estados - Indaial (SC)","Total","Total","1228","135","308","342","284","95","42","12","6","3","-","1","-","-","-"
"4207502007","Estrada das Areias - Indaial (SC)","Total","Total","1552","114","355","446","360","172","60","31","8","5","-","-","1","-","-"
"4207502008","Warnow - Indaial (SC)","Total","Total","747","76","199","203","146","71","31","11","6","2","2","-","-","-","-"
"4207502009","Ribeirão das Pedras - Indaial (SC)","Total","Total","581","39","145","183","132","48","23","8","2","-","1","-","-","-","-"
"4207502010","Rio Morto - Indaial (SC)","Total","Total","1928","175","477","557","447","181","52","30","5","1","-","-","2","-","1"
"4207502011","João Paulo II - Indaial (SC)","Total","Total","677","53","153","198","167","57","32","9","5","2","1","-","-","-","-"
"4207502012","Arapongas - Indaial (SC)","Total","Total","151","15","35","38","29","23","5","6","-","-","-","-","-","-","-"
"4207502013","Benedito - Indaial (SC)","Total","Total","293","24","74","81","64","33","9","4","1","3","-","-","-","-","-"
"4207502014","Mulde - Indaial (SC)","Total","Total","1010","89","233","282","232","105","50","14","4","1","-","-","-","-","-"
"4207502015","Encano do Norte - Indaial (SC)","Total","Total","1226","115","307","315","256","147","46","23","11","3","3","-","-","-","-"
"4207502016","Encano Baixo - Indaial (SC)","Total","Total","1107","89","273","317","258","107","44","12","1","2","2","2","-","-","-"
"4207502017","Estradinha - Indaial (SC)","Total","Total","163","18","44","37","41","15","7","1","-","-","-","-","-","-","-"
"4207650001","Vila Nova - Iporã do Oeste (SC)","Total","Total","89","11","13","32","21","9","1","1","1","-","-","-","-","-","-"
"4207650002","Ruschel - Iporã do Oeste (SC)","Total","Total","75","8","18","16","22","7","3","-","-","1","-","-","-","-","-"
"4208104001","Centro - Itaiópolis (SC)","Total","Total","1126","167","270","308","219","106","37","10","5","2","-","1","-","1","-"
"4208104002","Vila Nova - Itaiópolis (SC)","Total","Total","399","30","80","113","94","46","18","11","5","-","1","1","-","-","-"
"4208104003","Lucena - Itaiópolis (SC)","Total","Total","501","54","91","122","100","71","28","20","5","7","2","1","-","-","-"
"4208104004","Nova Brasília - Itaiópolis (SC)","Total","Total","84","9","12","17","21","9","10","3","1","1","-","-","-","1","-"
"4208104005","Alto Paraguaçu - Itaiópolis (SC)","Total","Total","169","18","37","45","45","13","8","3","-","-","-","-","-","-","-"
"4208104006","Vila Gaúcha - Itaiópolis (SC)","Total","Total","56","5","9","10","16","10","4","-","1","-","1","-","-","-","-"
"4208104007","Bom Jesus - Itaiópolis (SC)","Total","Total","670","73","141","160","144","74","40","15","9","6","5","1","1","1","-"
"4208203001","Centro - Itajaí (SC)","Total","Total","4018","726","1223","1012","743","217","61","20","8","1","4","1","1","-","1"
"4208203002","Fazenda - Itajaí (SC)","Total","Total","5320","846","1496","1378","941","402","164","54","24","7","6","2","-","-","-"
"4208203003","Cabeçudas - Itajaí (SC)","Total","Total","391","77","93","104","75","27","9","4","-","1","1","-","-","-","-"
"4208203004","Praia Brava - Itajaí (SC)","Total","Total","1424","236","346","371","272","120","50","14","9","-","3","2","1","-","-"
"4208203005","Ressacada - Itajaí (SC)","Total","Total","1441","135","337","377","336","144","66","24","11","7","1","2","-","1","-"
"4208203006","Cidade Nova - Itajaí (SC)","Total","Total","5756","477","1173","1521","1335","673","326","147","55","21","18","7","2","1","-"
"4208203007","São Vicente - Itajaí (SC)","Total","Total","9669","975","2243","2753","2116","946","363","154","62","27","14","9","2","3","2"
"4208203008","Dom Bosco - Itajaí (SC)","Total","Total","2262","286","598","623","479","175","58","15","16","6","4","2","-","-","-"
"4208203009","Vila Operária - Itajaí (SC)","Total","Total","1048","166","311","275","191","72","23","7","1","2","-","-","-","-","-"
"4208203010","São João - Itajaí (SC)","Total","Total","4121","549","1129","1152","803","311","113","46","10","4","1","1","1","-","1"
"4208203011","Barra do Rio - Itajaí (SC)","Total","Total","1801","184","387","478","356","214","93","43","28","3","6","5","2","1","1"
"4208203012","Cordeiros - Itajaí (SC)","Total","Total","11408","1071","2579","3230","2585","1148","464","193","85","31","12","4","4","-","2"
"4208203013","Salseiros - Itajaí (SC)","Total","Total","951","71","251","291","193","83","37","14","5","3","1","1","-","-","1"
"4208203014","Espinheiros - Itajaí (SC)","Total","Total","1646","130","374","482","388","161","66","29","12","2","-","2","-","-","-"
"4208203015","Itaipava - Itajaí (SC)","Total","Total","1473","120","298","437","362","139","62","31","14","5","2","1","-","1","1"
"4208203016","Canhanduba - Itajaí (SC)","Total","Total","199","23","40","46","40","24","10","5","4","3","1","3","-","-","-"
"4208203017","São Judas - Itajaí (SC)","Total","Total","1797","229","488","499","351","151","51","14","9","3","2","-","-","-","-"
"4208302001","Centro - Itapema (SC)","Total","Total","1229","204","424","327","177","75","10","6","1","2","3","-","-","-","-"
"4208302002","Canto da Praia - Itapema (SC)","Total","Total","374","66","110","106","59","20","10","3","-","-","-","-","-","-","-"
"4208302003","Ilhota - Itapema (SC)","Total","Total","671","57","154","189","140","79","31","11","6","3","1","-","-","-","-"
"4208302004","Sertãozinho - Itapema (SC)","Total","Total","392","40","81","130","88","24","19","5","4","1","-","-","-","-","-"
"4208302005","Alto do São Bento - Itapema (SC)","Total","Total","1066","80","240","295","231","125","52","25","6","9","2","1","-","-","-"
"4208302006","Casa Branca - Itapema (SC)","Total","Total","509","59","133","130","103","48","24","6","2","3","1","-","-","-","-"
"4208302007","Várzea - Itapema (SC)","Total","Total","733","64","162","209","161","74","42","11","7","1","2","-","-","-","-"
"4208302008","Taboleiro dos Oliveiras - Itapema (SC)","Total","Total","585","43","152","149","129","70","30","5","5","-","1","1","-","-","-"
"4208302009","Morretes - Itapema (SC)","Total","Total","3622","319","857","897","809","430","187","72","29","16","2","1","-","1","2"
"4208302010","Meia Praia - Itapema (SC)","Total","Total","1047","188","368","260","159","44","17","8","2","-","-","1","-","-","-"
"4208302011","Andorinha - Itapema (SC)","Total","Total","2647","403","863","664","481","163","50","11","8","4","-","-","-","-","-"
"4208302012","Castelo Branco - Itapema (SC)","Total","Total","1792","265","616","466","292","101","38","12","1","1","-","-","-","-","-"
"4208500001","Centro - Ituporanga (SC)","Total","Total","1116","171","342","292","203","80","21","2","3","1","-","1","-","-","-"
"4208500002","da Gruta - Ituporanga (SC)","Total","Total","229","26","62","57","49","21","7","2","-","1","2","-","2","-","-"
"4208500003","Salto Grande - Ituporanga (SC)","Total","Total","71","2","16","21","12","15","4","1","-","-","-","-","-","-","-"
"4208500004","Santo Antônio - Ituporanga (SC)","Total","Total","386","35","77","104","106","38","18","4","3","1","-","-","-","-","-"
"4208500005","Jardim América - Ituporanga (SC)","Total","Total","433","36","122","111","120","26","12","4","1","1","-","-","-","-","-"
"4208500007","Gabiroba - Ituporanga (SC)","Total","Total","723","57","180","204","167","73","25","9","4","1","2","-","-","1","-"
"4208500008","Bela Vista - Ituporanga (SC)","Total","Total","62","1","17","20","17","4","3","-","-","-","-","-","-","-","-"
"4208500009","Vila Nova - Ituporanga (SC)","Total","Total","485","34","128","95","123","67","22","8","4","1","1","1","-","1","-"
"4208500010","Cerro Negro - Ituporanga (SC)","Total","Total","218","17","57","52","59","22","6","2","2","-","-","-","1","-","-"
"4208500011","Fachinal Vila Nova - Ituporanga (SC)","Total","Total","39","3","10","13","8","3","-","2","-","-","-","-","-","-","-"
"4208500012","Seminário - Ituporanga (SC)","Total","Total","100","7","24","30","24","14","1","-","-","-","-","-","-","-","-"
"4208500013","Nossa Senhora de Fátima - Ituporanga (SC)","Total","Total","342","19","74","77","94","36","17","15","6","-","1","1","-","-","2"
"4208500014","Boa Vista - Ituporanga (SC)","Total","Total","414","35","98","127","101","39","9","4","1","-","-","-","-","-","-"
"4208708001","Jardim Arizona - Jacinto Machado (SC)","Total","Total","232","21","72","60","50","20","7","-","2","-","-","-","-","-","-"
"4208708002","Paraguai - Jacinto Machado (SC)","Total","Total","219","24","59","73","40","18","5","-","-","-","-","-","-","-","-"
"4208708003","Figueira - Jacinto Machado (SC)","Total","Total","287","32","84","88","54","20","8","-","-","-","-","1","-","-","-"
"4208708004","Centro - Jacinto Machado (SC)","Total","Total","492","61","164","132","92","31","8","3","1","-","-","-","-","-","-"
"4208708005","Gávea - Jacinto Machado (SC)","Total","Total","339","38","79","102","81","22","9","7","-","1","-","-","-","-","-"
"4208708006","Bela Vista - Jacinto Machado (SC)","Total","Total","170","18","41","51","38","20","2","-","-","-","-","-","-","-","-"
"4208906001","Centro - Jaraguá do Sul (SC)","Total","Total","3491","644","1160","865","592","174","43","10","2","-","1","-","-","-","-"
"4208906002","Ilha da Figueira - Jaraguá do Sul (SC)","Total","Total","3151","259","795","885","726","308","122","43","7","4","1","1","-","-","-"
"4208906003","Vila Nova - Jaraguá do Sul (SC)","Total","Total","1463","191","447","384","302","94","30","7","3","4","1","-","-","-","-"
"4208906004","Barra do Rio Molha - Jaraguá do Sul (SC)","Total","Total","722","72","172","205","166","66","27","11","-","1","1","-","-","-","1"
"4208906005","Barra do Rio Cerro - Jaraguá do Sul (SC)","Total","Total","2602","197","646","746","623","254","91","27","9","5","1","2","-","-","1"
"4208906006","Jaraguá 99 - Jaraguá do Sul (SC)","Total","Total","1285","79","276","395","336","135","43","13","6","-","1","1","-","-","-"
"4208906007","João Pessoa - Jaraguá do Sul (SC)","Total","Total","1386","107","310","423","320","138","63","13","10","1","1","-","-","-","-"
"4208906008","Vieira - Jaraguá do Sul (SC)","Total","Total","817","59","223","232","169","85","38","8","1","1","-","1","-","-","-"
"4208906009","Centenário - Jaraguá do Sul (SC)","Total","Total","495","54","129","145","111","39","13","-","2","1","1","-","-","-","-"
"4208906010","Vila Lalau - Jaraguá do Sul (SC)","Total","Total","1522","190","464","421","298","108","28","9","1","2","-","-","-","-","1"
"4208906011","Vila Baependi - Jaraguá do Sul (SC)","Total","Total","975","146","330","248","183","49","12","5","1","-","1","-","-","-","-"
"4208906012","Czerniewicz - Jaraguá do Sul (SC)","Total","Total","1399","132","366","418","313","112","32","16","9","1","-","-","-","-","-"
"4208906013","Amizade - Jaraguá do Sul (SC)","Total","Total","1607","123","425","530","373","104","30","11","8","-","2","1","-","-","-"
"4208906014","Três Rios do Sul - Jaraguá do Sul (SC)","Total","Total","684","50","163","198","174","63","26","6","3","-","1","-","-","-","-"
"4208906015","Estrada Nova - Jaraguá do Sul (SC)","Total","Total","1707","149","364","519","392","182","62","23","10","5","-","1","-","-","-"
"4208906016","Rau - Jaraguá do Sul (SC)","Total","Total","1708","161","460","482","381","150","47","15","9","1","1","-","1","-","-"
"4208906017","Água Verde - Jaraguá do Sul (SC)","Total","Total","823","61","206","243","222","58","27","3","3","-","-","-","-","-","-"
